"","ko_map","noFMT_1_duodenum","noFMT_1_jejunum","noFMT_1_ileum","noFMT_1_cecum","noFMT_1_colon","noFMT_2_duodenum","noFMT_2_jejunum","noFMT_2_ileum","noFMT_2_cecum","noFMT_2_colon","noFMT_3_duodenum","noFMT_3_jejunum","noFMT_3_ileum","noFMT_3_cecum","noFMT_3_colon","noFMT_4_duodenum","noFMT_4_jejunum","noFMT_4_ileum","noFMT_4_cecum","noFMT_4_colon","donor_1_duodenum","donor_1_jejunum","donor_1_ileum","donor_1_cecum","donor_1_colon","donor_2_duodenum","donor_2_jejunum","donor_2_ileum","donor_2_cecum","donor_2_colon","donor_3_duodenum","donor_3_jejunum","donor_3_ileum","donor_3_cecum","donor_3_colon","donor_4_duodenum","donor_4_jejunum","donor_4_ileum","donor_4_cecum","donor_4_colon","postFMT_1_duodenum","postFMT_1_jejunum","postFMT_1_ileum","postFMT_1_cecum","postFMT_1_colon","postFMT_2_duodenum","postFMT_2_jejunum","postFMT_2_ileum","postFMT_2_cecum","postFMT_2_colon","postFMT_3_duodenum","postFMT_3_jejunum","postFMT_3_ileum","postFMT_3_cecum","postFMT_3_colon","postFMT_4_duodenum","postFMT_4_jejunum","postFMT_4_ileum","postFMT_4_cecum","postFMT_4_colon"
"537","K01214",2,21,10,5,34,10,333,0,256,12,0,92,3,7,5,0,32,161,29,1,0,0,672,139,7,1,316,1,302,52,0,10,17,119,10,0,183,0,51,203,5,3,0,0,0,10,1,0,0,0,25,5,0,0,0,6,1,0,0,0
"538","K01215",2,0,0,0,0,12,23,3,5,4,0,8,0,2,0,0,8,17,2,1,0,0,48,3,0,0,11,0,11,2,0,2,0,4,3,0,1,0,4,8,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"539","K01218",25,12,2,1,5,1,20,0,24,10,0,15,0,2,5,0,9,7,5,2,0,0,23,15,1,0,20,0,7,1,1,0,2,4,5,0,4,0,11,25,2,1,0,0,0,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0
"540","K01220",0,0,0,0,0,1,7,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","K01222",0,0,0,0,0,1,21,0,2,0,9,136,2,7,16,0,111,43,6,0,0,0,41,5,1,0,32,0,8,4,0,4,1,7,0,0,2,0,4,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"542","K01223",4,1,0,10,2,12,212,2,54,4,1,93,9,8,0,1,37,77,30,10,0,3,159,36,6,0,105,0,30,8,8,14,17,29,10,0,67,0,14,47,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,5,2,0,0,0
"543","K01224",8,3,8,0,7,2,33,0,22,3,5,22,0,2,1,0,10,22,5,3,0,0,59,11,1,1,52,0,23,4,6,7,4,10,10,0,4,0,20,46,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"544","K01226",0,0,0,1,0,1,21,3,6,1,1,8,0,1,0,0,8,11,3,0,0,0,24,5,0,0,20,0,18,8,2,5,3,5,9,0,70,1,2,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"545","K01227",2,25,0,3,0,10,98,0,83,12,0,2,1,0,0,0,1,15,1,3,0,0,35,13,0,0,27,0,4,4,0,0,4,1,0,0,10,0,1,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"546","K01232",0,0,1,1,0,0,63,0,4,0,0,15,0,0,0,0,2,20,0,0,0,0,34,7,0,0,25,0,7,1,0,2,2,7,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"547","K01235",19,2,0,0,7,5,44,0,23,14,1,13,0,1,0,0,0,4,2,2,0,1,8,11,0,0,10,0,1,3,0,0,1,6,2,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"548","K01239",1,1,0,0,0,2,14,0,3,0,0,2,0,0,1,0,7,6,8,2,0,0,17,1,0,0,25,1,2,1,4,14,10,4,7,0,47,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","K01241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550","K01243",6,1,0,2,19,3,63,1,40,11,8,89,4,1,8,0,89,36,2,1,0,2,60,9,3,1,47,1,19,7,1,1,13,16,6,0,12,0,14,23,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"551","K01246",24,4,0,0,2,1,36,0,31,16,0,31,0,0,0,1,5,46,8,6,0,24,91,45,19,0,67,1,40,5,1,5,15,39,2,0,20,0,14,20,25,0,0,0,0,3,0,0,0,0,2,7,0,0,0,0,0,0,0,0
"552","K01247",0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,4,0,0,0,1,0,2,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553","K01250",0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,2,2,0,0,0,10,2,0,0,6,0,13,0,1,2,3,1,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"554","K01251",0,0,0,0,2,0,46,0,7,0,0,19,1,4,0,0,1,6,80,0,0,7,122,16,14,0,44,0,11,2,0,4,26,1,0,0,53,0,0,19,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"555","K01252",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556","K01255",0,2,0,0,2,0,9,0,6,0,0,6,0,0,0,0,0,0,2,0,0,0,26,3,1,0,3,0,1,0,1,0,3,1,1,0,3,0,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"557","K01256",0,0,0,0,0,0,10,1,1,2,0,1,0,0,1,0,9,3,0,4,0,0,69,8,0,0,51,0,1,2,2,5,11,6,7,0,15,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"558","K01258",35,4,0,2,21,4,140,3,33,14,2,39,2,3,2,0,42,23,8,5,0,0,145,21,2,1,76,12,47,12,1,5,7,4,11,0,34,0,14,43,0,0,0,0,1,4,1,0,0,0,5,8,0,0,0,2,0,0,0,0
"559","K01259",0,0,0,0,0,3,12,2,0,1,0,0,0,0,0,0,5,3,0,2,0,0,24,0,0,0,8,0,4,4,2,3,0,19,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","K01262",41,7,1,6,42,19,260,1,61,28,12,286,6,21,25,0,193,62,22,12,0,1,172,41,13,3,143,1,36,10,3,28,35,49,46,0,62,0,8,53,2,3,0,0,1,18,1,0,0,0,4,3,0,0,0,7,1,0,0,0
"561","K01265",18,19,18,14,16,7,142,0,79,40,2,57,1,2,10,0,62,29,30,5,1,2,181,28,7,2,69,0,66,6,3,9,14,24,19,0,49,0,25,56,4,0,0,0,0,7,0,0,0,0,4,1,0,0,0,9,0,0,0,1
"562","K01266",0,0,0,0,0,1,10,0,2,0,0,2,0,0,0,0,0,4,4,0,0,0,21,2,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563","K01267",24,4,4,2,18,2,94,0,37,8,1,44,4,7,6,0,13,22,7,3,0,0,107,18,2,4,60,0,22,9,4,4,6,25,14,0,7,0,2,14,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,0,0
"564","K01270",35,3,0,1,25,15,119,0,36,25,5,44,4,5,4,0,10,55,6,1,0,3,86,22,3,1,43,0,22,4,6,3,6,10,14,0,15,0,10,48,3,0,0,0,0,2,0,0,0,0,3,4,0,0,0,2,0,0,0,0
"565","K01271",0,0,0,0,0,0,17,0,0,4,0,2,2,0,0,0,10,6,1,0,0,0,19,2,0,0,12,0,1,1,1,3,4,5,5,0,27,0,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"566","K01273",1,3,4,3,0,1,47,0,10,1,2,43,0,2,0,0,9,9,8,1,0,0,104,20,3,0,54,0,20,3,0,2,3,10,9,0,15,0,9,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"567","K01277",34,1,0,1,24,8,84,0,28,20,1,4,0,13,5,0,11,2,0,4,0,0,2,19,1,1,15,0,1,5,3,0,1,3,10,0,0,0,3,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","K01278",49,8,0,2,39,14,189,0,45,23,1,3,0,2,10,0,7,2,0,3,0,0,7,20,2,0,12,0,8,9,8,5,3,2,13,0,1,0,4,37,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"569","K01281",0,0,0,0,1,0,4,3,2,4,0,0,0,0,1,0,6,1,2,1,0,0,6,0,0,0,1,0,0,1,0,3,6,2,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570","K01284",63,2,1,2,61,18,147,0,34,41,8,20,3,2,7,0,15,5,1,14,0,0,6,15,2,1,21,1,4,12,13,4,3,8,20,0,0,0,5,23,1,2,0,0,0,4,1,0,0,0,1,1,0,0,0,2,0,0,0,0
"571","K01286",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572","K01295",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,2,0,1,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"573","K01297",12,0,1,1,8,6,42,0,14,7,1,14,0,4,0,0,7,2,0,1,0,0,26,9,1,1,8,0,0,0,5,0,1,6,2,0,1,0,5,5,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"574","K01299",1,0,0,4,3,1,12,0,3,2,0,2,0,0,1,0,2,14,0,0,0,0,57,5,0,0,55,0,13,2,0,2,0,2,1,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"575","K01304",2,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,12,3,0,0,0,0,11,7,1,0,9,0,1,0,0,0,0,4,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","K01305",0,0,0,1,1,0,8,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,14,2,0,0,19,0,2,2,0,0,1,5,1,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577","K01308",0,3,1,1,0,0,15,0,13,0,1,9,2,2,4,0,3,6,1,1,0,0,16,5,1,0,18,0,1,6,0,0,0,2,0,0,8,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"578","K01318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579","K01322",42,1,0,3,33,3,106,0,25,7,0,2,1,0,3,0,4,2,0,3,0,0,6,2,0,0,20,0,0,3,8,0,0,1,4,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"580","K01338",36,13,13,5,46,32,314,1,112,59,13,343,7,32,27,1,235,134,44,14,1,0,336,70,11,1,195,1,196,14,8,15,32,33,22,0,108,0,17,130,2,3,0,1,1,7,0,0,0,1,4,3,0,0,0,8,0,0,0,0
"581","K01354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","K01356",1,2,0,3,3,4,47,0,11,9,2,106,6,13,35,0,87,36,12,0,0,0,77,31,1,0,71,0,17,3,0,9,7,25,1,0,28,0,4,48,1,1,0,0,0,1,0,0,0,0,3,1,0,0,0,7,0,0,0,0
"583","K01358",81,23,0,2,70,17,721,1,306,35,1,379,13,14,12,0,186,338,182,8,0,1,1413,446,84,1,434,0,131,16,4,56,37,72,106,0,104,0,59,295,2,25,0,0,0,109,0,0,0,12,10,59,0,0,0,68,0,0,0,0
"584","K01361",1,0,0,0,0,0,6,0,4,1,0,10,1,0,3,1,6,2,0,2,0,0,14,14,0,0,4,0,3,0,0,0,0,3,3,0,5,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"585","K01372",19,1,0,3,22,4,47,4,4,8,3,11,0,1,2,0,29,3,2,2,0,0,76,11,1,1,51,0,13,9,2,6,4,12,11,0,25,0,3,12,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,4,0,0,0,0
"586","K01390",0,0,0,0,3,0,6,0,0,0,1,11,1,0,0,0,6,3,4,1,0,0,23,2,0,0,36,0,4,5,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","K01406",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"588","K01409",22,0,2,4,22,12,115,0,40,13,13,217,7,37,26,1,202,75,80,10,1,6,258,27,9,0,175,1,80,65,3,13,51,25,33,0,147,0,36,61,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,5,0,0,0,0
"589","K01414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","K01419",0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591","K01420",0,0,0,0,0,5,29,0,21,1,6,77,2,3,2,0,62,52,4,2,0,0,137,11,0,0,45,0,41,1,0,1,1,1,0,0,8,0,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"592","K01421",2,0,1,0,29,3,107,1,40,32,11,309,13,35,46,1,553,104,23,2,0,1,229,28,7,0,196,0,30,28,10,33,70,18,31,0,162,0,34,24,3,1,0,1,0,6,0,0,0,0,1,11,0,0,0,0,3,0,0,0
"593","K01423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","K01424",15,1,1,2,3,9,126,0,63,15,16,80,7,5,8,1,52,70,8,7,0,0,89,18,12,1,85,0,70,5,14,8,11,24,14,0,18,0,78,45,1,2,0,0,0,16,0,0,0,0,3,2,0,0,0,2,0,0,0,0
"595","K01425",21,3,0,1,18,1,52,1,19,5,0,19,0,0,3,0,13,20,4,2,0,2,12,3,0,0,26,0,12,0,10,8,12,5,6,0,12,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596","K01426",0,2,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,10,0,2,0,0,1,9,0,1,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597","K01428",4,1,0,0,21,6,43,0,0,3,6,9,5,8,0,2,4,13,2,0,0,0,7,0,3,0,23,0,1,0,2,7,11,0,6,0,8,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"598","K01429",3,0,0,0,8,4,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,4,2,0,2,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"599","K01430",3,0,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,1,0,0,3,2,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600","K01433",8,1,0,0,4,0,14,0,3,4,2,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,3,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601","K01434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","K01436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"603","K01438",8,0,0,1,15,2,70,1,9,4,1,6,0,2,0,0,6,3,6,0,0,0,10,5,2,0,10,0,0,3,3,1,0,5,3,0,3,0,4,11,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"604","K01439",0,0,1,3,7,6,68,1,11,2,0,25,1,5,4,0,54,10,11,2,0,2,107,14,0,0,91,0,14,2,3,12,13,13,3,0,35,0,13,7,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0
"605","K01442",29,9,2,27,20,4,90,5,39,16,0,52,10,7,0,0,19,27,8,10,1,0,124,52,5,0,74,0,114,6,6,8,11,13,12,0,45,0,7,20,13,7,0,0,0,2,0,0,0,0,2,2,0,0,0,16,0,0,0,0
"606","K01443",1,0,5,4,5,14,87,4,20,2,11,121,8,9,4,0,181,106,59,5,0,3,212,21,3,0,110,4,51,18,0,17,32,36,9,0,47,0,44,30,0,9,0,1,0,7,1,0,0,0,0,2,0,0,0,4,0,0,0,0
"607","K01447",0,5,0,1,1,0,9,0,4,1,0,5,0,0,0,0,3,5,1,0,0,0,17,22,0,0,9,0,7,1,1,0,0,2,0,0,4,0,8,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"608","K01448",22,4,3,12,18,13,169,1,60,15,4,106,3,20,3,0,51,67,32,6,0,1,197,64,5,1,165,2,54,26,3,9,20,44,24,1,73,0,29,81,1,0,0,0,4,12,0,0,0,0,9,10,0,0,0,0,0,0,0,0
"609","K01449",0,0,0,0,1,1,37,1,19,29,10,107,3,6,1,0,85,43,22,0,0,2,139,14,5,0,48,0,44,5,1,0,6,7,0,0,33,0,18,17,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,17,0,0,0,0
"610","K01457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"611","K01458",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612","K01460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","K01462",25,0,0,1,14,10,70,0,59,40,3,80,3,3,4,0,93,64,13,4,0,0,74,23,41,0,71,1,217,7,3,8,17,92,12,0,69,0,35,29,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,16,0,0,0,0
"614","K01463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"615","K01464",0,0,0,0,1,16,33,0,38,19,0,38,0,0,0,0,2,33,0,0,0,2,101,10,1,0,24,0,24,1,0,0,3,13,1,0,10,0,21,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"616","K01465",15,2,7,0,16,6,180,0,97,32,8,195,5,9,19,0,172,147,18,7,0,4,239,33,4,2,103,0,54,14,6,14,23,33,20,0,63,1,53,37,5,0,0,0,2,2,0,0,0,0,0,1,0,0,0,3,1,0,0,0
"617","K01466",0,0,0,0,4,1,6,0,1,2,0,2,0,0,0,0,1,4,0,0,0,0,41,0,0,0,25,0,3,0,0,1,3,3,1,0,6,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"618","K01467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","K01468",8,0,0,1,6,2,33,0,5,5,0,1,0,0,0,0,4,8,21,4,0,0,40,32,0,0,3,0,13,1,1,0,0,0,8,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"620","K01470",0,1,0,0,0,3,10,0,6,0,0,4,0,0,0,0,2,5,0,0,0,0,10,3,0,0,7,0,3,0,1,2,0,2,1,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621","K01473",0,1,0,0,2,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"622","K01474",0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"623","K01476",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,20,1,0,0,6,0,13,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"624","K01478",0,0,0,0,6,0,10,0,2,1,0,45,1,0,0,0,34,18,0,0,0,8,61,2,16,0,31,0,39,0,0,2,33,34,7,0,82,0,22,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"625","K01480",0,0,0,0,0,0,7,0,1,1,0,2,0,0,0,0,2,6,11,0,0,0,7,3,0,0,4,0,2,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"626","K01482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,1,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"627","K01483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"628","K01484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","K01485",0,0,0,0,0,4,3,0,6,0,0,1,0,2,0,0,0,1,19,0,0,0,7,4,0,0,6,0,1,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","K01486",1,1,0,1,11,6,9,1,6,19,0,29,0,40,0,0,20,37,10,10,0,1,92,22,4,0,71,0,24,1,4,2,6,17,4,0,15,0,9,6,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"631","K01487",4,1,0,0,3,2,30,1,6,1,8,5,0,1,0,0,1,0,0,0,0,0,76,3,2,0,33,0,21,2,1,1,1,2,0,0,9,0,7,11,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"632","K01488",2,0,0,3,0,4,34,2,5,4,1,11,1,2,1,0,18,6,4,2,0,0,20,10,0,0,18,0,2,4,5,0,1,7,2,0,5,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"633","K01489",6,0,0,2,6,2,63,0,7,4,2,22,1,3,1,0,5,28,6,2,0,0,63,6,2,0,31,0,13,0,2,1,4,37,6,0,18,0,6,18,0,1,0,0,0,6,0,0,0,0,2,6,0,0,0,0,0,0,0,0
"634","K01491",8,4,0,3,26,14,82,0,32,26,2,104,8,5,9,0,82,42,18,4,0,2,153,21,5,0,94,1,29,21,2,30,19,18,27,0,51,0,19,38,1,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,1,0,0,0
"635","K01493",15,1,1,2,15,12,50,0,59,11,4,79,2,7,7,0,97,67,21,1,0,1,124,53,0,0,95,1,95,5,2,3,11,63,17,0,46,0,16,6,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,2,0,0,0
"636","K01494",0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,2,0,0,9,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"637","K01495",11,0,1,0,14,1,34,0,10,9,1,74,2,4,8,0,40,32,2,4,0,0,69,13,5,0,38,0,2,4,1,0,4,9,3,0,21,0,4,12,0,0,0,0,0,0,3,0,0,1,2,1,0,0,0,1,0,0,0,0
"638","K01496",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","K01497",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640","K01499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641","K01507",0,0,0,0,0,1,6,0,0,0,10,69,4,4,5,1,61,21,3,1,0,0,29,6,0,0,21,0,6,4,1,1,4,3,2,0,6,0,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
