"","X.1","X","OTU2","OTU1","meandist","distsd","median","Original","Zscore","zpvalue","zpadjusted","MouseGroup","InstancesOTU1","InstancesOTU2","Significant","Phylum_OTU1","Class_OTU1","Order_OTU1","Family_OTU1","OTU1WithOrder","Phylum_OTU2","Class_OTU2","Order_OTU2","Family_OTU2","OTU2WithOrder","OTU1ColorName","OTU2ColorName","OTU1Type","OTU2Type","OTU1emergence","OTU2emergence"
"1",1,1,"Otu1","Otu10",0.978234017720758,0.00681041529934849,0.978339350180505,0.985663082437276,-1.09083872127868,0.27534,0.703,"JEE",106555,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Otu10_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu10","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"2",2,2,"Otu1","Otu100",0.996007475365274,0.00626917744943271,1,0.962264150943396,5.38241654412426,0.000000073492,0.00000184,"JEE",8164,35131,TRUE,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Otu100_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu100","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"3",3,3,"Otu1","Otu103",0.999319727891156,0.00258885848675982,1,1,-0.262769136406139,0.79273,0.856,"JEE",10705,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu103_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu103","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"4",4,4,"Otu1","Otu107",0.995976116303219,0.00582683068978031,1,1,-0.690578448390195,0.48983,0.823,"JEE",4552,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Otu107_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu107","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","unchanged","depleted"
"5",5,5,"Otu1","Otu11",0.977688484437127,0.00609155076050869,0.978658536585366,1,-3.66269878394798,0.00024957,0.00339,"JEE",60448,35131,TRUE,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Otu11_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu11","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"6",6,6,"Otu1","Otu114",0.992489372489373,0.0092391039008067,0.995535714285714,1,-0.812917312248399,0.41627,0.802,"JEE",19244,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Otu114_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu114","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"7",7,7,"Otu1","Otu121",0.995597148399123,0.00816037906407804,1,1,-0.539540083408373,0.58951,0.837,"JEE",9490,35131,FALSE,"Proteobacteria","Gammaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Otu121_Desulfovibrionales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu121","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","unchanged","depleted"
"8",8,8,"Otu1","Otu13",0.975709831656058,0.00671091339942595,0.973805855161787,0.978527607361963,-0.419879610746554,0.67457,0.85,"JEE",122615,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Otu13_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu13","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"9",9,9,"Otu1","Otu131",0.990485630150321,0.00989155236680763,0.991935483870968,1,-0.961868218137858,0.33612,0.761,"JEE",2843,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu131_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu131","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"10",10,10,"Otu1","Otu132",0.986405819006223,0.0116224869379241,0.986301369863014,1,-1.16964476418722,0.24214,0.672,"JEE",9319,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu132_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu132","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","unchanged","depleted"
"11",11,11,"Otu1","Otu136",0.997689768976898,0.00425923828863442,1,1,-0.542404736843931,0.58754,0.837,"JEE",2862,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu136_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu136","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"12",12,12,"Otu1","Otu139",0.993861139426889,0.00656844554727948,0.990825688073395,1,-0.934598685324247,0.35,0.764,"JEE",14370,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu139_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu139","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"13",13,13,"Otu1","Otu14",0.983443186450479,0.00720462964795358,0.98134328358209,1,-2.29807975684417,0.021557,0.142,"JEE",55143,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Otu14_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu14","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"14",14,14,"Otu1","Otu15",0.990371695709211,0.00712735716723567,0.992647058823529,0.985185185185185,0.727690559393886,0.4668,0.812,"JEE",13976,35131,FALSE,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu15_Lactobacillales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu15","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"15",15,15,"Otu1","Otu150",0.99859649122807,0.00363943056465012,1,1,-0.385639661754277,0.69976,0.85,"JEE",511,35131,FALSE,"Firmicutes","Thermotogae","Thermotogales","Thermotogaceae","Otu150_Thermotogales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu150","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"16",16,16,"Otu1","Otu16",0.990628524408002,0.0086774612302727,0.991803278688525,0.991803278688525,-0.135379951502899,0.89231,0.904,"JEE",10994,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Otu16_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu16","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"17",17,17,"Otu1","Otu18",0.977219925743339,0.0074704815795231,0.976588628762542,1,-3.04934481320488,0.0022934,0.0231,"JEE",67533,35131,TRUE,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Otu18_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu18","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"18",18,18,"Otu1","Otu19",0.991040246885448,0.00780513326518847,0.992592592592593,1,-1.14793083092032,0.251,0.682,"JEE",15061,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Otu19_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu19","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"19",19,19,"Otu1","Otu2",0.97502852246695,0.0036225259540944,0.975460122699387,0.98685540950455,-3.26481775078321,0.0010953,0.0126,"JEE",301623,35131,TRUE,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Otu2_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu2","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"20",20,20,"Otu1","Otu21",0.980558884553278,0.00775166627755995,0.981193604189069,1,-2.50799179822814,0.012142,0.0952,"JEE",50710,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Otu21_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu21","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"21",21,21,"Otu1","Otu24",0.987404510861966,0.00790924576547408,0.988439306358382,0.994252873563218,-0.865867985939556,0.38656,0.786,"JEE",25401,35131,FALSE,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu24_Lactobacillales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu24","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"22",22,22,"Otu1","Otu25",0.979077623251331,0.00813866278847174,0.982578397212544,0.98961937716263,-1.29526854537217,0.19523,0.612,"JEE",45776,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Otu25_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu25","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"23",23,23,"Otu1","Otu26",0.997023102310231,0.00531863879047978,1,1,-0.559710446044486,0.57568,0.837,"JEE",2747,35131,FALSE,"Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Otu26_Acholeplasmatales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#E41A1C'>Otu26","<b style='color:#828382'>Otu1","Recipient Taxa","Shared Taxa","depleted","depleted"
"24",24,24,"Otu1","Otu27",0.991748859684776,0.00754989764928747,0.991803278688525,1,-1.09288108243461,0.27445,0.703,"JEE",7118,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu27_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#E41A1C'>Otu27","<b style='color:#828382'>Otu1","Recipient Taxa","Shared Taxa","depleted","depleted"
"25",25,25,"Otu1","Otu28",0.975728861509874,0.00641140868956286,0.976470588235294,1,-3.78561711868982,0.00015333,0.0022,"JEE",24484,35131,TRUE,"Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Otu28_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu28","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"26",26,26,"Otu1","Otu29",0.981434540839207,0.00980178325930673,0.983445855316105,0.995327102803738,-1.41735045521852,0.15638,0.537,"JEE",28902,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Otu29_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu29","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"27",27,27,"Otu1","Otu3",0.975212273243978,0.00747529531175058,0.975717439293598,0.968888888888889,0.845904287573699,0.39761,0.795,"JEE",95453,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Otu3_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu3","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"28",28,28,"Otu1","Otu30",0.991890173884514,0.0060240412216287,0.9921875,0.9921875,-0.0493565871392262,0.96064,0.967,"JEE",20455,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu30_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#E41A1C'>Otu30","<b style='color:#828382'>Otu1","Recipient Taxa","Shared Taxa","unchanged","depleted"
"29",29,29,"Otu1","Otu31",0.990295613367556,0.00968787925353952,0.992,1,-1.00170392079342,0.31649,0.743,"JEE",45672,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Otu31_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu31","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"30",30,30,"Otu1","Otu32",0.978180234103974,0.00770198525017663,0.978813559322034,1,-2.83300541188724,0.0046113,0.042,"JEE",42205,35131,TRUE,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Otu32_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu32","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"31",31,31,"Otu1","Otu33",0.984424607772599,0.00744321579220617,0.98314606741573,0.98314606741573,0.171772576875593,0.86362,0.881,"JEE",37799,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu33_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#E41A1C'>Otu33","<b style='color:#828382'>Otu1","Recipient Taxa","Shared Taxa","depleted","depleted"
"32",32,32,"Otu1","Otu34",0.985910873752288,0.00970857929703351,0.988023952095808,0.981927710843373,0.410272480354743,0.68161,0.85,"JEE",34209,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Otu34_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu34","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"33",33,33,"Otu1","Otu36",0.991920451864544,0.00840189000514938,0.992248062015504,0.984375,0.898066013708766,0.36915,0.781,"JEE",24129,35131,FALSE,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu36_Lactobacillales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu36","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"34",34,34,"Otu1","Otu37",0.976288106995559,0.0070188098643824,0.976415094339623,1,-3.37833528227757,0.00072926,0.00866,"JEE",77209,35131,TRUE,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Otu37_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu37","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"35",35,35,"Otu1","Otu39",0.981961193235324,0.00949830644294102,0.983870967741935,0.978378378378378,0.377205650130178,0.70602,0.85,"JEE",30920,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Otu39_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu39","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"36",36,36,"Otu1","Otu4",0.981418088066438,0.00747778270587469,0.98,0.98,0.189640181082538,0.84959,0.875,"JEE",95884,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Otu4_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#E41A1C'>Otu4","<b style='color:#828382'>Otu1","Recipient Taxa","Shared Taxa","depleted","depleted"
"37",37,37,"Otu1","Otu41",0.993866802582399,0.00609882763758814,0.990825688073395,0.990825688073395,0.498639195877816,0.61803,0.84,"JEE",10982,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Otu41_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu41","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"38",38,38,"Otu1","Otu43",0.983552403910318,0.00825849461211078,0.985714285714286,0.980861244019139,0.325865671357617,0.74453,0.851,"JEE",30084,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu43_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#E41A1C'>Otu43","<b style='color:#828382'>Otu1","Recipient Taxa","Shared Taxa","depleted","depleted"
"39",39,39,"Otu1","Otu44",0.990383235191811,0.0109338395655188,0.992307692307692,0.984496124031008,0.538430358843825,0.59028,0.837,"JEE",37523,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu44_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu44","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"40",40,40,"Otu1","Otu46",0.989026845392987,0.00773202859296161,0.989311043566363,0.99290780141844,-0.501932446161144,0.61572,0.84,"JEE",6786,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu46_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu46","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"41",41,41,"Otu1","Otu47",0.991722942754919,0.0084232214479732,0.992307692307692,1,-0.982647469997619,0.32578,0.748,"JEE",11926,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu47_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu47","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","unchanged","depleted"
"42",42,42,"Otu1","Otu49",0.987457752403093,0.00943723027420627,0.993243243243243,1,-1.32901786143626,0.18384,0.594,"JEE",17176,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu49_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu49","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","unchanged","depleted"
"43",43,43,"Otu1","Otu5",0.998947368421053,0.00321187975399332,1,1,-0.327730693416739,0.74312,0.85,"JEE",3684,35131,FALSE,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Otu5_Erysipelotrichales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#E41A1C'>Otu5","<b style='color:#828382'>Otu1","Recipient Taxa","Shared Taxa","unchanged","depleted"
"44",44,44,"Otu1","Otu50",0.991462399323299,0.00812530495034257,0.991525423728814,1,-1.05074218492448,0.29338,0.717,"JEE",19128,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Otu50_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#E41A1C'>Otu50","<b style='color:#828382'>Otu1","Recipient Taxa","Shared Taxa","depleted","depleted"
"45",45,45,"Otu1","Otu52",0.984683854175195,0.00752974015756936,0.986754966887417,0.98,0.622047252253034,0.53391,0.837,"JEE",37916,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Otu52_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu52","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"46",46,46,"Otu1","Otu53",0.985219284092792,0.010813656611157,0.98780487804878,1,-1.3668564148743,0.17167,0.568,"JEE",46555,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu53_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu53","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"47",47,47,"Otu1","Otu54",0.985213027330462,0.00923613378322853,0.986218201687815,1,-1.60099160715811,0.10938,0.44,"JEE",20662,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu54_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu54","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"48",48,48,"Otu1","Otu55",0.998039215686275,0.00398860884482828,1,1,-0.491596040125088,0.623,0.84,"JEE",1400,35131,FALSE,"Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Otu55_Eggerthellales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#E41A1C'>Otu55","<b style='color:#828382'>Otu1","Recipient Taxa","Shared Taxa","depleted","depleted"
"49",49,49,"Otu1","Otu6",0.975528445954866,0.00465018049037975,0.975024015369837,0.98670465337132,-2.40339217791132,0.016244,0.118,"JEE",248199,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Otu6_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu6","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"50",50,50,"Otu1","Otu60",0.992951405061326,0.00672727940085123,0.991228070175439,0.982300884955752,1.58318385055124,0.11338,0.449,"JEE",40134,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu60_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu60","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"51",51,51,"Otu1","Otu63",0.991175163360155,0.00964730704452572,0.992063492063492,1,-0.914746115067662,0.36032,0.77,"JEE",22275,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu63_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu63","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","unchanged","depleted"
"52",52,52,"Otu1","Otu64",0.989139992913862,0.00854366036435445,0.990088009759498,1,-1.27111877380417,0.20369,0.621,"JEE",6636,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Otu64_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu64","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","enriched","depleted"
"53",53,53,"Otu1","Otu65",0.99859649122807,0.00363943056465012,1,0.989473684210526,2.50665780140276,0.012188,0.0953,"JEE",1235,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu65_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu65","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","unchanged","depleted"
"54",54,54,"Otu1","Otu66",0.98868858432518,0.00890954689243318,0.985294117647059,1,-1.26958371860937,0.20423,0.621,"JEE",11728,35131,FALSE,"Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Otu66_Bacteroidales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu66","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"55",55,55,"Otu1","Otu68",0.994767085528468,0.0075811554447129,1,1,-0.690252892147427,0.49004,0.823,"JEE",2101,35131,FALSE,"Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Otu68_Acholeplasmatales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu68","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","enriched","depleted"
"56",56,56,"Otu1","Otu7",0.977081943587307,0.0065723042796978,0.975770925110132,1,-3.48706563746421,0.00048835,0.00608,"JEE",99247,35131,TRUE,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Otu7_Erysipelotrichales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#377EB8'>Otu7","<b style='color:#828382'>Otu1","Donor Taxa","Shared Taxa","enriched","depleted"
"57",57,57,"Otu1","Otu70",0.992721734531994,0.00941319567390731,0.996,1,-0.773198148656484,0.43941,0.807,"JEE",20784,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu70_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu70","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"58",58,58,"Otu1","Otu71",0.997636226207655,0.00511597348718422,1,1,-0.462037928512839,0.64405,0.847,"JEE",2737,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu71_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu71","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"59",59,59,"Otu1","Otu73",0.993127949377949,0.00654650344878496,0.991071428571429,1,-1.04972840476027,0.29384,0.717,"JEE",4053,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Otu73_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu73","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
"60",60,60,"Otu1","Otu74",0.998653198653199,0.00349238286506827,1,1,-0.385639661754265,0.69976,0.85,"JEE",4995,35131,FALSE,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Otu74_Clostridiales","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Otu1_Lactobacillales","<b style='color:#828382'>Otu74","<b style='color:#828382'>Otu1","Shared Taxa","Shared Taxa","unchanged","depleted"
