#OTU ID	bulk16SV4s10	bulk16SV4s11	bulk16SV4s12	bulk16SV4s13	bulk16SV4s14	bulk16SV4s15	bulk16SV4s16	bulk16SV4s17	bulk16SV4s1	bulk16SV4s2	bulk16SV4s3	bulk16SV4s4	bulk16SV4s5	bulk16SV4s6	bulk16SV4s7	bulk16SV4s8	bulk16SV4s9	HMP206534	HMP206536	HMP206538	HMP206547	HMP206548	HMP206561	HMP206562	HMP206563	HMP206564	HMP206569	HMP206570	HMP206571	HMP206572	HMP206603	HMP206604	HMP206605	HMP206608	HMP206609	HMP206614	HMP206615	HMP206616	HMP206617	HMP206618	HMP206619	HMP206620	HMP206621	HMP206622	HMP206623	HMP206624	HMP206625	HMP206626	HMP206627	HMP206628	HMP206629	HMP206630	HMP206635	HMP206636	HMP206643	HMP206644	HMP206645	HMP206646	HMP206647	HMP206648	HMP206655	HMP206656	HMP206657	HMP206658	HMP206659	HMP206660	HMP206667	HMP206668	HMP206669	HMP206670	HMP206671	HMP206672	HMP206673	HMP206675	HMP206676	HMP206677	HMP206678	HMP206681	HMP206682	HMP206683	HMP206684	HMP206695	HMP206700	HMP206701	HMP206702	HMP206703	HMP206704	HMP206708	HMP206709	HMP206710	HMP206711	HMP206712	HMP206713	HMP206718	HMP206719	HMP206720	HMP206721	HMP206723	HMP206724	HMP206725	HMP206726	HMP206727	HMP206728	HMP206729	HMP206730	HMP206731	HMP206732	HMP206733	HMP206734	HMP206738	HMP206739	HMP206740	HMP206741	HMP206742	HMP206743	HMP206746	HMP206747	HMP206750	HMP206751	HMP206752	HMP206753	HMP206754	HMP206755	HMP206756	HMP206757	HMP206758	HMP206761	HMP206762	HMP206766	HMP206767	HMP206768	HMP206769	HMP206770	HMP214994	HMP214995	HMP215003	HMP215004	HMP215007	HMP215008	HMP215009	HMP215010	HMP215023	HMP215048	HMP215049	HMP215050	HMP215055	HMP215056	HMP215057	HMP215058	HMP215061	HMP215062	HMP215067	HMP215074	HMP215075	HMP215076	HMP215077	HMP215080	HMP215084	HMP215085	HMP219633	HMP219634	HMP219637	HMP219638	HMP219643	HMP219644	HMP219645	HMP219646	HMP219651	HMP219652	HMP219653	HMP219654	HMP219655	HMP219656	HMP219657	HMP219658	HMP219659	HMP219668	HMP219669	HMP219670	HMP219675	HMP219676	HMP219691	HMP219692	HMP219693	HMP222170	HMP222171	HMP224323	HMP224324	HMP224325	HMP224326	HMP224327	HMP224328	HMP224330	HMP224844	HMP224845
Otu569	49	0	0	0	0	0	0	0	8	1	44	4	12	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	34	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu747	8	17	1	3	3	0	0	1	1	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	4	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	2	5	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	3	7	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu708	7	0	0	0	0	0	1	5	9	0	14	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu224	4	1	0	0	0	1	0	0	1	0	2	0	0	5	1	3	2	20	14	48	0	0	0	0	43	0	6	7	4	9	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	15	0	24	0	20	1	0	0	1	0	0	2	1	0	0	1	6	0	0	32	0	69	1	0	0	12	31	0	13	0	15	16	23	0	2	74	17	10	6	0	2	4	0	0	21	0	0	0	0	224	1	30	0	0	2	65	0	17	5	3	10	30	12	15	0	1	0	0	4	11	4	73	5	12	0	0	93	30	0	45	25	50	0	8	0	154	0	0	42	0	2	2	0	2	0	0	0	7	0	30	19	0	0	0	12	13	28	0	7	7	11	0	0	1	2	264	23	1	0	0	0	0	0	11	0	7	61	5	0	0	0	10	5	2	28	0	3	0	0	0	0
Otu146	1	15	0	3	0	8	0	0	0	0	0	0	0	0	1	4	0	7	0	0	19	44	0	0	0	0	0	0	5	3	8	24	6	14	10	13	20	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	6	0	91	46	0	23	10	9	0	0	0	2	15	0	0	0	0	8	0	0	4	0	0	7	0	13	0	10	0	0	276	0	0	7	6	0	8	16	16	30	6	6	11	26	16	0	0	2	1	0	3	0	20	1	4	0	0	0	0	0	0	3	1	3	3	3	7	0	0	16	4	11	612	548	19	57	7	16	0	0	17	67	60	0	0	0	0	0	0	0	0	0	8	7	0	0	0	8	29	0	0	0	0	0	92	0	0	0	0	0	0	0	30	0	0	0	0	2	0	14	0	2563	71	0	0	5	3	0	0	0	0	0	0	0	0	0	2	2	6	12	3	0	0
Otu11	12	10	0	39	2	16	2	0	0	0	4	0	0	124	29	319	3	25	36	20	1217	122	1	2	0	0	0	1	543	1893	984	24	69	43	66	33	60	0	0	31	42	0	0	0	0	0	31	21	0	29	20	0	108	0	20	5	0	1	120	60	0	16	0	0	32	22	299	0	0	477	312	58	0	0	29	28	52	97	7	94	47	23	3429	12	1	44	58	1829	463	1101	3144	502	81	824	965	127	20	1	387	59	124	211	208	1711	880	1	0	603	875	258	132	27	14	12	44	325	328	1	4	10	18	0	429	196	1946	2026	555	389	1195	489	0	0	238	239	135	0	0	125	109	1	1	1	0	0	32	1887	514	0	0	0	0	0	244	77	113	91	580	59	1	1	0	0	3321	66	3224	2498	2440	28	5	2022	1570	581	67	10040	220	133	311	12	21	256	782	160	0	2570	1	0	127	62	2	1	1302	1025	179	0	0
Otu713	3	0	3	0	10	0	0	5	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	20	3	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	8	10	0	0	0	5	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	4	0	0	2	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu120	101	56	0	221	5	280	5	84	47	0	493	37	136	2	0	3	334	168	65	34	0	0	75	38	136	41	178	321	0	0	0	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	531	5	0	0	0	121	11	0	13	19	0	8	21	5	0	0	0	139	0	0	20	56	146	0	0	0	0	25	4	0	786	0	0	32	20	0	2	0	0	2	0	0	0	1	2	0	0	3	3	0	0	1	6	16	7	0	0	28	19	41	70	4	1	2	0	8	22	129	70	0	54	26	2	3	51	18	40	27	0	0	50	0	0	22	0	10	7	226	257	0	109	0	0	172	164	176	68	32	77	79	0	0	0	12	262	0	0	0	0	0	31	10	0	34	10	29	4	31	25	28	24	0	0	0	0	8	3	0	0	0	0	0	0	8	30	30	177	182	4	11	73	49	86
Otu143	51	0	10	5	0	6	10	12	5	0	22	3	13	36	2	42	10	0	0	0	0	0	4	15	335	38	0	0	0	0	0	21	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	134	107	0	0	0	0	0	0	1	0	0	4	0	0	22	4	0	0	40	27	0	0	24	10	0	63	26	44	0	0	258	215	0	0	8	2	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	86	122	0	29	0	0	0	0	104	111	95	72	0	16	50	54	3	0	0	0	177	82	0	0	87	0	0	0	195	36	0	0	49	7	0	0	0	0	3	0	0	0	433	0	0	81	213	0	2	480	408	0	0	79	0	31
Otu128	2	1	0	0	0	1	0	0	6	0	2	0	0	9	3	0	1	0	0	0	0	0	0	0	1	0	0	1	6	14	12	56	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	20	96	0	2	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	87	1	0	11	0	0	0	0	0	0	0	3	8	11	1	0	0	5	0	2	0	0	0	0	1	0	0	1	1	0	2014	619	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	298	422	0	0	0	1	54	0	2	0	0	46	9	0	3	0	0	0	1	1	1	0	0	0	1	0	0	24	0	0	1913	2	36	16	0	0	0	2	1	3	4	2	0	1	2	0	0	0	7	0	0	0	0	0	1	6	0	0	0	0	1	0	1	1	0	7	8	0	28
Otu1314	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu997	1	0	4	0	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
Otu161	18	1	9	30	0	0	0	13	4	0	18	5	0	0	15	45	9	0	0	0	0	0	0	0	0	0	15	52	0	0	0	0	7	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	26	16	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	37	22	0	0	182	161	41	31	2	0	0	0	136	127	63	106	0	0	50	30	21	30	140	108	20	43	14	23	172	97	109	79	27	16	65	0	1	0	0	0	0	71	7	0	0	130	0	0	0	0	0	0	31	58	0	54	0	0	95	60	53	6	46	31	249	179	67	39	535	0	0	0	14	0	0	0	22	13	2	0	58	23	0	1	80	1	0	0	0	0	20	0	0	0	1	0	4	0	0	139	87	20	48	6	31	84	78	96
Otu362	18	16	25	15	0	6	13	0	13	0	3	3	6	0	8	28	9	0	0	0	0	0	0	6	9	0	34	67	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	34	0	0	0	0	36	13	0	0	0	0	0	0	0	0	0	0	0	0	15	8	0	17	44	0	0	0	0	22	16	0	0	0	0	0	0	0	0	18	10	0	0	0	0	0	0	0	0	0	0	0	0	22	33	0	4	34	11	0	0	15	15	39	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	7	0	17	0	9	0	0	0	16	6	0	0	19	2	0	0	18	0	0	0	2	12	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Otu795	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	497	0	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	0	8	6	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	52	0	1	0	0	3
Otu530	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	5	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu892	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu12	14	95	20	65	284	439	35	101	20	0	15	12	6	41	3	15	42	0	0	0	0	0	180	1061	639	66	198	302	3	10	49	437	498	1975	1154	0	0	0	0	0	0	0	0	0	0	0	12	15	0	0	71	23	70	1	0	0	0	19	1747	781	78	16	754	501	697	420	117	16	0	0	0	0	854	208	340	0	21	4	3	71	11	0	0	0	0	235	326	12	33	0	0	854	767	525	459	22	19	0	0	112	124	487	913	0	0	198	89	8	6	367	404	213	199	38	35	523	294	1	2	264	380	194	3	2	3448	4554	159	179	28	13	1	0	10118	3986	3929	112	0	391	167	1120	1160	0	26	0	0	0	0	654	306	270	226	52	33	6	1	74	376	693	230	101	50	0	1014	275	4371	619	124	95	20	0	0	262	83	0	1	0	1	1131	227	1	2	2	0	0	63	296	44	36	220	238	0	0	2127	390	662
Otu240	8	16	8	2	0	90	0	27	5	0	17	1	19	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	13	0	0	0	1	0	0	0	0	0	1	86	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	28	20	76	72	0	0	0	0	0	0	0	26	44	0	0	2	2	0	0	0	0	5	0	41	17	1	1	20	10	0	0	0	0	0	0	0	0	7	10	64	85	0	0	6	1	56	76	0	0	45	94	57	77	0	0	0	0	36	13	17	0	0	12	6	0	0	2	1	0	0	44	117	88	0	0	0	0	1	2	0	7	0	0	3	0	43	14	0	0	0	0	0	0	0	83	0	0	0	0	0	0	1	0	0	1	6	8	0	0	82	90	0	0	0	0	28	41	63	74	32	0	0	0	0	0	0	6	29	15	15	0	5	4
Otu79	5	34	8	2	2	7	0	1	4	0	9	0	4	3	9	8	4	315	38	120	318	42	16	12	355	0	47	42	58	60	75	30	3	23	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	12	57	2	14	0	147	0	0	10	688	23	0	0	49	30	90	5	19	0	0	19	84	108	189	27	35	268	63	2	1	106	75	0	65	0	22	124	481	41	10	95	38	11	19	10	1	19	2	0	49	5	7	13	28	2205	0	595	1	11	7	331	5	0	1	14	254	137	36	63	6	8	3	100	21	21	10	67	62	39	1	16	1	0	19	96	189	186	10	31	21	1151	18	1	158	0	5	108	65	33	4	2	0	12	109	140	361	25	122	5	50	177	306	0	0	29	29	15	8	27	1	72	15	28	0	5	1	0	53	100	20	163	593	93	0	20	14	123	58	9	73	4	6	0	7	9	8
Otu357	13	0	17	20	0	0	0	0	0	0	2	0	0	0	14	85	7	0	0	0	0	0	0	21	12	7	318	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	118	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2	0	2	0	0	0	0	45	16	9	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu355	31	0	32	0	0	0	0	0	0	0	1	0	0	0	20	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	91	0	0	0	0	0	0	103	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0
Otu156	2	542	1	14	94	75	0	0	14	6	43	8	5	306	42	2	238	0	0	0	0	0	0	0	0	0	11	24	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	0	0	0	0	14	28	0	4	3	13	62	58	0	0	56	0	0	0	0	0	8	12	0	0	5	2	0	0	41	96	0	0	0	2	17	15	0	0	25	15	1	0	2	0	0	79	55	33	26	0	0	119	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	55	50	57	97	793	0	0	9	13	0	18	0	0	81	156	1	1	0	0	14	44	0	0	0	0	0	0	32	129	0	0	0	0	0	0	0	0	0	677	620	23	4	1
Otu361	2	132	62	0	13	0	0	20	13	0	76	1	6	0	0	1	0	0	0	0	0	0	0	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	134	107	74	25	0	0	0	0	0	0	12	3	0	11	0	0	0	0	0	9	0	0	31	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
Otu1104	5	0	4	1	0	0	3	0	1	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu888	3	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu106	5	6	82	0	58	1	232	0	0	0	5	0	0	5	8	61	15	11	9	1	0	0	1	0	3	0	331	429	1	1	2	0	5	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	145	0	0	1	0	78	7	32	0	0	19	0	42	197	1	0	0	25	11	14	1	5	3	0	6	0	0	545	1078	0	0	1	1	711	520	3	32	11	23	764	603	0	0	282	372	0	58	1	0	56	35	0	1	0	2	803	867	0	28	342	611	118	20	17	19	47	44	634	626	1	82	54	0	1	0	0	330	34	0	0	49	20	121	0	1	44	9	57	67	178	1	0	86	1	0	43	11	0	0	189	0	3	2	0	147	0	0	1	2	0	3	539	24	152	88	627	206	68	1	33	5	0	0	0	0	11	2	6	16	0	0	0	20	188	2	0	25	75	451	331	57	10	53
Otu719	22	2	3	0	0	0	0	0	0	0	2	0	0	0	6	31	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1183	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu672	14	0	0	0	0	0	0	0	7	0	11	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu845	4	0	1	0	1	1	1	1	1	0	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0
Otu818	4	6	6	0	0	0	2	4	4	0	7	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	2	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
