seqid,ZOTU,count,rel_ab,spike_count,abs_ab,mouse_type,polysacc,replicate,order,family,genus
psac02.001,Otu13,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu114,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu6,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu129,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Lachnospira
psac02.001,Otu8,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Paramuribaculum
psac02.001,Otu119,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Flintibacter
psac02.001,Otu62,0,0,20914,0,EC,amylopectin,1,Lactobacillales,Lactobacillaceae,Lactobacillus
psac02.001,Otu67,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Bacteroides
psac02.001,Otu9,6,0.0014807502467917078,20914,2.868891651525294e-4,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Phocaeicola
psac02.001,Otu11,0,0,20914,0,EC,amylopectin,1,Verrucomicrobiales,Akkermansiaceae,Akkermansia
psac02.001,Otu123,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Adlercreutzia
psac02.001,Otu121,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Clostridium_IV
psac02.001,Otu126,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Bacteroides
psac02.001,Otu3,0,0,20914,0,EC,amylopectin,1,Lactobacillales,Lactobacillaceae,Ligilactobacillus
psac02.001,Otu5,21,0.005182625863770977,20914,0.001004112078033853,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Bacteroides
psac02.001,Otu418,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Bacteroides
psac02.001,Otu46,0,0,20914,0,EC,amylopectin,1,Lactobacillales,Lactobacillaceae,Limosilactobacillus
psac02.001,Otu10,3,7.403751233958539e-4,20914,1.434445825762647e-4,EC,amylopectin,1,Lactobacillales,Lactobacillaceae,Lactobacillus
psac02.001,Otu95,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Bacteroides
psac02.001,Otu22,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Bacteroides
psac02.001,Otu30,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Butyrivibrio
psac02.001,Otu83,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Ruminococcus2
psac02.001,Otu205,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Flintibacter
psac02.001,Otu191,0,0,20914,0,EC,amylopectin,1,Burkholderiales,Sutterellaceae,Parasutterella
psac02.001,Otu581,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Kineothrix
psac02.001,Otu61,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Lawsonibacter
psac02.001,Otu138,0,0,20914,0,EC,amylopectin,1,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
psac02.001,Otu32,0,0,20914,0,EC,amylopectin,1,Lactobacillales,Lactobacillaceae,Ligilactobacillus
psac02.001,Otu242,0,0,20914,0,EC,amylopectin,1,Clostridiales,Clostridiaceae_4,Anaerosolibacter
psac02.001,Otu136,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Marvinbryantia
psac02.001,Otu515,0,0,20914,0,EC,amylopectin,1,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus
psac02.001,Otu78,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Deferribacterales,Deferribacteraceae,Mucispirillum
psac02.001,Otu194,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Adlercreutzia
psac02.001,Otu50,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1062,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Lactobacillales,Streptococcaceae,Streptococcus
psac02.001,Otu168,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Mordavella
psac02.001,Otu406,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Butyrivibrio
psac02.001,Otu447,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Flintibacter
psac02.001,Otu318,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Blautia
psac02.001,Otu14,2525,0.6231490621915103,20914,0.12073252366835613,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Bacteroides
psac02.001,Otu111,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Blautia
psac02.001,Otu97,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Flavonifractor
psac02.001,Otu20,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Bacteroides
psac02.001,Otu355,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Butyrivibrio
psac02.001,Otu187,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Ruminococcus
psac02.001,Otu321,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Acetatifactor
psac02.001,Otu148,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Clostridium_XlVa
psac02.001,Otu641,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Adlercreutzia
psac02.001,Otu172,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Clostridium_XlVa
psac02.001,Otu19,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu304,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Phocea
psac02.001,Otu236,0,0,20914,0,EC,amylopectin,1,Clostridiales,Clostridiaceae_2,Alkaliphilus
psac02.001,Otu334,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Enterocloster
psac02.001,Otu17,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu178,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Vallitalea
psac02.001,Otu243,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Faecalicatena
psac02.001,Otu500,0,0,20914,0,EC,amylopectin,1,Clostridiales,Peptostreptococcaceae,Filifactor
psac02.001,Otu170,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Adlercreutzia
psac02.001,Otu667,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Roseburia
psac02.001,Otu130,0,0,20914,0,EC,amylopectin,1,Clostridiales,Clostridiaceae_2,Alkaliphilus
psac02.001,Otu230,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Anaerostipes
psac02.001,Otu48,0,0,20914,0,EC,amylopectin,1,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
psac02.001,Otu299,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Clostridium_XlVa
psac02.001,Otu1127,0,0,20914,0,EC,amylopectin,1,Kiloniellales,Kiloniellaceae,Aestuariispira
psac02.001,Otu162,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Butyrivibrio
psac02.001,Otu237,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Papillibacter
psac02.001,Otu7,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Paramuribaculum
psac02.001,Otu354,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Faecalicatena
psac02.001,Otu1124,0,0,20914,0,EC,amylopectin,1,Clostridiales,Christensenellaceae,Christensenella
psac02.001,Otu431,0,0,20914,0,EC,amylopectin,1,Bacillales,Staphylococcaceae,Staphylococcus
psac02.001,Otu635,0,0,20914,0,EC,amylopectin,1,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus
psac02.001,Otu77,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Barnesiellaceae,Muribaculum
psac02.001,Otu25,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu268,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Enterocloster
psac02.001,Otu375,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Butyrivibrio
psac02.001,Otu42,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Barnesiella
psac02.001,Otu56,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Phocaeicola
psac02.001,Otu293,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Dysosmobacter
psac02.001,Otu16,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu465,0,0,20914,0,EC,amylopectin,1,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus
psac02.001,Otu906,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis
psac02.001,Otu40,1017,0.2509871668311945,20914,0.048627713493353736,EC,amylopectin,1,Lactobacillales,Enterococcaceae,Enterococcus
psac02.001,Otu456,28,0.006910167818361303,20914,0.0013388161040451371,EC,amylopectin,1,Erysipelotrichales,Erysipelotrichaceae,Longibaculum
psac02.001,Otu561,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Ruminococcus2
psac02.001,Otu2,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Bacteroidales,Prevotellaceae,Prevotella
psac02.001,Otu43,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Duncaniella
psac02.001,Otu1325,0,0,20914,0,EC,amylopectin,1,Mycobacteriales,Corynebacteriaceae,Corynebacterium
psac02.001,Otu106,0,0,20914,0,EC,amylopectin,1,Clostridiales,Eubacteriaceae,Eubacterium
psac02.001,Otu4,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Duncaniella
psac02.001,Otu88,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu79,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Duncaniella
psac02.001,Otu116,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Merdimonas
psac02.001,Otu202,6,0.0014807502467917078,20914,2.868891651525294e-4,EC,amylopectin,1,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella
psac02.001,Otu44,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu41,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu63,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Paramuribaculum
psac02.001,Otu24,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu29,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Bacteroidales,Barnesiellaceae,Barnesiella
psac02.001,Otu72,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Rikenellaceae,Alistipes
psac02.001,Otu229,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Falsiporphyromonas
psac02.001,Otu31,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu33,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu23,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Bacteroides
psac02.001,Otu45,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu149,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Alistipes
psac02.001,Otu80,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Barnesiellaceae,Muribaculum
psac02.001,Otu96,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu1172,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu36,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu147,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Alistipes
psac02.001,Otu317,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Rikenellaceae,Alistipes
psac02.001,Otu165,0,0,20914,0,EC,amylopectin,1,Lactobacillales,Lactobacillaceae,Limosilactobacillus
psac02.001,Otu309,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu89,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Duncaniella
psac02.001,Otu76,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu140,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Duncaniella
psac02.001,Otu26,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Duncaniella
psac02.001,Otu472,81,0.019990128331688055,20914,0.003873003729559147,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu59,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu132,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Dysosmobacter
psac02.001,Otu398,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Barnesiellaceae,Barnesiella
psac02.001,Otu64,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Muribaculum
psac02.001,Otu203,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Sphingobacteriaceae,Sphingobacterium
psac02.001,Otu141,0,0,20914,0,EC,amylopectin,1,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
psac02.001,Otu108,0,0,20914,0,EC,amylopectin,1,Burkholderiales,Sutterellaceae,Parasutterella
psac02.001,Otu196,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Adlercreutzia
psac02.001,Otu103,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Acetatifactor
psac02.001,Otu422,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Clostridium_IV
psac02.001,Otu1064,0,0,20914,0,EC,amylopectin,1,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus
psac02.001,Otu346,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Duncaniella
psac02.001,Otu247,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Rikenellaceae,Alistipes
psac02.001,Otu1163,0,0,20914,0,EC,amylopectin,1,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
psac02.001,Otu179,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Muribaculaceae,Paramuribaculum
psac02.001,Otu91,8,0.0019743336623889436,20914,3.825188868700392e-4,EC,amylopectin,1,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
psac02.001,Otu473,0,0,20914,0,EC,amylopectin,1,Kiloniellales,Kiloniellaceae,Aestuariispira
psac02.001,Otu564,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Acutalibacter
psac02.001,Otu1249,22,0.005429417571569595,20914,0.0010519269388926079,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu791,0,0,20914,0,EC,amylopectin,1,Clostridiales,Acholeplasmataceae,Acholeplasma
psac02.001,Otu634,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu335,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Adlercreutzia
psac02.001,Otu493,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Paraeggerthella
psac02.001,Otu598,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Neglecta
psac02.001,Otu616,66,0.016288252714708785,20914,0.0031557808166778234,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu746,13,0.0032082922013820336,20914,6.215931911638138e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu606,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Rikenellaceae,Alistipes
psac02.001,Otu166,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Acetatifactor
psac02.001,Otu599,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Paraeggerthella
psac02.001,Otu621,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Agathobacter
psac02.001,Otu803,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Lacrimispora
psac02.001,Otu1063,20,0.004935834155972359,20914,9.56297217175098e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu722,0,0,20914,0,EC,amylopectin,1,Bacillales,Staphylococcaceae,Staphylococcus
psac02.001,Otu1648,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu865,45,0.011105626850937808,20914,0.0021516687386439705,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu575,19,0.004689042448173741,20914,9.084823563163431e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1353,7,0.0017275419545903258,20914,3.347040260112843e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1186,9,0.0022211253701875616,20914,4.303337477287941e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1438,16,0.003948667324777887,20914,7.650377737400784e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1017,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Slackia
psac02.001,Otu434,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Neglecta
psac02.001,Otu142,0,0,20914,0,EC,amylopectin,1,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
psac02.001,Otu101,0,0,20914,0,EC,amylopectin,1,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma
psac02.001,Otu796,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Blautia
psac02.001,Otu1026,0,0,20914,0,EC,amylopectin,1,Erysipelotrichales,Erysipelotrichaceae,Catenisphaera
psac02.001,Otu1146,0,0,20914,0,EC,amylopectin,1,Clostridiales,Peptostreptococcaceae,Romboutsia
psac02.001,Otu404,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Anaerovorax
psac02.001,Otu208,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Ruminococcus2
psac02.001,Otu482,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Adlercreutzia
psac02.001,Otu1481,0,0,20914,0,EC,amylopectin,1,Lactobacillales,Streptococcaceae,Streptococcus
psac02.001,Otu1293,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Enterocloster
psac02.001,Otu1670,0,0,20914,0,EC,amylopectin,1,Bacillales,Bacillales_Incertae_Sedis_XI,Gemella
psac02.001,Otu69,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Enterocloster
psac02.001,Otu1424,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Roseburia
psac02.001,Otu1626,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Enterocloster
psac02.001,Otu1778,0,0,20914,0,EC,amylopectin,1,Clostridiales,Peptoniphilaceae,Finegoldia
psac02.001,Otu1367,0,0,20914,0,EC,amylopectin,1,Enterobacterales,Enterobacteriaceae,Citrobacter
psac02.001,Otu1710,0,0,20914,0,EC,amylopectin,1,Micrococcales,Dermabacteraceae,Brachybacterium
psac02.001,Otu1658,0,0,20914,0,EC,amylopectin,1,Pasteurellales,Pasteurellaceae,Haemophilus
psac02.001,Otu2015,9,0.0022211253701875616,20914,4.303337477287941e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1451,0,0,20914,0,EC,amylopectin,1,Lactobacillales,Streptococcaceae,Lactococcus
psac02.001,Otu1738,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu894,44,0.01085883514313919,20914,0.0021038538777852158,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu990,3,7.403751233958539e-4,20914,1.434445825762647e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1225,17,0.004195459032576505,20914,8.128526345988333e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu665,0,0,20914,0,EC,amylopectin,1,Coriobacteriales,Atopobiaceae,Olsenella
psac02.001,Otu201,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Anaerocolumna
psac02.001,Otu776,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Enterocloster
psac02.001,Otu1886,7,0.0017275419545903258,20914,3.347040260112843e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1326,0,0,20914,0,EC,amylopectin,1,Clostridiales,Ruminococcaceae,Anaerotruncus
psac02.001,Otu1774,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1829,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Bacteroidaceae,Bacteroides
psac02.001,Otu1890,0,0,20914,0,EC,amylopectin,1,Neisseriales,Neisseriaceae,Neisseria
psac02.001,Otu1772,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1973,0,0,20914,0,EC,amylopectin,1,Micrococcales,Microbacteriaceae,Leifsonia
psac02.001,Otu2161,4,9.871668311944718e-4,20914,1.912594434350196e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1554,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Agathobacter
psac02.001,Otu2097,0,0,20914,0,EC,amylopectin,1,Lactobacillales,Lactobacillaceae,Ligilactobacillus
psac02.001,Otu1705,2,4.935834155972359e-4,20914,9.56297217175098e-5,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1632,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1978,0,0,20914,0,EC,amylopectin,1,Pseudomonadales,Moraxellaceae,Moraxella
psac02.001,Otu2156,5,0.0012339585389930898,20914,2.390743042937745e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1779,0,0,20914,0,EC,amylopectin,1,Mycobacteriales,Corynebacteriaceae,Corynebacterium
psac02.001,Otu1969,0,0,20914,0,EC,amylopectin,1,Lactobacillales,Streptococcaceae,Streptococcus
psac02.001,Otu1831,0,0,20914,0,EC,amylopectin,1,Micrococcales,Micrococcaceae,Kocuria
psac02.001,Otu1304,0,0,20914,0,EC,amylopectin,1,Enterobacterales,Erwiniaceae,Pantoea
psac02.001,Otu1449,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu2050,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Porphyromonas
psac02.001,Otu2045,2,4.935834155972359e-4,20914,9.56297217175098e-5,EC,amylopectin,1,Veillonellales,Veillonellaceae,Veillonella
psac02.001,Otu1770,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1666,0,0,20914,0,EC,amylopectin,1,Mycobacteriales,Lawsonellaceae,Lawsonella
psac02.001,Otu1904,0,0,20914,0,EC,amylopectin,1,Lactobacillales,Streptococcaceae,Streptococcus
psac02.001,Otu1106,0,0,20914,0,EC,amylopectin,1,Pasteurellales,Pasteurellaceae,Haemophilus
psac02.001,Otu1314,0,0,20914,0,EC,amylopectin,1,Pseudomonadales,Moraxellaceae,Acinetobacter
psac02.001,Otu1918,0,0,20914,0,EC,amylopectin,1,Sphingomonadales,Sphingomonadaceae,Sphingomonas
psac02.001,Otu1294,0,0,20914,0,EC,amylopectin,1,Coriobacteriales,Coriobacteriaceae,Collinsella
psac02.001,Otu1462,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1664,4,9.871668311944718e-4,20914,1.912594434350196e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu2092,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu2029,7,0.0017275419545903258,20914,3.347040260112843e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu1668,4,9.871668311944718e-4,20914,1.912594434350196e-4,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu2162,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu2089,0,0,20914,0,EC,amylopectin,1,Bacteroidales,Porphyromonadaceae,Parabacteroides
psac02.001,Otu697,0,0,20914,0,EC,amylopectin,1,Flavobacteriales,Sphingobacteriaceae,Pedobacter
psac02.001,Otu759,0,0,20914,0,EC,amylopectin,1,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
psac02.001,Otu864,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Roseburia
psac02.001,Otu1887,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Blautia
psac02.001,Otu1669,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Blautia
psac02.001,Otu1636,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Dorea
psac02.001,Otu2168,1,2.4679170779861795e-4,20914,4.78148608587549e-5,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Fusicatenibacter
psac02.001,Otu1748,0,0,20914,0,EC,amylopectin,1,Clostridiales,Lachnospiraceae,Anaerostipes
psac02.001,Otu1762,0,0,20914,0,EC,amylopectin,1,Enterobacterales,Enterobacteriaceae,Leclercia
psac02.001,Otu2129,0,0,20914,0,EC,amylopectin,1,Mycobacteriales,Mycobacteriaceae,Mycobacterium
psac02.001,Otu600,0,0,20914,0,EC,amylopectin,1,Eggerthellales,Eggerthellaceae,Adlercreutzia
