Particle,OTU,Sample,Count
20230816-JEE-4-r1bcnum72_66_18,Otu17,20230816-JEE-4-r1,142
20230816-JEE-4-r1bcnum35_66_40,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum35_66_89,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum81_96_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum53_53_8,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum53_44_43,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum18_43_72,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum18_43_58,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum18_43_21,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum18_66_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum62_66_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum68_79_18,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum28_69_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum36_71_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum76_66_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum92_66_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum17_57_76,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum58_79_55,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum58_79_93,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum44_34_55,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum14_18_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum31_57_76,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum7_80_84,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum7_80_43,Otu17,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum26_36_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_96_18,Otu17,20230816-JEE-4-r1,100
20230816-JEE-4-r1bcnum64_66_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum85_80_52,Otu17,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum85_80_16,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum85_94_52,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum86_52_54,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum86_52_21,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum89_96_88,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum89_96_18,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum89_66_18,Otu17,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum19_4_63,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_80_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_67_18,Otu17,20230816-JEE-4-r1,7
20230816-JEE-4-r1bcnum72_72_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_62_18,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_2_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_92_73,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_48_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_87_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_96,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_62,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_89_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_12_83,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_96_24,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_96_60,Otu17,20230816-JEE-4-r1,8
20230816-JEE-4-r1bcnum72_96_51,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_96_15,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_96_12,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_96_68,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_96_79,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_96_73,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_96_96,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_96_71,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_47_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_64_70,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_64_40,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_3_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_37_89,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_56_18,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_56_92,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_92_18,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_29_56,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_24,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_46_60,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_26_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_18_15,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_18_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_39_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_53_60,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_53_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_15_51,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_15_93,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_41_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_20_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_55_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_1_18,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_16_18,Otu17,20230816-JEE-4-r1,4
20230816-JEE-4-r1bcnum72_31_92,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_49_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_88_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_80,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_20,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_66_31,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_85,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_66_66,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_52,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_60,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_66_74,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_12,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_16,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_15,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_8,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_79,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum72_66_49,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_66_37,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_70_18,Otu17,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum72_28_18,Otu17,20230816-JEE-4-r1,2
20230816-JEE-4-r2bcnum60_60_94,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum38_51_89,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum38_51_11,Otu17,20230816-JEE-4-r2,3
20230816-JEE-4-r2bcnum38_7_28,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum26_14_31,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum40_49_40,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum94_51_95,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum6_51_95,Otu17,20230816-JEE-4-r2,6
20230816-JEE-4-r2bcnum87_63_18,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum87_63_21,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum87_85_94,Otu17,20230816-JEE-4-r2,2
20230816-JEE-4-r2bcnum87_85_21,Otu17,20230816-JEE-4-r2,15
20230816-JEE-4-r2bcnum51_41_54,Otu17,20230816-JEE-4-r2,5
20230816-JEE-4-r2bcnum51_41_59,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum51_41_95,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum33_30_5,Otu17,20230816-JEE-4-r2,36
20230816-JEE-4-r2bcnum87_85_19,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum41_78_31,Otu17,20230816-JEE-4-r2,63
20230816-JEE-4-r2bcnum41_53_31,Otu17,20230816-JEE-4-r2,2
20230816-JEE-4-r2bcnum33_30_6,Otu17,20230816-JEE-4-r2,4
20230816-JEE-4-r2bcnum33_78_31,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum28_85_21,Otu17,20230816-JEE-4-r2,2
20230816-JEE-4-r2bcnum70_57_96,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum70_54_95,Otu17,20230816-JEE-4-r2,2
20230816-JEE-4-r2bcnum11_57_9,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum29_26_88,Otu17,20230816-JEE-4-r2,2
20230816-JEE-4-r2bcnum54_53_31,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum27_12_35,Otu17,20230816-JEE-4-r2,2
20230816-JEE-4-r2bcnum61_47_14,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum61_16_23,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum8_45_89,Otu17,20230816-JEE-4-r2,3
20230816-JEE-4-r2bcnum56_59_67,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum56_13_24,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum56_13_69,Otu17,20230816-JEE-4-r2,3
20230816-JEE-4-r2bcnum37_40_64,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum14_51_95,Otu17,20230816-JEE-4-r2,1
20230816-JEE-4-r2bcnum22_31_26,Otu17,20230816-JEE-4-r2,3
20230816-JEE-4-r2bcnum74_65_69,Otu17,20230816-JEE-4-r2,18
20230816-JEE-4-r2bcnum72_73_70,Otu17,20230816-JEE-4-r2,2
20230816-JEE-4-r2bcnum80_54_40,Otu17,20230816-JEE-4-r2,1
20230816-JEJ-1-r1bcnum48_39_56,Otu17,20230816-JEJ-1-r1,18
20230816-JEJ-1-r1bcnum48_29_56,Otu17,20230816-JEJ-1-r1,2
20230816-JEJ-1-r1bcnum48_56_56,Otu17,20230816-JEJ-1-r1,3
20230816-JEJ-1-r1bcnum6_50_24,Otu17,20230816-JEJ-1-r1,1
20230816-JEJ-1-r1bcnum87_52_19,Otu17,20230816-JEJ-1-r1,1
20230816-JEJ-1-r1bcnum41_38_19,Otu17,20230816-JEJ-1-r1,13
20230816-JEJ-1-r1bcnum41_53_19,Otu17,20230816-JEJ-1-r1,1
20230816-JEJ-1-r1bcnum41_14_19,Otu17,20230816-JEJ-1-r1,1
20230816-JEJ-1-r1bcnum41_36_19,Otu17,20230816-JEJ-1-r1,1
20230816-JEJ-1-r1bcnum71_22_56,Otu17,20230816-JEJ-1-r1,1
20230816-JEJ-1-r1bcnum61_11_56,Otu17,20230816-JEJ-1-r1,1
20230816-JEJ-1-r1bcnum65_92_19,Otu17,20230816-JEJ-1-r1,1
20230816-JEJ-1-r1bcnum23_56_59,Otu17,20230816-JEJ-1-r1,2
20230816-JEJ-1-r2bcnum44_74_65,Otu17,20230816-JEJ-1-r2,4
20230816-JEJ-1-r2bcnum82_75_65,Otu17,20230816-JEJ-1-r2,1
20230816-JEJ-2-r1bcnum6_30_5,Otu17,20230816-JEJ-2-r1,3
20230816-JEJ-2-r1bcnum12_39_59,Otu17,20230816-JEJ-2-r1,1
20230816-JEJ-2-r1bcnum59_76_75,Otu17,20230816-JEJ-2-r1,1
20230816-JEJ-2-r2bcnum38_7_29,Otu17,20230816-JEJ-2-r2,1
20230816-JEJ-2-r2bcnum93_76_46,Otu17,20230816-JEJ-2-r2,3
20230816-JEJ-2-r2bcnum11_68_10,Otu17,20230816-JEJ-2-r2,1
20230816-JEJ-3-r2bcnum32_47_62,Otu17,20230816-JEJ-3-r2,1
20230816-JEJ-3-r2bcnum32_85_67,Otu17,20230816-JEJ-3-r2,2
20230816-JEJ-3-r2bcnum32_59_75,Otu17,20230816-JEJ-3-r2,1
20230816-JEJ-3-r2bcnum32_59_5,Otu17,20230816-JEJ-3-r2,1
20230816-JEJ-3-r2bcnum32_59_62,Otu17,20230816-JEJ-3-r2,16
20230816-JEJ-4-r1bcnum9_35_25,Otu17,20230816-JEJ-4-r1,29
20230816-JEJ-4-r1bcnum60_43_48,Otu17,20230816-JEJ-4-r1,25
20230816-JEJ-4-r1bcnum60_70_19,Otu17,20230816-JEJ-4-r1,75
20230816-JEJ-4-r1bcnum60_56_73,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum60_19_19,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum60_41_16,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum60_73_49,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum60_16_19,Otu17,20230816-JEJ-4-r1,8
20230816-JEJ-4-r1bcnum48_3_29,Otu17,20230816-JEJ-4-r1,31
20230816-JEJ-4-r1bcnum48_89_70,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum48_3_78,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum48_3_83,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum48_19_42,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum48_41_95,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum48_34_93,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum48_74_52,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum48_77_74,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum48_77_73,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum90_9_86,Otu17,20230816-JEJ-4-r1,7
20230816-JEJ-4-r1bcnum90_52_92,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum90_51_56,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum90_10_93,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum90_50_67,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum38_33_1,Otu17,20230816-JEJ-4-r1,5
20230816-JEJ-4-r1bcnum38_48_61,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum38_59_42,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum38_7_40,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum38_7_33,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum26_23_3,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum26_3_29,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum40_32_20,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum40_5_34,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum40_80_73,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum40_55_36,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum94_80_73,Otu17,20230816-JEJ-4-r1,77
20230816-JEJ-4-r1bcnum94_29_76,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum94_51_56,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum6_25_1,Otu17,20230816-JEJ-4-r1,41
20230816-JEJ-4-r1bcnum6_29_22,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum6_47_68,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum6_5_33,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum6_70_55,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum87_72_56,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum87_58_19,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum87_33_11,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum1_65_63,Otu17,20230816-JEJ-4-r1,12
20230816-JEJ-4-r1bcnum1_32_66,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum1_64_18,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum1_16_19,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum1_4_40,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum1_80_3,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum1_36_17,Otu17,20230816-JEJ-4-r1,9
20230816-JEJ-4-r1bcnum33_29_51,Otu17,20230816-JEJ-4-r1,10
20230816-JEJ-4-r1bcnum51_43_3,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum55_71_32,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum55_71_64,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum3_56_86,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum3_18_90,Otu17,20230816-JEJ-4-r1,3
20230816-JEJ-4-r1bcnum3_18_24,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum3_18_83,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum3_53_81,Otu17,20230816-JEJ-4-r1,40
20230816-JEJ-4-r1bcnum3_53_59,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum3_16_73,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum3_88_73,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum3_28_26,Otu17,20230816-JEJ-4-r1,6
20230816-JEJ-4-r1bcnum30_64_66,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum57_12_84,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum57_91_93,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum57_15_86,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum57_43_34,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum57_71_36,Otu17,20230816-JEJ-4-r1,6
20230816-JEJ-4-r1bcnum2_56_32,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum2_4_88,Otu17,20230816-JEJ-4-r1,3
20230816-JEJ-4-r1bcnum2_1_89,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum2_70_19,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum69_41_43,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum69_44_59,Otu17,20230816-JEJ-4-r1,3
20230816-JEJ-4-r1bcnum83_14_13,Otu17,20230816-JEJ-4-r1,3
20230816-JEJ-4-r1bcnum13_52_73,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum13_55_40,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum13_12_59,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum13_13_83,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum13_76_30,Otu17,20230816-JEJ-4-r1,3
20230816-JEJ-4-r1bcnum13_82_32,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum13_82_15,Otu17,20230816-JEJ-4-r1,3
20230816-JEJ-4-r1bcnum13_28_40,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum13_28_8,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum13_28_36,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum12_87_43,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum12_32_43,Otu17,20230816-JEJ-4-r1,4
20230816-JEJ-4-r1bcnum12_9_54,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum12_94_43,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum35_57_23,Otu17,20230816-JEJ-4-r1,8
20230816-JEJ-4-r1bcnum35_27_89,Otu17,20230816-JEJ-4-r1,7
20230816-JEJ-4-r1bcnum35_80_81,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum35_76_14,Otu17,20230816-JEJ-4-r1,4
20230816-JEJ-4-r1bcnum32_72_59,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum32_96_62,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum32_27_36,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum32_27_62,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum32_20_33,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum32_44_59,Otu17,20230816-JEJ-4-r1,176
20230816-JEJ-4-r1bcnum20_72_73,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum75_87_2,Otu17,20230816-JEJ-4-r1,18
20230816-JEJ-4-r1bcnum75_9_24,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum75_56_93,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum75_43_48,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum75_94_73,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum75_16_51,Otu17,20230816-JEJ-4-r1,3
20230816-JEJ-4-r1bcnum29_56_93,Otu17,20230816-JEJ-4-r1,44
20230816-JEJ-4-r1bcnum31_69_25,Otu17,20230816-JEJ-4-r1,71
20230816-JEJ-4-r1bcnum81_62_36,Otu17,20230816-JEJ-4-r1,10
20230816-JEJ-4-r1bcnum81_26_23,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum81_72_36,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum53_6_67,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum53_87_93,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum53_5_33,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum93_28_59,Otu17,20230816-JEJ-4-r1,100
20230816-JEJ-4-r1bcnum93_58_59,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum93_13_32,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum93_31_31,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum25_37_89,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum25_37_43,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum25_60_75,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum25_59_15,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum25_20_33,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum25_36_8,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum41_74_79,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum41_88_40,Otu17,20230816-JEJ-4-r1,3
20230816-JEJ-4-r1bcnum33_13_32,Otu17,20230816-JEJ-4-r1,24
20230816-JEJ-4-r1bcnum33_23_32,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum33_95_51,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum33_82_45,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum33_44_59,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum68_81_79,Otu17,20230816-JEJ-4-r1,5
20230816-JEJ-4-r1bcnum68_68_61,Otu17,20230816-JEJ-4-r1,5
20230816-JEJ-4-r1bcnum71_20_33,Otu17,20230816-JEJ-4-r1,12
20230816-JEJ-4-r1bcnum71_34_44,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum28_64_58,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum28_85_49,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum28_85_93,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum36_88_8,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum36_47_62,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum36_47_2,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum70_72_81,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum70_96_82,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum70_88_81,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum76_91_33,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum76_92_86,Otu17,20230816-JEJ-4-r1,4
20230816-JEJ-4-r1bcnum76_15_90,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum76_41_48,Otu17,20230816-JEJ-4-r1,6
20230816-JEJ-4-r1bcnum76_66_88,Otu17,20230816-JEJ-4-r1,3
20230816-JEJ-4-r1bcnum92_59_35,Otu17,20230816-JEJ-4-r1,1
20230816-JEJ-4-r1bcnum92_18_13,Otu17,20230816-JEJ-4-r1,3
20230816-JEJ-4-r1bcnum11_72_17,Otu17,20230816-JEJ-4-r1,2
20230816-JEJ-4-r1bcnum11_2_40,Otu17,20230816-JEJ-4-r1,27
