Particle,OTU,Sample,Count
20230816-E-1-r2bcnum26_72_78,Otu1,20230816-E-1-r2,4
20230816-E-1-r2bcnum26_72_44,Otu1,20230816-E-1-r2,1
20230816-E-1-r2bcnum26_91_81,Otu1,20230816-E-1-r2,1
20230816-E-1-r2bcnum1_18_85,Otu1,20230816-E-1-r2,5
20230816-E-1-r2bcnum26_56_6,Otu1,20230816-E-1-r2,1
20230816-E-3-r1bcnum87_41_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum1_85_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum55_24_51,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum3_85_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum57_95_96,Otu1,20230816-E-3-r1,9
20230816-E-3-r1bcnum32_35_52,Otu1,20230816-E-3-r1,3
20230816-E-3-r1bcnum53_85_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum25_85_52,Otu1,20230816-E-3-r1,168
20230816-E-3-r1bcnum25_72_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum25_52_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum25_87_52,Otu1,20230816-E-3-r1,2
20230816-E-3-r1bcnum25_56_52,Otu1,20230816-E-3-r1,2
20230816-E-3-r1bcnum25_18_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum25_75_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum25_80_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum25_55_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum25_35_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum68_85_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum71_25_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum11_75_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum29_87_2,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum42_51_51,Otu1,20230816-E-3-r1,11
20230816-E-3-r1bcnum66_53_72,Otu1,20230816-E-3-r1,2
20230816-E-3-r1bcnum61_12_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum59_72_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum56_85_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum39_78_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum95_85_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum24_43_29,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum24_20_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum14_53_72,Otu1,20230816-E-3-r1,2
20230816-E-3-r1bcnum7_85_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum50_91_2,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum23_31_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum82_44_51,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum63_25_19,Otu1,20230816-E-3-r1,2
20230816-E-3-r1bcnum63_1_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum64_85_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum89_7_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum30_34_9,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum15_84_52,Otu1,20230816-E-3-r1,2
20230816-E-3-r1bcnum15_34_78,Otu1,20230816-E-3-r1,1
20230816-E-3-r1bcnum52_85_52,Otu1,20230816-E-3-r1,2
20230816-E-3-r1bcnum49_85_52,Otu1,20230816-E-3-r1,1
20230816-E-3-r2bcnum60_51_38,Otu1,20230816-E-3-r2,2
20230816-E-3-r2bcnum94_74_3,Otu1,20230816-E-3-r2,2
20230816-E-3-r2bcnum1_60_9,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum3_24_9,Otu1,20230816-E-3-r2,2
20230816-E-3-r2bcnum13_16_72,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum12_68_66,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum35_66_19,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum32_57_52,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum32_87_66,Otu1,20230816-E-3-r2,2
20230816-E-3-r2bcnum32_64_52,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum32_35_40,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum32_67_66,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum32_35_66,Otu1,20230816-E-3-r2,46
20230816-E-3-r2bcnum32_35_84,Otu1,20230816-E-3-r2,2
20230816-E-3-r2bcnum32_66_66,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum32_71_66,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum32_80_66,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum93_15_72,Otu1,20230816-E-3-r2,13
20230816-E-3-r2bcnum93_20_72,Otu1,20230816-E-3-r2,3
20230816-E-3-r2bcnum25_47_16,Otu1,20230816-E-3-r2,15
20230816-E-3-r2bcnum41_29_45,Otu1,20230816-E-3-r2,14
20230816-E-3-r2bcnum41_26_45,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum41_9_45,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum41_29_67,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum62_6_74,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum33_60_9,Otu1,20230816-E-3-r2,12
20230816-E-3-r2bcnum68_83_41,Otu1,20230816-E-3-r2,2
20230816-E-3-r2bcnum71_3_67,Otu1,20230816-E-3-r2,6
20230816-E-3-r2bcnum11_58_13,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum9_6_13,Otu1,20230816-E-3-r2,2
20230816-E-3-r2bcnum66_69_90,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum66_69_7,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum66_69_6,Otu1,20230816-E-3-r2,3
20230816-E-3-r2bcnum66_35_83,Otu1,20230816-E-3-r2,2
20230816-E-3-r2bcnum44_18_4,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum37_5_36,Otu1,20230816-E-3-r2,33
20230816-E-3-r2bcnum96_5_36,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum14_96_73,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum14_15_23,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum14_15_9,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum14_15_40,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum14_15_91,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum14_15_11,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum31_35_90,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum31_35_66,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum67_20_9,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum63_18_4,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum63_4_4,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum85_6_13,Otu1,20230816-E-3-r2,45
20230816-E-3-r2bcnum85_13_13,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum85_64_13,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum85_24_13,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum85_35_13,Otu1,20230816-E-3-r2,2
20230816-E-3-r2bcnum89_43_67,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum91_4_18,Otu1,20230816-E-3-r2,2
20230816-E-3-r2bcnum74_83_17,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum15_62_64,Otu1,20230816-E-3-r2,1
20230816-E-3-r2bcnum46_93_22,Otu1,20230816-E-3-r2,7
20230816-E-3-r2bcnum46_22_22,Otu1,20230816-E-3-r2,1
20230816-E-4-r1bcnum48_19_56,Otu1,20230816-E-4-r1,1
20230816-E-4-r1bcnum20_4_84,Otu1,20230816-E-4-r1,3
20230816-E-4-r1bcnum76_21_36,Otu1,20230816-E-4-r1,4
20230816-E-4-r1bcnum27_7_34,Otu1,20230816-E-4-r1,1
20230816-E-4-r1bcnum79_37_84,Otu1,20230816-E-4-r1,1
20230816-E-4-r1bcnum79_55_84,Otu1,20230816-E-4-r1,1
20230816-E-4-r1bcnum79_24_84,Otu1,20230816-E-4-r1,4
20230816-E-4-r1bcnum79_83_84,Otu1,20230816-E-4-r1,1
20230816-E-4-r1bcnum4_4_84,Otu1,20230816-E-4-r1,1
20230816-E-4-r2bcnum48_57_49,Otu1,20230816-E-4-r2,9
20230816-E-4-r2bcnum23_62_45,Otu1,20230816-E-4-r2,3
20230816-JEE-1-r1bcnum18_19_70,Otu1,20230816-JEE-1-r1,5
20230816-JEE-1-r2bcnum1_80_45,Otu1,20230816-JEE-1-r2,3
20230816-JEE-1-r2bcnum3_80_45,Otu1,20230816-JEE-1-r2,2
20230816-JEE-1-r2bcnum62_80_45,Otu1,20230816-JEE-1-r2,1
20230816-JEE-1-r2bcnum29_80_45,Otu1,20230816-JEE-1-r2,121
20230816-JEE-1-r2bcnum29_92_45,Otu1,20230816-JEE-1-r2,1
20230816-JEE-1-r2bcnum65_80_45,Otu1,20230816-JEE-1-r2,2
20230816-JEE-1-r2bcnum44_92_17,Otu1,20230816-JEE-1-r2,1
20230816-JEE-1-r2bcnum82_23_70,Otu1,20230816-JEE-1-r2,2
20230816-JEE-1-r2bcnum85_62_35,Otu1,20230816-JEE-1-r2,1
20230816-JEE-1-r2bcnum30_80_45,Otu1,20230816-JEE-1-r2,1
20230816-JEE-1-r2bcnum72_82_92,Otu1,20230816-JEE-1-r2,1
20230816-JEE-3-r1bcnum66_56_33,Otu1,20230816-JEE-3-r1,1
20230816-JEE-3-r1bcnum66_69_33,Otu1,20230816-JEE-3-r1,2
20230816-JEE-3-r1bcnum66_88_33,Otu1,20230816-JEE-3-r1,1
20230816-JEE-3-r2bcnum26_91_4,Otu1,20230816-JEE-3-r2,2
20230816-JEE-3-r2bcnum31_72_79,Otu1,20230816-JEE-3-r2,1
20230816-JEE-3-r2bcnum31_60_79,Otu1,20230816-JEE-3-r2,5
20230816-JEE-3-r2bcnum31_71_79,Otu1,20230816-JEE-3-r2,1
20230816-JEE-3-r2bcnum31_88_79,Otu1,20230816-JEE-3-r2,1
20230816-JEE-4-r1bcnum22_33_12,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum6_59_46,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum60_45_83,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum60_45_49,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum60_63_50,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum60_9_9,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum60_5_9,Otu1,20230816-JEE-4-r1,56
20230816-JEE-4-r1bcnum60_96_80,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum60_85_73,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum60_59_50,Otu1,20230816-JEE-4-r1,112
20230816-JEE-4-r1bcnum60_5_15,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum60_51_9,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum60_31_9,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum60_36_87,Otu1,20230816-JEE-4-r1,13
20230816-JEE-4-r1bcnum60_17_29,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum48_76_79,Otu1,20230816-JEE-4-r1,8
20230816-JEE-4-r1bcnum48_38_70,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_38_40,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum48_87_56,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum48_39_59,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_78_39,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_4_80,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum48_4_65,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_4_8,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_34_87,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_34_18,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum48_76_72,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_76_9,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_76_67,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_76_17,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_55_79,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum48_24_43,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum48_14_11,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum90_63_70,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum90_4_79,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum42_43_18,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum38_95_28,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum38_28_91,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_15_54,Otu1,20230816-JEE-4-r1,361
20230816-JEE-4-r1bcnum83_31_70,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum26_76_4,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum26_3_15,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum26_5_41,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum26_11_1,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum40_52_28,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum40_42_54,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_69_13,Otu1,20230816-JEE-4-r1,20
20230816-JEE-4-r1bcnum94_91_45,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_91_15,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_91_31,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum94_91_79,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_5_23,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_15_54,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum94_4_26,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_69_69,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum94_69_24,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_69_87,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_69_19,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum94_69_32,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_69_43,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_69_84,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_67_52,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_33_13,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum94_17_29,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum6_29_88,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum6_1_88,Otu1,20230816-JEE-4-r1,13
20230816-JEE-4-r1bcnum6_58_88,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum6_54_33,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum87_64_43,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum87_24_52,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum87_71_87,Otu1,20230816-JEE-4-r1,13
20230816-JEE-4-r1bcnum87_17_29,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum41_23_5,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum62_60_40,Otu1,20230816-JEE-4-r1,180
20230816-JEE-4-r1bcnum1_72_79,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum1_5_39,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum1_47_36,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum1_95_90,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum1_5_61,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum1_5_36,Otu1,20230816-JEE-4-r1,7
20230816-JEE-4-r1bcnum1_5_20,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum1_5_4,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum1_5_31,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum1_5_27,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum1_5_43,Otu1,20230816-JEE-4-r1,4
20230816-JEE-4-r1bcnum1_5_6,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum1_54_20,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum1_5_65,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum1_31_24,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum51_60_24,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum51_45_43,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum51_12_17,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum51_93_76,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum51_39_16,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum44_59_39,Otu1,20230816-JEE-4-r1,24
20230816-JEE-4-r1bcnum55_21_59,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum55_92_15,Otu1,20230816-JEE-4-r1,25
20230816-JEE-4-r1bcnum55_92_43,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum55_15_15,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum55_55_75,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum55_70_15,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum3_72_72,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum3_63_3,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum3_12_91,Otu1,20230816-JEE-4-r1,4
20230816-JEE-4-r1bcnum3_33_81,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum3_28_40,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum2_72_31,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum2_62_43,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum2_38_20,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum2_38_76,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum2_60_40,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum2_26_7,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum2_62_63,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum2_62_28,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum2_31_24,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum69_12_3,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum69_32_92,Otu1,20230816-JEE-4-r1,24
20230816-JEE-4-r1bcnum69_14_92,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum69_66_59,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum83_61_6,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_63_30,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_22_30,Otu1,20230816-JEE-4-r1,45
20230816-JEE-4-r1bcnum83_23_21,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_30_93,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_58_23,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_58_30,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_15_96,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_24_54,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum83_47_30,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum83_94_6,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum83_83_87,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_33_30,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum83_13_30,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_22_70,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum83_22_63,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_22_38,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum83_28_40,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum13_96_63,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum13_96_73,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum13_78_43,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum13_94_8,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum37_47_94,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum12_12_12,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_6_92,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_57_20,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum35_21_94,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_32_79,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_66_37,Otu1,20230816-JEE-4-r1,14
20230816-JEE-4-r1bcnum35_37_6,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_91_7,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_43_56,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_25_16,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_35_89,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_36_63,Otu1,20230816-JEE-4-r1,31
20230816-JEE-4-r1bcnum35_36_43,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_50_31,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_66_9,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_66_88,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_66_87,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_66_63,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_66_45,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_66_50,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_66_8,Otu1,20230816-JEE-4-r1,4
20230816-JEE-4-r1bcnum35_66_75,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_66_79,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum35_66_95,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum32_23_79,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum24_13_24,Otu1,20230816-JEE-4-r1,104
20230816-JEE-4-r1bcnum20_20_79,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum75_96_83,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum75_17_29,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum81_66_92,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum81_66_72,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum7_24_84,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum53_70_15,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum53_64_43,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum53_44_43,Otu1,20230816-JEE-4-r1,15
20230816-JEE-4-r1bcnum93_45_67,Otu1,20230816-JEE-4-r1,7
20230816-JEE-4-r1bcnum93_53_24,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum93_88_24,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum18_2_83,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum18_43_40,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum18_34_24,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_27_12,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_72_12,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_2_55,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum25_52_24,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum25_87_12,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_9_88,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum25_12_12,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum25_96_12,Otu1,20230816-JEE-4-r1,3
20230816-JEE-4-r1bcnum25_60_40,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_53_56,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum25_58_56,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_78_29,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_80_40,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_62_54,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_33_12,Otu1,20230816-JEE-4-r1,135
20230816-JEE-4-r1bcnum25_33_52,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_33_35,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum25_33_79,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum25_33_55,Otu1,20230816-JEE-4-r1,6
20230816-JEE-4-r1bcnum25_14_12,Otu1,20230816-JEE-4-r1,1
20230816-JEE-4-r1bcnum25_17_12,Otu1,20230816-JEE-4-r1,2
20230816-JEE-4-r1bcnum25_28_12,Otu1,20230816-JEE-4-r1,1
