seqid,OTU,read_count,sporo_read_count,rel_abd,domain,phylum,class,order,family,genus,mouse_type,polysacc,replicate
psac.031,Otu329,0,149,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,JC,glucose,1
psac.031,Otu246,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,JC,glucose,1
psac.031,Otu178,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JC,glucose,1
psac.031,Otu89,0,149,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,JC,glucose,1
psac.031,Otu1079,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu788,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu496,0,149,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,JC,glucose,1
psac.031,Otu1357,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,JC,glucose,1
psac.031,Otu303,0,149,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas,JC,glucose,1
psac.031,Otu1015,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu606,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,JC,glucose,1
psac.031,Otu599,0,149,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,JC,glucose,1
psac.031,Otu289,0,149,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella,JC,glucose,1
psac.031,Otu576,0,149,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,JC,glucose,1
psac.031,Otu1223,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu658,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu742,0,149,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,JC,glucose,1
psac.031,Otu1305,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1380,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1480,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1011,0,149,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,JC,glucose,1
psac.031,Otu1292,0,149,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,JC,glucose,1
psac.031,Otu603,0,149,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,JC,glucose,1
psac.031,Otu662,0,149,0,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,JC,glucose,1
psac.031,Otu1320,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu455,0,149,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JC,glucose,1
psac.031,Otu561,0,149,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,JC,glucose,1
psac.031,Otu141,0,149,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JC,glucose,1
psac.031,Otu1647,6,149,0.03225806451612903,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,JC,glucose,1
psac.031,Otu1796,0,149,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,JC,glucose,1
psac.031,Otu1970,0,149,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,JC,glucose,1
psac.031,Otu1207,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1655,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1746,6,149,0.03225806451612903,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JC,glucose,1
psac.031,Otu1786,0,149,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Lawsonellaceae,Lawsonella,JC,glucose,1
psac.031,Otu1476,0,149,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,JC,glucose,1
psac.031,Otu472,0,149,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JC,glucose,1
psac.031,Otu1590,2,149,0.010752688172043012,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JC,glucose,1
psac.031,Otu2037,0,149,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,JC,glucose,1
psac.031,Otu1985,1,149,0.005376344086021506,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Nocardiaceae,Rhodococcus,JC,glucose,1
psac.031,Otu1904,0,149,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,JC,glucose,1
psac.031,Otu1622,0,149,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JC,glucose,1
psac.031,Otu2018,0,149,0,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,JC,glucose,1
psac.031,Otu1382,1,149,0.005376344086021506,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,JC,glucose,1
psac.031,Otu1738,3,149,0.016129032258064516,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JC,glucose,1
psac.031,Otu1779,0,149,0,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,JC,glucose,1
psac.031,Otu26,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,JC,glucose,1
psac.031,Otu698,0,149,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Sphingobacteriaceae,Pedobacter,JC,glucose,1
psac.031,Otu763,0,149,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,JC,glucose,1
psac.031,Otu1801,1,149,0.005376344086021506,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,JC,glucose,1
psac.031,Otu1389,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1811,0,149,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,JC,glucose,1
psac.031,Otu1823,1,149,0.005376344086021506,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,JC,glucose,1
psac.031,Otu1403,0,149,0,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,JC,glucose,1
psac.031,Otu1974,0,149,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,JC,glucose,1
psac.031,Otu1614,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1760,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu2044,2,149,0.010752688172043012,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,JC,glucose,1
psac.031,Otu1510,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1903,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1304,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1449,3,149,0.016129032258064516,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JC,glucose,1
psac.031,Otu1770,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1592,0,149,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JC,glucose,1
psac.031,Otu1971,0,149,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JC,glucose,1
psac.031,Otu1979,0,149,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JC,glucose,1
psac.031,Otu1916,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu1743,0,149,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,JC,glucose,1
psac.031,Otu1013,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,JC,glucose,1
psac.031,Otu1568,0,149,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,1
psac.031,Otu811,0,149,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,JC,glucose,1
psac.031,Otu1826,3,149,0.016129032258064516,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JC,glucose,1
psac.031,Otu1872,8,149,0.043010752688172046,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,JC,glucose,1
psac.031,Otu1976,0,149,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JC,glucose,1
psac.031,Otu1973,0,149,0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,JC,glucose,1
psac.031,Otu1806,0,149,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,JC,glucose,1
psac.031,Otu2067,1,149,0.005376344086021506,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella,JC,glucose,1
psac.032,Otu15,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu11,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JC,glucose,2
psac.032,Otu6,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JC,glucose,2
psac.032,Otu18,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JC,glucose,2
psac.032,Otu9,0,3,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,JC,glucose,2
psac.032,Otu34,0,3,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dubosiella,JC,glucose,2
psac.032,Otu48,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,2
psac.032,Otu73,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Kineothrix,JC,glucose,2
psac.032,Otu37,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JC,glucose,2
psac.032,Otu234,0,3,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JC,glucose,2
psac.032,Otu50,0,3,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,JC,glucose,2
psac.032,Otu133,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bacteroides,JC,glucose,2
psac.032,Otu4,0,3,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,JC,glucose,2
psac.032,Otu8,1,3,1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,JC,glucose,2
psac.032,Otu123,0,3,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JC,glucose,2
psac.032,Otu136,0,3,0,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,JC,glucose,2
psac.032,Otu346,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,JC,glucose,2
psac.032,Otu513,0,3,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,JC,glucose,2
psac.032,Otu367,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,JC,glucose,2
psac.032,Otu53,0,3,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,JC,glucose,2
psac.032,Otu93,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,JC,glucose,2
psac.032,Otu7,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JC,glucose,2
psac.032,Otu334,0,3,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JC,glucose,2
psac.032,Otu44,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,JC,glucose,2
psac.032,Otu153,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_2,Alkaliphilus,JC,glucose,2
psac.032,Otu120,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,JC,glucose,2
psac.032,Otu102,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,JC,glucose,2
psac.032,Otu205,0,3,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JC,glucose,2
psac.032,Otu32,0,3,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,JC,glucose,2
psac.032,Otu338,0,3,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JC,glucose,2
psac.032,Otu406,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,JC,glucose,2
psac.032,Otu68,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JC,glucose,2
psac.032,Otu311,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,JC,glucose,2
psac.032,Otu389,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,JC,glucose,2
psac.032,Otu117,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,JC,glucose,2
psac.032,Otu106,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella,JC,glucose,2
psac.032,Otu258,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,JC,glucose,2
psac.032,Otu60,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lawsonibacter,JC,glucose,2
psac.032,Otu433,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,JC,glucose,2
psac.032,Otu33,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,JC,glucose,2
psac.032,Otu24,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JC,glucose,2
psac.032,Otu5,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu281,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,JC,glucose,2
psac.032,Otu459,0,3,0,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,JC,glucose,2
psac.032,Otu23,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu3,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,JC,glucose,2
psac.032,Otu175,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JC,glucose,2
psac.032,Otu21,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,JC,glucose,2
psac.032,Otu193,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JC,glucose,2
psac.032,Otu39,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu40,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Barnesiella,JC,glucose,2
psac.032,Otu76,0,3,0,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,JC,glucose,2
psac.032,Otu12,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu90,0,3,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,JC,glucose,2
psac.032,Otu130,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,JC,glucose,2
psac.032,Otu151,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,JC,glucose,2
psac.032,Otu748,0,3,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,JC,glucose,2
psac.032,Otu17,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu2,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,JC,glucose,2
psac.032,Otu22,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu484,0,3,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,JC,glucose,2
psac.032,Otu521,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Phocea,JC,glucose,2
psac.032,Otu42,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu30,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu43,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu58,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu20,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JC,glucose,2
psac.032,Otu70,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,JC,glucose,2
psac.032,Otu86,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu75,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Muribaculum,JC,glucose,2
psac.032,Otu77,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,JC,glucose,2
psac.032,Otu63,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu94,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JC,glucose,2
psac.032,Otu269,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JC,glucose,2
psac.032,Otu824,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Mogibacterium,JC,glucose,2
psac.032,Otu46,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JC,glucose,2
psac.032,Otu390,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,JC,glucose,2
psac.032,Otu170,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JC,glucose,2
psac.032,Otu567,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JC,glucose,2
psac.032,Otu190,0,3,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,JC,glucose,2
psac.032,Otu668,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,JC,glucose,2
psac.032,Otu393,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,JC,glucose,2
psac.032,Otu747,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,JC,glucose,2
psac.032,Otu682,0,3,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JC,glucose,2
psac.032,Otu978,0,3,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenisphaera,JC,glucose,2
psac.032,Otu1100,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,JC,glucose,2
psac.032,Otu1689,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Tepidibaculum,JC,glucose,2
psac.032,Otu168,0,3,0,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,JC,glucose,2
psac.032,Otu1130,0,3,0,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,JC,glucose,2
psac.032,Otu632,0,3,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,JC,glucose,2
psac.032,Otu55,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,JC,glucose,2
psac.032,Otu1318,0,3,0,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,JC,glucose,2
psac.032,Otu207,0,3,0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,JC,glucose,2
psac.032,Otu1625,0,3,0,NA,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,JC,glucose,2
psac.032,Otu62,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JC,glucose,2
psac.032,Otu98,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu28,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,JC,glucose,2
psac.032,Otu31,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,JC,glucose,2
psac.032,Otu147,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Alistipes,JC,glucose,2
psac.032,Otu891,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,2
psac.032,Otu145,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Alistipes,JC,glucose,2
psac.032,Otu163,0,3,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,JC,glucose,2
psac.032,Otu138,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,JC,glucose,2
psac.032,Otu550,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,JC,glucose,2
psac.032,Otu398,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,JC,glucose,2
psac.032,Otu199,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Sphingobacteriaceae,Sphingobacterium,JC,glucose,2
psac.032,Otu139,0,3,0,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,JC,glucose,2
psac.032,Otu118,0,3,0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,JC,glucose,2
psac.032,Otu329,0,3,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,JC,glucose,2
psac.032,Otu246,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,JC,glucose,2
psac.032,Otu178,0,3,0,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,JC,glucose,2
psac.032,Otu89,0,3,0,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,JC,glucose,2
