index,score,group,family,module_category,module,percentage
301,18.45,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
302,18.45,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
303,18.45,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
304,18.45,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
305,18.45,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
306,18.45,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
307,18.45,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
308,22.04,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
309,22.04,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
310,22.04,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
311,22.04,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
312,22.04,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
313,22.04,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
314,22.04,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
315,22.04,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
316,22.04,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
317,22.04,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
318,22.04,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
319,22.04,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
320,22.04,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
321,22.04,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
322,22.04,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
323,22.04,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
324,22.04,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
325,22.04,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
326,22.04,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
327,22.04,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
328,22.04,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
329,22.04,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
330,22.04,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
331,22.04,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
332,22.04,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
333,22.04,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
334,22.04,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
335,22.04,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
336,19.28,AZC5T,Bacteroidaceae,Amino acid metabolism,M00022,0.03978685612788632
337,19.28,AZC5T,Bacteroidaceae,Lipid metabolism,M00082,0.05719360568383659
338,19.28,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
339,19.28,AZC5T,Bacteroidaceae,Energy metabolism,M00166,0.09520426287744227
340,19.28,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
341,19.28,AZC5T,Bacteroidaceae,Energy metabolism,M00345,0.1197158081705151
342,19.28,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00051,0.16589698046181173
343,19.28,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00003,0.1989342806394316
344,19.28,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00048,0.2561278863232682
345,19.28,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00549,0.26678507992895206
346,19.28,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00855,0.2827708703374778
347,19.28,AZC5T,Bacteroidaceae,Energy metabolism,M00173,0.35168738898756663
348,19.28,AZC5T,Bacteroidaceae,Energy metabolism,M00169,0.35559502664298404
349,19.28,AZC5T,Bacteroidaceae,Amino acid metabolism,M00621,0.36980461811722914
350,19.28,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
351,19.28,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00052,0.40319715808170514
352,19.28,AZC5T,Bacteroidaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
353,19.28,AZC5T,Bacteroidaceae,Gene set,M00627,0.43374777975133216
354,19.28,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
355,19.28,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
356,19.28,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00741,0.466785079928952
357,19.28,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
358,19.28,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00011,0.4817051509769094
359,19.28,AZC5T,Bacteroidaceae,Glycan metabolism,M00063,0.49413854351687386
360,19.28,AZC5T,Bacteroidaceae,Energy metabolism,M00167,0.5015985790408526
361,19.28,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
362,19.28,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
363,19.28,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00552,0.5154529307282416
364,20.98,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
365,20.98,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
366,20.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
367,20.98,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
368,20.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
369,20.98,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
370,20.98,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
371,20.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
372,20.98,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
373,20.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
374,20.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
375,20.98,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
376,20.98,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
377,20.98,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
378,20.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
379,20.98,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
380,20.98,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
381,20.98,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
382,20.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
383,20.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
384,20.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
385,20.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
386,20.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
387,20.98,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
388,20.98,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
389,20.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
390,20.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
391,20.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
392,20.55,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
393,20.55,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
394,20.55,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
395,20.55,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
396,20.55,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
397,20.55,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
398,20.55,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
399,20.55,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
400,20.55,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
401,20.55,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
402,20.55,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
403,20.55,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
404,20.55,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
405,20.55,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
406,20.55,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
407,20.55,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
408,20.55,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
409,20.55,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
410,20.55,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
411,20.55,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
412,20.55,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
413,20.55,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
414,20.55,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
415,20.55,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
416,20.55,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
417,20.55,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
418,20.55,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
419,20.55,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
420,21.98,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
421,21.98,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
422,21.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
423,21.98,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
424,21.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
425,21.98,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
426,21.98,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
427,21.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
428,21.98,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
429,21.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
430,21.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
431,21.98,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
432,21.98,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
433,21.98,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
434,21.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
435,21.98,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
436,21.98,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
437,21.98,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
438,21.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
439,21.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
440,21.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
441,21.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
442,21.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
443,21.98,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
444,21.98,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
445,21.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
446,21.98,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
447,21.98,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
448,21.12,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
449,21.12,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
450,21.12,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
451,21.12,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
452,21.12,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
453,21.12,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
454,21.12,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
455,21.12,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
456,21.12,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
457,21.12,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
458,21.12,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
459,21.12,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
460,21.12,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
461,21.12,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
462,21.12,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
463,21.12,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
464,21.12,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
465,21.12,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
466,21.12,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
467,21.12,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
468,21.12,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
469,21.12,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
470,21.12,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
471,21.12,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
472,21.12,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
473,21.12,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
474,21.12,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
475,21.12,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
476,23.35,AZC5T,Bacteroidaceae,Amino acid metabolism,M00022,0.03978685612788632
477,23.35,AZC5T,Bacteroidaceae,Lipid metabolism,M00082,0.05719360568383659
478,23.35,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
479,23.35,AZC5T,Bacteroidaceae,Energy metabolism,M00166,0.09520426287744227
480,23.35,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
481,23.35,AZC5T,Bacteroidaceae,Energy metabolism,M00345,0.1197158081705151
482,23.35,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00051,0.16589698046181173
483,23.35,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00003,0.1989342806394316
484,23.35,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00048,0.2561278863232682
485,23.35,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00549,0.26678507992895206
486,23.35,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00855,0.2827708703374778
487,23.35,AZC5T,Bacteroidaceae,Energy metabolism,M00173,0.35168738898756663
488,23.35,AZC5T,Bacteroidaceae,Energy metabolism,M00169,0.35559502664298404
489,23.35,AZC5T,Bacteroidaceae,Amino acid metabolism,M00621,0.36980461811722914
490,23.35,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
491,23.35,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00052,0.40319715808170514
492,23.35,AZC5T,Bacteroidaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
493,23.35,AZC5T,Bacteroidaceae,Gene set,M00627,0.43374777975133216
494,23.35,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
495,23.35,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
496,23.35,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00741,0.466785079928952
497,23.35,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
498,23.35,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00011,0.4817051509769094
499,23.35,AZC5T,Bacteroidaceae,Glycan metabolism,M00063,0.49413854351687386
500,23.35,AZC5T,Bacteroidaceae,Energy metabolism,M00167,0.5015985790408526
501,23.35,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
502,23.35,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
503,23.35,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00552,0.5154529307282416
504,21.93,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
505,21.93,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
506,21.93,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
507,21.93,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
508,21.93,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
509,21.93,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
510,21.93,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
511,21.93,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
512,21.93,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
513,21.93,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
514,21.93,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
515,21.93,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
516,21.93,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
517,21.93,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
518,21.93,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
519,21.93,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
520,21.93,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
521,21.93,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
522,21.93,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
523,21.93,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
524,21.93,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
525,21.93,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
526,21.93,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
527,21.93,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
528,21.93,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
529,21.93,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
530,21.93,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
531,21.93,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
532,20.99,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
533,20.99,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
534,20.99,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
535,20.99,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
536,20.99,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
537,20.99,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
538,20.99,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
539,20.99,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
540,20.99,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
541,20.99,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
542,20.99,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
543,20.99,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
544,20.99,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
545,20.99,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
546,20.99,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
547,20.99,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
548,20.99,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
549,20.99,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
550,20.99,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
551,20.99,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
552,20.99,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
553,20.99,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
554,20.99,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
555,20.99,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
556,20.99,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
557,20.99,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
558,20.99,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
559,20.99,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
560,21.7,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
561,21.7,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
562,21.7,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
563,21.7,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
564,21.7,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
565,21.7,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
566,21.7,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
567,21.7,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
568,21.7,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
569,21.7,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
570,21.7,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
571,21.7,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
572,21.7,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
573,21.7,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
574,21.7,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
575,21.7,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
576,21.7,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
577,21.7,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
578,21.7,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
579,21.7,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
580,21.7,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
581,21.7,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
582,21.7,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
583,21.7,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
584,21.7,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
585,21.7,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
586,21.7,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
587,21.7,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
588,22.01,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
589,22.01,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
590,22.01,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
591,22.01,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
592,22.01,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
593,22.01,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
594,22.01,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
595,22.01,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
596,22.01,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
597,22.01,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
598,22.01,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
599,22.01,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
600,22.01,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
601,22.01,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
602,22.01,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
603,22.01,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
