index,score,group,family,module_category,module,percentage
604,22.01,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
605,22.01,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
606,22.01,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
607,22.01,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
608,22.01,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
609,22.01,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
610,22.01,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
611,22.01,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
612,22.01,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
613,22.01,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
614,22.01,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
615,22.01,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
616,22.2,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
617,22.2,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
618,22.2,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
619,22.2,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
620,22.2,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
621,22.2,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
622,22.2,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
623,22.2,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
624,22.2,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
625,22.2,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
626,22.2,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
627,22.2,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
628,22.2,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
629,22.2,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
630,22.2,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
631,22.2,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
632,22.2,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
633,22.2,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
634,22.2,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
635,22.2,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
636,22.2,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
637,22.2,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
638,22.2,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
639,22.2,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
640,22.2,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
641,22.2,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
642,22.2,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
643,22.2,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
644,23.45,AZC5T,Bacteroidaceae,Amino acid metabolism,M00022,0.03978685612788632
645,23.45,AZC5T,Bacteroidaceae,Lipid metabolism,M00082,0.05719360568383659
646,23.45,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
647,23.45,AZC5T,Bacteroidaceae,Energy metabolism,M00166,0.09520426287744227
648,23.45,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
649,23.45,AZC5T,Bacteroidaceae,Energy metabolism,M00345,0.1197158081705151
650,23.45,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00051,0.16589698046181173
651,23.45,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00003,0.1989342806394316
652,23.45,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00048,0.2561278863232682
653,23.45,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00549,0.26678507992895206
654,23.45,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00855,0.2827708703374778
655,23.45,AZC5T,Bacteroidaceae,Energy metabolism,M00173,0.35168738898756663
656,23.45,AZC5T,Bacteroidaceae,Energy metabolism,M00169,0.35559502664298404
657,23.45,AZC5T,Bacteroidaceae,Amino acid metabolism,M00621,0.36980461811722914
658,23.45,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
659,23.45,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00052,0.40319715808170514
660,23.45,AZC5T,Bacteroidaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
661,23.45,AZC5T,Bacteroidaceae,Gene set,M00627,0.43374777975133216
662,23.45,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
663,23.45,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
664,23.45,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00741,0.466785079928952
665,23.45,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
666,23.45,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00011,0.4817051509769094
667,23.45,AZC5T,Bacteroidaceae,Glycan metabolism,M00063,0.49413854351687386
668,23.45,AZC5T,Bacteroidaceae,Energy metabolism,M00167,0.5015985790408526
669,23.45,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
670,23.45,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
671,23.45,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00552,0.5154529307282416
672,22.81,AZC5T,Bacteroidaceae,Amino acid metabolism,M00022,0.03978685612788632
673,22.81,AZC5T,Bacteroidaceae,Lipid metabolism,M00082,0.05719360568383659
674,22.81,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
675,22.81,AZC5T,Bacteroidaceae,Energy metabolism,M00166,0.09520426287744227
676,22.81,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
677,22.81,AZC5T,Bacteroidaceae,Energy metabolism,M00345,0.1197158081705151
678,22.81,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00051,0.16589698046181173
679,22.81,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00003,0.1989342806394316
680,22.81,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00048,0.2561278863232682
681,22.81,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00549,0.26678507992895206
682,22.81,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00855,0.2827708703374778
683,22.81,AZC5T,Bacteroidaceae,Energy metabolism,M00173,0.35168738898756663
684,22.81,AZC5T,Bacteroidaceae,Energy metabolism,M00169,0.35559502664298404
685,22.81,AZC5T,Bacteroidaceae,Amino acid metabolism,M00621,0.36980461811722914
686,22.81,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
687,22.81,AZC5T,Bacteroidaceae,Nucleotide metabolism,M00052,0.40319715808170514
688,22.81,AZC5T,Bacteroidaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
689,22.81,AZC5T,Bacteroidaceae,Gene set,M00627,0.43374777975133216
690,22.81,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
691,22.81,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
692,22.81,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00741,0.466785079928952
693,22.81,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
694,22.81,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00011,0.4817051509769094
695,22.81,AZC5T,Bacteroidaceae,Glycan metabolism,M00063,0.49413854351687386
696,22.81,AZC5T,Bacteroidaceae,Energy metabolism,M00167,0.5015985790408526
697,22.81,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
698,22.81,AZC5T,Bacteroidaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
699,22.81,AZC5T,Bacteroidaceae,Carbohydrate metabolism,M00552,0.5154529307282416
700,19.95,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
701,19.95,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
702,19.95,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
703,19.95,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
704,19.95,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
705,19.95,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
706,19.95,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
707,19.95,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
708,19.95,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
709,19.95,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
710,19.95,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
711,19.95,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
712,19.95,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
713,19.95,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
714,19.95,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
715,19.95,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
716,19.95,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
717,19.95,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
718,19.95,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
719,19.95,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
720,19.95,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
721,19.95,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
722,19.95,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
723,19.95,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
724,19.95,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
725,19.95,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
726,19.95,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
727,19.95,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
728,22.38,AZC5T,Muribaculaceae,Amino acid metabolism,M00022,0.03978685612788632
729,22.38,AZC5T,Muribaculaceae,Lipid metabolism,M00082,0.05719360568383659
730,22.38,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.08348134991119005
731,22.38,AZC5T,Muribaculaceae,Energy metabolism,M00166,0.09520426287744227
732,22.38,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.10692717584369449
733,22.38,AZC5T,Muribaculaceae,Energy metabolism,M00345,0.1197158081705151
734,22.38,AZC5T,Muribaculaceae,Nucleotide metabolism,M00051,0.16589698046181173
735,22.38,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00003,0.1989342806394316
736,22.38,AZC5T,Muribaculaceae,Nucleotide metabolism,M00048,0.2561278863232682
737,22.38,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00549,0.26678507992895206
738,22.38,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00855,0.2827708703374778
739,22.38,AZC5T,Muribaculaceae,Energy metabolism,M00173,0.35168738898756663
740,22.38,AZC5T,Muribaculaceae,Energy metabolism,M00169,0.35559502664298404
741,22.38,AZC5T,Muribaculaceae,Amino acid metabolism,M00621,0.36980461811722914
742,22.38,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.3911190053285968
743,22.38,AZC5T,Muribaculaceae,Nucleotide metabolism,M00052,0.40319715808170514
744,22.38,AZC5T,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.4202486678507993
745,22.38,AZC5T,Muribaculaceae,Gene set,M00627,0.43374777975133216
746,22.38,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.45293072824156305
747,22.38,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.45293072824156305
748,22.38,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00741,0.466785079928952
749,22.38,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.4817051509769094
750,22.38,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00011,0.4817051509769094
751,22.38,AZC5T,Muribaculaceae,Glycan metabolism,M00063,0.49413854351687386
752,22.38,AZC5T,Muribaculaceae,Energy metabolism,M00167,0.5015985790408526
753,22.38,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.5015985790408526
754,22.38,AZC5T,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.5154529307282416
755,22.38,AZC5T,Muribaculaceae,Carbohydrate metabolism,M00552,0.5154529307282416
756,16.38,AZC7E,Muribaculaceae,Amino acid metabolism,M00022,0.07104795737122557
757,16.38,AZC7E,Muribaculaceae,Lipid metabolism,M00082,0.10195381882770871
758,16.38,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.14955595026642984
759,16.38,AZC7E,Muribaculaceae,Energy metabolism,M00166,0.17158081705150977
760,16.38,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.19396092362344583
761,16.38,AZC7E,Muribaculaceae,Energy metabolism,M00345,0.21492007104795738
762,16.38,AZC7E,Muribaculaceae,Nucleotide metabolism,M00051,0.28845470692717584
763,16.38,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00003,0.3385435168738899
764,16.38,AZC7E,Muribaculaceae,Nucleotide metabolism,M00048,0.42131438721136766
765,16.38,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00549,0.4397868561278863
766,16.38,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00855,0.4603907637655417
767,16.38,AZC7E,Muribaculaceae,Energy metabolism,M00173,0.5513321492007105
768,16.38,AZC7E,Muribaculaceae,Energy metabolism,M00169,0.5570159857904086
769,16.38,AZC7E,Muribaculaceae,Amino acid metabolism,M00621,0.5737122557726465
770,16.38,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.5985790408525755
771,16.38,AZC7E,Muribaculaceae,Nucleotide metabolism,M00052,0.6134991119005329
772,16.38,AZC7E,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.6348134991119005
773,16.38,AZC7E,Muribaculaceae,Gene set,M00627,0.661101243339254
774,16.38,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.6852575488454707
775,16.38,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.6852575488454707
776,16.38,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00741,0.6980461811722913
777,16.38,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.7115452930728241
778,16.38,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00011,0.7115452930728241
779,16.38,AZC7E,Muribaculaceae,Glycan metabolism,M00063,0.7271758436944937
780,16.38,AZC7E,Muribaculaceae,Energy metabolism,M00167,0.7357015985790408
781,16.38,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.7357015985790408
782,16.38,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.7477797513321492
783,16.38,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00552,0.7477797513321492
784,20.22,AZC7E,Muribaculaceae,Amino acid metabolism,M00022,0.07104795737122557
785,20.22,AZC7E,Muribaculaceae,Lipid metabolism,M00082,0.10195381882770871
786,20.22,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.14955595026642984
787,20.22,AZC7E,Muribaculaceae,Energy metabolism,M00166,0.17158081705150977
788,20.22,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.19396092362344583
789,20.22,AZC7E,Muribaculaceae,Energy metabolism,M00345,0.21492007104795738
790,20.22,AZC7E,Muribaculaceae,Nucleotide metabolism,M00051,0.28845470692717584
791,20.22,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00003,0.3385435168738899
792,20.22,AZC7E,Muribaculaceae,Nucleotide metabolism,M00048,0.42131438721136766
793,20.22,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00549,0.4397868561278863
794,20.22,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00855,0.4603907637655417
795,20.22,AZC7E,Muribaculaceae,Energy metabolism,M00173,0.5513321492007105
796,20.22,AZC7E,Muribaculaceae,Energy metabolism,M00169,0.5570159857904086
797,20.22,AZC7E,Muribaculaceae,Amino acid metabolism,M00621,0.5737122557726465
798,20.22,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.5985790408525755
799,20.22,AZC7E,Muribaculaceae,Nucleotide metabolism,M00052,0.6134991119005329
800,20.22,AZC7E,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.6348134991119005
801,20.22,AZC7E,Muribaculaceae,Gene set,M00627,0.661101243339254
802,20.22,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.6852575488454707
803,20.22,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.6852575488454707
804,20.22,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00741,0.6980461811722913
805,20.22,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.7115452930728241
806,20.22,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00011,0.7115452930728241
807,20.22,AZC7E,Muribaculaceae,Glycan metabolism,M00063,0.7271758436944937
808,20.22,AZC7E,Muribaculaceae,Energy metabolism,M00167,0.7357015985790408
809,20.22,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.7357015985790408
810,20.22,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.7477797513321492
811,20.22,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00552,0.7477797513321492
812,18.27,AZC7E,Muribaculaceae,Amino acid metabolism,M00022,0.07104795737122557
813,18.27,AZC7E,Muribaculaceae,Lipid metabolism,M00082,0.10195381882770871
814,18.27,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.14955595026642984
815,18.27,AZC7E,Muribaculaceae,Energy metabolism,M00166,0.17158081705150977
816,18.27,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.19396092362344583
817,18.27,AZC7E,Muribaculaceae,Energy metabolism,M00345,0.21492007104795738
818,18.27,AZC7E,Muribaculaceae,Nucleotide metabolism,M00051,0.28845470692717584
819,18.27,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00003,0.3385435168738899
820,18.27,AZC7E,Muribaculaceae,Nucleotide metabolism,M00048,0.42131438721136766
821,18.27,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00549,0.4397868561278863
822,18.27,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00855,0.4603907637655417
823,18.27,AZC7E,Muribaculaceae,Energy metabolism,M00173,0.5513321492007105
824,18.27,AZC7E,Muribaculaceae,Energy metabolism,M00169,0.5570159857904086
825,18.27,AZC7E,Muribaculaceae,Amino acid metabolism,M00621,0.5737122557726465
826,18.27,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.5985790408525755
827,18.27,AZC7E,Muribaculaceae,Nucleotide metabolism,M00052,0.6134991119005329
828,18.27,AZC7E,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.6348134991119005
829,18.27,AZC7E,Muribaculaceae,Gene set,M00627,0.661101243339254
830,18.27,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.6852575488454707
831,18.27,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.6852575488454707
832,18.27,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00741,0.6980461811722913
833,18.27,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.7115452930728241
834,18.27,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00011,0.7115452930728241
835,18.27,AZC7E,Muribaculaceae,Glycan metabolism,M00063,0.7271758436944937
836,18.27,AZC7E,Muribaculaceae,Energy metabolism,M00167,0.7357015985790408
837,18.27,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.7357015985790408
838,18.27,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.7477797513321492
839,18.27,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00552,0.7477797513321492
840,22.18,AZC7E,Muribaculaceae,Amino acid metabolism,M00022,0.07104795737122557
841,22.18,AZC7E,Muribaculaceae,Lipid metabolism,M00082,0.10195381882770871
842,22.18,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.14955595026642984
843,22.18,AZC7E,Muribaculaceae,Energy metabolism,M00166,0.17158081705150977
844,22.18,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.19396092362344583
845,22.18,AZC7E,Muribaculaceae,Energy metabolism,M00345,0.21492007104795738
846,22.18,AZC7E,Muribaculaceae,Nucleotide metabolism,M00051,0.28845470692717584
847,22.18,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00003,0.3385435168738899
848,22.18,AZC7E,Muribaculaceae,Nucleotide metabolism,M00048,0.42131438721136766
849,22.18,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00549,0.4397868561278863
850,22.18,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00855,0.4603907637655417
851,22.18,AZC7E,Muribaculaceae,Energy metabolism,M00173,0.5513321492007105
852,22.18,AZC7E,Muribaculaceae,Energy metabolism,M00169,0.5570159857904086
853,22.18,AZC7E,Muribaculaceae,Amino acid metabolism,M00621,0.5737122557726465
854,22.18,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.5985790408525755
855,22.18,AZC7E,Muribaculaceae,Nucleotide metabolism,M00052,0.6134991119005329
856,22.18,AZC7E,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.6348134991119005
857,22.18,AZC7E,Muribaculaceae,Gene set,M00627,0.661101243339254
858,22.18,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.6852575488454707
859,22.18,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.6852575488454707
860,22.18,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00741,0.6980461811722913
861,22.18,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.7115452930728241
862,22.18,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00011,0.7115452930728241
863,22.18,AZC7E,Muribaculaceae,Glycan metabolism,M00063,0.7271758436944937
864,22.18,AZC7E,Muribaculaceae,Energy metabolism,M00167,0.7357015985790408
865,22.18,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.7357015985790408
866,22.18,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.7477797513321492
867,22.18,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00552,0.7477797513321492
868,15.12,AZC7E,Muribaculaceae,Amino acid metabolism,M00022,0.07104795737122557
869,15.12,AZC7E,Muribaculaceae,Lipid metabolism,M00082,0.10195381882770871
870,15.12,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00120,0.14955595026642984
871,15.12,AZC7E,Muribaculaceae,Energy metabolism,M00166,0.17158081705150977
872,15.12,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00899,0.19396092362344583
873,15.12,AZC7E,Muribaculaceae,Energy metabolism,M00345,0.21492007104795738
874,15.12,AZC7E,Muribaculaceae,Nucleotide metabolism,M00051,0.28845470692717584
875,15.12,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00003,0.3385435168738899
876,15.12,AZC7E,Muribaculaceae,Nucleotide metabolism,M00048,0.42131438721136766
877,15.12,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00549,0.4397868561278863
878,15.12,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00855,0.4603907637655417
879,15.12,AZC7E,Muribaculaceae,Energy metabolism,M00173,0.5513321492007105
880,15.12,AZC7E,Muribaculaceae,Energy metabolism,M00169,0.5570159857904086
881,15.12,AZC7E,Muribaculaceae,Amino acid metabolism,M00621,0.5737122557726465
882,15.12,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00115,0.5985790408525755
883,15.12,AZC7E,Muribaculaceae,Nucleotide metabolism,M00052,0.6134991119005329
884,15.12,AZC7E,Muribaculaceae,Biosynthesis of terpenoids and polyketides,M00793,0.6348134991119005
885,15.12,AZC7E,Muribaculaceae,Gene set,M00627,0.661101243339254
886,15.12,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00123,0.6852575488454707
887,15.12,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00577,0.6852575488454707
888,15.12,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00741,0.6980461811722913
889,15.12,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00119,0.7115452930728241
890,15.12,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00011,0.7115452930728241
891,15.12,AZC7E,Muribaculaceae,Glycan metabolism,M00063,0.7271758436944937
892,15.12,AZC7E,Muribaculaceae,Energy metabolism,M00167,0.7357015985790408
893,15.12,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00950,0.7357015985790408
894,15.12,AZC7E,Muribaculaceae,Metabolism of cofactors and vitamins,M00124,0.7477797513321492
895,15.12,AZC7E,Muribaculaceae,Carbohydrate metabolism,M00552,0.7477797513321492
896,18.45,AZC7E,Bacteroidaceae,Amino acid metabolism,M00022,0.07104795737122557
897,18.45,AZC7E,Bacteroidaceae,Lipid metabolism,M00082,0.10195381882770871
898,18.45,AZC7E,Bacteroidaceae,Metabolism of cofactors and vitamins,M00120,0.14955595026642984
899,18.45,AZC7E,Bacteroidaceae,Energy metabolism,M00166,0.17158081705150977
900,18.45,AZC7E,Bacteroidaceae,Metabolism of cofactors and vitamins,M00899,0.19396092362344583
901,18.45,AZC7E,Bacteroidaceae,Energy metabolism,M00345,0.21492007104795738
902,18.45,AZC7E,Bacteroidaceae,Nucleotide metabolism,M00051,0.28845470692717584
903,18.45,AZC7E,Bacteroidaceae,Carbohydrate metabolism,M00003,0.3385435168738899
904,18.45,AZC7E,Bacteroidaceae,Nucleotide metabolism,M00048,0.42131438721136766
905,18.45,AZC7E,Bacteroidaceae,Carbohydrate metabolism,M00549,0.4397868561278863
