,id,sample_id,abundance,abundance_normalized,domain,phylum,class,order,family,genus,species
444,AZC9C_13,sample_2,2553,2211.6493724113134,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella_A,GCA_002358555.1
445,AZC9C_13,sample_6,3513,3043.291909628258,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella_A,GCA_002358555.1
446,AZC9C_13,sample_12,1607,1392.134955528782,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella_A,GCA_002358555.1
447,AZC9C_13,sample_16,4293,3719.001471117026,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella_A,GCA_002358555.1
448,AZC9C_14,sample_2,3696,8895.383179657825,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-822,
449,AZC9C_14,sample_6,427,1027.686314316529,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-822,
450,AZC9C_14,sample_12,4314,10382.76056197074,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-822,
451,AZC9C_14,sample_16,82,197.35428050106646,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-822,
452,AZC9C_15,sample_2,10934,6141.791604276692,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_J,
453,AZC9C_15,sample_6,224070,125863.47583412094,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_J,
454,AZC9C_15,sample_12,700,393.20048682949374,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_J,
455,AZC9C_15,sample_16,14552,8174.07640620399,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_J,
456,AZC9C_16,sample_2,10603,19297.28088921923,Bacteria,Firmicutes_A,Clostridia,4C28d-15,CAG-314,CAG-1435,
457,AZC9C_16,sample_6,794,1445.066587384709,Bacteria,Firmicutes_A,Clostridia,4C28d-15,CAG-314,CAG-1435,
458,AZC9C_16,sample_12,8164,14858.342089935471,Bacteria,Firmicutes_A,Clostridia,4C28d-15,CAG-314,CAG-1435,
459,AZC9C_16,sample_16,762,1386.8271279435116,Bacteria,Firmicutes_A,Clostridia,4C28d-15,CAG-314,CAG-1435,
460,AZC9C_17,sample_2,193656,105829.19269231666,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,GCF_002161485.1
461,AZC9C_17,sample_6,42921,23455.481779789545,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,GCF_002161485.1
462,AZC9C_17,sample_12,178087,97321.0406029072,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,GCF_002161485.1
463,AZC9C_17,sample_16,131746,71996.59613150096,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,GCF_002161485.1
464,AZC9C_18,sample_2,222624,91043.6969674885,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii
465,AZC9C_18,sample_6,84735,34652.99187212582,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii
466,AZC9C_18,sample_12,107568,43990.71257096631,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii
467,AZC9C_18,sample_16,240602,98395.93025806593,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii
468,AZC9C_19,sample_2,143,140.16203369624904,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-510,
469,AZC9C_19,sample_6,32346,31704.06392964246,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-510,
470,AZC9C_19,sample_12,284,278.3637592289142,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-510,
471,AZC9C_19,sample_16,112,109.77725716069855,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-510,
472,AZC9C_20,sample_2,3154,3502.6825087461425,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-590,
473,AZC9C_20,sample_6,3201,3554.878475109829,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-590,
474,AZC9C_20,sample_12,2026,2249.979316017655,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-590,
475,AZC9C_20,sample_16,351,389.8039190139176,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-590,
476,AZC9C_21,sample_2,5132,4818.067959946797,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminiclostridium_E,
477,AZC9C_21,sample_6,3384,3176.995708585339,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminiclostridium_E,
478,AZC9C_21,sample_12,4156,3901.7713253193465,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminiclostridium_E,
479,AZC9C_21,sample_16,2990,2807.0972720656514,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminiclostridium_E,
480,AZC9C_22,sample_2,59988,120019.22232679199,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-877,
481,AZC9C_22,sample_6,66,132.04755407028526,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-877,
482,AZC9C_22,sample_12,23889,47795.21241189461,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-877,
483,AZC9C_22,sample_16,52,104.03746684325505,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-877,
484,AZC9C_23,sample_2,23076,21714.109713574227,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
485,AZC9C_23,sample_6,13376,12586.580496133161,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
486,AZC9C_23,sample_12,183,172.1997780197644,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
487,AZC9C_23,sample_16,341,320.8749962007632,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
488,AZC9C_24,sample_2,1557,1355.615316310972,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_F,
489,AZC9C_24,sample_6,16093,14011.507569295101,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_F,
490,AZC9C_24,sample_12,847,737.4477668050052,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_F,
491,AZC9C_24,sample_16,934,813.195058082497,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_F,
492,AZC9C_25,sample_2,448281,440787.969136314,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,GCA_002491305.1
493,AZC9C_25,sample_6,40907,40223.23822214012,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,GCA_002491305.1
494,AZC9C_25,sample_12,396760,390128.14425443846,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,GCA_002491305.1
495,AZC9C_25,sample_16,168039,165230.22288630807,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,GCA_002491305.1
496,AZC9C_26,sample_2,4913,5076.043056898644,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,
497,AZC9C_26,sample_6,2271,2346.3655164292327,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,
498,AZC9C_26,sample_12,3599,3718.4365890043186,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,
499,AZC9C_26,sample_16,5027,5193.826266441987,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,
500,AZC9C_27,sample_2,35263,27562.77381075368,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,28-4,GCF_000403275.1
501,AZC9C_27,sample_6,75059,58668.696352022256,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,28-4,GCF_000403275.1
502,AZC9C_27,sample_12,7828,6118.634075109317,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,28-4,GCF_000403275.1
503,AZC9C_27,sample_16,21615,16895.027533659668,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,28-4,GCF_000403275.1
504,AZC9C_28,sample_2,14702,11448.075162572974,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
505,AZC9C_28,sample_6,47101,36676.356157825445,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
506,AZC9C_28,sample_12,204,158.84963495884145,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
507,AZC9C_28,sample_16,17607,13710.125111374124,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
508,AZC9C_29,sample_2,2707,2385.6255058761635,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Parasporobacterium,
509,AZC9C_29,sample_6,68127,60038.97629805149,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Parasporobacterium,
510,AZC9C_29,sample_12,13909,12257.726324799245,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Parasporobacterium,
511,AZC9C_29,sample_16,14561,12832.32101627736,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Parasporobacterium,
512,AZC9C_30,sample_2,32112,57612.82730038241,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-582,
513,AZC9C_30,sample_6,7337,13163.468918251923,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-582,
514,AZC9C_30,sample_12,1285,2305.4460351579282,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-582,
515,AZC9C_30,sample_16,2195,3938.0965347639317,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-582,
516,AZC9C_31,sample_2,72636,140670.45334038924,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UBA7057,
517,AZC9C_31,sample_6,3451,6683.376486558776,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UBA7057,
518,AZC9C_31,sample_12,2439,4723.487467608477,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UBA7057,
519,AZC9C_31,sample_16,8411,16289.156658489097,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UBA7057,
520,AZC9C_32,sample_2,280585,127954.17193254596,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercorirosoris
521,AZC9C_32,sample_6,185062,84393.16059725509,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercorirosoris
522,AZC9C_32,sample_12,2448175,1116432.470983697,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercorirosoris
523,AZC9C_32,sample_16,1923030,876952.4787549007,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercorirosoris
524,AZC9C_33,sample_2,5996,9838.803357715906,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-628,
525,AZC9C_33,sample_6,1528,2507.2867796180626,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-628,
526,AZC9C_33,sample_12,2067,3391.7289093393556,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-628,
527,AZC9C_33,sample_16,19686,32302.64891594318,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-628,
528,AZC9C_34,sample_2,4468,5552.089221059625,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum_A
529,AZC9C_34,sample_6,127,157.81453246968942,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum_A
530,AZC9C_34,sample_12,1599,1986.9719481813654,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum_A
531,AZC9C_34,sample_16,1465,1820.458976914134,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum_A
532,AZC9C_35,sample_2,40505,30071.587590390838,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
533,AZC9C_35,sample_6,83335,61869.293959886934,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
534,AZC9C_35,sample_12,7489,5559.958510416911,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
535,AZC9C_35,sample_16,23746,17629.426463928423,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
536,AZC9C_36,sample_2,30,47.71349413298565,Bacteria,Firmicutes_A,Clostridia,4C28d-15,UBA3700,,
537,AZC9C_36,sample_6,1133,1801.979628422425,Bacteria,Firmicutes_A,Clostridia,4C28d-15,UBA3700,,
538,AZC9C_36,sample_12,2167,3446.5047262059975,Bacteria,Firmicutes_A,Clostridia,4C28d-15,UBA3700,,
539,AZC9C_36,sample_16,83,132.00733376792698,Bacteria,Firmicutes_A,Clostridia,4C28d-15,UBA3700,,
540,AZC9C_37,sample_2,8601,7345.623216915192,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,
541,AZC9C_37,sample_6,24992,21344.240836779965,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,
542,AZC9C_37,sample_12,1821,1555.2121704455953,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,
543,AZC9C_37,sample_16,16154,13796.2094461165,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,
544,AZC9C_38,sample_2,10644,11207.174801310173,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,
545,AZC9C_38,sample_6,25232,26567.026924714235,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,
546,AZC9C_38,sample_12,3704,3899.9789049279298,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,
547,AZC9C_38,sample_16,6710,7065.026579931536,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,
548,AZC9C_39,sample_2,4614,3871.3913026412806,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA7182,
549,AZC9C_39,sample_6,19368,16250.781696912945,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA7182,
550,AZC9C_39,sample_12,6129,5142.556847396708,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA7182,
551,AZC9C_39,sample_16,5173,4340.422021795263,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA7182,
552,AZC9C_40,sample_2,591587,463077.87201750674,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,
553,AZC9C_40,sample_6,80948,63363.84603460376,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,
554,AZC9C_40,sample_12,386487,302531.2887579175,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,
555,AZC9C_40,sample_16,337406,264112.04520372977,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873,
556,AZC9C_41,sample_2,26926,38368.74230717954,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-492,
557,AZC9C_41,sample_6,4977,7092.07570611426,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-492,
558,AZC9C_41,sample_12,23092,32905.407314766024,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-492,
559,AZC9C_41,sample_16,21642,30839.200810071296,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-492,
560,AZC9C_42,sample_2,12041,7368.595829431178,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
561,AZC9C_42,sample_6,53676,32847.50018607657,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
562,AZC9C_42,sample_12,2723,1666.3637939989285,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
563,AZC9C_42,sample_16,62059,37977.55074982721,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
564,AZC9C_43,sample_2,3136,4831.3863059833175,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,14-2,
565,AZC9C_43,sample_6,5084,7832.515299623465,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,14-2,
566,AZC9C_43,sample_12,576,887.3974847724461,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,14-2,
567,AZC9C_43,sample_16,2560,3943.9888212108717,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,14-2,
568,AZC9C_44,sample_2,2776,4479.750705024471,Bacteria,Firmicutes_A,Clostridia,4C28d-15,UBA3700,,
569,AZC9C_44,sample_6,9471,15283.760420492352,Bacteria,Firmicutes_A,Clostridia,4C28d-15,UBA3700,,
570,AZC9C_44,sample_12,1896,3059.6568215873194,Bacteria,Firmicutes_A,Clostridia,4C28d-15,UBA3700,,
571,AZC9C_44,sample_16,5049,8147.788656220661,Bacteria,Firmicutes_A,Clostridia,4C28d-15,UBA3700,,
572,AZC9C_45,sample_2,18088,12885.915288934873,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
573,AZC9C_45,sample_6,73718,52516.80137492819,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
574,AZC9C_45,sample_12,455,324.14260595230917,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
575,AZC9C_45,sample_16,5053,3599.76392940004,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
576,AZC9C_46,sample_2,3540,4316.684002940889,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-1031,
577,AZC9C_46,sample_6,2994,3650.890368588989,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-1031,
578,AZC9C_46,sample_12,2926,3567.971014860181,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-1031,
579,AZC9C_46,sample_16,3392,4136.21246835466,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-1031,
580,AZC9C_47,sample_2,16611,15757.143212746174,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,DTU089,Acutalibacter,Acutalibacter muris
581,AZC9C_47,sample_6,3811,3615.102810413321,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,DTU089,Acutalibacter,Acutalibacter muris
582,AZC9C_47,sample_12,2053,1947.4694489054182,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,DTU089,Acutalibacter,Acutalibacter muris
583,AZC9C_47,sample_16,5563,5277.04459048263,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,DTU089,Acutalibacter,Acutalibacter muris
584,AZC9C_48,sample_2,7424,10518.234102003029,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,
585,AZC9C_48,sample_6,532,753.7312152836223,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,
586,AZC9C_48,sample_12,3309,4688.151487544184,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,
587,AZC9C_48,sample_16,22045,31233.091430314762,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,
588,AZC9C_49,sample_2,1171,932.1925499542485,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,28-4,
589,AZC9C_49,sample_6,1536,1222.7564105292279,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,28-4,
590,AZC9C_49,sample_12,348,277.0307492605282,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,28-4,
591,AZC9C_49,sample_16,449,357.43335177579644,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,28-4,
592,AZC9C_50,sample_2,50824,32604.79172595267,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
593,AZC9C_50,sample_6,200372,128543.352111455,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
594,AZC9C_50,sample_12,5679,3643.2121086826146,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
595,AZC9C_50,sample_16,65559,42057.640893312826,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-65,
596,AZC9C_51,sample_2,123772,281676.22968864854,Bacteria,Firmicutes,Bacilli,RF39,UBA660,,
597,AZC9C_51,sample_6,1184,2694.50809513751,Bacteria,Firmicutes,Bacilli,RF39,UBA660,,
598,AZC9C_51,sample_12,277,630.3874513117316,Bacteria,Firmicutes,Bacilli,RF39,UBA660,,
599,AZC9C_51,sample_16,252,573.4932770056187,Bacteria,Firmicutes,Bacilli,RF39,UBA660,,
600,AZC9C_52,sample_2,541,441.78594840547146,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
601,AZC9C_52,sample_6,4147,3386.4811978511834,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
602,AZC9C_52,sample_12,168,137.19046087267876,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
603,AZC9C_52,sample_16,17322,14145.316447836554,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
604,AZC9C_53,sample_2,7552,12644.945965603285,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-793,
605,AZC9C_53,sample_6,2916,4882.502970828811,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-793,
606,AZC9C_53,sample_12,7341,12291.650997549485,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-793,
607,AZC9C_53,sample_16,3299,5523.791941277177,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-793,
608,AZC9C_54,sample_2,46454,56501.40944577882,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA1394,
609,AZC9C_54,sample_6,2849,3465.2024693465332,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA1394,
610,AZC9C_54,sample_12,17535,21327.597507894512,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA1394,
611,AZC9C_54,sample_16,18080,21990.47407714473,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA1394,
612,AZC9C_55,sample_2,1212,1425.9928466717106,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
613,AZC9C_55,sample_6,12950,15236.474723101197,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
614,AZC9C_55,sample_12,1218,1433.0522171997882,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
615,AZC9C_55,sample_16,1500,1764.8426320194437,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,
616,AZC9C_56,sample_2,1266,2648.546574704073,Bacteria,Firmicutes_A,Clostridia,4C28d-15,CAG-727,UBA11940,
617,AZC9C_56,sample_6,9780,20460.33609842483,Bacteria,Firmicutes_A,Clostridia,4C28d-15,CAG-727,UBA11940,
618,AZC9C_56,sample_12,50,104.6029452884705,Bacteria,Firmicutes_A,Clostridia,4C28d-15,CAG-727,UBA11940,
619,AZC9C_56,sample_16,8553,17893.379821045764,Bacteria,Firmicutes_A,Clostridia,4C28d-15,CAG-727,UBA11940,
620,AZC9C_57,sample_2,9923,16567.8729364887,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Savagellaceae,Savagella,Savagella sp1
621,AZC9C_57,sample_6,3506,5853.770282709805,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Savagellaceae,Savagella,Savagella sp1
622,AZC9C_57,sample_12,12845,21446.571386596526,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Savagellaceae,Savagella,Savagella sp1
623,AZC9C_57,sample_16,15021,25079.71574916827,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Savagellaceae,Savagella,Savagella sp1
624,AZC9C_58,sample_2,493387,658986.5107964933,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,
625,AZC9C_58,sample_6,6370,8508.015156000589,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,
626,AZC9C_58,sample_12,9566,12776.714753893508,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,
627,AZC9C_58,sample_16,4640,6197.361118342658,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001,
628,AZC9C_59,sample_2,29649,18996.2257165054,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA9475,
629,AZC9C_59,sample_6,112380,72002.28830722373,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA9475,
630,AZC9C_59,sample_12,15431,9886.699687388944,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA9475,
631,AZC9C_59,sample_16,20784,13316.386903161934,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA9475,
632,AZC9C_60,sample_2,15602,22762.054430162403,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-239,CAG-495,GCA_001917125.1
633,AZC9C_60,sample_6,463,675.4795027025505,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-239,CAG-495,GCA_001917125.1
634,AZC9C_60,sample_12,11798,17212.326507310347,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-239,CAG-495,GCA_001917125.1
635,AZC9C_60,sample_16,1109,1617.9411846590249,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-239,CAG-495,GCA_001917125.1
636,AZC9C_61,sample_2,4946,6535.97880144359,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus intestinalis
637,AZC9C_61,sample_6,545,720.1998477126479,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus intestinalis
638,AZC9C_61,sample_12,2694,3560.0337426383,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus intestinalis
