AZC3J_32	CAZy_GH_1
AZC7E_81	CAZy_GH_1
AZC7E_95	CAZy_GH_1
AZC3J_89	CAZy_GH_1
AZC5T_34	CAZy_GH_1
AZC7E_70	CAZy_GH_1
AZC7E_17	CAZy_GH_1
AZC5T_58	CAZy_GH_1
AZC9C_25	CAZy_GH_1
AZC5T_12	CAZy_GH_1
AZC7E_71	CAZy_GH_1
AZC7E_60	CAZy_GH_1
AZC9C_88	CAZy_GH_2
AZC7E_36	CAZy_GH_2
AZC7E_32	CAZy_GH_2
AZC7E_104	CAZy_GH_2
AZC5T_61	CAZy_GH_2
AZC5T_7	CAZy_GH_2
AZC7E_88	CAZy_GH_2
AZC5T_107	CAZy_GH_2
AZC7E_101	CAZy_GH_2
AZC3J_76	CAZy_GH_2
AZC3J_88	CAZy_GH_2
AZC7E_6	CAZy_GH_2
AZC7E_61	CAZy_GH_2
AZC7E_89	CAZy_GH_2
AZC7E_90	CAZy_GH_2
AZC7E_64	CAZy_GH_2
AZC7E_22	CAZy_GH_2
AZC5T_122	CAZy_GH_2
AZC7E_68	CAZy_GH_2
AZC7E_94	CAZy_GH_2
AZC5T_102	CAZy_GH_3
AZC7E_26	CAZy_GH_3
AZC7E_39	CAZy_GH_3
AZC5T_97	CAZy_GH_3
AZC7E_52	CAZy_GH_3
AZC7E_111	CAZy_GH_3
AZC9C_6	CAZy_GH_3
AZC5T_53	CAZy_GH_3
AZC9C_40	CAZy_GH_3
AZC3J_74	CAZy_GH_3
AZC5T_123	CAZy_GH_3
AZC5T_101	CAZy_GH_3
AZC7E_38	CAZy_GH_3
AZC3J_62	CAZy_GH_3
AZC9C_46	CAZy_GH_3
AZC9C_7	CAZy_GH_3
AZC5T_49	CAZy_GH_3
AZC7E_58	CAZy_GH_3
AZC7E_100	CAZy_GH_3
AZC7E_25	CAZy_GH_3
AZC7E_84	CAZy_GH_3
AZC9C_68	CAZy_GH_3
AZC5T_96	CAZy_GH_3
AZC5T_1	CAZy_GH_3
AZC5T_6	CAZy_GH_3
AZC7E_23	CAZy_GH_3
AZC7E_109	CAZy_GH_3
AZC7E_37	CAZy_GH_3
AZC5T_106	CAZy_GH_3
AZC7E_4	CAZy_GH_3
AZC7E_3	CAZy_GH_3
AZC7E_79	CAZy_GH_3
AZC7E_54	CAZy_GH_3
