Otu1		Root	rootrank	1.0	Bacteria	domain	1.0	Verrucomicrobia	phylum	1.0	Verrucomicrobiae	class	1.0	Verrucomicrobiales	order	1.0	Akkermansiaceae	family	1.0	Akkermansia	genus	1.0
Otu2		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	1.0	Duncaniella	genus	0.91
Otu3		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	0.94	Paramuribaculum	genus	0.89
Otu4		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	0.99	Bacteroidales	order	0.99	Muribaculaceae	family	0.89	Muribaculum	genus	0.3
Otu5		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Bacteroidaceae	family	1.0	Bacteroides	genus	1.0
Otu6		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Prevotellaceae	family	0.94	Marseilla	genus	0.4
Otu7		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	0.84	Muribaculum	genus	0.7
Otu8		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	1.0	Muribaculum	genus	0.86
Otu9		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	0.99	Muribaculum	genus	0.42
Otu10		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Bacilli	class	1.0	Lactobacillales	order	1.0	Lactobacillaceae	family	1.0	Lactobacillus	genus	0.98
Otu11		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Bacilli	class	1.0	Lactobacillales	order	1.0	Lactobacillaceae	family	1.0	Ligilactobacillus	genus	1.0
Otu12		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	1.0	Duncaniella	genus	1.0
Otu13		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	0.99	Bacteroidia	class	0.99	Bacteroidales	order	0.99	Rikenellaceae	family	0.98	Alistipes	genus	0.98
Otu14		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	1.0	Paramuribaculum	genus	1.0
Otu15		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Bacilli	class	1.0	Bacillales	order	1.0	Planococcaceae	family	0.98	Sporosarcina	genus	0.98
Otu16		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	0.99	Muribaculum	genus	0.46
Otu17		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	1.0	Muribaculum	genus	0.56
Otu18		Root	rootrank	1.0	Bacteria	domain	1.0	Proteobacteria	phylum	1.0	Gammaproteobacteria	class	1.0	Enterobacterales	order	1.0	Enterobacteriaceae	family	1.0	Escherichia/Shigella	genus	0.95
Otu19		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	0.99	Bacteroidia	class	0.96	Bacteroidales	order	0.96	Barnesiellaceae	family	0.36	Barnesiella	genus	0.32
Otu20		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	0.99	Bacteroidia	class	0.95	Bacteroidales	order	0.95	Williamwhitmaniaceae	family	0.44	Acetobacteroides	genus	0.44
Otu21		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	1.0	Duncaniella	genus	1.0
Otu22		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Clostridia	class	1.0	Clostridiales	order	1.0	Lachnospiraceae	family	1.0	Kineothrix	genus	0.14
Otu23		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Bacteroidaceae	family	1.0	Bacteroides	genus	1.0
Otu24		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Bacteroidaceae	family	1.0	Phocaeicola	genus	0.99
Otu25		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	1.0	Muribaculum	genus	0.62
Otu26		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Erysipelotrichia	class	0.92	Erysipelotrichales	order	0.92	Erysipelotrichaceae	family	0.92	Turicibacter	genus	0.92
Otu27		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	0.94	Muribaculum	genus	0.52
Otu28		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	0.96	Paramuribaculum	genus	0.9
Otu29		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Porphyromonadaceae	family	1.0	Parabacteroides	genus	1.0
Otu30		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	0.98	Paramuribaculum	genus	0.6
Otu31		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	1.0	Duncaniella	genus	0.99
Otu32		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	1.0	Muribaculum	genus	0.5
Otu33		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Erysipelotrichia	class	1.0	Erysipelotrichales	order	1.0	Erysipelotrichaceae	family	1.0	Faecalibaculum	genus	1.0
Otu34		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Muribaculaceae	family	0.94	Muribaculum	genus	0.55
Otu35		Root	rootrank	1.0	Bacteria	domain	1.0	Bacteroidetes	phylum	1.0	Bacteroidia	class	1.0	Bacteroidales	order	1.0	Prevotellaceae	family	0.99	Prevotella	genus	0.48
Otu36		Root	rootrank	1.0	Bacteria	domain	1.0	Firmicutes	phylum	1.0	Erysipelotrichia	class	1.0	Erysipelotrichales	order	1.0	Erysipelotrichaceae	family	1.0	Dubosiella	genus	1.0
