Otu821	Ruthenibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu822	Agathobaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu823	Lactonifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu824	Muricomes	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu825	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu826	Syntrophococcus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu827	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu828	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu829	Hydrogenoanaerobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu830	Falcatimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu831	Harryflintia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu832	Anaerotaenia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu833	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu834	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu835	Anaerotruncus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu836	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu837	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu838	Adlercreutzia	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu839	Anaerotignum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu840	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu841	Extibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu842	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu843	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu844	Alistipes	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
Otu845	Hydrogenoanaerobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu846	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu847	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu848	Faecalimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu849	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu850	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu851	Marvinbryantia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu852	Schaedlerella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu853	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu854	Serpentinicella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 2
Otu855	Clostridium XlVb	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu856	Desulfovibrio	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
Otu857	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu858	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu859	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu860	Robiginitomaculum	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae
Otu861	Anaerobium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu862	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu863	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu864	Kandleria	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu865	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu866	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu867	Ruminococcus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu868	Massiliprevotella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu869	Muricomes	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu870	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu871	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu872	Mordavella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu873	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu874	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu875	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu876	Lacrimispora	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu877	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu878	Frisingicoccus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu879	Fretibacter	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae
Otu880	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu881	Lactonifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu882	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu883	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu884	Bacilliculturomica	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu885	Abyssivirga	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu886	Ruthenibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu887	Frisingicoccus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu888	Faecalimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu889	Marinisporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_incertae_sedis
Otu890	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu891	Bacilliculturomica	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu892	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu893	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu894	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu895	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu896	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu897	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu898	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu899	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu900	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu901	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu902	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu903	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu904	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu905	Ruminococcus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu906	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu907	Vampirovibrio	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae
Otu908	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu909	Vampirovibrio	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae
Otu910	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu911	Streptococcus	Root	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
Otu912	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu913	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu914	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu915	Dielma	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu916	Marinisporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_incertae_sedis
Otu917	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu918	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu919	Anaerobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu920	Anaerosolibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 4
Otu921	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu922	Stomatobaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu923	Lachnotalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu924	Lawsonibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu925	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu926	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu927	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu928	Schaedlerella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu929	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu930	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu931	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu932	Vampirovibrio	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae
Otu933	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu934	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu935	Dysosmobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu936	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu937	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu938	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu939	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu940	Lactonifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu941	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu942	Parasporobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu943	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu944	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu945	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu946	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu947	Aminipila	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu948	Anaerotaenia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu949	Caproiciproducens	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu950	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu951	Massiliimalia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu952	Amedibacillus	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu953	Cuneatibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu954	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu955	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu956	Murimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu957	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu958	Anaerovorax	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu959	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu960	Mailhella	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
Otu961	Lacrimispora	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu962	Anaerobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu963	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu964	Raoultibacter	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu965	Hungatella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu966	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu967	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu968	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu969	Lacrimispora	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu970	Alistipes	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
Otu971	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu972	Marvinbryantia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu973	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu974	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu975	Tepidibaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu976	Anaerotruncus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu977	Adlercreutzia	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu978	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu979	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu980	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu981	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu982	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu983	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu984	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu985	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu986	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu987	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu988	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu989	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu990	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu991	Eubacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
Otu992	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu993	Papillibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu994	Lactonifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu995	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu996	Flavonifractor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu997	Dorea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu998	Dorea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu999	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1000	Thermotalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 4
Otu1001	Amedibacillus	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1002	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1003	Abyssivirga	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1004	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1005	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1006	Agathobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1007	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu1008	Faecalicatena	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1009	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1010	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1011	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu1012	Ruthenibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1013	Bacilliculturomica	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu1014	Prevotella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu1015	Anaerosolibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 4
Otu1016	Thermotalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 4
Otu1017	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu1018	Mordavella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1019	Paraprevotella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu1020	Schaedlerella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1021	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1022	Alistipes	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae
Otu1023	Defluviitalea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae
Otu1024	Roseburia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1025	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1026	Anaerobutyricum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1027	Hydrogenoanaerobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1028	Clostridium XlVa	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1029	Phocea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1030	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu1031	Faecalicatena	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1032	Paludicola	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1033	Lachnospiracea_incertae_sedis	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1034	Merdimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1035	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu1036	Ruthenibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1037	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1038	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1039	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1040	Phocea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1041	Gemmiger	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1042	Catenibacterium	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1043	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu1044	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1045	Eisenbergiella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1046	Harryflintia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1047	Clostridium XlVb	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1048	Monoglobus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1049	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1050	Anaeromicrobium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu1051	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1052	Faecalibaculum	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu1053	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu1054	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1055	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu1056	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu1057	Marvinbryantia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1058	Enterocloster	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu1059	Alterileibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
