gene,postFMT_2_jejunum
gene_4176911,20
gene_4054086,20
gene_4627239,20
gene_3207600,20
gene_2826017,20
gene_4365484,20
gene_4611716,20
gene_3898999,20
gene_3962530,20
gene_4092392,20
gene_3473350,20
gene_4435713,20
gene_4605896,20
gene_3349163,20
gene_4411449,20
gene_4307282,20
gene_4029175,20
gene_4623317,20
gene_3061807,20
gene_3770980,20
gene_4525343,20
gene_4218085,20
gene_1655138,20
gene_3230140,20
gene_4231843,20
gene_2538576,20
gene_4562294,20
gene_3513280,20
gene_3698760,20
gene_2919345,20
gene_3473116,20
gene_4372075,20
gene_4189194,20
gene_4516937,20
gene_2256449,20
gene_2699166,20
gene_4417723,20
gene_3873378,20
gene_2121509,20
gene_3237165,20
gene_4552534,20
gene_4492671,20
gene_3007900,20
gene_3159271,20
gene_4476202,20
gene_3875305,20
gene_3142751,20
gene_4487749,20
gene_2990701,20
gene_3399302,20
gene_3435332,20
gene_3551080,20
gene_4504597,20
gene_3739763,20
gene_3988509,20
gene_3749522,20
gene_2950377,20
gene_4447714,20
gene_4180893,20
gene_3152390,20
gene_3681932,20
gene_4533206,20
gene_3804063,20
gene_4467884,20
gene_3773264,20
gene_4610391,20
gene_3895626,20
gene_3153575,20
gene_4144959,20
gene_3064961,20
gene_3576285,20
gene_3574252,20
gene_3989053,20
gene_4000542,20
gene_4358741,20
gene_4372726,20
gene_3435058,20
gene_4558386,20
gene_4568805,20
gene_4093530,20
gene_3841046,20
gene_3420990,20
gene_2877420,20
gene_4427920,20
gene_2009186,20
gene_4468242,20
gene_3512916,20
gene_3387953,20
gene_4405857,20
gene_4177818,20
gene_2590625,20
gene_3904300,20
gene_3379519,20
gene_4249715,20
gene_3779878,20
gene_4304291,20
gene_3267049,20
gene_3711003,20
gene_3169134,20
gene_3262389,20
gene_3649281,20
gene_3824752,20
gene_3708083,20
gene_4356452,20
gene_3542313,20
gene_4349316,20
gene_2931403,20
gene_3638224,20
gene_3164431,20
gene_2790720,20
gene_3369593,20
gene_4062384,20
gene_3725447,20
gene_3805768,20
gene_4478138,20
gene_3637203,20
gene_4452517,20
gene_3686189,20
gene_3592383,20
gene_3097050,20
gene_3304275,20
gene_3393465,20
gene_3074520,20
gene_3692658,20
gene_3542143,20
gene_3853179,20
gene_4338281,20
gene_3672729,20
gene_1918334,20
gene_4530631,20
gene_3692666,20
gene_3507045,20
gene_4112228,20
gene_2519605,20
gene_3081918,20
gene_4091288,20
gene_3648714,20
gene_3030897,20
gene_3637117,20
gene_4636781,20
gene_3951537,20
gene_3781139,20
gene_4151512,20
gene_4064957,20
gene_4092302,20
gene_4603789,20
gene_4212188,20
gene_2762798,20
gene_3345032,20
gene_3921330,20
gene_3587057,20
gene_4137982,20
gene_3987136,20
gene_3595717,20
gene_3373369,20
gene_2865111,20
gene_4601648,20
gene_3913323,20
gene_4083234,20
gene_2778476,20
gene_3202789,20
gene_3869419,20
gene_3137625,20
gene_3903371,20
gene_3997321,20
gene_4623479,20
gene_2907087,20
gene_3948791,20
gene_4244452,20
gene_3017504,20
gene_4090278,20
gene_2746277,20
gene_4139372,20
gene_4612012,20
gene_3451865,20
gene_4288274,20
gene_2921923,20
gene_4250146,20
gene_2967394,20
gene_3652849,20
gene_4619525,20
gene_3639124,20
gene_3903962,20
gene_3460958,20
gene_4439279,20
gene_3726987,20
gene_4448593,20
gene_4302378,20
gene_4434865,20
gene_2522008,20
gene_3586835,20
gene_4477788,20
gene_4019614,20
gene_4547808,20
gene_3558875,20
gene_3150443,20
gene_4104330,20
gene_4541814,20
gene_4524083,20
gene_4312544,20
gene_2887853,20
gene_2433984,20
gene_2442657,20
gene_4476895,20
gene_3242813,20
gene_3316714,20
gene_4599784,20
gene_3701871,20
gene_3401309,20
gene_4082173,20
gene_4256091,20
gene_4388358,20
gene_3763144,20
gene_3591631,20
gene_2873806,20
gene_3087962,20
gene_3609750,20
gene_4615752,20
gene_3978556,20
gene_3975241,20
gene_3056408,20
gene_4130155,20
gene_4446293,20
gene_2796760,20
gene_4026988,20
gene_2693636,20
gene_3480430,20
gene_4226113,20
gene_4492466,20
gene_3862166,20
gene_1911659,20
gene_3863776,20
gene_3647848,20
gene_2767467,20
gene_4111716,20
gene_4621024,20
gene_3554910,20
gene_3744532,20
gene_2849235,20
gene_1350707,20
gene_3790048,20
gene_4245652,20
gene_4064199,20
gene_4123432,20
gene_3125398,20
gene_4265312,20
gene_2491615,20
gene_4321036,20
gene_4112254,20
gene_4049906,20
gene_4554745,20
gene_4177081,20
gene_4138892,20
gene_3666550,20
gene_4096661,20
gene_4056611,20
gene_4017183,20
gene_4099771,20
gene_4163288,20
gene_4270768,20
gene_3920305,20
gene_4571109,20
gene_4626673,20
gene_4178596,20
gene_3699704,20
gene_2773358,20
gene_3969543,20
gene_3789288,20
gene_2903596,20
gene_4530290,20
gene_4122600,20
gene_2985946,20
gene_4379944,20
gene_3833704,20
gene_3078306,20
gene_4463954,20
gene_4360035,20
gene_2773381,20
gene_4126875,20
gene_2648710,20
gene_3070708,20
gene_3517010,20
gene_2642983,20
gene_4114231,20
gene_4053256,20
gene_2922045,20
gene_3796413,20
gene_3960715,20
gene_4588576,20
gene_4400537,20
gene_1691876,20
gene_4130459,20
gene_2556909,20
gene_3677438,20
gene_4614821,20
gene_4311179,20
gene_4488643,20
gene_3835396,20
gene_4368480,20
gene_4002175,20
gene_3068950,20
gene_4516096,20
gene_3770608,20
gene_2841772,20
gene_3906179,20
gene_3648227,20
gene_2566251,20
gene_3567382,20
gene_4067297,20
gene_3460247,20
gene_3772613,20
gene_4175889,20
gene_3232676,20
gene_4362189,20
gene_3285589,20
gene_4540619,20
gene_4635515,20
gene_3634582,20
gene_3040018,20
gene_3572674,20
gene_4460232,20
gene_3997432,20
gene_2806326,20
gene_4399887,20
gene_3484793,20
gene_3704916,19
gene_4233283,19
gene_3592451,19
gene_4532789,19
gene_3609569,19
gene_4238892,19
gene_4484132,19
gene_4533004,19
gene_2169626,19
gene_4404341,19
gene_4518029,19
gene_2497262,19
gene_3390530,19
gene_4184341,19
gene_3229942,19
gene_4461862,19
gene_3637428,19
gene_4265037,19
gene_4464229,19
gene_3090499,19
gene_4275076,19
gene_3068244,19
gene_4307707,19
gene_3962385,19
gene_4485274,19
gene_2661615,19
gene_3423126,19
gene_3274491,19
gene_4329964,19
gene_3513860,19
gene_1911656,19
gene_3448439,19
gene_3942334,19
gene_3875555,19
gene_4432479,19
gene_3860157,19
gene_2885308,19
gene_3912301,19
gene_4241858,19
gene_4018803,19
gene_4053052,19
gene_3617043,19
gene_4135872,19
gene_3651519,19
gene_4257919,19
gene_3187540,19
gene_3509824,19
gene_4447845,19
gene_3785407,19
gene_3212991,19
gene_3138692,19
gene_2223997,19
gene_3110643,19
gene_2690843,19
gene_3702001,19
gene_2007058,19
gene_3993358,19
gene_4383646,19
gene_4573220,19
gene_3730844,19
gene_4004278,19
gene_4080164,19
gene_4327541,19
gene_3468886,19
gene_3843317,19
gene_3253523,19
gene_3960011,19
gene_3867353,19
gene_4368357,19
gene_3054315,19
gene_2205041,19
gene_3608826,19
gene_3053459,19
gene_3125537,19
gene_4171592,19
gene_3887070,19
gene_3264481,19
gene_3512890,19
gene_4412193,19
gene_4264286,19
gene_2566496,19
gene_4378563,19
gene_3067180,19
gene_3824850,19
gene_3984196,19
gene_4552389,19
gene_3130260,19
gene_4396842,19
gene_4502777,19
gene_3211339,19
gene_3055014,19
gene_2601444,19
gene_3044543,19
gene_4373837,19
gene_3368046,19
gene_3454723,19
gene_3289528,19
gene_4228444,19
gene_4352555,19
gene_3398482,19
gene_3524528,19
gene_3174915,19
gene_3883420,19
gene_3192630,19
gene_2711019,19
gene_2794490,19
gene_3695606,19
gene_4258793,19
gene_2261200,19
gene_2101346,19
gene_3525975,19
gene_3426511,19
gene_3150827,19
gene_3127184,19
gene_3079029,19
gene_2448382,19
gene_2029298,19
gene_4478822,19
gene_3220414,19
gene_3132676,19
gene_3157604,19
gene_3406997,19
gene_3322687,19
gene_3395068,19
gene_3991951,19
gene_4378164,19
gene_3144460,19
gene_3273921,19
gene_4468351,19
gene_4055622,19
gene_4143696,19
gene_4566364,19
gene_4217503,19
gene_4190768,19
gene_3956162,19
gene_2819435,19
gene_3433825,19
gene_4175395,19
gene_4637991,19
gene_2485488,19
gene_4425569,19
gene_2465661,19
gene_3357716,19
gene_3880753,19
gene_2168586,19
gene_3744206,19
gene_4562041,19
gene_3651872,19
gene_2953774,19
gene_4384145,19
gene_3928471,19
gene_4473133,19
gene_4267463,19
gene_4212506,19
gene_3189120,19
gene_2712349,19
gene_3859614,19
gene_3959287,19
gene_3124794,19
gene_3604303,19
gene_3793764,19
gene_3404091,19
gene_3048959,19
gene_4481240,19
gene_4522885,19
gene_3905316,19
gene_4295540,19
gene_2539594,19
gene_2939985,19
gene_3702692,19
gene_3599488,19
gene_4528855,19
gene_2365138,19
gene_3157453,19
gene_4213799,19
gene_3585330,19
gene_2912437,19
gene_3059774,19
gene_4299672,19
gene_3302332,19
gene_4265959,19
gene_4343533,19
gene_2287783,19
gene_3965196,19
gene_3395502,19
gene_3493863,19
gene_4367072,19
gene_3009308,19
gene_4193248,19
gene_4284847,19
gene_2562518,19
gene_3948142,19
gene_3169586,19
gene_3770610,19
gene_3546745,19
gene_4596536,19
gene_3759745,19
gene_3907264,19
gene_3428529,19
gene_4564289,19
gene_4039112,19
gene_2446026,19
gene_3919961,19
gene_4415231,19
gene_4214152,19
gene_3076972,19
gene_2772030,19
gene_3913561,19
gene_2774835,19
gene_3290459,19
gene_3114987,19
gene_4625526,19
gene_3726703,19
gene_2721865,19
gene_4159062,19
gene_3575391,19
gene_4098460,19
gene_3349720,19
gene_4574967,19
gene_4121968,19
gene_3754103,19
gene_3466410,19
gene_4590779,19
gene_3853763,19
gene_4540565,19
gene_4032784,19
gene_4584020,19
gene_4502791,19
gene_3203115,19
gene_2888767,19
gene_2884861,19
gene_3542079,19
gene_3563449,19
gene_2919319,19
gene_3980068,19
gene_3667856,19
gene_4517200,19
gene_2859597,19
gene_3512985,19
gene_4193199,19
gene_3295017,19
gene_4246965,19
gene_3430322,19
gene_4509426,19
gene_4167592,19
gene_3857060,19
gene_4359368,19
gene_3733043,19
gene_3698582,19
gene_4362916,19
gene_3897335,19
gene_3483304,19
gene_3514133,19
gene_3616512,19
gene_2886981,19
gene_4074361,19
gene_4070296,19
gene_4365218,19
gene_4338560,19
gene_3840601,19
gene_4192372,19
gene_4035752,19
gene_3995392,19
gene_1990834,19
gene_4373163,19
gene_3341997,19
gene_2569847,19
gene_3464365,19
gene_3401008,19
gene_3701856,19
gene_3764565,19
gene_3210240,19
gene_4071351,19
gene_4274205,19
gene_3493244,19
gene_3783290,19
gene_4322314,19
gene_3023711,19
gene_4183018,19
gene_3912099,19
gene_4468454,19
gene_3315116,19
gene_2859981,19
gene_2224809,19
gene_2829012,19
gene_3832289,19
gene_4576092,19
gene_3537390,19
gene_3335581,19
gene_4158379,19
gene_3110508,19
gene_4165336,19
gene_3314592,19
gene_4613040,19
gene_4377732,19
gene_2893307,19
gene_2747219,19
gene_3280360,19
gene_4358790,19
gene_4194034,19
gene_4522185,19
gene_3991441,19
gene_3632314,19
gene_3398292,19
gene_4377478,19
gene_4138420,19
gene_4553867,19
gene_2432538,19
gene_4566379,19
gene_3916214,19
gene_2922582,19
gene_4014328,19
gene_4179231,19
gene_4587625,19
gene_4195118,19
gene_4460317,19
gene_4151699,19
gene_2337298,19
gene_3730064,19
gene_3839525,19
gene_4295672,19
gene_3255983,19
gene_3318537,19
gene_3624974,19
gene_2549268,19
gene_3474631,19
gene_4378949,19
gene_4497430,19
gene_2824863,19
gene_3261240,19
gene_4528679,19
gene_4081030,19
gene_2364455,19
gene_4296860,19
gene_3271982,19
gene_4220325,19
gene_2327618,19
gene_2827278,19
gene_3778298,19
gene_3886542,19
gene_2674886,19
gene_4007174,19
gene_3667124,19
gene_3494726,19
gene_3348383,19
gene_3134786,19
gene_3163036,19
gene_1142549,19
gene_4082457,19
gene_3335263,19
gene_2565366,19
gene_3184225,19
gene_3184565,19
gene_4614158,19
gene_4279487,19
gene_4239193,19
gene_3131606,19
gene_4217961,19
gene_4036730,19
gene_4340282,19
gene_3749300,19
gene_3682100,19
gene_4317420,19
gene_2033401,19
gene_4626054,19
gene_4557284,19
gene_4222016,19
gene_3793541,19
gene_3497335,19
gene_3658974,19
gene_3948366,19
gene_4365242,19
gene_3948597,19
gene_4488964,19
gene_4438609,19
gene_3518641,19
gene_2440861,19
gene_3242316,19
gene_3242315,19
gene_3821763,19
gene_2732967,19
gene_2494755,19
gene_3287493,19
gene_4201668,19
gene_4472045,19
gene_2344073,19
gene_3414502,19
gene_2916023,19
gene_3705911,19
gene_4405001,19
gene_4170112,19
gene_4529658,19
gene_3227558,19
gene_3657707,19
gene_4422915,19
gene_2719082,19
gene_2034495,19
gene_4590033,19
gene_2674943,19
gene_4495714,19
gene_2984849,19
gene_3891405,19
gene_2407319,19
gene_4011639,19
gene_4437179,19
gene_3579902,19
gene_4469908,19
gene_4017393,19
gene_3488590,19
gene_3104693,19
gene_3644271,19
gene_3465669,19
gene_2542997,19
gene_4543531,19
gene_2167950,19
gene_4061496,19
gene_4425840,19
gene_4064147,19
gene_3033512,19
gene_4199986,19
gene_3379741,19
gene_3880347,19
gene_2787683,19
gene_4359875,19
gene_4309657,19
gene_3823797,19
gene_3590290,19
gene_3282880,19
gene_3640575,19
gene_4201543,19
gene_2146083,19
gene_4494312,19
gene_3975038,19
gene_4099705,19
gene_3182849,19
gene_4518420,19
gene_4510689,19
gene_4413389,19
gene_4142623,19
gene_1899898,19
gene_3615373,19
gene_4213894,19
gene_2873496,19
gene_4197095,19
gene_1985094,19
gene_2826020,19
gene_4447752,19
gene_4319765,19
gene_3766867,19
gene_2052313,19
gene_3152402,19
gene_3627189,19
gene_3066957,19
gene_3102851,19
gene_3559610,19
gene_2369211,19
gene_4068008,19
gene_3476333,19
gene_4530714,19
gene_3066948,19
gene_4351999,19
gene_3855697,19
gene_4613090,19
gene_3584609,19
gene_4086269,19
gene_3281510,19
gene_3699409,19
gene_3115667,19
gene_4616699,19
gene_3097508,19
gene_3378176,19
gene_3491167,19
gene_4186014,19
gene_4531553,19
gene_3475110,19
gene_3059642,19
gene_4217743,19
gene_4431735,19
gene_3287403,19
gene_4391398,19
gene_3633359,19
gene_3841333,19
gene_1420649,19
gene_3398575,19
gene_4609369,19
gene_4451237,19
gene_2251429,19
gene_2689952,19
gene_3658133,19
gene_4205536,19
gene_4271460,19
gene_3427166,19
gene_3433974,19
gene_4087069,19
gene_4144632,19
gene_3986132,19
gene_3360988,19
gene_3867803,19
gene_2774981,19
gene_3275625,19
gene_4160011,19
gene_3698283,19
gene_4336473,19
gene_4270046,19
gene_3202765,19
gene_3490956,19
gene_3474406,19
gene_2374421,19
gene_3252999,19
gene_4382898,19
gene_3302293,19
gene_3707794,19
gene_3773972,19
gene_3870363,19
gene_3775799,19
gene_3310918,19
gene_3786231,19
gene_3745470,19
gene_3763673,19
gene_4499932,19
gene_4272383,19
gene_4089539,19
gene_3065637,19
gene_2442348,19
gene_4184968,19
gene_3916072,19
gene_2509934,19
gene_3170794,19
gene_3675558,19
gene_4505006,19
gene_2898172,19
gene_3356248,19
gene_3111790,19
gene_3873408,19
gene_3797241,19
gene_3428912,19
gene_4237214,19
gene_2919626,19
gene_4007779,19
gene_4114009,19
gene_3797002,19
gene_3237443,19
gene_4129260,19
gene_3855989,19
gene_2722750,19
gene_2187380,19
gene_2669438,19
gene_4602505,19
gene_1833788,19
gene_3677005,19
gene_2419216,19
gene_4637233,19
gene_2919568,19
gene_3798036,19
gene_3320382,19
gene_2325365,19
gene_3761639,19
gene_3994910,19
gene_4213252,19
gene_2673708,19
gene_3819414,19
gene_2790845,19
gene_2941895,19
gene_3324598,19
gene_4033923,19
gene_3760912,19
gene_2671142,19
gene_2121674,19
gene_1909738,19
gene_3218008,19
gene_3799377,19
gene_3637812,19
gene_2680446,19
gene_3477596,19
gene_3704261,19
gene_3553095,19
gene_1925775,19
gene_3059685,19
gene_4296558,19
gene_4429921,19
gene_3130457,19
gene_4047745,19
gene_4054610,19
gene_4421509,19
gene_4232945,19
gene_3480433,19
gene_3393098,19
gene_3777861,19
gene_4611380,19
gene_3153404,19
gene_2977607,19
gene_2210705,19
gene_4102789,19
gene_3778974,19
gene_4587237,19
gene_3297270,19
gene_3887055,19
gene_4123184,19
gene_2673180,19
gene_3317422,19
gene_3638534,19
gene_4505446,19
gene_3420753,19
gene_2858711,19
gene_4431155,19
gene_4227354,19
gene_3708080,19
gene_3111497,19
gene_4193735,19
gene_3864840,19
gene_4454642,19
gene_3477764,19
gene_2304527,19
gene_4058568,19
gene_3861889,19
gene_3994209,19
gene_4018612,18
gene_4574917,18
gene_3919813,18
gene_3483481,18
gene_1531692,18
gene_2826883,18
gene_4469183,18
gene_3915258,18
gene_4490549,18
gene_3196592,18
gene_2639376,18
gene_3673706,18
gene_4603770,18
gene_4394980,18
gene_3302426,18
gene_3767821,18
gene_2779187,18
gene_3952810,18
gene_3706651,18
gene_3705036,18
gene_4134912,18
gene_4411479,18
gene_3288393,18
gene_4574972,18
gene_4216680,18
gene_4380247,18
gene_4619062,18
gene_4585682,18
gene_2228254,18
gene_4636255,18
gene_3206680,18
gene_4366892,18
gene_2564123,18
gene_3980803,18
gene_3636088,18
gene_2995149,18
gene_3696794,18
gene_3647587,18
gene_2734117,18
gene_3622631,18
gene_3463029,18
gene_4125554,18
gene_3263345,18
gene_3990518,18
gene_3401178,18
gene_4612523,18
gene_3364476,18
gene_3070218,18
gene_4080920,18
gene_3950590,18
gene_4191035,18
gene_4574189,18
gene_3754377,18
gene_2046147,18
gene_2905203,18
gene_3927840,18
gene_3690549,18
gene_3132729,18
gene_4636942,18
gene_2744876,18
gene_2903784,18
gene_3361309,18
gene_3276364,18
gene_3390607,18
gene_3278062,18
gene_4468042,18
gene_3544460,18
gene_3642963,18
gene_2878095,18
gene_3881182,18
gene_2714150,18
gene_2924352,18
gene_2900428,18
gene_4081325,18
gene_4246146,18
gene_4476784,18
gene_4353331,18
gene_4247186,18
gene_4402343,18
gene_2157018,18
gene_4489433,18
gene_3201614,18
gene_3925087,18
gene_4099866,18
gene_4363109,18
gene_3019887,18
gene_3534747,18
gene_3803099,18
gene_3331965,18
gene_3816287,18
gene_4445372,18
gene_3297220,18
gene_3878054,18
gene_3717534,18
gene_3934960,18
gene_3560498,18
gene_4276815,18
gene_4463629,18
gene_3397233,18
gene_3474789,18
gene_3487722,18
gene_3349738,18
gene_4488797,18
gene_2680520,18
gene_3840999,18
gene_3650341,18
gene_3679023,18
gene_3629639,18
gene_4099868,18
gene_2778040,18
gene_4160421,18
gene_4114300,18
gene_4129477,18
gene_3291531,18
gene_4562042,18
gene_4004106,18
gene_4126293,18
gene_3953292,18
gene_4528427,18
gene_2585085,18
gene_3902663,18
gene_4187288,18
gene_3575401,18
gene_3290478,18
gene_4238372,18
gene_3300448,18
gene_2659377,18
gene_3700347,18
gene_2402351,18
gene_3544693,18
gene_3738022,18
gene_3224265,18
gene_2890738,18
gene_3991508,18
gene_2750437,18
gene_3435053,18
gene_3379800,18
gene_4629779,18
gene_3779829,18
gene_2762237,18
gene_2637975,18
gene_3893158,18
gene_4472889,18
gene_2931515,18
gene_4548014,18
gene_3648269,18
gene_3847958,18
gene_4405591,18
gene_4279823,18
gene_2976290,18
gene_2523111,18
gene_3273140,18
gene_3298593,18
gene_4585172,18
gene_3178120,18
gene_2344693,18
gene_3752669,18
gene_3514578,18
gene_4281936,18
gene_4316364,18
gene_3998829,18
gene_3550801,18
gene_4543325,18
gene_4505023,18
gene_2788503,18
gene_4626451,18
gene_3992028,18
gene_2719313,18
gene_3869100,18
gene_4141866,18
gene_3887796,18
gene_4117353,18
gene_4573693,18
gene_3857346,18
gene_2945140,18
gene_4542226,18
gene_3119308,18
gene_4456017,18
gene_4406213,18
gene_3669214,18
gene_3700299,18
gene_2808837,18
gene_4114314,18
gene_4604113,18
gene_4158437,18
gene_1713605,18
gene_3130456,18
gene_4538035,18
gene_2861348,18
gene_3603310,18
gene_3508073,18
gene_3169786,18
gene_4333174,18
gene_3668101,18
gene_3540430,18
gene_4320186,18
gene_4492361,18
gene_3513201,18
gene_3009973,18
gene_3692478,18
gene_4553985,18
gene_2896443,18
gene_2812586,18
gene_3039629,18
gene_3841655,18
gene_3137801,18
gene_3801235,18
gene_3012547,18
gene_4559138,18
gene_3670322,18
gene_2077035,18
gene_3389296,18
gene_4540461,18
gene_4348637,18
gene_3230869,18
gene_3469656,18
gene_2611171,18
gene_4241390,18
gene_3075426,18
gene_4282286,18
gene_3124341,18
gene_3853238,18
gene_3415528,18
gene_4165535,18
gene_4101971,18
gene_3203934,18
gene_2658419,18
gene_4072581,18
gene_4583895,18
gene_3107190,18
gene_3416070,18
gene_3325011,18
gene_4403457,18
gene_4469707,18
gene_4335945,18
gene_3977255,18
gene_3638533,18
gene_3144336,18
gene_4116106,18
gene_4118723,18
gene_4536621,18
gene_4421469,18
gene_3887818,18
gene_3520600,18
gene_4253023,18
gene_3947278,18
gene_3023084,18
gene_3722024,18
gene_2962617,18
gene_3333169,18
gene_4394038,18
gene_1740549,18
gene_4281819,18
gene_4532384,18
gene_2807845,18
gene_4049675,18
gene_3862790,18
gene_2228603,18
gene_4570046,18
gene_2237054,18
gene_3266722,18
gene_3852704,18
gene_3502147,18
gene_4308292,18
gene_2649452,18
gene_2077213,18
gene_4637771,18
gene_4265630,18
gene_4387227,18
gene_2679855,18
gene_3256503,18
gene_3169195,18
gene_3939576,18
gene_4224432,18
gene_3337152,18
gene_3284817,18
gene_3134856,18
gene_2922884,18
gene_3543272,18
gene_4605091,18
gene_4492587,18
gene_3666308,18
gene_2645706,18
gene_4433505,18
gene_2248240,18
gene_4530579,18
gene_4316349,18
gene_3932869,18
gene_3934589,18
gene_3149565,18
gene_2895144,18
gene_4354146,18
gene_2631270,18
gene_2548136,18
gene_2408175,18
gene_3757409,18
gene_2317911,18
gene_2827638,18
gene_3256364,18
gene_2817343,18
gene_3634607,18
gene_3799618,18
gene_4138330,18
gene_3875688,18
gene_3495623,18
gene_4539515,18
gene_4569921,18
gene_3075766,18
gene_4383469,18
gene_4327359,18
gene_2682401,18
gene_4297518,18
gene_4528482,18
gene_3597987,18
gene_4578430,18
gene_4136500,18
gene_3609387,18
gene_3538341,18
gene_3614156,18
gene_3152039,18
gene_3869509,18
gene_1918150,18
gene_3903612,18
gene_4473949,18
gene_3408169,18
gene_3674491,18
gene_2978161,18
gene_3888001,18
gene_3701791,18
gene_3892366,18
gene_4073135,18
gene_3538220,18
gene_4254850,18
gene_2807486,18
gene_4228853,18
gene_4536480,18
gene_3396396,18
gene_2820899,18
gene_3852128,18
gene_3925292,18
gene_4457716,18
gene_2041973,18
gene_2819438,18
gene_2654821,18
gene_3703026,18
gene_2734206,18
gene_4611275,18
gene_2326518,18
gene_2703566,18
gene_4315702,18
gene_3786876,18
gene_4225280,18
gene_4410886,18
gene_3376262,18
gene_3841862,18
gene_3871881,18
gene_3865682,18
gene_4505268,18
gene_4043459,18
gene_3105681,18
gene_4192820,18
gene_3472131,18
gene_4172773,18
gene_4430073,18
gene_3763239,18
gene_4041914,18
gene_3699208,18
gene_4432244,18
gene_4396536,18
gene_4136422,18
gene_3290451,18
gene_3330149,18
gene_4310306,18
gene_2572301,18
gene_3470078,18
gene_3500326,18
gene_3139183,18
gene_4145755,18
gene_4320160,18
gene_4488150,18
gene_3402687,18
gene_3205727,18
gene_3840639,18
gene_3475817,18
gene_4328382,18
gene_3459204,18
gene_3188690,18
gene_3811659,18
gene_4414616,18
gene_4638661,18
gene_3016151,18
gene_3904721,18
gene_4596904,18
gene_3762113,18
gene_3457988,18
gene_4597495,18
gene_4186980,18
gene_3000467,18
gene_2704932,18
gene_3917416,18
gene_4218063,18
gene_3073767,18
gene_4112227,18
gene_3406297,18
gene_3031989,18
gene_3947095,18
gene_4418391,18
gene_4055361,18
gene_3136262,18
gene_3243182,18
gene_4421520,18
gene_4269542,18
gene_3957841,18
gene_2891094,18
gene_4604042,18
gene_3586119,18
gene_4378241,18
gene_4289645,18
gene_3691489,18
gene_1719308,18
gene_4432531,18
gene_3442943,18
gene_3054024,18
gene_2151615,18
gene_3173685,18
gene_2194536,18
gene_3828126,18
gene_4247022,18
gene_3494140,18
gene_3473487,18
gene_4538886,18
gene_3442247,18
gene_4413923,18
gene_4255944,18
gene_4576088,18
gene_4540620,18
gene_4046220,18
gene_3099858,18
gene_4423264,18
gene_2607749,18
gene_4505269,18
gene_4191656,18
gene_3379647,18
gene_4127779,18
gene_4331662,18
gene_2253024,18
gene_3782690,18
gene_4496070,18
gene_2906825,18
gene_3112750,18
gene_3170903,18
gene_3942132,18
gene_3817605,18
gene_3963626,18
gene_3409960,18
gene_4308977,18
gene_3849703,18
gene_2523785,18
gene_3905989,18
gene_2749170,18
gene_3474535,18
gene_3711313,18
gene_3940769,18
gene_2985232,18
gene_3084460,18
gene_4366641,18
gene_3483171,18
gene_3742159,18
gene_3315837,18
gene_3538096,18
gene_2610726,18
gene_3295608,18
gene_3876641,18
gene_3122039,18
gene_2547291,18
gene_3439924,18
gene_2543540,18
gene_3793634,18
gene_2419258,18
gene_3549668,18
gene_2306129,18
gene_4129458,18
gene_3073781,18
gene_2124086,18
gene_2171496,18
gene_3877419,18
gene_3300277,18
gene_3402296,18
gene_3466679,18
gene_4639568,18
gene_3538812,18
gene_3850302,18
gene_3860525,18
gene_4375448,18
gene_2895408,18
gene_3536147,18
gene_3499357,18
gene_3093670,18
gene_4043050,18
gene_2921244,18
gene_3346928,18
gene_4468137,18
gene_4588693,18
gene_2329994,18
gene_3547601,18
gene_4395080,18
gene_4290279,18
gene_4324637,18
gene_3187195,18
gene_4337128,18
gene_4485720,18
gene_3801271,18
gene_4621563,18
gene_4632707,18
gene_2702237,18
gene_3228833,18
gene_3981181,18
gene_2383344,18
gene_2825632,18
gene_3602781,18
gene_4075402,18
gene_3954503,18
gene_4466301,18
gene_2757855,18
gene_3645049,18
gene_3400449,18
gene_4535328,18
gene_3950679,18
gene_2328129,18
gene_3915314,18
gene_2990042,18
gene_3886513,18
gene_3310826,18
gene_2782506,18
gene_3343592,18
gene_3964578,18
gene_4396518,18
gene_3685036,18
gene_3912117,18
gene_3046823,18
gene_2190655,18
gene_4551839,18
gene_4073934,18
gene_3854148,18
gene_4605752,18
gene_4562709,18
gene_4151521,18
gene_3643039,18
gene_4470002,18
gene_4205323,18
gene_3827618,18
gene_3530395,18
gene_3780544,18
gene_3458431,18
gene_4446492,18
gene_3642502,18
gene_3605279,18
gene_3633946,18
gene_2143127,18
gene_3049759,18
gene_4007239,18
gene_2784889,18
gene_3743527,18
gene_4233886,18
gene_4448594,18
gene_4537030,18
gene_3759648,18
gene_4547668,18
gene_3958879,18
gene_1704301,18
gene_2543176,18
gene_3589024,18
gene_3885114,18
gene_3499065,18
gene_3701223,18
gene_4472796,18
gene_4157779,18
gene_4098671,18
gene_2445292,18
gene_3585791,18
gene_3041291,18
gene_3568447,18
gene_2950378,18
gene_4416225,18
gene_3687047,18
gene_4353013,18
gene_4430107,18
gene_3590979,18
gene_3858161,18
gene_3788301,18
gene_3839416,18
gene_4613017,18
gene_3851311,18
gene_4527309,18
gene_1975400,18
gene_3583343,18
gene_2640474,18
gene_3889717,18
gene_3500196,18
gene_4051894,18
gene_3433969,18
gene_3476292,18
gene_2980746,18
gene_4354300,18
gene_3962540,18
gene_4463934,18
gene_3007250,18
gene_4155760,18
gene_2704368,18
gene_4264460,18
gene_4215464,18
gene_3440435,18
