gene,postFMT_2_jejunum
gene_2868877,2
gene_3013284,2
gene_3556859,2
gene_2599692,2
gene_4223163,2
gene_2851590,2
gene_3244806,2
gene_3647633,2
gene_4313565,2
gene_2577679,2
gene_3791637,2
gene_3228115,2
gene_4619175,2
gene_4416774,2
gene_4577564,2
gene_3539452,2
gene_3349841,2
gene_3599029,2
gene_2794654,2
gene_2629224,2
gene_4382745,2
gene_4050455,2
gene_2611485,2
gene_3011184,2
gene_3937095,2
gene_4546692,2
gene_4066833,2
gene_3636754,2
gene_3379923,2
gene_3432267,2
gene_3942356,2
gene_4107107,2
gene_4533655,2
gene_2923201,2
gene_2792843,2
gene_3680695,2
gene_2851234,2
gene_3164108,2
gene_4335414,2
gene_3122922,2
gene_3770982,2
gene_2870182,2
gene_2697990,2
gene_1948965,2
gene_3589537,2
gene_3283248,2
gene_4082275,2
gene_4462037,2
gene_3793108,2
gene_2944429,2
gene_4056974,2
gene_3732597,2
gene_3677581,2
gene_4060321,2
gene_4465576,2
gene_2721123,2
gene_3540205,2
gene_3763785,2
gene_2719673,2
gene_4140492,2
gene_4461816,2
gene_4122726,2
gene_2427210,2
gene_4116167,2
gene_3624106,2
gene_3227627,2
gene_4089572,2
gene_3743091,2
gene_3888035,2
gene_4236903,2
gene_4175047,2
gene_2545586,2
gene_3495274,2
gene_3113082,2
gene_4112672,2
gene_4085978,2
gene_3994491,2
gene_4394949,2
gene_3612535,2
gene_4476666,2
gene_3247536,2
gene_4204765,2
gene_2662523,2
gene_3269421,2
gene_4257980,2
gene_3215835,2
gene_4518329,2
gene_3846587,2
gene_4632048,2
gene_4009868,2
gene_3424140,2
gene_4306488,2
gene_2516737,2
gene_4498956,2
gene_4598855,2
gene_4431048,2
gene_4613091,2
gene_4254102,2
gene_4364270,2
gene_2164057,2
gene_3357098,2
gene_4168167,2
gene_3413467,2
gene_2450472,2
gene_4043457,2
gene_2778097,2
gene_4617279,2
gene_4013171,2
gene_3550091,2
gene_2435129,2
gene_4127855,2
gene_4391568,2
gene_3860052,2
gene_3075913,2
gene_3272134,2
gene_2703458,2
gene_3141513,2
gene_2964812,2
gene_4353836,2
gene_2911463,2
gene_4414398,2
gene_4050857,2
gene_3081706,2
gene_3720482,2
gene_3650298,2
gene_3782792,2
gene_3153336,2
gene_3502785,2
gene_3117414,2
gene_3110722,2
gene_4336861,2
gene_2924995,2
gene_2323582,2
gene_2510411,2
gene_4463399,2
gene_3770606,2
gene_3364971,2
gene_3855865,2
gene_4322248,2
gene_3929838,2
gene_3709900,2
gene_2639897,2
gene_3145464,2
gene_2668681,2
gene_3381882,2
gene_4554870,2
gene_3013229,2
gene_3926429,2
gene_3563411,2
gene_4270646,2
gene_4639166,2
gene_3570290,2
gene_3566420,2
gene_2837094,2
gene_2331318,2
gene_4192862,2
gene_3247254,2
gene_2276209,2
gene_4169918,2
gene_4255019,2
gene_4487528,2
gene_4317556,2
gene_4217392,2
gene_3793400,2
gene_3117531,2
gene_4556482,2
gene_4331292,2
gene_2826460,2
gene_3792934,2
gene_4633474,2
gene_3950975,2
gene_4185665,2
gene_3228695,2
gene_4631595,2
gene_4570998,2
gene_4530861,2
gene_2638028,2
gene_4448108,2
gene_2845611,2
gene_4135736,2
gene_4590136,2
gene_3365480,2
gene_3835507,2
gene_4476323,2
gene_4333429,2
gene_2965659,2
gene_3630983,2
gene_4005691,2
gene_3522990,2
gene_3639554,2
gene_3904213,2
gene_3180852,2
gene_3624880,2
gene_3021217,2
gene_4004521,2
gene_3696946,2
gene_3822727,2
gene_4259990,2
gene_3914981,2
gene_4351208,2
gene_4514666,2
gene_2898593,2
gene_2732423,2
gene_3719475,2
gene_4391632,2
gene_4173123,2
gene_3534323,2
gene_3366943,2
gene_1902467,2
gene_4217774,2
gene_4265683,2
gene_2948159,2
gene_4272971,2
gene_3708832,2
gene_3965285,2
gene_3989897,2
gene_2574983,2
gene_2511568,2
gene_3229768,2
gene_3641098,2
gene_3697070,2
gene_3198174,2
gene_2252098,2
gene_4358543,2
gene_4487767,2
gene_3999111,2
gene_4026734,2
gene_3856203,2
gene_3970749,2
gene_2782961,2
gene_4517966,2
gene_3109991,2
gene_3039670,2
gene_4490671,2
gene_4208826,2
gene_2797428,2
gene_3656476,2
gene_4314377,2
gene_4356906,2
gene_3007962,2
gene_4125217,2
gene_3176169,2
gene_3722664,2
gene_3913749,2
gene_4107206,2
gene_1651106,2
gene_4062496,2
gene_4077877,2
gene_3830245,1
gene_2457238,1
gene_3331732,1
gene_3094144,1
gene_4544337,1
gene_2732172,1
gene_4398431,1
gene_2436407,1
gene_4071588,1
gene_3920537,1
gene_2915461,1
gene_3665737,1
gene_3759299,1
gene_4590587,1
gene_3574437,1
gene_4174181,1
gene_3079542,1
gene_2418765,1
gene_3292608,1
gene_2544929,1
gene_3488160,1
gene_2995942,1
gene_4158657,1
gene_4129338,1
gene_2913190,1
gene_3770991,1
gene_3816844,1
gene_3828417,1
15_GL0160501,1
gene_4387286,1
gene_2995326,1
gene_4445834,1
gene_4130690,1
gene_3652532,1
gene_2565313,1
gene_4319602,1
gene_3297342,1
gene_3452027,1
gene_3876564,1
gene_3903964,1
gene_4606249,1
gene_2395363,1
gene_2000273,1
gene_4606682,1
gene_3012553,1
gene_3210160,1
gene_3866004,1
AF73-05_11_GL0270031,1
gene_3651398,1
gene_4562441,1
gene_4418366,1
gene_2516750,1
gene_3506778,1
gene_3872674,1
Food_5_GL0235910,1
gene_2783436,1
gene_3908686,1
gene_4443171,1
gene_4141505,1
gene_2592246,1
gene_3932184,1
gene_3971104,1
gene_4185653,1
gene_2796292,1
S-Fe12_GL0074588,1
gene_3287540,1
gene_4580032,1
gene_3318103,1
gene_3972551,1
gene_3351238,1
gene_4175279,1
gene_3515149,1
gene_4534741,1
gene_831191,1
gene_4480364,1
gene_4192451,1
gene_2749169,1
gene_4431067,1
gene_2815861,1
1-2_GL0048531,1
gene_4517126,1
gene_2725005,1
gene_4303446,1
gene_4557479,1
gene_3034876,1
gene_3524828,1
gene_4327374,1
gene_2597007,1
gene_3937490,1
gene_4517924,1
gene_2926455,1
gene_4090884,1
gene_2707122,1
gene_4629467,1
36_GL0036489,1
gene_4301144,1
gene_3705124,1
gene_3796067,1
26_GL0075283,1
gene_4143978,1
gene_4262730,1
gene_2934529,1
gene_3663858,1
gene_2168535,1
gene_3624318,1
gene_4210660,1
gene_3563452,1
gene_3364148,1
gene_2557978,1
gene_3775461,1
gene_4043315,1
gene_4278204,1
gene_3944513,1
Group2-4A_GL0032374,1
gene_2800264,1
gene_3875466,1
gene_3770929,1
gene_4458257,1
gene_4601465,1
gene_3659134,1
gene_4171594,1
gene_4162132,1
gene_4560724,1
gene_3538443,1
gene_4019017,1
gene_3562034,1
gene_3971152,1
gene_3358815,1
gene_4350639,1
gene_2536996,1
gene_2331246,1
32_GL0033706,1
gene_3393957,1
gene_4120277,1
gene_4461725,1
gene_1845351,1
gene_3241233,1
MH-6-3_GL0027503,1
gene_3987270,1
gene_3785210,1
gene_4525852,1
gene_2978625,1
gene_3820372,1
gene_3591654,1
gene_2951923,1
gene_4238138,1
gene_3837667,1
gene_4173800,1
gene_2683369,1
13_GL0001693,1
gene_4638132,1
gene_3909433,1
gene_3727750,1
gene_4181807,1
gene_3427032,1
gene_3357441,1
gene_4021082,1
gene_4340059,1
gene_3987640,1
gene_2450878,1
gene_3287700,1
gene_4488383,1
gene_3047006,1
gene_3377997,1
gene_3828387,1
gene_3718888,1
gene_3179809,1
gene_2513569,1
gene_3108568,1
gene_2970093,1
gene_3516390,1
gene_3246393,1
gene_4467859,1
gene_3507286,1
gene_2991253,1
HF-S_13_GL0259233,1
gene_3005524,1
gene_3189449,1
gene_4305325,1
gene_3308071,1
gene_1864062,1
gene_4288871,1
gene_3617053,1
gene_3366130,1
gene_3757050,1
gene_4500673,1
gene_4415556,1
gene_3756552,1
gene_3339191,1
gene_4342503,1
gene_3861438,1
gene_3778875,1
gene_3187772,1
gene_4349387,1
gene_4349185,1
gene_3096500,1
gene_4536952,1
gene_4351109,1
gene_3323170,1
gene_4496030,1
gene_4229015,1
gene_3294975,1
gene_4387428,1
gene_4246607,1
gene_3347027,1
gene_4196049,1
gene_2861751,1
gene_3843874,1
gene_3283650,1
gene_2647723,1
gene_4540966,1
gene_3402397,1
gene_3609311,1
gene_3191021,1
gene_2853461,1
gene_2926223,1
gene_4471161,1
gene_3326970,1
gene_3478543,1
gene_2828643,1
gene_3519781,1
gene_2825846,1
gene_4377696,1
gene_2130077,1
gene_2632452,1
gene_4253379,1
gene_3068564,1
1A-dyr1-07_GL0037812,1
gene_3045418,1
gene_2891694,1
2-7_GL0084322,1
OB-1_1_GL0427203,1
gene_3922244,1
gene_2666634,1
gene_4223224,1
gene_4463988,1
gene_4571991,1
gene_2762333,1
gene_2331085,1
gene_4235763,1
gene_3577101,1
gene_4108282,1
gene_3758468,1
gene_4288857,1
gene_3359559,1
gene_3639026,1
gene_4481490,1
gene_4197163,1
gene_3560303,1
gene_3027216,1
gene_3180576,1
gene_4107420,1
gene_4532986,1
gene_3674246,1
gene_4511512,1
gene_2887086,1
gene_2540212,1
gene_3163869,1
gene_3005742,1
gene_3905988,1
gene_4364882,1
gene_3544365,1
gene_4040806,1
gene_4032759,1
gene_2484276,1
gene_3045715,1
gene_3014846,1
gene_3048593,1
gene_4110579,1
gene_4587385,1
gene_2981898,1
gene_3212728,1
gene_2700163,1
gene_4126376,1
gene_3580343,1
gene_2702584,1
gene_3668100,1
gene_2953788,1
gene_3968298,1
gene_4134448,1
gene_4493509,1
gene_3206762,1
gene_3250643,1
gene_2714235,1
gene_3017619,1
gene_2044469,1
gene_3819286,1
gene_3785073,1
gene_2968406,1
gene_2654999,1
gene_2342732,1
gene_3872400,1
gene_4550063,1
gene_4616306,1
gene_3134585,1
gene_3804163,1
gene_4019324,1
gene_4554638,1
gene_2611182,1
gene_4545150,1
gene_2811850,1
gene_4117852,1
gene_3775494,1
gene_4022137,1
gene_4168916,1
gene_3758374,1
gene_4462528,1
gene_4334674,1
gene_2406309,1
gene_4296401,1
gene_3803736,1
gene_3924253,1
gene_4418069,1
gene_4502474,1
gene_4020900,1
gene_4205729,1
gene_1829425,1
gene_4595513,1
gene_4520177,1
gene_3070778,1
gene_3847064,1
gene_3259474,1
gene_3940138,1
gene_4283062,1
gene_2968381,1
gene_3654509,1
gene_3933679,1
gene_3244204,1
gene_2595400,1
gene_2888915,1
gene_4447472,1
gene_3473931,1
gene_4525791,1
gene_3547131,1
gene_3499952,1
gene_2368180,1
gene_3213095,1
gene_3933996,1
gene_3244107,1
5-8_GL0106879,1
gene_4419374,1
gene_4247799,1
gene_2883373,1
gene_3687139,1
gene_3556583,1
gene_4267945,1
gene_4247675,1
gene_4498894,1
gene_4144796,1
gene_3655283,1
gene_4634925,1
gene_3762942,1
gene_3434733,1
gene_4595755,1
gene_2563095,1
gene_3614234,1
gene_4574485,1
gene_4565482,1
gene_2822855,1
gene_2840655,1
gene_3076705,1
gene_2670844,1
gene_3558988,1
gene_4568895,1
gene_2602466,1
gene_2909949,1
gene_4228738,1
gene_3739955,1
gene_4514953,1
gene_3687596,1
gene_2548914,1
gene_3527139,1
gene_4458482,1
S-Fe20_GL0093526,1
S-Fe8_GL0071685,1
gene_2507256,1
gene_3672137,1
8-7_GL0036872,1
gene_4197770,1
gene_4591280,1
gene_4115838,1
gene_3126323,1
gene_2071632,1
gene_3513063,1
gene_3825880,1
Food_14_GL0192132,1
gene_2213970,1
gene_3875443,1
gene_2899316,1
gene_4320806,1
gene_4175389,1
gene_4543323,1
gene_4044727,1
gene_2801493,1
2B-dyr23-07_GL0000928,1
gene_4229719,1
gene_2577337,1
gene_3520037,1
gene_4318664,1
HF-F_14_GL0040802,1
gene_2870379,1
gene_4597988,1
gene_4427830,1
gene_3449232,1
gene_2380604,1
gene_2726818,1
gene_4440768,1
gene_3071903,1
gene_3652247,1
6-2_GL0086867,1
gene_3006461,1
gene_3714355,1
Food_5_GL0067877,1
gene_3694350,1
gene_4161938,1
gene_1840641,1
gene_2692399,1
gene_4121184,1
gene_4338323,1
gene_4071353,1
32_GL0030361,1
gene_2898654,1
gene_3870209,1
gene_4335287,1
gene_2314972,1
gene_3016152,1
gene_4423442,1
gene_3963078,1
gene_2426654,1
gene_3322052,1
gene_2118566,1
gene_4097828,1
Group2-5A_GL0098467,1
gene_4371104,1
gene_2797596,1
gene_3230090,1
gene_3332709,1
gene_1862070,1
gene_4112488,1
gene_3277895,1
gene_3707470,1
gene_4057920,1
gene_4567036,1
gene_1925569,1
gene_3633059,1
gene_3324756,1
gene_3036423,1
gene_3826676,1
gene_2541789,1
gene_3762751,1
gene_4095814,1
gene_4072891,1
gene_2912993,1
gene_4595168,1
gene_2524979,1
gene_3293795,1
gene_3294424,1
gene_3851620,1
gene_4476079,1
gene_2693293,1
gene_4453115,1
gene_3704024,1
gene_3590259,1
gene_2973868,1
gene_3527339,1
gene_4318867,1
gene_3902784,1
gene_4553594,1
gene_2991476,1
gene_3160434,1
gene_4610643,1
gene_3047776,1
gene_3722266,1
gene_3116647,1
gene_3460115,1
gene_4321533,1
gene_2496273,1
gene_3039957,1
gene_2489513,1
DSM22607_8_GL0139014,1
gene_3018454,1
gene_3549262,1
gene_1944585,1
gene_2522401,1
gene_4596112,1
gene_4065748,1
gene_3900667,1
gene_3093449,1
gene_2621310,1
gene_3688486,1
gene_4103339,1
gene_2626347,1
gene_4327268,1
gene_3975723,1
gene_3796644,1
OB-1_2_GL0226954,1
gene_3531593,1
gene_4611335,1
gene_3994495,1
gene_3965712,1
gene_4333286,1
11_GL0123339,1
gene_4107866,1
gene_4458350,1
gene_3387622,1
gene_3503094,1
gene_3956014,1
gene_1680788,1
gene_3098251,1
gene_3422729,1
gene_4628794,1
gene_3978233,1
gene_3268315,1
gene_3168914,1
gene_3061841,1
gene_4537104,1
gene_3924021,1
gene_4388757,1
gene_3868467,1
Group2-3A_GL0059324,1
gene_3701359,1
gene_4613184,1
gene_3900426,1
gene_4029855,1
gene_4043175,1
gene_4409823,1
gene_3638956,1
gene_3366715,1
gene_4241300,1
gene_3968614,1
AF73-05_14_GL0109361,1
gene_3891301,1
gene_3268570,1
gene_4552856,1
gene_4232248,1
gene_4460818,1
gene_4597486,1
gene_4450124,1
gene_4354379,1
5-8_GL0100281,1
gene_3638399,1
gene_4616152,1
gene_3092515,1
gene_2489424,1
gene_2129357,1
gene_3918979,1
gene_3916469,1
gene_2397434,1
gene_4217009,1
gene_3661972,1
gene_4340039,1
gene_3257097,1
gene_3892954,1
gene_4467922,1
gene_3436366,1
gene_3539193,1
gene_4134726,1
gene_3979713,1
gene_2167055,1
gene_2472178,1
gene_3763980,1
gene_3930731,1
gene_4011804,1
gene_4078718,1
Food_10_GL0193011,1
gene_4451628,1
gene_4495707,1
gene_3934006,1
gene_3737840,1
gene_4633440,1
gene_4250567,1
gene_3035499,1
gene_4484247,1
gene_4569850,1
gene_3777111,1
gene_3520788,1
gene_3963855,1
gene_3943524,1
gene_3061496,1
gene_4368984,1
gene_3538793,1
gene_3240945,1
gene_4574383,1
gene_4134207,1
gene_2495369,1
gene_3347057,1
gene_4252255,1
gene_3191425,1
gene_3843342,1
gene_4151452,1
gene_3456045,1
gene_1563799,1
gene_2823612,1
gene_4477636,1
gene_3176177,1
gene_2485591,1
gene_3168809,1
gene_4368660,1
gene_3833556,1
gene_2653583,1
gene_4284316,1
gene_1459756,1
gene_2597982,1
gene_2580191,1
gene_2973664,1
gene_4029994,1
gene_2469181,1
gene_2868674,1
gene_3405676,1
gene_3880251,1
gene_4075181,1
gene_4304413,1
gene_3454545,1
gene_3547991,1
gene_3151103,1
gene_3122669,1
gene_4281064,1
gene_1691877,1
NZ_AUGK01000011.1_cds_WP_028027089.1_1758,1
gene_3591243,1
gene_3025104,1
gene_2590626,1
gene_2243012,1
gene_4483239,1
gene_3962151,1
gene_3235105,1
gene_4251947,1
gene_4386455,1
gene_4048761,1
gene_3922866,1
gene_4011531,1
gene_3838991,1
gene_4368733,1
gene_4053119,1
gene_2848521,1
gene_2154898,1
gene_4347238,1
MC-0-3_GL0004101,1
gene_4263258,1
gene_3175986,1
2-8_GL0042742,1
gene_4420799,1
gene_3129755,1
gene_3793644,1
gene_3891576,1
gene_4416098,1
gene_3108930,1
gene_3341943,1
Group2-1A_GL0020301,1
gene_3456146,1
gene_4128042,1
gene_3765546,1
gene_4325299,1
gene_3842500,1
gene_3686766,1
gene_2756906,1
gene_2677842,1
gene_3104396,1
gene_3271855,1
gene_3433538,1
gene_3134431,1
gene_2845807,1
gene_3978242,1
gene_3792895,1
gene_4292421,1
gene_2666611,1
gene_4121040,1
gene_2048468,1
gene_3660958,1
gene_4009187,1
gene_3990545,1
gene_4320579,1
gene_2808843,1
gene_4620816,1
gene_2546587,1
gene_2937397,1
gene_2880892,1
gene_3930808,1
gene_3977208,1
gene_3041848,1
gene_3355809,1
gene_2655858,1
gene_4479885,1
gene_3369403,1
gene_3467729,1
gene_3275116,1
gene_3409689,1
gene_2975735,1
gene_4373270,1
gene_2792841,1
gene_3741219,1
gene_2190791,1
gene_3762598,1
43_GL0021772,1
gene_4207329,1
gene_4099969,1
gene_3323714,1
gene_3339140,1
gene_3003620,1
gene_3861008,1
gene_2617699,1
gene_3632277,1
gene_3820044,1
gene_3425709,1
gene_4353281,1
gene_2669433,1
gene_2820610,1
gene_4202784,1
gene_4312451,1
gene_3397627,1
gene_3005152,1
gene_2799129,1
gene_2905316,1
gene_4104806,1
gene_3462188,1
gene_3699463,1
gene_4349290,1
gene_2955853,1
gene_4476927,1
gene_3289587,1
gene_3543722,1
gene_4564847,1
gene_3180809,1
gene_3820468,1
gene_2374224,1
gene_4199461,1
gene_4266908,1
gene_3346825,1
gene_3096629,1
gene_4332668,1
gene_2975034,1
gene_3467059,1
gene_3473865,1
gene_3715087,1
gene_3417060,1
gene_3368074,1
gene_2986830,1
gene_3543623,1
gene_4082182,1
gene_3004974,1
gene_4466721,1
gene_3822594,1
gene_3354504,1
gene_4360073,1
gene_3202278,1
gene_3859213,1
gene_3676691,1
gene_4266986,1
gene_3705197,1
gene_2819034,1
gene_2827463,1
gene_4261939,1
gene_4367889,1
gene_3089985,1
gene_4469070,1
gene_2947308,1
gene_4577270,1
gene_2306380,1
gene_4206141,1
gene_4490302,1
gene_2742570,1
gene_1398156,1
gene_3124701,1
gene_3604269,1
gene_3996032,1
gene_3390605,1
gene_2784886,1
gene_3442246,1
gene_2328126,1
gene_3758589,1
gene_2903928,1
gene_4346342,1
gene_4211671,1
gene_3072778,1
gene_3701403,1
gene_3993914,1
gene_4529824,1
gene_4576301,1
gene_3951449,1
gene_3525810,1
gene_2768972,1
gene_2740351,1
gene_2809734,1
gene_4069697,1
gene_3368642,1
gene_4272821,1
gene_2959835,1
gene_3166014,1
gene_3651411,1
gene_4111785,1
gene_4476633,1
gene_4261529,1
gene_3457129,1
gene_3324531,1
gene_4291054,1
gene_3925001,1
gene_4144019,1
gene_2506464,1
2791814830,1
gene_4384413,1
gene_2742200,1
gene_3040137,1
gene_4134573,1
gene_3859547,1
gene_4224339,1
gene_3825487,1
gene_2816383,1
gene_2277127,1
OB-1_12_GL0036463,1
HF-S_4_GL0083929,1
gene_3844531,1
gene_2590022,1
gene_3746065,1
gene_3474408,1
gene_3418168,1
gene_2927710,1
gene_4482078,1
gene_3453766,1
gene_4197571,1
gene_4452605,1
gene_2648724,1
gene_3758255,1
gene_4231668,1
gene_3031270,1
gene_3798590,1
gene_2333937,1
gene_3918400,1
gene_3089426,1
gene_3166782,1
gene_2804817,1
gene_2629026,1
gene_2823566,1
Food_5_GL0055058,1
gene_3743268,1
gene_3116557,1
gene_3863460,1
gene_4540113,1
gene_4329907,1
gene_3091694,1
gene_2443342,1
gene_4029854,1
gene_2912000,1
gene_2852542,1
gene_3434617,1
gene_3843259,1
gene_4571567,1
gene_3337604,1
gene_3190288,1
gene_2974628,1
gene_2848218,1
gene_4347374,1
gene_3152475,1
gene_2529923,1
gene_4059020,1
gene_3535750,1
gene_2869547,1
gene_3570057,1
gene_4572647,1
gene_3076609,1
gene_2636402,1
gene_4004688,1
gene_3229550,1
gene_3364854,1
29_GL0020789,1
gene_4402293,1
gene_3579376,1
gene_2912655,1
gene_4294912,1
gene_3921775,1
gene_4371701,1
gene_1004446,1
gene_4601221,1
gene_2436428,1
gene_4129816,1
gene_2724992,1
gene_2276659,1
gene_3450901,1
gene_4458804,1
gene_3676441,1
gene_3375359,1
gene_4220428,1
gene_3059682,1
gene_4518124,1
gene_2990767,1
gene_3824326,1
gene_3918431,1
gene_2685147,1
gene_3345617,1
gene_4394385,1
gene_2875681,1
gene_4429826,1
gene_2779810,1
gene_2825748,1
gene_3909948,1
gene_3867011,1
gene_2291579,1
gene_3420233,1
gene_3346034,1
gene_2625122,1
gene_1654978,1
gene_2493173,1
gene_2786405,1
gene_3318299,1
gene_3895571,1
gene_3619280,1
gene_2659158,1
gene_3053192,1
gene_2942304,1
gene_3337686,1
gene_4183947,1
gene_3906529,1
gene_4126502,1
Group2-5A_GL0021218,1
gene_3785390,1
gene_2996521,1
gene_3714020,1
gene_4234777,1
gene_2552723,1
gene_4601703,1
gene_3375857,1
gene_2726885,1
gene_3328227,1
gene_3162645,1
gene_2804372,1
gene_3846487,1
gene_3332181,1
gene_3126533,1
gene_4330242,1
gene_4396456,1
gene_2402085,1
gene_2561754,1
gene_3507001,1
gene_2662415,1
2A-dyr14-06_GL0049373,1
gene_3317706,1
gene_4469774,1
gene_3406232,1
gene_4074891,1
gene_3242795,1
gene_3404869,1
gene_2642817,1
gene_3383468,1
Food_7_GL0346941,1
gene_4115960,1
gene_4126845,1
gene_3326602,1
gene_4175948,1
gene_4221235,1
gene_3992756,1
gene_2575227,1
gene_2453888,1
gene_3985756,1
gene_4581363,1
gene_1490350,1
gene_3958242,1
gene_3966694,1
gene_4113679,1
gene_4270333,1
gene_3277137,1
G1-1A_GL0009069,1
gene_3437952,1
gene_1933019,1
gene_4357092,1
gene_3389718,1
gene_1709591,1
gene_3151338,1
gene_4184712,1
gene_4415531,1
gene_3839223,1
gene_2984475,1
gene_3796007,1
gene_3238630,1
gene_2647322,1
7-4_GL0089246,1
gene_3601624,1
gene_4155335,1
gene_2939885,1
gene_3506999,1
gene_3331113,1
G1-5A_GL0039833,1
gene_276735,1
gene_3139651,1
gene_4535828,1
gene_4420373,1
gene_2983192,1
gene_4377082,1
gene_4285279,1
gene_3991221,1
gene_4424180,1
gene_2756367,1
gene_4052063,1
gene_4027910,1
gene_4106461,1
gene_3330977,1
gene_4548903,1
gene_4272853,1
gene_3633735,1
gene_2880891,1
gene_3685424,1
gene_4547965,1
gene_2639374,1
gene_2728923,1
gene_4103824,1
gene_2756528,1
gene_3490474,1
gene_3246771,1
gene_3331112,1
gene_3549294,1
gene_3872831,1
gene_3245483,1
gene_2270069,1
gene_4078030,1
gene_3138920,1
gene_3818185,1
gene_2675831,1
gene_3177118,1
gene_3226811,1
gene_3585202,1
S-Fe8_GL0089211,1
gene_3668523,1
12_GL0043021,1
gene_2983757,1
gene_2306411,1
gene_3329587,1
gene_2881340,1
gene_4616174,1
gene_2596069,1
gene_4457852,1
gene_4083580,1
gene_2754098,1
gene_2061911,1
gene_3286031,1
gene_2435099,1
gene_4447759,1
gene_2810379,1
gene_2990419,1
gene_2174429,1
gene_3111968,1
gene_3356718,1
gene_4601651,1
gene_2960233,1
gene_2555872,1
gene_4104386,1
gene_4283645,1
Food_7_GL0274038,1
gene_4272470,1
gene_4313956,1
gene_4461155,1
gene_4184514,1
gene_3471318,1
gene_3982111,1
gene_4495637,1
gene_4401415,1
gene_3338255,1
gene_3501482,1
gene_2660222,1
gene_3190112,1
gene_3314710,1
gene_2718309,1
gene_4101967,1
gene_4197361,1
gene_3608816,1
gene_3581513,1
gene_3605512,1
gene_3086560,1
gene_2758081,1
gene_3709581,1
gene_3424931,1
gene_2870662,1
gene_4483532,1
gene_3537924,1
gene_4428050,1
gene_3177138,1
gene_4092591,1
gene_3705125,1
gene_3556480,1
gene_2942352,1
gene_4627753,1
gene_2934929,1
gene_3773900,1
Group2-2A_GL0041832,1
gene_3282010,1
gene_3467159,1
gene_4577403,1
gene_4034885,1
gene_2677152,1
gene_3068276,1
gene_3286155,1
gene_3887793,1
gene_3209533,1
gene_767089,1
gene_4508902,1
gene_2661463,1
gene_3967795,1
gene_1475740,1
gene_3945378,1
gene_4567688,1
gene_3788554,1
gene_3925403,1
gene_3805543,1
gene_4541506,1
gene_2986384,1
gene_4300629,1
gene_4376899,1
gene_4528784,1
gene_2311928,1
gene_3205871,1
gene_3639471,1
gene_4409868,1
gene_3174861,1
gene_2947584,1
gene_4617758,1
gene_3871332,1
gene_2146779,1
gene_3628240,1
gene_4318826,1
gene_3663738,1
gene_3770277,1
gene_4158093,1
gene_4108196,1
gene_3058400,1
gene_2986570,1
gene_4318929,1
gene_3583728,1
gene_2599511,1
gene_4121366,1
gene_4289006,1
gene_3370212,1
gene_3406510,1
gene_3442137,1
gene_4252852,1
gene_4349021,1
gene_2552313,1
gene_2206649,1
gene_2917855,1
gene_2977405,1
gene_3637986,1
gene_3540184,1
gene_4144021,1
gene_2224037,1
gene_4398274,1
gene_4567955,1
gene_1614444,1
gene_3869215,1
gene_2640574,1
gene_3306564,1
gene_4065862,1
gene_4556512,1
gene_4017939,1
gene_2947041,1
gene_3978147,1
gene_3460062,1
gene_2805788,1
gene_3170320,1
gene_3678904,1
gene_3346200,1
gene_3520595,1
gene_4474133,1
gene_4024712,1
gene_1585091,1
gene_4223276,1
gene_3435532,1
gene_4013459,1
gene_2908759,1
gene_4167628,1
gene_3934461,1
gene_4409279,1
gene_4146194,1
gene_1801270,1
gene_3324507,1
gene_2697679,1
gene_3143197,1
gene_4430714,1
gene_3758172,1
gene_3068197,1
gene_3235797,1
gene_4556089,1
HF-S_13_GL0131243,1
gene_4563295,1
gene_4241582,1
gene_3473014,1
gene_3383694,1
gene_3588818,1
gene_3193250,1
gene_4363519,1
gene_2696974,1
gene_2772899,1
gene_4392474,1
gene_3715987,1
G1-7A_GL0108841,1
gene_3337687,1
gene_2400367,1
gene_3201495,1
gene_3827225,1
gene_3187749,1
gene_3510753,1
gene_3663362,1
gene_3580723,1
gene_3623817,1
gene_3173627,1
gene_3325976,1
gene_4489579,1
gene_3635198,1
gene_2632199,1
gene_3398908,1
gene_2461813,1
gene_4128589,1
gene_3217911,1
gene_2157416,1
gene_4384597,1
gene_4539621,1
gene_3358570,1
gene_4248433,1
gene_3122537,1
gene_3081864,1
gene_2716428,1
gene_3669521,1
gene_2426219,1
gene_3770125,1
gene_2491115,1
gene_3078067,1
gene_2905807,1
gene_4490438,1
gene_3545771,1
MC-6-1_GL0058687,1
MC-0-1_GL0072999,1
gene_3608092,1
gene_3417002,1
gene_4009095,1
gene_4368693,1
gene_4230223,1
gene_4240982,1
gene_4299278,1
Chow_1_GL0036937,1
gene_3009332,1
gene_3286970,1
gene_3990331,1
gene_4424830,1
gene_4546729,1
gene_3362886,1
gene_4295287,1
gene_2513567,1
gene_3550920,1
gene_2204538,1
gene_3373722,1
gene_4035982,1
gene_3883081,1
gene_4109172,1
gene_3346063,1
gene_3645113,1
gene_4498919,1
gene_3160812,1
gene_3628167,1
gene_4495513,1
gene_3467900,1
gene_4500204,1
gene_3116056,1
gene_4356015,1
gene_4114781,1
gene_4109356,1
gene_3301612,1
gene_3839677,1
gene_3705986,1
gene_4304073,1
gene_2953393,1
gene_3535031,1
gene_3662362,1
gene_3227057,1
gene_3338139,1
gene_3750698,1
gene_4013572,1
5-8_GL0031319,1
gene_3100772,1
gene_2974758,1
gene_3534120,1
