gene,postFMT_4_ileum
gene_2300063,1632
gene_3169699,1630
gene_4335671,1626
gene_4452368,1625
gene_4409697,1615
gene_3791024,1611
gene_2985365,1610
gene_3735792,1607
gene_4437344,1605
gene_4607190,1600
gene_4438048,1600
gene_4076446,1597
gene_3015454,1592
gene_2396716,1592
gene_4430789,1588
gene_4545706,1585
gene_4517788,1584
gene_3359107,1583
gene_4443822,1574
gene_2671553,1574
gene_4506981,1573
gene_4620662,1571
gene_4247181,1569
gene_4499199,1567
gene_4089109,1566
gene_4152213,1560
gene_3839417,1557
gene_4374499,1555
gene_4446864,1553
gene_2779193,1549
gene_3098774,1547
gene_3874223,1538
gene_2958888,1537
gene_4274460,1536
gene_3979571,1527
gene_2542392,1522
gene_3701052,1521
gene_3319848,1520
gene_4328904,1517
gene_3659142,1515
gene_3465852,1514
gene_4124058,1514
gene_4318733,1513
gene_3582062,1509
gene_3422685,1509
gene_3308769,1506
gene_3860130,1506
gene_3169507,1506
gene_3754200,1500
gene_4257004,1498
gene_3295179,1497
gene_4158662,1496
gene_4198066,1495
gene_4034762,1493
gene_3371392,1490
gene_4059760,1487
gene_3919807,1473
gene_3357055,1472
gene_3859151,1463
gene_3764832,1463
gene_4194280,1462
gene_3769614,1455
gene_3985927,1453
gene_2738378,1451
gene_4238847,1446
gene_2113055,1445
gene_3335160,1444
gene_3024445,1444
gene_4556772,1441
gene_4342427,1439
gene_4471424,1438
gene_2073551,1438
gene_4562113,1437
gene_4023574,1435
gene_4431481,1435
gene_4237820,1433
gene_3742308,1433
gene_3757682,1427
gene_3087064,1427
gene_3441169,1426
gene_2960316,1425
gene_2624757,1422
gene_3573009,1421
gene_3963550,1420
gene_3460949,1417
gene_2187964,1416
gene_2615331,1416
gene_4258903,1414
gene_4084415,1405
gene_3636022,1405
HF-F_4_GL0315444,1402
gene_4132911,1399
gene_4548238,1392
gene_3573195,1391
gene_3284991,1391
gene_4536800,1387
gene_2839877,1385
gene_3195928,1384
gene_4103030,1381
gene_3420703,1370
gene_4442443,1362
gene_4110883,1357
gene_3507903,1356
gene_3739292,1355
gene_2864658,1353
gene_4437326,1350
gene_3407587,1345
gene_4613965,1343
gene_4631316,1343
gene_4129389,1342
gene_4375749,1338
gene_4314512,1337
gene_4050349,1337
gene_4510842,1337
gene_4367958,1337
gene_3814702,1336
gene_2564296,1335
gene_4629999,1335
gene_4000393,1334
gene_4631408,1330
gene_4373423,1324
gene_3605075,1324
gene_3559517,1321
gene_4370760,1317
gene_3843954,1316
gene_3794844,1313
gene_3696814,1311
gene_3171902,1308
gene_3924558,1305
gene_3783768,1304
gene_3813131,1303
gene_3342270,1302
gene_4287701,1302
gene_4551145,1301
gene_2021737,1299
gene_4186093,1296
gene_2936220,1296
gene_3061667,1295
gene_3910851,1295
gene_3487896,1293
gene_3928063,1293
gene_3778329,1293
gene_2660287,1292
gene_4498685,1291
gene_3729402,1290
gene_2751765,1288
gene_3507312,1286
gene_3858975,1283
gene_4541878,1282
gene_4619635,1280
gene_4017616,1277
gene_4595285,1276
gene_2554635,1272
gene_2759629,1271
gene_4442367,1268
gene_4058580,1264
gene_3397605,1264
gene_4573737,1264
gene_4008014,1262
gene_3703836,1260
Food_11_GL0357206,1259
gene_4183607,1252
gene_3952481,1252
gene_2267147,1251
gene_4292228,1250
gene_3761008,1248
gene_4273003,1243
gene_4022999,1237
gene_4365283,1231
gene_3611061,1230
gene_4536111,1217
gene_3966376,1215
gene_4280422,1215
gene_3753724,1215
gene_4203001,1213
HF-F_2_GL0008562,1210
gene_2204013,1196
gene_4593768,1195
gene_4474332,1193
gene_4188448,1190
gene_2698357,1188
gene_4134797,1188
gene_4480472,1187
gene_4512223,1186
gene_4602026,1185
gene_4574498,1183
gene_3020242,1183
gene_4354034,1182
gene_4216501,1179
gene_3771904,1179
gene_4561988,1179
gene_3154440,1179
gene_3916745,1175
gene_3365449,1172
gene_3630332,1171
gene_2655864,1169
gene_4043107,1169
gene_4401875,1168
gene_3236789,1163
gene_3877033,1161
gene_3614375,1160
gene_2505865,1159
gene_2444978,1154
gene_4389605,1147
gene_4623413,1145
gene_4544603,1144
gene_3823489,1140
gene_2801116,1140
gene_2589919,1137
gene_3788614,1134
gene_3721413,1132
gene_3770444,1130
gene_3823424,1130
gene_4632766,1129
gene_3609578,1125
gene_4477933,1125
gene_4259576,1124
gene_4214931,1124
gene_3160558,1122
gene_2598436,1121
gene_3957926,1119
gene_3360102,1111
gene_4540846,1108
gene_2611139,1103
gene_3889287,1097
gene_4213637,1092
gene_4611582,1086
gene_4162304,1085
gene_1941510,1083
gene_3840202,1082
gene_4515345,1081
gene_3576320,1079
gene_3916811,1077
gene_3203716,1076
gene_3951783,1076
gene_3990632,1075
gene_3835984,1069
gene_3909592,1068
gene_2920034,1065
gene_4228096,1063
gene_4264963,1061
gene_1502962,1060
gene_4181212,1058
gene_4242330,1057
gene_2617804,1056
gene_4580879,1055
gene_3298039,1054
gene_4555675,1051
gene_3364519,1049
gene_3325611,1048
gene_2847665,1044
gene_3766831,1037
gene_4325564,1035
gene_4600913,1032
gene_3188393,1030
gene_4415572,1030
gene_4341527,1026
gene_3809061,1025
gene_4615558,1024
gene_2584443,1018
gene_3759426,1016
gene_3873644,1014
gene_4216454,1011
gene_4141481,1010
gene_4390929,1004
gene_3449131,1002
gene_4333933,1000
gene_4522995,1000
gene_2709517,996
gene_4059908,996
gene_4212152,994
gene_3768436,993
gene_4593553,990
gene_4089213,988
gene_4397118,986
gene_3331960,985
gene_4375748,984
gene_4015660,982
gene_4384710,981
gene_3575376,980
gene_3584310,980
gene_3990386,980
gene_4169248,977
gene_3688763,974
gene_4158073,974
gene_4174056,969
gene_4529898,969
gene_3788687,967
gene_3904656,967
gene_4589746,967
gene_4172387,960
gene_4468469,958
gene_2801242,957
gene_2788830,956
gene_4428354,956
gene_2884174,955
gene_3346227,953
gene_3750879,953
gene_4084315,944
gene_4130075,943
gene_4290748,943
gene_3986268,939
gene_3489285,937
gene_3745320,913
gene_3219872,913
gene_3616404,911
gene_3197931,910
gene_4064017,907
gene_3840831,904
gene_4624891,903
gene_4351018,899
gene_2524915,896
gene_1165785,895
Group2-8A_GL0229637,890
gene_4386247,890
gene_2877394,888
gene_4502920,888
gene_4379000,885
gene_3595036,883
gene_4101749,882
gene_3994719,882
gene_3972840,882
gene_4393318,881
gene_3062715,880
gene_4554458,879
gene_2997011,877
gene_4060894,871
gene_4560857,870
gene_4030026,870
gene_4061037,867
gene_3616119,866
gene_4035484,866
gene_3641927,865
gene_3773662,864
gene_3032579,863
gene_3249174,859
gene_2476692,857
gene_3989276,855
gene_3732078,855
gene_4203266,854
gene_2135555,851
gene_4092115,847
gene_3940464,847
gene_4330099,846
gene_4163167,845
gene_3847449,842
gene_4441422,842
gene_4420865,829
gene_3654226,827
gene_4000699,823
gene_4622983,820
gene_3722866,816
gene_4375326,814
gene_3943715,810
gene_3811695,809
gene_4279980,808
gene_4202278,807
gene_3474815,807
gene_2773699,804
gene_4517544,804
gene_3980150,801
gene_4335797,799
gene_3399198,798
gene_3855165,797
gene_4369583,795
gene_4185014,794
gene_4341592,789
gene_3487488,786
gene_4468583,785
gene_4567892,785
gene_3537486,784
gene_4445555,783
gene_4411896,778
gene_4358785,777
gene_4535067,768
gene_4296261,765
gene_3552221,765
gene_4092853,759
gene_4461645,757
gene_4364997,755
gene_3987264,755
gene_3924852,753
gene_4151988,753
gene_2967397,747
gene_3967584,742
gene_2807698,742
gene_4015698,741
gene_3909470,741
gene_3243515,739
gene_4391556,738
gene_4328530,736
gene_4577484,734
gene_4373426,734
gene_4497718,733
gene_4278302,729
gene_4535336,726
gene_3506278,723
gene_4362721,719
gene_4370459,717
gene_4631309,716
gene_3953890,714
gene_3271489,713
gene_2788208,710
gene_3582945,703
gene_3944439,702
gene_4562189,702
gene_3889728,701
gene_3099512,700
gene_2657736,698
gene_4092677,697
gene_3081265,695
gene_3314060,692
gene_4008420,690
gene_4021956,687
gene_4006380,687
gene_4462152,686
gene_4468467,684
gene_4185632,683
gene_4244735,678
gene_2924220,675
gene_3160105,672
gene_4542451,670
gene_2354909,667
gene_4446143,664
gene_4104838,663
gene_4138698,663
gene_4637644,660
gene_2678024,657
gene_4403330,655
gene_4435083,654
gene_1875936,653
gene_4598258,647
gene_4628721,639
gene_4089021,637
gene_2742702,637
gene_4513491,636
Food_11_GL0016298,635
gene_4153794,630
gene_4548444,630
gene_4486366,626
gene_3583869,626
gene_2656692,626
gene_4200765,625
gene_3993766,620
gene_3213514,620
gene_3605400,620
gene_3773062,616
gene_4313014,614
gene_3231474,613
gene_3554812,612
gene_2601849,608
gene_4621326,607
gene_3331625,605
gene_3334043,603
gene_4244737,601
gene_3874153,599
gene_3817704,598
gene_3293372,588
gene_1801273,587
gene_4224045,585
gene_4203265,585
gene_4252021,583
gene_4290312,581
gene_3589727,581
gene_3433474,580
gene_4186822,579
gene_3551526,579
gene_4464421,575
gene_3869922,573
gene_4604275,573
gene_4028612,572
gene_3399418,572
gene_3755691,571
gene_4511255,568
gene_4476415,568
gene_3685063,567
gene_2818634,566
gene_3909116,565
gene_3437138,565
gene_4604793,562
gene_4243841,560
gene_3923781,556
gene_1308757,555
gene_2414653,549
gene_2907201,545
gene_4626145,544
gene_3741646,543
gene_3299601,542
gene_3080780,542
gene_4272797,542
gene_4383205,539
gene_4472124,538
gene_4009003,536
gene_2862978,535
gene_4479686,535
gene_4367625,534
gene_3849227,533
gene_3085907,529
gene_4232289,529
gene_4393951,526
gene_3612424,526
gene_4498466,524
gene_3574736,523
gene_4050792,521
gene_3853012,517
gene_3831271,516
gene_4439604,515
gene_3836223,514
gene_4459673,514
gene_4035184,513
gene_3838998,511
gene_3595151,508
gene_3963551,506
gene_4570571,505
gene_3344040,502
gene_4158231,499
gene_3566605,498
gene_3052833,496
gene_4232255,493
gene_3445883,491
gene_4519626,490
gene_3156566,489
gene_4188445,485
gene_2920033,484
gene_1842198,479
gene_4252706,477
gene_4344958,477
G1-1A_GL0050052,476
gene_3333521,475
gene_4212504,474
gene_2585850,473
gene_3712372,470
gene_3965892,468
gene_3813420,466
gene_4021872,466
gene_4186579,461
gene_4198065,458
gene_2027914,456
gene_4622897,454
gene_2836084,449
gene_4286093,449
gene_4629269,448
gene_4560934,446
gene_4520988,446
gene_2607397,446
gene_4548235,445
gene_3354879,444
gene_4573592,443
gene_4259615,441
gene_4394111,441
gene_2730300,440
gene_3591157,438
gene_2672380,437
gene_3889558,436
gene_2863323,435
gene_3522274,435
gene_3978891,434
6-8_GL0029701,434
gene_3712344,428
gene_4443023,427
gene_540419,427
gene_2903645,427
gene_4094261,426
gene_3481693,426
gene_4189171,423
gene_3316083,420
gene_3223108,419
gene_4349042,418
gene_3971759,417
gene_4318549,415
gene_3347461,414
gene_4394567,413
gene_3482988,413
gene_4511254,409
gene_4058078,407
gene_4343858,406
gene_3284749,403
gene_4333890,403
gene_4238188,400
gene_3902047,398
gene_3955283,397
gene_3152681,396
gene_4077529,396
gene_4031457,392
gene_4442738,391
gene_3178868,387
gene_3126436,385
gene_3289459,384
gene_4629151,383
gene_2669432,382
gene_4638513,382
gene_3804655,381
gene_3224900,379
gene_2507107,377
gene_4064433,376
gene_3546744,374
gene_2898235,373
gene_3458484,372
gene_2124271,371
gene_4195443,367
gene_4635455,366
gene_3751552,366
gene_2831467,365
gene_3950018,363
gene_3869451,363
gene_3798663,363
gene_3992124,362
gene_3380098,361
gene_4182243,361
gene_4639497,358
gene_3748997,358
gene_3495041,357
gene_3782006,355
gene_3577811,354
gene_3702398,354
gene_4529291,353
gene_3260888,352
gene_3588741,348
gene_4170541,347
gene_3798027,346
gene_4329118,346
gene_1681961,345
gene_4226864,345
gene_4369413,345
gene_4245204,344
gene_4394921,343
gene_4077702,342
gene_4516378,338
gene_4199689,336
gene_3554842,336
gene_4363993,334
gene_4574508,333
gene_4074583,329
gene_2908450,328
gene_4058249,328
gene_2234702,326
gene_4586369,326
gene_4634806,325
gene_2930587,318
gene_3927039,316
gene_3788612,315
gene_2497113,314
Food_10_GL0066534,314
gene_3041554,312
gene_4177082,311
gene_3684336,311
gene_3675170,311
gene_3937009,310
gene_3403811,309
gene_4473505,308
gene_3021686,307
gene_4295313,306
gene_2880591,305
gene_2282922,304
gene_1026049,301
gene_4057995,301
gene_4403189,300
gene_4443621,300
gene_4516870,298
gene_4459324,296
gene_3440799,296
gene_3656247,295
gene_4564552,294
gene_3544651,293
gene_3697908,291
gene_2794976,291
gene_4420282,290
gene_2231849,290
gene_4100492,290
gene_4025479,290
gene_3467498,290
gene_3518954,286
gene_4014243,286
gene_3920373,285
gene_4299182,283
gene_3438740,283
gene_1801269,282
gene_4057972,282
gene_4206593,279
gene_3326742,278
gene_3229463,278
gene_4624516,277
gene_4627868,276
gene_3613912,274
gene_3741661,272
gene_4273994,270
gene_4582584,268
gene_2476695,265
gene_3232543,265
gene_3308635,265
gene_4449852,263
gene_3534764,262
gene_2755000,261
gene_4615444,260
gene_4268029,258
gene_4559652,258
gene_3983201,257
gene_4064745,257
HF-S_8_GL0298285,256
gene_3074511,256
gene_2903631,254
gene_2043202,252
gene_2828115,252
gene_2963520,250
gene_2635240,249
4-8_GL0125181,248
gene_3151780,248
gene_4399192,247
gene_4513554,244
gene_4515011,240
gene_4020953,239
gene_4501335,239
gene_4303281,238
gene_1801275,237
gene_4484928,237
gene_4076253,234
gene_1796315,233
gene_4087384,232
gene_4584537,232
4-8_GL0068539,232
gene_3609243,231
gene_3539583,231
gene_2525172,229
gene_4446246,229
gene_3041983,227
gene_4551605,227
gene_4061258,226
gene_3003808,225
gene_3904347,225
gene_4196444,224
gene_4062643,224
gene_2905494,224
gene_3852726,223
gene_4389427,223
gene_4317045,223
gene_3864243,222
gene_3491618,219
gene_3016753,217
gene_3568808,217
gene_4164545,217
gene_3757065,217
gene_2807419,216
gene_4362860,215
4-8_GL0043949,214
gene_2906442,213
gene_3942773,210
gene_4509480,209
gene_3082409,209
gene_3620297,208
gene_4559731,207
gene_4563424,207
gene_2807420,204
10_GL0037899,204
gene_4527402,203
gene_4367740,202
gene_3349576,201
gene_3836026,200
gene_3538811,200
gene_3891795,200
gene_4009578,199
gene_3604879,197
gene_2741080,195
gene_2384494,194
gene_4257021,194
gene_3114394,193
gene_3353168,193
gene_3214212,193
gene_3820861,193
gene_3531789,192
gene_4213252,191
gene_3368895,190
gene_3823003,189
gene_4602381,189
gene_2318072,189
gene_2241564,188
gene_3507422,188
gene_4639379,186
gene_3584278,185
gene_2501807,185
gene_3662133,184
gene_4252019,183
gene_3190542,181
gene_4380983,181
gene_3628386,180
gene_3932088,178
gene_3791683,178
gene_4020360,178
gene_4619994,175
gene_3539584,174
gene_1400312,173
gene_3616451,173
gene_3909959,173
gene_1026056,171
AF73-05_8_GL0386864,170
gene_1760260,169
gene_4434977,166
gene_3818168,166
gene_2780734,165
gene_4386064,165
gene_4323814,165
gene_3830293,164
gene_4370791,164
gene_4544681,164
gene_2840538,163
gene_4369389,163
26_GL0055056,162
gene_4215562,161
gene_4549457,161
gene_4124753,161
HF-F_5_GL0101465,160
gene_4617002,158
gene_3488423,158
gene_4395181,157
gene_4304291,157
gene_4307020,157
27_GL0085325,155
gene_2723483,155
gene_3769439,153
gene_3193873,153
gene_4421225,153
gene_3301025,153
gene_2466058,153
gene_3146998,152
gene_2997683,152
gene_2664238,151
gene_1398152,151
gene_2114564,150
gene_4549766,149
gene_4009577,149
gene_3455917,148
gene_2657919,148
gene_3651492,148
gene_1454861,148
gene_3501060,147
gene_4257775,147
gene_4382232,147
gene_2278439,147
gene_2997680,146
gene_4625526,146
gene_3638798,146
1-6_GL0102647,145
gene_4189210,145
gene_1875934,144
gene_3661100,144
gene_3104078,144
gene_3356230,143
gene_3052834,143
gene_3830901,142
gene_4082457,141
gene_3819288,140
gene_3471869,139
gene_4108224,139
gene_4285893,139
DSM22607_3_GL0200065,139
gene_3616543,138
gene_1454868,137
gene_3938084,137
gene_3052830,136
gene_3380452,135
Food_9_GL0258854,135
gene_2737365,134
gene_2013835,134
gene_3957808,134
gene_4342136,133
gene_2956328,131
19_GL0066769,131
gene_3210127,131
gene_4048194,131
gene_4041898,131
gene_4179012,131
gene_3164615,130
gene_4307019,129
gene_3736748,127
gene_4327375,126
55_GL0085882,126
gene_4633741,125
gene_4215693,125
gene_4505023,125
gene_1567482,124
gene_4204923,124
gene_2999740,124
gene_4308977,123
gene_1801276,123
gene_2525173,122
gene_3850551,122
gene_4369128,122
gene_4219713,122
gene_4605576,121
gene_4342290,120
gene_3670379,119
gene_4553178,118
gene_1026051,116
gene_4593240,115
gene_4019167,114
gene_3862166,114
2-5_GL0025268,114
Food_9_GL0075663,114
gene_3213096,113
gene_4356000,112
gene_4634990,112
gene_4363988,112
gene_3024861,112
gene_3876454,112
gene_4528964,111
gene_2934785,110
gene_2617190,110
1-6_GL0074849,110
gene_4626845,109
gene_2790845,109
gene_4225936,108
gene_4150642,108
gene_2601444,107
gene_3794778,107
gene_4052874,107
gene_4003020,106
gene_4071155,105
gene_3349577,104
gene_3654315,104
gene_4197547,102
gene_1925775,102
gene_3691332,100
gene_4369201,100
gene_4338454,99
gene_3779664,99
gene_2101002,98
gene_4134348,98
gene_4303363,97
gene_2780731,97
gene_4616862,96
gene_4267068,95
gene_4533624,95
gene_3780544,94
gene_1796314,93
gene_2913577,93
gene_1774068,93
gene_3458968,92
gene_4382701,92
gene_4161183,92
gene_4235143,92
gene_3659031,92
gene_4344153,91
gene_4244922,91
gene_3786210,91
gene_4616817,91
gene_3892366,91
gene_3586770,91
gene_3805768,90
gene_3793633,90
gene_3189359,90
gene_3812019,90
gene_4330678,90
gene_3580669,90
gene_4433435,90
gene_4410843,90
gene_2971417,90
gene_3480383,90
gene_3997852,89
gene_4182415,89
gene_4599246,89
gene_4474925,89
gene_4438284,89
gene_4267290,89
gene_4225159,89
gene_3158900,88
gene_3907540,88
gene_3725564,87
gene_3703372,87
gene_4231814,87
gene_4000532,87
gene_2261200,87
gene_4506083,87
gene_4454277,87
gene_4432533,86
gene_2076199,86
gene_4128700,86
gene_4111488,85
1-6_GL0033537,85
gene_3377691,85
gene_3229889,85
6-7_GL0086369,85
gene_3744795,85
gene_4340244,85
gene_3085275,84
gene_3515490,84
gene_4591506,84
gene_4343413,84
gene_4549003,84
gene_4108298,83
gene_3540867,83
gene_4081333,83
gene_4024347,83
gene_4109858,83
gene_4379080,83
gene_3527197,83
gene_3905967,82
gene_4485090,82
gene_4003132,82
gene_4028346,82
gene_2510662,82
gene_3768273,82
gene_4574066,82
gene_4168708,81
gene_3152684,81
gene_3083204,81
gene_3718247,81
gene_3383690,81
gene_3948284,81
gene_2829367,81
gene_3203908,80
gene_4625063,80
gene_3171552,80
gene_2893334,80
gene_3645846,80
gene_3261430,80
gene_3804100,80
gene_3341150,80
gene_3332306,80
gene_2297767,79
gene_3805983,79
gene_3795525,79
gene_3379480,79
gene_3728606,79
gene_4571836,79
gene_4626050,78
gene_3320975,78
gene_3550655,78
gene_4487284,78
gene_2948675,78
gene_3932205,78
gene_3241215,78
gene_4508692,78
gene_1713605,78
gene_4019767,77
gene_3894916,77
gene_3707096,77
gene_3887581,77
gene_4395857,77
gene_2500429,77
gene_2965782,77
gene_3395106,76
gene_4616707,76
gene_3358134,76
gene_3462121,76
gene_4326498,76
gene_3266366,76
gene_4083949,76
gene_4038605,76
gene_2822456,76
gene_3308587,75
gene_3988888,75
gene_4023422,75
gene_3872891,75
gene_3690615,75
gene_4473079,75
gene_4349316,75
gene_3730337,75
gene_2476467,75
gene_3339832,75
gene_3179389,75
gene_4048702,75
gene_3517020,74
gene_2968920,74
gene_4362502,74
gene_3959314,74
gene_3333401,74
gene_1740551,74
gene_4436873,74
gene_4263458,74
gene_3198682,74
gene_3767710,74
gene_3608420,74
gene_3840685,74
gene_4084056,74
gene_4244163,74
gene_4596176,74
gene_3148444,74
gene_3854067,73
gene_3779955,73
gene_3010581,73
gene_4336286,73
gene_4547668,73
gene_3893494,73
gene_4294065,73
gene_2834438,72
gene_3762951,72
gene_4632657,72
gene_4489033,72
gene_3780465,72
gene_2979519,72
gene_4138778,72
gene_4330534,72
gene_4224344,72
gene_4611660,72
gene_2963088,72
gene_3810644,72
gene_3878054,71
gene_3343801,71
gene_3795087,71
gene_4439133,71
gene_2859489,71
gene_3317314,71
gene_2248639,71
gene_4479687,71
gene_2224729,71
gene_3080896,70
gene_3520012,70
gene_4539399,70
gene_3231882,70
gene_4185189,70
gene_4073680,70
gene_3912736,70
gene_4028241,70
gene_2774755,70
gene_4474711,70
gene_4182695,69
gene_4200495,69
gene_4172442,69
gene_4043141,69
gene_3720806,69
gene_3107146,69
gene_3560330,69
gene_4081700,69
gene_3531461,69
gene_4119150,69
gene_3327492,69
gene_4035607,69
gene_3965602,69
gene_4297428,69
gene_4502938,69
gene_4321466,69
gene_2736341,69
gene_3636052,69
gene_4107498,69
gene_4488832,69
gene_2783770,68
gene_4065777,68
gene_3870097,68
gene_2998635,68
gene_4497543,68
gene_4474850,68
gene_3041866,68
gene_3995572,68
gene_4366317,68
gene_3220136,68
gene_4573203,68
gene_2980834,67
gene_4555864,67
gene_4618926,67
gene_4080116,67
gene_4076676,67
gene_3717816,67
gene_4530090,67
gene_4241833,67
gene_4211927,67
gene_3753079,67
gene_3144460,67
gene_4094700,67
gene_4333121,67
gene_4444613,67
gene_3753006,67
gene_3336388,66
gene_3880223,66
gene_3836290,66
gene_4528009,66
gene_4581292,66
