gene,postFMT_1_duodenum
gene_2669853,51
gene_3779418,51
gene_2773358,51
gene_2852615,51
gene_3294996,51
gene_4568203,51
gene_2809812,51
gene_2002808,51
gene_2675107,51
gene_2069580,51
gene_4431957,51
gene_3987562,51
gene_4540565,51
gene_3949705,51
gene_3729322,51
gene_3772613,51
gene_3356430,51
gene_3804684,51
gene_3433975,51
gene_3360900,51
gene_3043112,51
gene_3063098,51
gene_3752757,51
gene_3932869,51
gene_3742160,51
gene_3652612,51
gene_3496065,51
gene_3047994,51
gene_4354043,51
gene_4165800,51
gene_3855697,51
gene_4462231,51
gene_3182506,51
gene_4277552,51
gene_2622799,51
gene_4633451,51
gene_4376496,51
gene_3100764,51
gene_4006045,51
gene_4422793,51
gene_3542581,51
gene_4237570,51
gene_4123913,51
gene_3005670,51
gene_3806670,51
gene_4623016,51
gene_3717866,51
gene_4182032,51
gene_2997723,51
gene_3796436,51
gene_3236405,51
gene_3190959,51
gene_4288873,51
gene_4379912,51
gene_3891793,51
gene_2937485,51
gene_3622401,51
gene_2671260,51
gene_4176701,51
gene_4462118,51
gene_2975425,51
gene_2510408,51
gene_2627012,51
gene_4499244,51
gene_2642095,51
gene_4599142,51
gene_2124086,51
gene_3832997,51
gene_2898582,51
gene_3878812,51
gene_3591349,51
gene_2384880,51
gene_3125837,51
gene_4312784,51
gene_3385870,51
gene_4402292,51
gene_4295906,51
gene_3345137,51
gene_4179428,51
gene_3292744,51
gene_3298593,51
gene_3721109,51
gene_4164635,51
gene_2751239,51
gene_3703026,51
gene_3854414,51
gene_3027436,51
gene_2976850,51
gene_4427507,51
gene_4515072,51
gene_2829843,51
gene_4436518,51
gene_2922162,51
gene_3863167,51
gene_2755310,51
gene_3784908,51
gene_2000278,51
gene_3575757,51
gene_3138073,51
gene_2206734,51
gene_3894486,51
gene_4463069,51
gene_3337282,51
gene_3043916,51
gene_3957580,51
gene_4540990,51
gene_4153230,51
gene_3919610,51
gene_2843923,51
gene_4371070,51
gene_3638150,51
gene_4315640,51
gene_2945422,51
gene_3345229,51
gene_4207317,51
gene_4018328,51
gene_3913323,51
gene_2968324,51
gene_3662212,51
gene_3592383,51
gene_2824116,51
gene_4240734,51
gene_4563176,51
gene_3707490,51
gene_4117754,51
gene_2916307,51
gene_4415309,51
gene_1686479,51
gene_3658852,51
gene_3167458,51
gene_4366892,51
gene_4026990,51
gene_3139389,51
gene_3742743,51
gene_2832419,51
gene_4350484,51
gene_4206624,51
gene_4267425,51
gene_3114131,51
gene_4269941,51
gene_3845053,51
gene_2535404,51
gene_2651539,51
gene_2737306,51
gene_3026715,51
gene_2613452,51
gene_3505700,51
gene_4572455,51
gene_3509741,51
gene_3538215,51
gene_4631654,51
gene_4434697,51
gene_2505818,51
gene_4112254,51
gene_4568869,51
gene_3065428,51
gene_2781446,51
gene_3538503,51
gene_4160291,51
gene_3596813,51
gene_3723054,51
gene_3390528,51
gene_4359374,51
gene_2963071,51
gene_2900046,51
gene_2977003,51
gene_4460134,51
gene_3903512,51
gene_4457784,51
gene_1593513,51
gene_3689073,51
gene_3644418,51
gene_3575817,51
gene_3056408,51
gene_3164282,51
gene_4302164,51
gene_4396426,51
gene_2647598,51
gene_2751826,51
gene_2673999,51
gene_3994378,51
gene_2171634,51
gene_4479895,51
gene_3615849,51
gene_3281028,51
gene_2580564,51
gene_3979557,51
gene_4476414,51
gene_2666714,51
gene_4270990,51
gene_3925239,51
gene_2868404,51
gene_3451760,51
gene_4284191,51
gene_3907544,51
gene_3750132,51
gene_2786589,51
gene_3923291,51
gene_4538886,51
gene_4351947,51
gene_2484930,51
gene_2997041,51
gene_3285655,51
gene_4163164,51
gene_2661191,51
gene_3576076,51
gene_3524809,51
gene_3747136,51
gene_3370331,51
gene_2833664,51
gene_3248235,51
gene_3407520,51
gene_3449583,51
gene_3093262,51
gene_4180226,51
gene_3767733,51
gene_3161160,51
gene_3022105,51
gene_3981194,51
gene_3439390,51
gene_3072521,51
gene_4312785,51
gene_2580244,51
gene_2919905,51
gene_3734920,51
gene_3392441,51
gene_4325207,51
gene_4105439,51
gene_4288946,51
gene_4355830,51
gene_4193248,51
gene_3116614,51
gene_4208168,51
gene_4194481,51
gene_4079587,51
gene_3148004,51
gene_3529821,51
gene_4346321,51
gene_3685046,51
gene_4539378,51
gene_3470788,51
gene_4048886,51
gene_1761047,51
gene_4544527,51
gene_2951316,51
gene_3040018,51
gene_3262647,51
gene_4554496,51
gene_3971542,51
gene_4321579,51
gene_2656258,51
gene_3913308,51
gene_2550640,51
gene_3251293,51
gene_3810894,51
gene_4214913,50
gene_3429527,50
gene_3183814,50
gene_3468113,50
gene_3720957,50
gene_2562320,50
gene_4426838,50
gene_3845479,50
gene_3919818,50
gene_3850402,50
gene_2448382,50
gene_3133018,50
gene_4457367,50
gene_2645527,50
gene_3705232,50
gene_2099803,50
gene_4447434,50
gene_2433916,50
gene_2929818,50
gene_3456015,50
gene_4511462,50
gene_2601778,50
gene_4159298,50
gene_4515910,50
gene_3365542,50
gene_3407788,50
gene_4566958,50
gene_4591392,50
gene_3901790,50
gene_3166147,50
gene_4095692,50
gene_3874633,50
gene_3740068,50
gene_3277637,50
gene_3885556,50
gene_4013854,50
gene_4376087,50
gene_3859425,50
gene_3210513,50
gene_4542315,50
gene_2996202,50
gene_4629633,50
gene_3849423,50
gene_3494241,50
gene_3674016,50
gene_3052032,50
gene_4419905,50
gene_3359560,50
gene_4177286,50
gene_3358178,50
gene_3534902,50
gene_3437320,50
gene_4494047,50
gene_2682655,50
gene_4447605,50
gene_4506464,50
gene_4621943,50
gene_4630745,50
gene_2500495,50
gene_4609390,50
gene_4453991,50
gene_3395068,50
gene_4517967,50
gene_3644663,50
gene_4024460,50
gene_4135265,50
gene_3091525,50
gene_3632026,50
gene_3861426,50
gene_3714522,50
gene_4094902,50
gene_2798864,50
gene_3024452,50
gene_4102003,50
gene_4506483,50
gene_3420302,50
gene_2834896,50
gene_3196985,50
gene_4307218,50
gene_3684237,50
gene_2852674,50
gene_3957684,50
gene_4554735,50
gene_4191845,50
gene_3821835,50
gene_4082180,50
gene_4636915,50
gene_3652931,50
gene_3955250,50
gene_2598531,50
gene_3191254,50
gene_3672797,50
gene_4240733,50
gene_3879497,50
6-7_GL0031211,50
gene_4492361,50
gene_3581228,50
gene_2922656,50
gene_3005125,50
gene_2654867,50
gene_3768492,50
gene_3763143,50
gene_3471585,50
gene_2656554,50
gene_3688289,50
gene_2416715,50
gene_3388112,50
gene_3690795,50
gene_3941342,50
gene_2050487,50
gene_3985961,50
gene_3552114,50
gene_2816493,50
gene_2693368,50
gene_4117058,50
gene_2752731,50
gene_3996417,50
gene_3959550,50
gene_3453769,50
gene_3223934,50
gene_3210695,50
gene_4444964,50
gene_4330656,50
gene_4533627,50
gene_3364956,50
gene_3608124,50
gene_4455584,50
gene_4061079,50
gene_4536480,50
gene_3634964,50
gene_4083406,50
gene_2766674,50
gene_4411473,50
gene_4281943,50
gene_3568166,50
gene_3571060,50
gene_4201588,50
gene_4158379,50
gene_4056138,50
gene_3659497,50
gene_3575599,50
gene_3850255,50
gene_2418690,50
gene_4139911,50
gene_3556648,50
gene_3247630,50
gene_4572356,50
gene_4259714,50
gene_4004917,50
gene_3861326,50
gene_2935700,50
gene_3174103,50
gene_3932575,50
gene_3521901,50
gene_3071688,50
gene_4475777,50
gene_4498234,50
gene_4321108,50
gene_3105080,50
gene_4317126,50
gene_3416408,50
gene_4340800,50
gene_4180970,50
gene_2678364,50
gene_3488454,50
gene_4621558,50
gene_3328106,50
gene_3573162,50
gene_2457189,50
gene_4495519,50
gene_4220195,50
gene_3609312,50
gene_2913365,50
gene_3365830,50
gene_3023709,50
gene_3565786,50
gene_4251043,50
gene_3707651,50
gene_4123947,50
gene_4453191,50
gene_3676372,50
gene_2876147,50
gene_1549134,50
gene_3556870,50
gene_3857176,50
gene_3472424,50
gene_2978760,50
gene_4253750,50
gene_3343896,50
gene_4036362,50
gene_2825081,50
gene_4030672,50
gene_4300631,50
gene_3511648,50
gene_4033912,50
gene_3377996,50
gene_4492568,50
gene_3439029,50
gene_3226819,50
gene_3840998,50
gene_3167552,50
gene_2413912,50
gene_3931276,50
gene_2871907,50
gene_3621937,50
gene_4573522,50
gene_3589177,50
gene_4201668,50
gene_3757336,50
gene_2256456,50
gene_3603687,50
gene_4281672,50
gene_4034512,50
gene_2732433,50
gene_4551501,50
gene_3868597,50
gene_3580218,50
gene_3155393,50
gene_2563494,50
gene_3100492,50
gene_3539485,50
gene_4453775,50
gene_4087774,50
gene_3840601,50
gene_4635251,50
gene_2993439,50
gene_2638083,50
gene_3456935,50
gene_4294481,50
gene_4114376,50
gene_4300570,50
gene_3289524,50
gene_3570237,50
gene_2701546,50
gene_3435588,50
gene_2676452,50
gene_3709707,50
gene_4466532,50
gene_4292924,50
gene_3707031,50
gene_4488078,50
gene_4559344,50
gene_3855037,50
gene_2557750,50
gene_3107957,50
gene_4069444,50
gene_4163290,50
gene_3581227,50
gene_3466181,50
gene_3566367,50
gene_3741889,50
gene_4160017,50
gene_4378239,50
gene_4284752,50
gene_2860854,50
gene_3499980,50
gene_3580569,50
gene_4338281,50
gene_2932366,50
gene_4626290,50
gene_4626981,50
gene_2545080,50
gene_4201708,50
gene_2812744,50
gene_3350862,50
gene_3970048,50
gene_3735041,50
gene_4570187,50
gene_4516122,50
gene_3378236,50
gene_4189008,50
gene_4274149,50
gene_2709127,50
gene_3402343,50
gene_3801444,50
gene_2902374,50
gene_4330585,50
gene_4151176,50
gene_3798622,50
gene_4597122,50
gene_3846348,50
gene_2942345,50
gene_4131027,50
gene_4187523,50
gene_3244540,50
gene_3646303,50
gene_3548620,50
gene_3076598,49
gene_4531992,49
gene_3745470,49
gene_2874818,49
gene_4267058,49
gene_4629327,49
gene_4186144,49
gene_3765662,49
gene_2234766,49
gene_3378835,49
gene_4475656,49
gene_4411537,49
gene_3547144,49
gene_3401982,49
gene_3117300,49
gene_3656944,49
gene_3160355,49
gene_4140868,49
gene_4311481,49
gene_3277031,49
gene_4342646,49
gene_4065863,49
gene_4138172,49
gene_4155350,49
gene_4170263,49
gene_2497540,49
gene_3405960,49
gene_2798751,49
gene_4530833,49
gene_2594270,49
gene_2553132,49
gene_4465616,49
gene_3138359,49
gene_2552309,49
gene_4516389,49
gene_3867136,49
gene_3517708,49
gene_3661169,49
gene_3191409,49
gene_3850744,49
gene_4270790,49
gene_3793768,49
gene_4210207,49
gene_3089662,49
gene_4140526,49
gene_3170142,49
gene_3603556,49
gene_3344267,49
gene_4268349,49
gene_3354997,49
gene_3886785,49
gene_4627468,49
gene_2747678,49
gene_4306819,49
gene_3188249,49
gene_3198559,49
gene_3147697,49
gene_3344068,49
gene_4441074,49
gene_2280664,49
gene_4375571,49
gene_3542143,49
gene_3647452,49
gene_2484870,49
gene_3416320,49
gene_3250963,49
gene_4385188,49
gene_3867442,49
gene_3266115,49
gene_3945619,49
gene_3210694,49
gene_2247959,49
gene_2441982,49
gene_2902459,49
gene_4213551,49
gene_3508978,49
gene_4186306,49
gene_3212121,49
gene_4584651,49
gene_3772388,49
gene_4190925,49
gene_3473063,49
gene_3681545,49
gene_3829458,49
gene_3905949,49
gene_3812995,49
gene_4315451,49
gene_3992840,49
gene_4536829,49
gene_3835846,49
gene_3580269,49
gene_4579502,49
gene_4032868,49
gene_3018011,49
gene_3597883,49
gene_4425840,49
gene_3936359,49
gene_2937482,49
gene_3217168,49
gene_2274176,49
gene_4133103,49
gene_4102060,49
gene_1398161,49
gene_4205495,49
gene_3445125,49
gene_2671102,49
gene_4026825,49
gene_2349675,49
gene_4555713,49
gene_4286837,49
gene_3092623,49
gene_3999441,49
gene_2392159,49
gene_4027412,49
gene_3053116,49
gene_4315892,49
gene_3184650,49
gene_4373850,49
gene_2053284,49
gene_2619718,49
gene_3491680,49
gene_3372957,49
gene_3898663,49
gene_4478730,49
gene_3604630,49
gene_4017536,49
gene_2993048,49
gene_4121641,49
gene_2673027,49
gene_4191282,49
gene_3643317,49
gene_4478931,49
gene_3762089,49
gene_3631614,49
gene_3574964,49
gene_4603971,49
gene_4132977,49
gene_4445181,49
gene_4505371,49
gene_3904999,49
gene_3238130,49
gene_4477851,49
gene_4420503,49
gene_3714699,49
gene_3984196,49
gene_4468396,49
gene_2610781,49
gene_2581551,49
gene_4242389,49
gene_2725011,49
gene_3652233,49
gene_3413340,49
gene_2243015,49
gene_3870838,49
gene_3910742,49
gene_2448744,49
gene_3729254,49
gene_3320380,49
gene_2384974,49
gene_3037223,49
gene_3223794,49
gene_4272563,49
gene_4574211,49
gene_3392831,49
gene_3060628,49
gene_4115554,49
gene_2222289,49
gene_4286684,49
gene_3516818,49
gene_4491491,49
gene_4131699,49
gene_2600212,49
gene_2405068,49
gene_2563462,49
gene_4378029,49
gene_3791138,49
gene_4541943,49
gene_3196592,49
gene_3402837,49
gene_3415490,49
gene_4434499,49
gene_2606693,49
gene_3998685,49
gene_4261460,49
gene_2910653,49
gene_3915317,49
gene_4465565,49
gene_4357818,49
gene_3052100,49
gene_4077643,49
gene_2674534,49
gene_4089649,49
gene_2117759,49
gene_3406177,49
gene_3681159,49
gene_4096174,49
gene_2801813,49
gene_4102113,49
gene_3386608,49
gene_3094300,49
gene_4546353,49
gene_2476605,49
gene_3487942,49
gene_4219467,49
gene_2549355,49
gene_3715689,49
gene_4088538,49
gene_4284538,49
gene_2638433,49
gene_4261474,49
gene_4190416,49
gene_4580369,49
gene_1839334,49
gene_4383140,49
gene_3483111,49
gene_4604833,49
gene_4232094,49
gene_2901794,49
gene_3380562,49
gene_4435277,49
gene_3002140,49
gene_2728924,49
gene_4019990,49
gene_2745609,49
gene_4326262,49
gene_3796250,49
gene_4116835,49
gene_4441502,49
gene_4004626,49
gene_4008494,49
gene_4504919,49
gene_3684566,49
gene_3716744,49
gene_3585400,49
gene_2498740,49
gene_2201880,49
gene_3339304,49
gene_3698787,49
gene_3692759,49
gene_3516217,49
gene_3911382,49
gene_4543949,49
gene_2921111,49
gene_3115620,49
gene_4548505,49
gene_2370213,49
gene_4063495,49
gene_2700208,49
gene_4304459,49
gene_4613316,49
gene_3537390,49
gene_4052062,49
gene_4300801,49
gene_3896814,49
gene_4559821,49
gene_4417654,49
gene_2450778,49
gene_3744615,49
gene_3043295,49
gene_2176472,49
gene_2622255,49
gene_2882442,49
gene_3253523,49
gene_1915142,49
gene_2906953,49
gene_3042717,49
gene_4621921,49
gene_4114712,49
gene_3152237,49
gene_4485070,49
gene_4245210,49
gene_2873109,49
gene_4276953,49
gene_3523764,49
gene_3369593,49
gene_3663072,49
gene_3379299,49
gene_3916768,49
gene_4395710,49
gene_4146050,48
gene_3773899,48
gene_4540358,48
gene_4497430,48
gene_4158568,48
gene_3404186,48
gene_2732415,48
gene_3481447,48
gene_2564215,48
gene_4000544,48
gene_3041350,48
gene_3896246,48
gene_2888393,48
gene_3631430,48
gene_3945944,48
gene_2659350,48
gene_3941078,48
gene_3059674,48
gene_3824381,48
gene_4148545,48
gene_4500241,48
gene_3232476,48
gene_2642981,48
gene_3164431,48
gene_3843421,48
gene_3392693,48
gene_3586734,48
gene_3865685,48
gene_3381271,48
gene_2404444,48
gene_4266489,48
gene_3240092,48
gene_2702808,48
gene_4332996,48
gene_3553931,48
gene_4058117,48
gene_4387532,48
gene_2246596,48
gene_3687280,48
gene_4218084,48
gene_3353478,48
gene_2693904,48
gene_3588756,48
gene_4414855,48
gene_4529333,48
gene_3561087,48
gene_3108308,48
gene_3049203,48
gene_4456570,48
gene_3439160,48
gene_4339693,48
gene_3701478,48
gene_3927938,48
gene_3232676,48
gene_4123432,48
gene_3646552,48
gene_4416922,48
gene_4075011,48
gene_3808275,48
gene_3430385,48
gene_3944699,48
gene_3847958,48
gene_4197088,48
gene_2948585,48
gene_2345736,48
gene_4498767,48
gene_4232618,48
gene_4565701,48
gene_3960716,48
gene_4584153,48
gene_2235289,48
gene_3902466,48
gene_3258894,48
gene_4301278,48
gene_3348162,48
gene_4598987,48
gene_4543363,48
gene_2522817,48
gene_4507808,48
gene_3321514,48
gene_3090494,48
gene_4563610,48
gene_4307239,48
gene_4026592,48
gene_4421090,48
gene_2661667,48
gene_3127355,48
gene_3987643,48
gene_3219467,48
gene_4121063,48
gene_2120929,48
gene_2662138,48
gene_3726120,48
gene_3360154,48
gene_2063877,48
gene_4564379,48
gene_3138754,48
gene_3149934,48
gene_4626454,48
gene_2713429,48
gene_4127034,48
gene_4326896,48
gene_4156881,48
gene_2912437,48
gene_2669571,48
gene_3836117,48
gene_4033709,48
gene_4596366,48
gene_3148009,48
gene_4405471,48
gene_4083458,48
gene_4339519,48
gene_4357049,48
gene_4552536,48
gene_4211510,48
gene_4044013,48
gene_4506986,48
gene_3185794,48
gene_3035933,48
gene_1719308,48
gene_3250996,48
gene_3667507,48
gene_3523697,48
gene_2496826,48
gene_2720522,48
gene_4233636,48
gene_4025164,48
gene_3356119,48
gene_3403282,48
gene_4063528,48
gene_2490654,48
gene_2328767,48
gene_3891935,48
gene_2435938,48
gene_3735034,48
gene_3916637,48
gene_3615420,48
gene_3540511,48
gene_4604734,48
gene_4019342,48
gene_4113790,48
gene_3178140,48
gene_4248434,48
gene_4192227,48
gene_3491468,48
gene_2939662,48
gene_4580948,48
gene_3820326,48
gene_4308292,48
gene_4496105,48
gene_3389762,48
gene_2455054,48
gene_4360386,48
gene_4410288,48
gene_4385240,48
gene_2936342,48
gene_4578071,48
gene_4177129,48
gene_2787277,48
gene_3812781,48
gene_3822432,48
gene_4602741,48
gene_4157228,48
gene_4160421,48
gene_2662137,48
gene_3814430,48
gene_2957897,48
gene_3837973,48
gene_3157673,48
gene_4594837,48
gene_4438439,48
gene_3363986,48
gene_2681895,48
gene_3448235,48
gene_4261834,48
gene_3419345,48
gene_2672989,48
gene_4609408,48
gene_2897377,48
gene_3386901,48
gene_4068869,48
gene_3384498,48
gene_3188693,48
gene_2743082,48
gene_4529286,48
gene_1833786,48
gene_2986815,48
gene_3858191,48
gene_4616673,48
gene_3699108,48
gene_2415261,48
gene_3160589,48
gene_3726562,48
gene_2413045,48
gene_2974577,48
gene_4104471,48
gene_2825568,48
gene_3350854,48
gene_3821337,48
gene_3778507,48
gene_3478758,48
gene_3565596,48
gene_4380985,48
gene_4147632,48
gene_3870176,48
gene_3655062,48
gene_4191948,48
gene_3699972,48
gene_3583534,48
gene_3807758,48
gene_3073014,48
gene_4592385,48
gene_4313207,48
gene_3164828,48
gene_3154071,48
gene_3738894,48
gene_3902148,48
gene_4011333,48
gene_3788727,48
gene_4490697,48
gene_3483184,48
gene_3698682,48
gene_3102320,48
gene_1791890,48
gene_2680852,48
gene_3478635,48
gene_4143237,48
gene_4123319,48
gene_4385080,48
gene_3589606,48
gene_4374013,48
gene_4298479,48
gene_3757953,48
gene_3741085,48
gene_4280101,48
gene_4477718,48
gene_3938207,48
gene_3330641,48
gene_3712706,48
gene_2331094,48
gene_3670396,48
gene_4449226,48
gene_4206276,48
gene_2634695,48
gene_1461041,48
gene_2598026,48
gene_2755042,48
gene_4088827,48
gene_2825845,48
gene_4422893,48
gene_4029366,48
gene_3760361,48
gene_4062411,48
gene_4026016,48
gene_2615980,48
gene_4613757,48
gene_4355570,48
gene_1938875,48
gene_4233422,48
gene_4267029,48
gene_3201218,48
gene_4096047,48
gene_3922354,48
gene_3344485,48
gene_4149087,48
gene_3001609,48
gene_3145741,48
gene_4380508,48
gene_4252087,48
gene_4596226,48
gene_4026489,48
gene_3310148,48
gene_2009186,48
gene_4455377,48
gene_4099588,48
gene_2773973,48
gene_2161864,48
gene_4347001,48
gene_2693252,48
gene_2402086,48
gene_4464359,48
gene_4594827,48
gene_2993663,48
gene_4632930,48
gene_4062357,48
gene_3520789,48
gene_3498055,48
gene_1892390,48
gene_3979829,48
gene_3482792,48
gene_3037302,48
gene_2931850,48
gene_2719706,48
gene_2930221,48
gene_4423411,48
gene_4028509,48
gene_3112978,48
gene_3646888,48
gene_3994209,48
gene_3418589,48
gene_4099706,48
gene_3049047,48
gene_3406753,48
gene_3760118,48
gene_3097526,48
gene_4610436,48
gene_4507830,48
gene_4614158,48
gene_3388932,48
gene_4132408,48
gene_3754377,48
gene_4062003,48
gene_4353970,48
gene_4521577,48
gene_3169044,48
gene_3189972,48
gene_3968423,48
gene_3908043,48
gene_3463727,48
gene_4608703,48
gene_3469587,48
gene_4299371,48
gene_3000262,48
gene_3857475,47
gene_3381289,47
gene_3303949,47
gene_4108081,47
gene_3635093,47
gene_4170510,47
gene_3998327,47
gene_4629646,47
gene_4563443,47
gene_3758166,47
gene_3011007,47
gene_4529078,47
gene_3901072,47
gene_2514742,47
gene_3267102,47
gene_4065222,47
gene_3593151,47
gene_3367287,47
gene_3366865,47
gene_3521727,47
gene_3380831,47
gene_2261687,47
gene_3602692,47
gene_4068867,47
gene_3300814,47
gene_2993382,47
gene_3140617,47
gene_4513103,47
gene_3138410,47
gene_3432823,47
gene_3035248,47
gene_3707079,47
gene_4081342,47
gene_3812372,47
gene_2442657,47
gene_3950974,47
gene_2708506,47
gene_2436233,47
gene_2669907,47
gene_3010034,47
gene_3449876,47
gene_4316267,47
gene_4372878,47
gene_3830898,47
gene_2474587,47
gene_2744644,47
gene_4433783,47
gene_3453055,47
gene_4423225,47
gene_4158532,47
gene_3710994,47
gene_3466079,47
gene_4105186,47
gene_3174195,47
gene_4390597,47
gene_2693704,47
gene_2181500,47
gene_4184888,47
gene_3582170,47
gene_4359170,47
gene_4311828,47
gene_4267943,47
gene_2258697,47
gene_4302196,47
gene_3088532,47
gene_3243265,47
gene_2801485,47
gene_2980919,47
gene_4436857,47
gene_4206533,47
gene_2529440,47
gene_4578600,47
gene_3514133,47
gene_4625156,47
gene_2819192,47
gene_3402399,47
gene_4209757,47
gene_3835718,47
gene_3396395,47
gene_3035592,47
gene_3460590,47
gene_3807305,47
gene_3655676,47
gene_3387352,47
gene_3493592,47
gene_4560034,47
gene_4363085,47
gene_4238375,47
gene_4335431,47
gene_4277798,47
gene_4025049,47
gene_3833348,47
gene_4024343,47
gene_3905585,47
gene_2651566,47
gene_3012713,47
gene_3075912,47
gene_3394533,47
gene_4516716,47
gene_2348330,47
gene_3923880,47
gene_3244553,47
gene_3203325,47
gene_3645896,47
gene_3152766,47
gene_3868953,47
gene_4484999,47
gene_4517699,47
gene_3546926,47
gene_2873070,47
gene_2733623,47
gene_2741875,47
gene_3879370,47
gene_3743320,47
gene_3285587,47
gene_4415399,47
gene_4329662,47
gene_3907076,47
gene_4568611,47
gene_4461141,47
gene_2902828,47
gene_4197582,47
gene_4357767,47
gene_4235044,47
gene_4533639,47
gene_2818656,47
gene_3679963,47
gene_4141202,47
gene_2737246,47
gene_3455933,47
gene_3918868,47
gene_4148984,47
gene_2148559,47
gene_4429466,47
gene_4281600,47
gene_4150373,47
gene_3793366,47
gene_2598996,47
gene_4247091,47
gene_3073267,47
gene_4127063,47
gene_3101056,47
gene_2924199,47
gene_4481240,47
gene_4359735,47
gene_2846948,47
gene_3524530,47
gene_3067334,47
gene_3623702,47
gene_2837112,47
gene_4295940,47
gene_3708080,47
gene_3675453,47
gene_4421774,47
gene_3960010,47
gene_3002566,47
gene_3368791,47
gene_3784204,47
gene_3637882,47
gene_3251627,47
gene_4456072,47
gene_3561977,47
gene_3417977,47
gene_4556980,47
gene_3671894,47
gene_3179343,47
gene_3116989,47
gene_4218085,47
gene_3710487,47
gene_4250180,47
gene_4340685,47
gene_4627311,47
gene_3252234,47
gene_4428823,47
gene_2589268,47
gene_3397035,47
gene_3954395,47
gene_3388249,47
gene_4555327,47
gene_4091558,47
gene_3392208,47
gene_3784181,47
gene_3380561,47
gene_4212922,47
gene_4125158,47
gene_4339224,47
gene_3729253,47
gene_4173426,47
gene_3116890,47
gene_3983731,47
gene_3628741,47
gene_4315639,47
gene_3705127,47
gene_3907388,47
gene_4194141,47
gene_4317590,47
gene_4224254,47
gene_4286451,47
gene_4269585,47
gene_3937275,47
gene_3700171,47
gene_4304260,47
gene_3408220,47
gene_3576283,47
gene_3837309,47
gene_4133799,47
gene_3250472,47
gene_3412848,47
gene_3950359,47
gene_3509343,47
gene_4470320,47
gene_4597915,47
gene_4315090,47
gene_3588386,47
gene_3383513,47
gene_3714764,47
gene_2978757,47
gene_4107387,47
gene_3417164,47
gene_2401212,47
gene_3507045,47
gene_4374747,47
gene_3747567,47
gene_4508898,47
gene_3259753,47
gene_2651836,47
gene_3671745,47
gene_3865941,47
gene_3978084,47
gene_4618365,47
gene_3559610,47
gene_3192511,47
gene_4559138,47
gene_4396270,47
gene_3096585,47
gene_3093534,47
gene_3764891,47
gene_3456773,47
gene_4218926,47
gene_3966558,47
gene_2950225,47
gene_4347873,47
gene_3629046,47
gene_3815815,47
gene_4093984,47
gene_4101101,47
gene_3071282,47
gene_4226543,47
gene_4489140,47
gene_3941338,47
gene_2699520,47
gene_3743654,47
gene_4452918,47
gene_4460600,47
gene_4019867,47
gene_3945058,47
gene_1869649,47
gene_3018117,47
gene_3799846,47
gene_4340537,47
gene_1847622,47
gene_3545693,47
gene_3742201,47
gene_4452166,47
gene_3542549,47
gene_4309928,47
gene_3443378,47
gene_3368046,47
gene_3655666,47
gene_3947927,47
gene_3799463,47
gene_2601107,47
gene_4117061,47
gene_3561616,47
gene_4465050,47
gene_3260746,47
gene_3060786,47
gene_3700549,47
gene_3963448,47
gene_4247140,47
gene_3343099,47
gene_3819021,47
gene_4461416,47
gene_4455420,47
gene_4136118,47
gene_2545358,47
gene_4448681,47
gene_4638777,47
gene_4342757,47
gene_2733334,47
gene_3186382,47
gene_3549300,47
gene_2775341,47
gene_3590844,47
gene_3325445,47
gene_4455942,47
gene_3847066,47
gene_3755823,47
gene_3852615,47
gene_3718920,47
gene_3695488,47
gene_3308443,47
gene_2423488,47
gene_2629747,47
gene_3659436,47
gene_2911056,47
gene_4423031,47
gene_4158956,47
gene_3956102,47
gene_4483610,47
gene_3565230,47
gene_3272933,47
gene_4119047,47
gene_3488755,47
gene_2688106,47
gene_3687700,47
gene_3374059,47
gene_1749121,47
gene_4504790,47
gene_4225890,46
gene_3763703,46
gene_4003462,46
gene_3798036,46
gene_3834233,46
gene_3905464,46
gene_4107237,46
gene_3729859,46
gene_3917171,46
gene_3081879,46
gene_3903456,46
gene_3702001,46
gene_2962225,46
gene_4155837,46
gene_3408857,46
gene_3191407,46
gene_4217961,46
gene_4362708,46
gene_3266116,46
gene_4041500,46
gene_3695696,46
gene_3887754,46
gene_4003465,46
gene_2461097,46
gene_3456436,46
gene_3796265,46
gene_4516738,46
gene_3918875,46
gene_4621108,46
gene_2856164,46
gene_4042320,46
gene_2193687,46
gene_3259911,46
gene_4547849,46
gene_4431827,46
gene_4061243,46
gene_3872353,46
gene_3042374,46
gene_2443710,46
gene_4303295,46
gene_3346275,46
gene_2843077,46
gene_4107672,46
gene_4473000,46
gene_4534843,46
gene_2527932,46
gene_4515774,46
gene_3215299,46
gene_2605359,46
gene_4601286,46
gene_4279161,46
gene_4423845,46
gene_4430624,46
gene_3795551,46
gene_4152214,46
gene_3763702,46
gene_3328693,46
gene_2560422,46
gene_1950681,46
gene_2891613,46
gene_3748695,46
gene_3045681,46
gene_2576748,46
gene_2943193,46
gene_3257133,46
gene_4162441,46
gene_2674350,46
gene_4264402,46
gene_3589405,46
gene_4501793,46
gene_4492784,46
gene_4280519,46
gene_2835693,46
gene_3854715,46
gene_3201854,46
gene_4258117,46
gene_2591806,46
gene_4054655,46
gene_2204351,46
gene_3335680,46
gene_4470648,46
gene_4185365,46
gene_2829011,46
gene_2290807,46
gene_4507528,46
gene_3228440,46
gene_2306410,46
gene_3592062,46
gene_3292717,46
gene_4527125,46
