gene,postFMT_4_duodenum
gene_3975136,156
gene_3368096,156
gene_3330149,156
gene_4553465,156
gene_3078661,156
gene_4447845,156
gene_3677609,156
gene_4553513,156
gene_3896965,156
gene_4331835,156
gene_4431985,156
gene_3426511,156
gene_2319796,156
gene_4041499,156
gene_4467719,156
gene_4411852,156
gene_3726757,156
gene_3748783,156
gene_4486927,156
gene_2779187,156
gene_4137552,156
gene_4212923,156
gene_4167996,155
gene_3875203,155
gene_4297909,155
gene_4611559,155
gene_4254604,155
gene_3016708,155
gene_4510152,155
gene_3053459,155
gene_3185683,155
gene_3050436,155
gene_3275381,155
gene_3522664,155
gene_4341454,155
gene_3768643,155
gene_2683028,155
gene_3572674,155
gene_3701203,155
gene_3893449,155
gene_4358790,155
gene_4009911,155
gene_3935922,155
gene_4223775,155
gene_3391596,155
gene_3745531,155
gene_4422260,155
gene_3717873,155
gene_2374421,155
gene_3963593,155
gene_3470329,155
gene_3877778,155
gene_3431328,155
gene_4280536,155
gene_2509831,155
gene_3392869,155
gene_4480337,155
gene_3892342,155
gene_4221393,155
gene_4389481,155
gene_4286385,155
gene_1993944,155
gene_2903784,155
gene_2864733,155
gene_3296417,155
gene_2669168,155
gene_3987114,155
gene_3659059,155
gene_4336916,155
gene_2876689,155
gene_3157030,155
gene_3320714,155
gene_3867464,155
gene_3740887,155
gene_3457165,155
gene_4099771,155
gene_3800632,155
gene_3448762,155
gene_3585330,155
gene_4016266,155
gene_2418601,155
gene_3941656,155
gene_3602233,155
gene_4377794,155
gene_3675126,155
gene_3614203,155
gene_3795783,155
gene_3535287,155
gene_3994315,155
gene_4552232,155
gene_4608667,155
gene_3108310,155
gene_3485427,155
gene_4072462,155
gene_4435567,155
gene_3638656,155
gene_4390576,155
gene_4143307,154
gene_3689265,154
gene_3833704,154
gene_2905822,154
gene_4469183,154
gene_3277325,154
gene_3139386,154
gene_2946350,154
gene_4319405,154
gene_2818499,154
gene_4233657,154
gene_3794852,154
gene_3115257,154
gene_3616325,154
gene_2689952,154
gene_4320444,154
gene_3231643,154
gene_4063954,154
gene_3617049,154
gene_3167218,154
gene_4060307,154
gene_2022719,154
gene_3905193,154
gene_2263447,154
gene_3344691,154
gene_3514919,154
gene_3484547,154
gene_4267150,154
gene_3667856,154
gene_4118078,154
gene_3326825,154
gene_3497237,154
gene_4589429,154
gene_4611327,154
gene_3821492,154
gene_3016597,154
gene_4190884,154
gene_3437874,154
gene_4049867,154
gene_3724841,154
gene_3819485,154
gene_3912301,154
gene_4384544,154
gene_3270522,154
gene_3580921,154
gene_3367423,154
gene_3873662,154
gene_4590702,154
gene_3764683,154
gene_3857346,154
gene_4323287,154
gene_3766949,154
gene_4240894,154
gene_4427592,154
gene_2442348,154
gene_4548504,154
gene_3897827,154
gene_3847985,154
gene_3700700,154
gene_3832546,154
gene_3939783,154
gene_2898172,154
gene_2784889,154
gene_2906763,154
gene_4409632,154
gene_4586914,154
gene_3947089,154
gene_3972143,154
gene_3426736,154
gene_2399416,153
gene_3215436,153
gene_3292553,153
gene_3493860,153
gene_3406360,153
gene_4616699,153
gene_2947796,153
gene_4258353,153
gene_3536025,153
gene_4278975,153
gene_4541814,153
gene_3648227,153
gene_3322104,153
gene_3710611,153
gene_4382652,153
gene_2787683,153
gene_4221090,153
gene_3435053,153
gene_4566988,153
gene_3250105,153
gene_2612123,153
gene_3839553,153
gene_2996486,153
gene_2774835,153
gene_3201223,153
gene_2197991,153
gene_4119315,153
gene_2827638,153
gene_2941503,153
gene_3732434,153
gene_3960268,153
gene_3928471,153
gene_3707031,153
gene_4312135,153
gene_3845052,153
gene_2746277,153
gene_3515139,153
gene_4020894,153
gene_2583557,153
gene_3398589,153
gene_4066555,153
gene_2817017,153
gene_4460232,153
gene_3160433,153
gene_3870572,153
gene_4434861,153
gene_3717358,153
gene_4062497,153
gene_3908036,153
gene_3106725,153
gene_4305062,153
gene_4453800,153
gene_1673194,153
gene_4468453,153
gene_3727059,153
gene_3828126,153
gene_4057415,153
gene_4381049,153
gene_2916023,153
gene_4562323,153
gene_4359001,153
gene_2686459,153
gene_3632928,153
gene_3790509,153
gene_2059865,153
gene_3865118,153
gene_3017885,153
gene_3328448,153
gene_3896237,153
gene_4018395,153
gene_3380412,153
gene_2173373,153
gene_3144300,153
gene_3932960,153
gene_2383344,153
gene_4618683,152
gene_4218063,152
gene_3769831,152
gene_3773000,152
gene_4274681,152
gene_3408117,152
gene_4149991,152
gene_2654505,152
gene_4530795,152
gene_2658007,152
gene_4426419,152
gene_3136665,152
gene_4154590,152
gene_3126075,152
gene_3063587,152
gene_3652277,152
gene_3702393,152
gene_4631471,152
gene_3613735,152
gene_4172047,152
gene_4362052,152
gene_3694065,152
gene_2930589,152
gene_3408169,152
gene_4613834,152
gene_4061244,152
gene_3826206,152
gene_4065177,152
gene_1899899,152
gene_2530983,152
gene_4090089,152
gene_3349163,152
gene_2946351,152
gene_2426575,152
gene_3942645,152
gene_3460437,152
gene_2796504,152
gene_4059456,152
gene_4139374,152
gene_4552513,152
gene_4359368,152
gene_3434069,152
gene_3394558,152
gene_4553948,152
gene_4398601,152
gene_3064483,152
gene_3947278,152
gene_4257488,152
gene_4604042,152
gene_3023666,152
gene_4479760,152
gene_3682406,152
gene_3670301,152
gene_3074520,152
gene_4189194,152
gene_3668237,152
gene_3554911,152
gene_3922388,152
gene_3622713,152
gene_2248628,152
gene_4373163,152
gene_4576311,152
gene_4056611,152
gene_3510140,152
gene_3680006,152
gene_3243182,152
gene_4488724,152
gene_3283147,152
gene_3105007,152
gene_4064146,152
gene_4288076,152
gene_4296188,152
gene_3208046,152
gene_4376096,152
gene_4177798,152
gene_4408306,152
gene_4491223,152
gene_3396087,152
gene_3911296,152
gene_3890631,152
gene_4122101,152
gene_2831701,152
gene_4514645,152
gene_4234757,152
gene_4340176,152
gene_2887971,152
gene_4417224,152
gene_3751030,152
gene_4281198,152
gene_3360924,152
gene_3657291,152
gene_3372421,151
gene_2465656,151
gene_4461654,151
gene_4385356,151
gene_4617324,151
gene_3079616,151
gene_2046147,151
gene_3240753,151
gene_3366455,151
gene_4302345,151
gene_3827818,151
gene_2115624,151
gene_4124367,151
gene_3082585,151
gene_4081769,151
gene_3155045,151
gene_3444466,151
gene_2806446,151
gene_2718993,151
gene_3381497,151
gene_2639619,151
gene_4350480,151
gene_3370337,151
gene_3119230,151
gene_4545157,151
gene_3416692,151
gene_3452497,151
gene_3045347,151
gene_3529996,151
gene_2346159,151
gene_4195469,151
gene_3157215,151
gene_3380887,151
gene_3706440,151
gene_3916501,151
gene_3031989,151
gene_4425586,151
gene_2566498,151
gene_4059837,151
gene_3298287,151
gene_4253287,151
gene_3305400,151
gene_4197095,151
gene_3169195,151
gene_3404084,151
gene_3130456,151
gene_3429850,151
gene_3707832,151
gene_3872153,151
gene_3170794,151
gene_3224697,151
gene_4116753,151
gene_3866632,151
gene_3812003,151
gene_4517200,151
gene_3625177,151
gene_4207381,151
gene_3159267,151
gene_3382587,151
gene_3370040,151
gene_2770572,151
gene_4431914,151
gene_3393687,151
gene_2822020,151
gene_4557304,151
gene_3991516,151
gene_2185655,151
gene_4355825,151
gene_3186064,151
gene_3368175,151
gene_3939225,151
gene_4616158,150
gene_4215687,150
gene_2540448,150
gene_4590656,150
gene_3633586,150
gene_4054096,150
gene_4546847,150
gene_4359164,150
gene_3116675,150
gene_3878827,150
gene_4549699,150
gene_3624374,150
gene_3458772,150
gene_4463729,150
gene_3472267,150
gene_3764970,150
gene_4210253,150
gene_4558114,150
gene_4036137,150
gene_3954017,150
gene_2823768,150
gene_3100299,150
gene_4122700,150
gene_4115875,150
gene_3017585,150
gene_4604113,150
gene_4246118,150
gene_3729392,150
gene_4368843,150
gene_4549349,150
gene_1990834,150
gene_4225323,150
gene_3993965,150
gene_4520703,150
gene_3153575,150
gene_2409570,150
gene_4026264,150
gene_3696243,150
gene_2734329,150
gene_3695678,150
gene_4600525,150
gene_2671260,150
gene_2298524,150
gene_4513844,150
gene_2328397,150
gene_4002177,150
gene_2077558,150
gene_4158362,150
gene_2758467,150
gene_4347327,150
gene_3536861,150
gene_2723034,150
gene_4028928,150
gene_3877060,150
gene_4318807,150
gene_4048018,150
gene_4433002,150
gene_2782027,150
gene_4469532,150
gene_4400124,150
gene_4460375,150
gene_3851440,150
gene_3940484,150
gene_3536789,150
gene_4247207,150
gene_4301437,150
gene_4318217,150
gene_4497959,150
gene_3157453,150
gene_3685142,150
gene_3876385,150
gene_4634851,149
gene_4123389,149
gene_1714104,149
gene_3905055,149
gene_4156936,149
gene_2706341,149
gene_3441496,149
gene_3865749,149
gene_4035168,149
gene_3966360,149
gene_4043851,149
gene_4328213,149
gene_4533759,149
gene_4481664,149
gene_2476495,149
gene_4173084,149
gene_2948495,149
gene_3349234,149
gene_4003538,149
gene_2877420,149
gene_3456743,149
gene_2995149,149
gene_4178508,149
gene_3840814,149
gene_4398794,149
gene_3191111,149
gene_3541406,149
gene_3014109,149
gene_4310559,149
gene_1991950,149
gene_3070406,149
gene_2248069,149
gene_4147989,149
gene_2101346,149
gene_2511401,149
gene_3294555,149
gene_4149801,149
gene_2890738,149
gene_4388943,149
gene_4528870,149
gene_2460821,149
gene_3474631,149
gene_3796348,149
gene_3716865,149
gene_4274702,149
gene_4461862,149
gene_4580137,149
gene_3692281,149
gene_3048523,149
gene_4611275,149
gene_3833604,149
gene_4614963,149
gene_4275508,149
gene_4476784,149
gene_4358040,149
gene_3333884,149
gene_4172884,149
gene_4453999,149
gene_3923683,149
gene_3059086,149
gene_3088851,149
gene_3720045,149
gene_3701871,149
gene_3810116,149
gene_3774559,149
gene_3281435,149
gene_4387159,149
gene_3893158,149
gene_2035907,149
gene_3838558,149
gene_2629228,149
gene_3643100,149
gene_4062224,149
gene_4633659,149
gene_3801235,149
gene_3858137,149
gene_4590037,149
gene_3797069,149
gene_4343533,149
gene_4187288,149
gene_3767030,149
gene_4223695,149
gene_3524168,149
gene_3985959,149
gene_2038378,149
gene_3893359,149
gene_2807496,149
gene_4156421,149
gene_4036297,149
gene_3333417,149
gene_3856106,149
gene_3748009,148
gene_2513903,148
gene_2751433,148
gene_2878984,148
gene_2954475,148
gene_4382898,148
gene_3952494,148
gene_3462065,148
gene_4443486,148
gene_3095208,148
gene_3560326,148
gene_3560877,148
gene_3551965,148
gene_4236966,148
gene_3223698,148
gene_3774480,148
gene_4483387,148
gene_2034766,148
gene_3062529,148
gene_3077176,148
gene_3300720,148
gene_4334887,148
gene_4134386,148
gene_4279656,148
gene_3415992,148
gene_3945349,148
gene_4346643,148
gene_4478335,148
gene_4235193,148
gene_3700346,148
gene_3009499,148
gene_3608826,148
gene_2723734,148
gene_4017565,148
gene_2568422,148
gene_3712218,148
gene_3008747,148
gene_3422147,148
gene_3098251,148
gene_3089137,148
gene_3067180,148
gene_4574972,148
gene_4625389,148
gene_3504976,148
gene_4621563,148
gene_4268785,148
gene_2654821,148
gene_3817951,148
gene_3562704,148
gene_4295541,148
gene_2894075,148
gene_4615950,148
1-6_GL0003274,148
gene_4136076,148
gene_3719386,148
gene_2925119,148
gene_4424368,148
gene_4359264,148
gene_3241255,148
gene_2547471,148
gene_4267909,148
gene_2831704,148
gene_3529381,148
gene_2300818,148
gene_3987642,148
gene_2819513,148
gene_4355711,148
gene_3487283,148
gene_3712022,148
gene_3730927,148
gene_4431065,148
gene_4062384,147
gene_4521043,147
gene_3196942,147
gene_3887063,147
gene_4292011,147
gene_4439645,147
gene_3292704,147
gene_2187380,147
gene_4032791,147
gene_4035752,147
gene_3506385,147
gene_3799066,147
gene_3273509,147
gene_3228613,147
gene_3875305,147
gene_2967050,147
gene_3007250,147
gene_3978273,147
gene_4322428,147
gene_3739176,147
gene_4596904,147
gene_1664688,147
gene_4184258,147
gene_4267660,147
gene_4258736,147
gene_4511003,147
gene_4354300,147
gene_4172031,147
gene_3602781,147
gene_2969533,147
gene_3554484,147
gene_3645049,147
gene_4137348,147
gene_2807650,147
gene_4160426,147
gene_2984714,147
gene_4228310,147
gene_4114060,147
gene_2661615,147
gene_2933530,147
gene_3369835,147
gene_3397966,147
gene_4387488,147
gene_3406997,147
gene_4233760,147
gene_4547637,147
gene_4281485,147
gene_4407409,147
gene_4062378,147
gene_4444226,147
gene_2953787,147
gene_3995393,147
gene_4155318,147
gene_3089345,147
gene_4265882,147
gene_3316835,147
gene_4148487,147
gene_3787809,147
gene_3904300,147
gene_3866852,147
gene_2171493,147
gene_4316301,147
gene_4497218,147
gene_3067542,147
gene_2326678,147
gene_2445034,147
gene_3290142,147
gene_4613296,147
gene_4479104,146
gene_4147252,146
gene_3912238,146
gene_4277484,146
gene_3763144,146
gene_3873408,146
gene_3098997,146
gene_4051907,146
gene_3618921,146
gene_4307866,146
gene_4459980,146
gene_4218085,146
gene_3370336,146
gene_3684323,146
gene_3950795,146
gene_4326836,146
gene_4609007,146
gene_2823645,146
gene_4384752,146
gene_3999493,146
gene_4525835,146
gene_3847958,146
gene_3124341,146
gene_3801960,146
gene_4356450,146
gene_4365484,146
gene_4511230,146
gene_3976069,146
gene_2792512,146
gene_2608753,146
gene_3957324,146
gene_3274395,146
gene_3315305,146
gene_3066959,146
gene_3572238,146
gene_3782454,146
gene_2797131,146
gene_3883176,146
gene_4358795,146
gene_3343683,146
gene_4427920,146
gene_3978743,146
gene_4133140,146
gene_4091017,146
gene_3808129,146
gene_4485645,146
gene_2566251,146
gene_2819189,146
gene_3178452,146
gene_2936398,146
gene_4036821,146
gene_2671142,146
gene_3302332,146
gene_2436232,146
gene_4323300,146
gene_4163288,146
gene_3508504,146
gene_4383646,146
gene_4510090,146
gene_3083880,146
gene_4605175,146
gene_3504349,146
gene_4281254,146
gene_3014201,146
gene_4426017,146
gene_3981638,146
gene_3705972,145
gene_4362710,145
gene_2781908,145
gene_2899858,145
gene_4138420,145
gene_4308785,145
gene_3048959,145
gene_4583799,145
gene_3176467,145
gene_3154935,145
gene_3043522,145
gene_3510600,145
gene_2332725,145
gene_4376617,145
gene_4418093,145
gene_3295144,145
gene_2817552,145
gene_2760311,145
gene_2445292,145
gene_4573693,145
gene_3616512,145
gene_3659475,145
gene_3691733,145
gene_3763673,145
gene_3290278,145
gene_4581487,145
gene_4629395,145
gene_3678136,145
gene_3083396,145
gene_4246975,145
gene_3020571,145
gene_3818221,145
gene_4305573,145
gene_3661266,145
gene_3389350,145
gene_3658578,145
gene_3398482,145
gene_2938876,145
gene_3331600,145
gene_3376976,145
gene_4494366,145
gene_3059673,145
gene_3376262,145
gene_3791139,145
gene_4505446,145
gene_3668101,145
gene_3435988,145
gene_3834127,145
gene_4199462,145
gene_3307682,145
gene_2845549,145
gene_2868919,145
gene_3658145,145
gene_4245006,145
gene_2985232,145
gene_3653870,145
gene_3860984,145
gene_2556153,145
gene_2922880,145
gene_4180709,145
gene_3535512,145
gene_4607442,145
gene_4292538,145
gene_3950225,145
gene_4084263,145
gene_4077348,145
gene_3568797,145
gene_4565555,145
gene_4140954,145
gene_2834795,145
gene_2537742,145
gene_4205323,145
gene_3546609,145
gene_3637203,145
gene_3793403,145
gene_3491325,145
gene_4436319,145
gene_2772624,145
gene_3811133,145
gene_3336099,145
gene_2580698,145
gene_3348383,145
gene_3918528,145
gene_4182811,145
gene_4392113,145
gene_2920731,145
gene_4213593,145
gene_2669438,145
gene_3601358,145
gene_3528809,144
gene_4036383,144
gene_4045434,144
gene_4476677,144
gene_4409049,144
gene_4452594,144
gene_3836840,144
gene_3516831,144
gene_4451133,144
gene_4623555,144
gene_3789316,144
gene_3186316,144
gene_4438609,144
gene_3511349,144
gene_4183620,144
gene_4303198,144
gene_4116639,144
gene_3314283,144
gene_4600094,144
gene_3929151,144
gene_3484793,144
gene_3820959,144
gene_4257919,144
gene_3597986,144
gene_3364945,144
gene_4344339,144
gene_3106753,144
gene_4412748,144
gene_3995392,144
gene_2822827,144
gene_2729384,144
gene_3872878,144
gene_4394980,144
gene_3426940,144
gene_3710903,144
gene_4229346,144
gene_3105681,144
gene_3364528,144
gene_3920536,144
gene_4431155,144
gene_4494225,144
gene_3870468,144
gene_2943859,144
gene_3532022,144
gene_4308532,144
gene_3707377,144
gene_3744206,144
gene_3377246,144
gene_1655138,144
gene_3935694,144
gene_3150686,144
gene_2292666,144
gene_4319765,144
gene_3579557,144
gene_3087496,144
gene_4127485,144
gene_3718743,144
gene_3340006,144
gene_2702443,144
gene_4422721,144
gene_4073934,144
gene_1872673,144
gene_3119308,144
gene_4137715,144
gene_2702033,144
gene_2941895,144
gene_4452517,144
gene_2924851,144
gene_4364535,144
gene_4011639,144
gene_3511432,144
gene_3253822,144
gene_4466125,144
gene_4295402,144
gene_3385362,144
gene_4568197,144
gene_4001082,144
gene_4489801,144
gene_3198457,144
gene_2766464,143
gene_3835313,143
gene_3857630,143
gene_3334450,143
gene_3558877,143
gene_3057098,143
gene_4076029,143
gene_2551577,143
gene_3516818,143
gene_3486945,143
gene_4184420,143
gene_4530984,143
gene_4233887,143
gene_3138573,143
gene_2964018,143
gene_3196234,143
gene_3479886,143
gene_3396565,143
gene_3614156,143
gene_3474372,143
gene_4220325,143
gene_2720535,143
gene_3979235,143
gene_3982242,143
gene_3322761,143
gene_3516144,143
gene_3035945,143
gene_3245308,143
gene_2444121,143
gene_4274753,143
gene_3618147,143
gene_3152390,143
gene_4502994,143
gene_3188906,143
gene_3867803,143
gene_3895619,143
gene_3388004,143
gene_4024628,143
gene_4207436,143
gene_3545141,143
gene_3381512,143
gene_3025771,143
gene_3799341,143
gene_3173208,143
gene_2863899,143
gene_3997380,143
gene_2693911,143
gene_3382228,143
gene_2656840,143
gene_3723859,143
gene_4529742,143
gene_3830137,143
gene_3797775,143
gene_4255108,143
gene_3308814,143
gene_3733925,143
gene_3461046,143
gene_4600571,143
gene_3555566,143
gene_4370034,143
gene_3957003,143
gene_3598582,143
gene_2679855,143
gene_4428554,143
gene_4441056,143
gene_2450633,143
gene_3804646,143
gene_2922884,143
gene_4614149,143
gene_3513320,143
gene_3793764,143
gene_2196574,143
gene_3224344,143
gene_4446658,143
gene_4346774,143
gene_3465422,143
gene_3995215,143
gene_2583826,143
gene_4347149,143
gene_3887647,143
gene_4569698,143
gene_4003498,143
gene_2716111,143
gene_2017567,143
gene_3765933,143
gene_3040343,143
gene_4447012,143
gene_4473529,143
gene_3479919,143
gene_3671262,143
gene_4092633,143
gene_4095426,143
gene_4457486,143
gene_3633743,143
gene_4535678,143
gene_4309896,143
gene_4265097,143
gene_1917425,142
gene_4130607,142
gene_4144959,142
gene_4327541,142
gene_4378031,142
gene_2064727,142
gene_3546990,142
gene_3186506,142
gene_4541888,142
gene_3673198,142
gene_4624389,142
gene_3801758,142
gene_2102129,142
gene_4625730,142
gene_4443459,142
gene_2392924,142
gene_3937561,142
gene_2772628,142
gene_4244299,142
gene_3816497,142
gene_3515782,142
gene_4468166,142
gene_3706059,142
gene_2186271,142
gene_3675702,142
gene_4579847,142
gene_4008463,142
gene_3764748,142
gene_3972684,142
gene_4034482,142
gene_3743399,142
gene_2928885,142
gene_4138879,142
gene_4240427,142
gene_4502941,142
gene_3222447,142
gene_4191612,142
gene_4388358,142
gene_2962166,142
gene_3128519,142
gene_4257158,142
gene_3747980,142
gene_3801271,142
gene_3606892,142
gene_3590500,142
gene_4428492,142
gene_3072130,142
gene_3454876,142
gene_3758406,142
gene_3853238,142
gene_3331481,142
gene_3081703,142
gene_2414656,142
gene_4525330,142
gene_4597784,142
gene_3918052,142
gene_1655136,142
gene_4148515,142
gene_4200181,142
gene_2490651,142
gene_3805440,142
gene_2155222,142
gene_2937374,142
gene_3059685,142
gene_4246114,142
gene_4514582,142
gene_3810812,142
gene_2124406,142
gene_2829484,142
gene_3519288,142
gene_4401380,142
gene_3452711,142
gene_3759745,142
gene_3131263,142
gene_3850655,142
gene_3640397,142
gene_3239801,142
gene_4288547,142
gene_4147515,142
gene_2034495,142
gene_3936315,142
gene_2424480,142
gene_4497302,142
gene_3338723,142
gene_4297866,142
gene_2850032,142
gene_3224545,142
gene_3474373,142
gene_3178493,142
gene_2624030,142
gene_4320414,142
gene_3747693,142
gene_3615470,142
gene_4039114,142
gene_4288086,142
gene_4090424,141
gene_3910457,141
gene_2218661,141
gene_2751570,141
gene_4120211,141
gene_4604782,141
gene_3399596,141
gene_3653546,141
gene_2886535,141
gene_2123083,141
gene_4240734,141
gene_2826883,141
gene_4297354,141
gene_4358933,141
gene_3176472,141
gene_4364187,141
gene_3012649,141
gene_4516507,141
gene_3654269,141
gene_3718616,141
gene_3483441,141
gene_4259557,141
gene_3451092,141
gene_4191983,141
gene_4382044,141
gene_4276538,141
gene_4268522,141
gene_3230132,141
gene_2650707,141
gene_4395650,141
gene_2247919,141
gene_4581039,141
gene_3886601,141
gene_4561413,141
gene_4179829,141
gene_2280311,141
gene_3910731,141
gene_4269672,141
gene_2393390,141
gene_2631306,141
gene_2526904,141
gene_3661719,141
gene_4134545,141
gene_2869998,141
gene_3837490,141
gene_3552114,141
gene_4570076,141
gene_3584248,141
gene_2384522,141
gene_3844826,141
gene_2417290,141
gene_3336255,141
gene_3197066,141
gene_3634254,141
gene_3227019,141
gene_4283269,141
gene_4268164,141
gene_3387776,141
gene_3284039,141
gene_3409837,141
gene_4316114,141
gene_3861889,141
gene_2943867,141
gene_2948176,141
gene_4158320,141
gene_4097346,141
gene_3524025,141
gene_4623479,141
gene_3589464,141
gene_3518294,141
gene_3483234,141
gene_4587473,141
gene_4271214,141
gene_2916948,141
gene_1350707,141
gene_3345841,141
gene_3198846,141
gene_2711019,141
gene_4632707,141
gene_3433975,141
gene_3093923,141
gene_3000467,141
gene_3242813,141
gene_4090325,141
gene_4353681,141
gene_3087962,141
gene_4135527,140
gene_3917645,140
gene_4366641,140
gene_3477900,140
gene_3373912,140
gene_4180892,140
gene_4619970,140
gene_3711681,140
gene_3955492,140
gene_3746148,140
gene_2738457,140
gene_3950796,140
gene_3145094,140
gene_3931397,140
gene_4490241,140
gene_2896022,140
gene_4019535,140
gene_2960807,140
gene_3518630,140
gene_4372114,140
gene_3024594,140
gene_4529317,140
gene_3180131,140
gene_3554530,140
gene_4175395,140
gene_4538882,140
gene_4224706,140
gene_4287612,140
gene_4002175,140
gene_3534035,140
gene_4302987,140
gene_2947724,140
gene_4465481,140
gene_2332309,140
gene_3283514,140
gene_2639970,140
gene_3510085,140
gene_3435592,140
gene_2368457,140
gene_3579740,140
gene_4380524,140
gene_3299156,140
gene_3600684,140
gene_4387228,140
gene_3236896,140
gene_4238879,140
gene_3498983,140
gene_4029091,140
gene_4271991,140
gene_4623404,140
gene_3991508,140
gene_4363227,140
gene_4275510,140
gene_3125012,140
gene_3052041,140
gene_4059528,140
gene_4467988,140
gene_2131316,140
gene_3444499,140
gene_3787082,140
gene_3619761,140
gene_4114313,140
gene_2504604,140
gene_3746040,140
gene_2784669,140
gene_3730344,140
gene_4371319,140
gene_3387953,140
gene_2724125,140
gene_3196769,140
gene_4049817,140
gene_4421520,140
gene_4597983,140
gene_3667898,140
gene_3711003,140
gene_4348321,140
gene_4264785,140
gene_3589798,140
gene_3665523,140
gene_2733812,140
gene_3529023,140
gene_3884865,140
gene_3201979,140
gene_4100335,140
gene_3828817,140
gene_3134856,140
gene_4297543,140
gene_3335837,140
gene_2369211,139
gene_2858257,139
gene_3730802,139
gene_3102810,139
gene_2947493,139
gene_4152288,139
gene_4174323,139
gene_4201441,139
gene_2915922,139
gene_3450477,139
gene_3021707,139
gene_4135290,139
gene_2931907,139
gene_2919626,139
gene_3326243,139
gene_3106606,139
gene_3230869,139
gene_4313698,139
gene_3946312,139
gene_3271982,139
gene_3326756,139
gene_2885456,139
gene_2289291,139
gene_3661790,139
gene_3181469,139
gene_3835134,139
gene_3862868,139
gene_3260911,139
gene_4058490,139
gene_2342138,139
gene_3092366,139
gene_4006655,139
gene_4223060,139
gene_4445130,139
gene_4633792,139
gene_3984957,139
gene_2946836,139
gene_3251722,139
gene_3814879,139
gene_2858137,139
gene_3855218,139
gene_3641099,139
gene_1978955,139
gene_3550154,139
gene_4137491,139
gene_2938892,139
gene_4462509,139
gene_2908104,139
gene_4152474,139
gene_4054086,139
gene_3799161,139
gene_4140901,139
gene_3665870,139
gene_2836500,139
gene_4230406,139
gene_4136500,139
gene_2993146,139
gene_3451630,139
gene_3592778,139
gene_2706069,139
gene_2429995,139
gene_4139962,139
gene_3348215,139
gene_3838622,139
gene_4126170,139
gene_4338560,139
gene_2656837,139
gene_3433974,139
gene_4340093,139
gene_3022881,139
gene_3677681,139
gene_3099000,139
gene_4626790,139
gene_3420991,139
gene_3407872,139
gene_4537966,139
gene_3074487,139
gene_3045254,139
gene_3030954,139
gene_3369036,139
gene_2579604,139
gene_4232036,139
gene_3730844,139
gene_4111847,138
gene_4595081,138
gene_2993850,138
gene_3553303,138
gene_3524981,138
gene_2639008,138
gene_1940569,138
gene_3187099,138
gene_4286232,138
gene_3777010,138
gene_3669146,138
gene_4203169,138
gene_4477061,138
gene_4231463,138
gene_3590231,138
gene_3452370,138
gene_4549383,138
gene_3880126,138
gene_4563543,138
gene_4488964,138
gene_3423126,138
gene_4133270,138
gene_2814075,138
gene_4572518,138
gene_3804906,138
gene_4213100,138
gene_3932958,138
gene_2859049,138
gene_2435648,138
gene_3642963,138
gene_4132629,138
gene_2549268,138
gene_3917644,138
gene_3288394,138
gene_4167403,138
gene_2579050,138
gene_3952045,138
gene_3835850,138
gene_3264322,138
gene_3211339,138
gene_2985946,138
gene_2257824,138
gene_3320559,138
gene_3425779,138
gene_3409960,138
gene_4583749,138
gene_4338026,138
gene_3210024,138
gene_3371910,138
gene_4191656,138
gene_3919813,138
gene_4555821,138
gene_4314161,138
gene_4239193,138
gene_4600187,138
gene_3518641,138
gene_4268366,138
gene_3589086,138
gene_4538887,138
gene_3635525,138
gene_4310278,138
gene_4496070,138
gene_2319229,138
gene_3858699,138
gene_4166921,138
gene_4056614,138
gene_3676308,138
gene_3484231,138
gene_4230920,138
gene_3299259,138
gene_3932262,138
gene_3443997,138
gene_3586410,138
gene_4193081,138
gene_4367895,138
gene_3402262,138
gene_4486751,138
gene_4305326,138
gene_2651838,138
gene_3523355,138
gene_2650619,138
gene_3348317,138
gene_4439384,138
gene_3771354,138
gene_3686189,138
gene_3889040,138
gene_3320381,138
gene_2660682,138
gene_4237346,138
gene_3279780,138
gene_3859614,137
gene_4063953,137
gene_4597495,137
gene_4114385,137
gene_3380413,137
gene_4047745,137
gene_4461140,137
gene_4278473,137
gene_2790859,137
gene_4292208,137
gene_3748307,137
gene_4358049,137
gene_3565597,137
gene_3216312,137
gene_4525320,137
gene_2983607,137
gene_3428912,137
gene_3958879,137
gene_2386693,137
gene_3305314,137
gene_4203753,137
gene_3963626,137
gene_2328129,137
gene_3079052,137
gene_4479350,137
gene_4489433,137
gene_3770826,137
gene_4125202,137
gene_4055499,137
gene_2912215,137
gene_3851218,137
gene_2743376,137
gene_3816287,137
gene_4586205,137
gene_3716240,137
gene_2627753,137
gene_4456171,137
gene_2547470,137
gene_3266196,137
gene_3657707,137
gene_3770610,137
gene_4425273,137
gene_4122435,137
gene_4091886,137
gene_3975241,137
gene_4508949,137
gene_2705828,137
gene_4003757,137
gene_3667765,137
gene_4100057,137
gene_4601150,137
gene_4515415,137
gene_4521455,137
gene_2726224,137
gene_4331532,137
gene_4075402,137
gene_3040247,137
gene_3568743,137
gene_3660375,137
gene_3793449,137
gene_3265824,137
gene_3976090,137
gene_2545105,137
gene_4295967,137
gene_2967882,137
gene_3174915,137
gene_3568242,137
gene_3803765,137
gene_4245028,137
gene_4562746,137
gene_3992727,137
gene_3153779,137
gene_3734374,137
gene_4104714,137
gene_4638661,137
gene_3944012,137
