gene,postFMT_4_duodenum
gene_3492260,16
gene_4207330,16
gene_3623632,16
gene_4344915,16
gene_3450399,16
gene_3654141,16
gene_4392272,16
gene_3236237,16
gene_3825487,16
gene_3935627,16
gene_3627400,16
gene_4007227,16
gene_4436156,16
gene_4512942,16
gene_3925398,16
gene_2092783,16
gene_4026198,16
gene_3091910,16
gene_3352630,16
gene_3643719,16
gene_3506809,16
gene_2746887,16
gene_2319538,16
gene_3560136,16
gene_2984448,16
gene_4529079,16
gene_4382676,16
gene_2854291,16
gene_4467074,16
gene_3348441,16
gene_3614975,16
gene_3894597,16
gene_3464151,16
gene_3234921,16
gene_3319031,16
gene_2874027,16
gene_2526271,16
gene_4574047,16
gene_2660051,16
gene_3750992,16
gene_3246093,16
gene_3185029,16
gene_3572447,16
gene_3504853,16
gene_3937278,16
gene_3974807,16
gene_4489579,16
gene_4358875,16
gene_2858513,16
gene_2499702,16
gene_3208323,16
gene_2745890,16
gene_2969344,16
gene_2851590,16
gene_4618053,16
gene_4015973,16
gene_3576380,16
gene_3855222,16
gene_4416069,16
gene_4502738,16
gene_4305348,16
gene_3419065,16
gene_2410878,16
gene_3723031,16
gene_3841948,16
gene_2474011,16
gene_2797913,16
gene_4407412,16
gene_2417728,16
gene_4430384,16
gene_3421955,16
gene_4096048,16
gene_3377508,16
gene_2237740,16
gene_2833420,16
gene_3812121,16
gene_3616244,16
gene_3812868,16
gene_2840587,16
gene_3554436,16
gene_3674278,16
gene_3948962,16
gene_2379253,16
gene_4451725,16
gene_3065035,16
gene_4624906,16
gene_3525279,16
gene_4551671,16
gene_4133372,16
gene_3135157,16
gene_3298603,16
gene_3706474,16
gene_4099904,16
gene_2531681,16
gene_4367601,16
gene_3760147,16
gene_2781448,16
gene_3179029,16
gene_4149706,16
gene_3246391,16
gene_4003464,16
gene_4562844,16
gene_3132731,16
gene_3915226,16
gene_3689914,16
gene_3219942,16
gene_3398892,16
gene_4618543,16
gene_3733997,16
gene_2249870,16
gene_3332742,16
gene_3863399,16
gene_2910529,16
gene_4616732,16
gene_3969768,16
gene_3902596,16
gene_3234301,16
gene_3259251,16
gene_3362412,16
gene_4329725,16
gene_4169228,16
gene_2809995,16
gene_3647310,16
gene_3966721,16
gene_4411270,16
gene_3908686,16
gene_3053383,16
gene_3705197,16
gene_4260865,16
gene_2457521,16
gene_2789740,16
gene_3377360,16
gene_3908386,16
gene_3093532,16
gene_3981497,16
gene_2466192,16
gene_2479561,16
gene_3471584,16
gene_2057158,16
gene_4285794,16
gene_3485965,16
gene_4433824,16
gene_3139496,16
gene_2088008,16
gene_2726885,16
gene_4498511,16
gene_3605743,16
gene_2899280,16
gene_4074045,16
gene_4415014,16
gene_3593432,16
gene_2615613,16
gene_3935587,16
gene_2906046,16
gene_2468763,16
gene_2717461,16
gene_4524758,16
gene_3831869,16
gene_4293290,16
gene_4341211,16
gene_3696872,16
gene_2858281,16
gene_4104472,16
gene_2149756,16
gene_3376374,16
gene_2385399,16
gene_4241706,16
gene_2349309,16
gene_4189409,16
gene_2723689,16
gene_4575829,16
gene_3864821,16
gene_2582326,16
gene_3704401,16
gene_2791104,16
gene_3885754,16
gene_4425733,16
gene_4444119,16
gene_4234679,16
gene_4304755,16
gene_2424219,16
gene_2911020,16
gene_4204717,16
gene_3573678,16
gene_3675564,16
gene_2620945,16
gene_2844420,16
gene_3339253,16
gene_4536424,16
gene_3544699,16
gene_4537867,16
gene_4603927,16
gene_4423005,16
gene_3165822,16
gene_4457366,16
gene_4467959,16
gene_4043123,16
gene_4518690,16
gene_3448770,16
gene_2960330,16
gene_3652297,16
gene_4198975,16
gene_4461514,16
gene_2019717,16
gene_4418379,16
gene_2841450,16
gene_2891835,16
gene_3908926,16
gene_2670502,16
gene_4143054,16
gene_2598025,16
gene_3755304,16
gene_2678383,16
gene_2722970,16
gene_2648722,16
gene_2814389,16
gene_3370223,16
gene_3486191,16
gene_2812797,16
gene_4340877,16
gene_4305044,16
gene_4370848,16
gene_3798757,16
gene_4212464,16
gene_2025601,16
gene_3742562,16
gene_3504405,16
gene_2561767,16
gene_4144796,16
gene_2924434,16
gene_2891540,16
gene_4109764,16
gene_2752006,16
gene_2961998,16
gene_2691144,16
gene_4159318,16
gene_4600736,16
gene_2815211,16
gene_4229138,16
gene_3019420,16
gene_2869069,16
gene_4133182,16
gene_4342433,16
gene_3897715,16
gene_4211511,16
gene_3246697,16
gene_4277635,16
gene_2912995,16
gene_4409047,16
gene_2929932,16
gene_3140713,16
gene_4596112,16
gene_3142899,16
gene_4474200,16
gene_3124749,16
gene_3571434,16
gene_4170321,16
gene_3523177,16
gene_4045499,16
gene_2522706,16
gene_3647347,16
gene_4568992,16
gene_3431174,16
gene_4266071,16
gene_2992447,16
gene_2682365,16
gene_4204196,16
gene_2611441,16
gene_2502431,16
gene_3025735,16
gene_3505381,16
gene_3704314,16
gene_2495507,16
gene_3627159,16
gene_1834348,16
gene_2798679,16
gene_3219543,16
gene_3128454,16
gene_3489463,16
gene_4412605,16
gene_2703350,16
gene_4079723,16
gene_2664502,16
gene_3265510,16
gene_3908448,16
gene_2761857,16
gene_4116167,16
gene_3426315,16
gene_3347470,16
gene_3553680,16
gene_4428316,16
gene_2914661,16
gene_4265029,16
gene_2992227,16
gene_3180590,16
gene_4431066,16
gene_3669756,16
gene_3561643,16
gene_3373252,16
gene_4335362,16
gene_2591801,16
gene_3544722,16
gene_3774965,16
gene_2768517,16
gene_3739955,16
gene_4048425,16
gene_4418158,16
gene_2341090,16
gene_3702534,16
gene_3641942,16
gene_3464398,16
gene_2396793,16
gene_4125367,16
gene_3198043,16
gene_3454292,16
gene_3124846,16
gene_1962726,16
gene_4189100,16
gene_4451735,16
gene_3356148,16
gene_2754394,16
gene_3796732,16
gene_2925764,16
gene_3835652,16
gene_4440037,16
gene_3626402,16
gene_3696565,16
gene_4621420,16
gene_3554431,16
gene_3562988,16
gene_3794067,16
gene_4119330,16
gene_3041697,16
gene_4240565,16
gene_1569211,16
gene_4582520,16
gene_3856693,16
gene_4326837,16
gene_3389666,16
gene_4252649,16
gene_3374139,16
gene_3324431,16
gene_4474670,16
gene_2561780,16
gene_2824864,16
gene_3081706,16
gene_3956750,16
gene_2936677,16
gene_3111958,16
gene_4099560,16
gene_3233184,16
gene_4277791,16
gene_3678904,16
gene_2544025,16
gene_3719351,16
gene_4294772,16
gene_4189354,16
gene_3734553,16
gene_4314638,16
gene_4078264,16
gene_4198272,16
gene_4576466,16
gene_4452338,16
gene_3250961,16
gene_2195155,16
gene_3961460,16
gene_4473207,16
gene_3735865,16
gene_3411934,16
gene_2651300,16
gene_3773089,16
gene_4353057,16
gene_2639173,16
gene_3198946,16
gene_3938977,16
gene_4373710,16
gene_2702304,16
gene_4061235,16
gene_2601162,16
gene_3204749,16
gene_3698670,16
gene_3919098,16
gene_3330409,16
gene_4091029,16
gene_4385665,16
gene_4171183,16
gene_3577570,16
gene_3922691,16
gene_1504834,16
gene_4603589,16
gene_4156468,16
gene_4355572,16
gene_3812782,16
gene_3805543,16
gene_2890740,16
gene_3661608,16
gene_4503525,16
gene_3836173,16
gene_3419588,16
gene_3961345,16
gene_3247857,16
gene_2920383,16
gene_2782504,16
gene_2300110,16
gene_2921676,16
gene_3648620,16
gene_2714237,16
gene_3827246,16
gene_2690749,16
gene_3616448,16
gene_3979699,16
gene_2835088,16
gene_4161672,16
gene_3460496,16
gene_3892176,16
gene_4414481,16
gene_2607734,16
gene_3656460,16
gene_4468167,16
gene_2435129,16
gene_3575396,16
gene_3977671,16
gene_4089996,16
gene_2050488,16
gene_2741578,16
gene_4311807,16
gene_3467059,16
gene_3148511,16
gene_4477275,16
gene_4546451,16
gene_4546279,16
gene_4085060,16
gene_3213743,16
gene_3862280,16
gene_3118045,16
gene_3251289,16
gene_4410453,16
gene_4497188,16
gene_4055460,16
gene_2673929,16
gene_2509747,16
gene_4230051,16
gene_4602180,16
gene_2925412,16
gene_4365963,16
gene_2531022,16
gene_4477633,16
gene_4451914,16
gene_4046797,16
gene_3757690,16
gene_2492943,16
gene_2873361,16
gene_4046548,16
gene_4027113,16
gene_4505228,16
gene_2501041,16
gene_3850599,16
gene_2348893,16
gene_4053852,16
gene_3679090,16
gene_2768613,16
gene_3116988,16
gene_2007056,16
gene_3235987,16
gene_3944812,16
gene_3567695,15
gene_3469159,15
gene_3116108,15
gene_3646712,15
gene_2296211,15
gene_4310850,15
gene_3815510,15
gene_3410649,15
gene_4360483,15
gene_2420615,15
gene_3317343,15
gene_3182460,15
gene_3263530,15
gene_4077410,15
gene_3960093,15
gene_4441483,15
gene_3099376,15
gene_4353281,15
gene_3898238,15
gene_4035673,15
gene_3132530,15
gene_4610977,15
gene_4113169,15
gene_4057008,15
gene_4024167,15
gene_3863251,15
gene_4269559,15
gene_2889085,15
gene_2173536,15
gene_2114037,15
gene_2425014,15
gene_3752493,15
gene_2656004,15
gene_4017976,15
gene_3537894,15
gene_4502982,15
gene_3292551,15
gene_2889199,15
gene_4336861,15
gene_3591167,15
gene_3984264,15
gene_4409330,15
gene_3895558,15
gene_2752420,15
gene_3112894,15
gene_3725635,15
gene_4368929,15
gene_2858380,15
gene_4231666,15
gene_2724852,15
gene_3552693,15
gene_3696244,15
gene_3934001,15
gene_3198793,15
gene_3427520,15
gene_3799845,15
gene_4396781,15
gene_4235584,15
gene_3806212,15
gene_2732208,15
gene_2370218,15
gene_3932730,15
gene_4385352,15
gene_4078744,15
gene_4052055,15
gene_2120958,15
gene_3674111,15
gene_3579988,15
gene_2612736,15
gene_3707999,15
gene_2914515,15
gene_2839183,15
gene_4217857,15
gene_2521306,15
gene_2923105,15
gene_4397751,15
gene_3015484,15
gene_2916227,15
gene_4384753,15
gene_3240599,15
gene_3301860,15
gene_4410907,15
gene_3808777,15
gene_3171879,15
gene_3329187,15
gene_2969985,15
gene_4103058,15
gene_4149084,15
gene_3635909,15
gene_3603978,15
gene_3244390,15
gene_4079850,15
gene_3623358,15
gene_4390075,15
gene_2965871,15
gene_3896816,15
gene_4522937,15
gene_4220911,15
gene_3710022,15
gene_2581044,15
gene_3608041,15
gene_2124063,15
gene_4137028,15
gene_4167746,15
gene_3888227,15
gene_3580242,15
gene_2445863,15
gene_2356803,15
gene_4162369,15
gene_3026643,15
gene_3517104,15
gene_3260852,15
gene_3770024,15
gene_4487541,15
gene_4563146,15
gene_3849117,15
gene_3791570,15
gene_3862345,15
gene_3106605,15
gene_3795624,15
gene_4076077,15
gene_4231483,15
gene_3062418,15
gene_4571317,15
gene_2851894,15
gene_3972695,15
gene_3165563,15
gene_3859975,15
gene_4214344,15
gene_3153882,15
gene_3610704,15
gene_2866908,15
gene_3224637,15
gene_3015485,15
gene_4389702,15
gene_4053168,15
gene_2156180,15
gene_3689156,15
gene_2973664,15
gene_3247343,15
gene_3486436,15
gene_2606576,15
gene_2705562,15
gene_2109206,15
gene_3232356,15
gene_4326811,15
gene_3484225,15
gene_4215314,15
gene_4411024,15
gene_2671156,15
gene_4378384,15
gene_4598787,15
gene_3645850,15
Food_12_GL0189378,15
gene_2453069,15
gene_3680835,15
gene_3904722,15
gene_3829393,15
gene_3268570,15
gene_3546606,15
gene_4079555,15
gene_4226628,15
gene_3064886,15
gene_3808804,15
gene_4348870,15
gene_4484038,15
gene_3808011,15
gene_4544043,15
gene_2591803,15
gene_3393851,15
gene_2487053,15
gene_3355163,15
gene_2642588,15
gene_2781737,15
gene_3091694,15
gene_4344605,15
gene_4479676,15
gene_3831225,15
gene_3605450,15
gene_4317555,15
gene_2655861,15
gene_3855476,15
gene_3460726,15
gene_3883672,15
gene_3183281,15
gene_4600822,15
gene_3258828,15
gene_3527045,15
gene_3311949,15
gene_4313167,15
gene_3975566,15
gene_3309530,15
gene_2993165,15
gene_4617279,15
gene_2632452,15
gene_4491498,15
gene_3190997,15
gene_4197277,15
gene_4440397,15
gene_4131010,15
gene_2822549,15
gene_3524983,15
gene_3387200,15
gene_3219113,15
gene_4061512,15
gene_2331318,15
gene_4159012,15
gene_4297931,15
gene_4399122,15
gene_4419108,15
gene_3993631,15
gene_3359255,15
4-2_GL0058007,15
gene_4300630,15
gene_4205456,15
gene_4458284,15
gene_4606682,15
gene_2401229,15
gene_3317674,15
gene_3573133,15
gene_2926629,15
gene_4574381,15
gene_4582863,15
gene_3355522,15
gene_3389782,15
gene_4069624,15
gene_2484275,15
gene_4001008,15
gene_4290990,15
gene_4581311,15
gene_3662252,15
gene_2731423,15
gene_4431258,15
gene_3902634,15
gene_3232947,15
gene_3516675,15
gene_3479059,15
gene_3726739,15
gene_3786877,15
gene_4316477,15
gene_4336908,15
gene_2491804,15
gene_3409368,15
gene_3693586,15
gene_4070136,15
gene_2304351,15
gene_3829319,15
gene_3764216,15
gene_3496793,15
gene_2233528,15
gene_3087872,15
gene_2851218,15
gene_4233148,15
gene_4102389,15
gene_4234186,15
gene_2799044,15
gene_4107107,15
gene_4033237,15
gene_3466779,15
gene_3820815,15
gene_3946086,15
gene_3708540,15
gene_2726818,15
gene_2935254,15
gene_2738082,15
gene_3308680,15
gene_4122472,15
gene_4293899,15
gene_3773900,15
gene_4197094,15
gene_3330111,15
gene_2924117,15
gene_2684597,15
gene_3015128,15
gene_4044897,15
gene_4190697,15
gene_3818243,15
gene_3767064,15
gene_3020737,15
gene_4626914,15
gene_4312493,15
gene_3670507,15
gene_2231918,15
gene_4123005,15
gene_4316109,15
gene_3130866,15
gene_4519728,15
gene_3191169,15
gene_3589850,15
gene_4211037,15
32_GL0051758,15
gene_3143900,15
gene_4115902,15
gene_4527124,15
gene_4218423,15
gene_2980520,15
gene_4242359,15
gene_4505726,15
gene_2249744,15
gene_3252168,15
gene_3636184,15
gene_3799824,15
gene_3847676,15
gene_1755415,15
gene_3194537,15
gene_4148615,15
gene_1691749,15
gene_4178409,15
gene_2413503,15
gene_4476946,15
gene_4017447,15
gene_3220314,15
gene_4062234,15
gene_3454621,15
gene_3392087,15
gene_3834995,15
gene_3141513,15
gene_3645409,15
gene_2507585,15
gene_2568497,15
gene_4440568,15
gene_4053037,15
gene_3948810,15
gene_3595237,15
gene_3401253,15
gene_3691586,15
gene_4287809,15
gene_3410165,15
gene_4169735,15
gene_3841047,15
gene_3039194,15
gene_3943339,15
gene_4622101,15
gene_3643816,15
gene_2673707,15
gene_3905039,15
gene_2501478,15
gene_3455188,15
gene_2289496,15
gene_4065427,15
gene_3692076,15
gene_3720503,15
gene_3901132,15
gene_4611161,15
gene_3616928,15
gene_2473761,15
gene_2333116,15
gene_4058848,15
gene_3573664,15
gene_2684851,15
gene_3038269,15
gene_3952754,15
gene_4011696,15
gene_3839166,15
gene_3039821,15
gene_3139613,15
gene_3884245,15
gene_4369450,15
gene_4354558,15
gene_3646341,15
gene_2844283,15
gene_3553848,15
gene_2655858,15
gene_3550472,15
gene_4628782,15
gene_3543623,15
gene_3182467,15
gene_4346403,15
gene_3941993,15
gene_2720929,15
gene_2570919,15
gene_3722266,15
gene_3087499,15
gene_4177518,15
gene_4561858,15
gene_3462877,15
gene_2328117,15
gene_3515562,15
gene_2949591,15
gene_4214548,15
gene_4284423,15
gene_2928616,15
gene_4609383,15
gene_3427797,15
gene_3058750,15
gene_3356065,15
gene_3661235,15
gene_4458930,15
gene_3484988,15
gene_2759050,15
gene_3593241,15
gene_3103852,15
gene_2391045,15
gene_4509285,15
gene_2922105,15
gene_4317719,15
gene_2994745,15
gene_2551817,15
gene_2001660,15
gene_3664907,15
gene_3828417,15
gene_3274897,15
gene_4577318,15
gene_4359512,15
gene_3289073,15
gene_2578937,15
gene_4392881,15
gene_3262030,15
gene_3395516,15
gene_4069160,15
gene_3460627,15
gene_3566837,15
gene_3895618,15
gene_3359559,15
gene_2897258,15
gene_4273933,15
gene_4561166,15
gene_4129318,15
gene_3560047,15
gene_4514643,15
gene_2587751,15
gene_2075991,15
gene_2758134,15
gene_4242683,15
gene_3899509,15
gene_3608249,15
gene_4029218,15
gene_2371584,15
gene_2327092,15
gene_4251587,15
gene_4616987,15
gene_3114428,15
gene_4025970,15
gene_2828711,15
gene_2995007,15
gene_3626932,15
gene_3156850,15
gene_3860724,15
gene_4351594,15
gene_3623630,15
gene_3800277,15
gene_2680519,15
gene_2960880,15
gene_4404797,15
gene_2346758,15
gene_3985769,15
gene_2924084,15
gene_4012346,15
gene_3667655,15
gene_3741219,15
gene_4614831,15
gene_3789759,15
gene_4311876,15
gene_3731070,15
gene_4351878,15
gene_3525134,15
gene_2691142,15
gene_4106142,15
gene_3206641,15
gene_3519308,15
gene_2775544,15
gene_4074891,15
gene_4020662,15
gene_4164785,15
gene_3860723,15
gene_3875858,15
gene_4061657,15
gene_4066833,15
gene_3956394,15
gene_4250365,15
gene_2814723,15
gene_4510338,15
gene_3719501,15
gene_3883448,15
gene_4455864,15
gene_3790765,15
gene_2302461,15
gene_2787108,15
gene_3455915,15
gene_2693505,15
gene_3488894,15
gene_2102806,15
gene_4139122,15
gene_4485538,15
gene_3909334,15
gene_4046447,15
gene_3525802,15
gene_3632494,15
gene_4583453,15
gene_4024211,15
gene_3578291,15
gene_3239544,15
gene_3369780,15
gene_3673851,15
gene_4335730,15
gene_3522135,15
gene_4568898,15
gene_2867880,15
gene_4571797,15
gene_4083233,15
gene_3189945,15
gene_4292012,15
gene_3011513,15
gene_3341765,15
gene_3260257,15
gene_4294952,15
gene_4409329,15
gene_3409539,15
gene_2814362,15
gene_4345689,15
gene_2936340,15
gene_3788878,15
gene_2551576,15
gene_3945160,15
gene_2527963,15
gene_4189756,15
gene_4387177,15
gene_4322313,15
gene_4013024,15
gene_4454728,15
gene_3230535,15
gene_4122553,15
gene_2662523,15
gene_3236878,15
gene_2921914,15
gene_3839646,15
gene_2927326,15
gene_3942125,15
gene_3983799,15
gene_2913294,15
gene_4266831,15
gene_4348952,15
gene_3716736,15
gene_4290656,15
gene_3671450,15
gene_4607272,15
gene_2468964,15
gene_2757367,15
gene_3877211,15
gene_3754748,15
gene_3616134,15
gene_3449133,15
gene_3750815,15
gene_3788565,15
gene_4244246,15
gene_3393390,15
gene_3348415,15
gene_2947357,15
gene_4231722,15
gene_3500629,15
gene_1883993,15
gene_2877576,15
gene_2716722,15
gene_4522311,15
gene_3571649,15
gene_2641948,15
gene_3898327,15
gene_4431075,15
gene_3840638,15
gene_3184393,15
gene_3912465,15
gene_3278746,15
gene_4545077,15
gene_1904107,15
gene_3345948,15
gene_4536952,15
gene_4134615,15
gene_4088905,15
gene_3601538,15
gene_3222403,15
gene_3742100,15
gene_3260699,15
gene_4121348,15
gene_4273748,15
gene_3302084,15
gene_3646213,15
gene_4034576,15
gene_2722962,15
gene_4217687,15
gene_3263611,15
gene_3241251,15
gene_3689799,15
gene_4350490,15
gene_4233745,15
gene_2818240,15
gene_4515879,15
gene_3158799,15
gene_4331226,15
gene_4543676,15
gene_3784937,15
gene_1755414,15
gene_4383552,15
gene_3161321,15
gene_3838399,15
gene_4360642,15
gene_4351501,15
gene_2400345,15
gene_3044853,15
gene_4416156,15
gene_3879459,15
gene_3797356,15
gene_3138384,15
gene_2746888,15
gene_3394742,15
gene_4495742,15
gene_3682981,15
gene_4154893,15
gene_2481630,15
gene_4097614,15
gene_3793327,15
gene_3767791,15
gene_2733576,15
gene_4537909,15
gene_3520493,15
gene_4223672,15
gene_4010768,15
gene_3163273,15
gene_2917804,15
gene_3430621,15
gene_2246597,15
gene_3594053,15
gene_4472772,15
gene_4147292,15
gene_3795172,15
gene_3652801,15
gene_3186063,15
gene_2638811,15
gene_3290862,15
gene_4413206,15
gene_3636000,15
gene_2897275,15
gene_4096117,15
gene_4620239,15
gene_4202882,15
gene_4075414,15
gene_3130612,15
gene_4208870,15
gene_3115956,15
gene_3287219,15
gene_3950975,15
gene_4309999,15
gene_2013692,15
gene_2499333,15
gene_2784789,15
gene_2486358,15
gene_3580988,15
gene_3269207,15
gene_3560296,15
gene_4561623,15
gene_2414063,15
gene_3370099,15
gene_2610389,15
gene_4233475,15
gene_4382439,15
gene_4476666,15
gene_3331645,15
gene_3328968,15
gene_4160985,15
gene_4244993,15
gene_4148385,15
gene_4030789,15
gene_2778097,15
gene_2778937,15
gene_3094083,15
gene_3624257,15
gene_4086561,15
gene_4440484,15
gene_2103451,15
gene_2862624,15
gene_3497521,15
gene_4117852,15
gene_4546402,15
gene_3582679,15
gene_2522505,15
gene_4223521,15
gene_4154082,15
gene_4004600,15
gene_3287221,15
gene_4199222,15
gene_4099424,15
gene_3411011,15
gene_3923194,15
gene_4578084,15
gene_3320724,15
gene_3242965,15
gene_4342576,15
gene_3045257,15
gene_2298604,15
gene_4458512,15
gene_2995376,15
gene_3529607,15
gene_2247428,15
gene_3021430,15
gene_2991523,15
gene_4178718,15
gene_2967894,15
gene_3531533,15
gene_4321109,15
gene_4233035,15
gene_3810871,15
gene_3051928,15
gene_4549698,15
gene_4381784,15
gene_2242002,15
gene_2977004,15
gene_4449227,15
gene_2434699,15
gene_4222830,15
gene_3956283,15
gene_2804374,15
gene_3928758,15
gene_4452639,15
gene_4252486,15
gene_4603596,15
gene_3723043,15
gene_3025144,15
gene_2732168,15
gene_4302464,15
gene_4093564,15
gene_4215771,15
gene_2760626,15
gene_3657218,15
gene_3910515,15
gene_4240566,15
gene_3043638,15
gene_4010589,15
gene_3075917,15
gene_4429827,15
gene_3250475,15
gene_3750718,15
gene_3635008,15
gene_2354103,15
gene_4278456,15
gene_2515997,15
gene_3176830,15
gene_3794480,15
gene_4297098,15
gene_3230226,15
gene_3276576,15
gene_3970438,15
gene_3122534,15
gene_4235858,15
gene_2940298,15
gene_3053421,15
gene_3424769,15
gene_4421547,15
gene_3076622,15
gene_4615738,15
gene_3331364,15
gene_4526664,15
gene_3859430,15
gene_3908187,15
gene_1875938,15
gene_3955788,15
gene_4572785,15
gene_2737762,15
gene_4088069,15
gene_1949854,15
gene_4202754,15
gene_3787449,15
gene_4119514,15
gene_2881832,15
gene_4239629,15
gene_3369611,15
gene_3608295,15
gene_4320742,15
gene_4445093,15
gene_3958038,15
gene_4504089,15
gene_3529157,15
gene_4262616,15
gene_3207957,15
gene_3473462,15
gene_4428801,15
gene_3826990,15
gene_3780344,15
gene_4605933,15
gene_4557971,15
gene_2203351,15
gene_4134867,15
gene_4631849,15
gene_4485776,15
gene_2768886,15
gene_3919677,15
gene_2902228,15
gene_3887012,15
gene_4419020,15
gene_3928635,15
gene_3295607,15
gene_2883878,15
gene_4410827,15
gene_2534186,15
gene_4367505,15
gene_3785075,15
gene_4523315,15
gene_3782232,15
gene_3984265,15
gene_4411746,15
gene_3869470,15
gene_3140915,15
gene_2780658,15
gene_3459187,15
gene_4358311,15
gene_2789107,15
gene_2121508,15
gene_4497070,15
gene_4105321,15
gene_3685564,15
gene_3797634,15
gene_4186594,15
gene_3113082,15
gene_4554366,15
gene_3668829,15
gene_2203356,15
gene_2710277,15
gene_4384110,15
gene_4302513,15
gene_4028027,15
gene_2609495,15
gene_2328126,15
gene_3942569,15
gene_4572981,15
gene_2877590,15
gene_4252255,15
gene_3501084,15
gene_4061413,15
gene_3433765,15
gene_3793886,15
gene_2046713,14
gene_4595294,14
gene_3039746,14
gene_3414668,14
gene_2489878,14
gene_2483965,14
gene_3746683,14
gene_4461390,14
gene_3827257,14
gene_3232747,14
gene_4335135,14
gene_3610220,14
gene_3486946,14
gene_4496866,14
gene_4206469,14
gene_2860551,14
gene_4253841,14
gene_3245687,14
gene_3639822,14
gene_2463027,14
gene_4441987,14
gene_3401976,14
gene_3761347,14
gene_3408325,14
gene_4597669,14
gene_3998484,14
gene_3895819,14
gene_3413203,14
gene_4224350,14
gene_3550675,14
gene_2001910,14
gene_2416027,14
gene_4173538,14
gene_3977766,14
gene_3182125,14
gene_3017178,14
gene_3836526,14
gene_3937907,14
gene_2881105,14
gene_2495231,14
gene_3879636,14
gene_4630270,14
gene_4061465,14
gene_4217526,14
gene_4593959,14
gene_4504882,14
gene_4577290,14
gene_2442991,14
gene_3466078,14
gene_3654993,14
gene_4589276,14
HF-F_6_GL0369697,14
gene_4424395,14
gene_4617340,14
gene_4378173,14
gene_2789087,14
gene_3799796,14
gene_2382840,14
gene_3014172,14
gene_3881181,14
gene_2366371,14
gene_4070461,14
gene_2450461,14
gene_3056423,14
gene_4110117,14
gene_3352901,14
gene_4178199,14
gene_3525038,14
gene_4125771,14
gene_3912302,14
gene_3318169,14
gene_2236373,14
gene_2546366,14
gene_3207694,14
gene_2662354,14
gene_4135292,14
gene_3343445,14
gene_3851375,14
gene_3415993,14
gene_2715632,14
gene_2946564,14
gene_4166504,14
gene_4494442,14
gene_4356876,14
gene_2611485,14
gene_3927865,14
gene_2714567,14
gene_4186482,14
gene_2892915,14
gene_4535566,14
gene_4399805,14
gene_3170880,14
gene_3512865,14
gene_3326459,14
gene_4269727,14
gene_3048388,14
gene_3967108,14
gene_2670373,14
gene_4351110,14
gene_3675633,14
gene_4059437,14
gene_4037045,14
gene_2568498,14
gene_2624955,14
gene_3284449,14
gene_3947957,14
gene_2254078,14
gene_4306026,14
gene_4171131,14
gene_4610005,14
gene_2917524,14
gene_4117668,14
gene_4635322,14
gene_4056133,14
gene_3809993,14
gene_3270292,14
gene_4411595,14
gene_2573020,14
gene_4183785,14
gene_3475218,14
gene_4117232,14
gene_3706473,14
gene_2697073,14
gene_4224611,14
gene_3138106,14
gene_2485678,14
gene_4022531,14
gene_4564914,14
gene_3602217,14
gene_3064846,14
gene_2078233,14
gene_4461143,14
gene_4615740,14
gene_4413815,14
gene_4428868,14
gene_2220998,14
gene_2283180,14
gene_3241620,14
gene_3342680,14
gene_4446135,14
gene_3052286,14
gene_3098366,14
gene_3979930,14
gene_4374023,14
gene_3332748,14
gene_2805789,14
gene_4146551,14
gene_4613375,14
gene_2808804,14
gene_3459188,14
gene_2700611,14
gene_4060525,14
gene_3901134,14
gene_3095474,14
gene_4016333,14
gene_3222682,14
gene_3667439,14
gene_3537471,14
gene_4252018,14
gene_4083292,14
gene_3052730,14
gene_3030526,14
gene_4627446,14
gene_2315068,14
gene_3939711,14
gene_3588574,14
gene_3832847,14
gene_4420508,14
gene_3451755,14
gene_3675810,14
gene_4371742,14
gene_4532106,14
gene_4327895,14
gene_3357098,14
gene_4433845,14
gene_3009395,14
gene_3315972,14
gene_2583065,14
gene_4627661,14
gene_3381882,14
gene_2992812,14
gene_3136187,14
gene_4548001,14
gene_4053851,14
gene_3221388,14
gene_4007944,14
gene_4411289,14
gene_2911586,14
gene_2169398,14
gene_3922600,14
gene_1574253,14
gene_3687048,14
gene_3718354,14
gene_4223363,14
gene_2856569,14
gene_3908852,14
gene_3082679,14
gene_3871047,14
gene_4288739,14
gene_4330018,14
gene_2073411,14
gene_3772139,14
gene_2187814,14
gene_4117858,14
gene_3297263,14
gene_3084049,14
gene_3708585,14
gene_4399914,14
gene_2737245,14
gene_4218977,14
gene_4276593,14
gene_3201701,14
gene_4190958,14
gene_2381768,14
gene_3673952,14
gene_4405006,14
gene_4628564,14
gene_4544498,14
gene_2934292,14
gene_3188274,14
gene_3925908,14
gene_2692398,14
gene_3336588,14
gene_4472086,14
gene_2545586,14
gene_3440375,14
gene_2198819,14
gene_3804422,14
gene_2468226,14
gene_3740687,14
gene_4011791,14
gene_4446136,14
gene_4168981,14
gene_4456070,14
gene_4374333,14
gene_4158657,14
gene_2474071,14
gene_3286707,14
gene_3531203,14
gene_3344484,14
gene_3445216,14
gene_3917855,14
gene_3754409,14
gene_4608158,14
gene_2806721,14
gene_3522257,14
gene_3947878,14
gene_4327342,14
gene_3633826,14
gene_3993915,14
gene_3249404,14
gene_4497696,14
gene_4468125,14
gene_3966626,14
gene_4592690,14
gene_3697905,14
gene_2240122,14
gene_4247138,14
gene_3651801,14
