,A1-S13,A2-S14,A3-S15,A4-S16,A5-S17,B1-S18,B2-S19,B3-S20,B4-S21,B5-S22,C1-S23,C2-S24,C3-S25,C4-S26,C5-S27,D1-S28,D2-S29,D3-S30,D4-S31,D5-S32,E1-S33,E2-S34,E3-S35,E4-S36,E5-S37,F1-S38,F2-S39,F3-S40,F4-S41,F5-S42,G1-S43,G2-S44,G3-S45,G4-S46,G5-S47,H1-S48,H2-S49,H3-S50,H4-S51,H5-S52
K02874,37.0,0.0,9.0,0.0,4.0,25.0,261.0,1.0,250.0,20.0,5.0,82.0,3.0,3.0,2.0,0.0,73.0,125.0,82.0,3.0,0.0,0.0,166.0,271.0,3.0,0.0,163.0,1.0,49.0,100.0,7.0,4.0,18.0,46.0,14.0,0.0,43.0,0.0,38.0,231.0
K02876,13.0,0.0,0.0,1.0,28.0,32.0,97.0,0.0,15.0,50.0,3.0,61.0,10.0,46.0,10.0,0.0,40.0,61.0,53.0,2.0,0.0,1.0,211.0,40.0,9.0,0.0,153.0,0.0,66.0,5.0,3.0,11.0,16.0,71.0,25.0,0.0,119.0,0.0,4.0,52.0
K02878,225.0,0.0,21.0,1.0,47.0,28.0,243.0,3962.0,198.0,446.0,109.0,89.0,2.0,7.0,121.0,3516.0,130.0,27.0,153.0,453.0,3096.0,1.0,497.0,409.0,866.0,5581.0,295.0,4339.0,601.0,1376.0,1880.0,49.0,33.0,284.0,1436.0,1013.0,69.0,1044.0,275.0,537.0
K02879,38.0,2.0,0.0,16.0,15.0,3.0,74.0,2.0,11.0,4.0,9.0,98.0,5.0,3.0,10.0,2.0,103.0,42.0,10.0,13.0,0.0,0.0,80.0,31.0,2.0,0.0,94.0,0.0,50.0,14.0,5.0,7.0,7.0,62.0,9.0,0.0,28.0,0.0,33.0,63.0
K02881,23.0,4.0,1.0,0.0,3.0,16.0,101.0,0.0,90.0,36.0,9.0,63.0,3.0,45.0,14.0,0.0,43.0,71.0,45.0,0.0,0.0,0.0,132.0,92.0,0.0,0.0,134.0,0.0,24.0,23.0,5.0,10.0,5.0,20.0,23.0,0.0,45.0,0.0,20.0,72.0
K02884,41.0,0.0,28.0,0.0,4.0,1.0,39.0,1.0,34.0,18.0,20.0,46.0,12.0,0.0,28.0,0.0,65.0,35.0,10.0,23.0,0.0,0.0,80.0,55.0,0.0,0.0,55.0,0.0,26.0,18.0,26.0,8.0,22.0,11.0,18.0,0.0,45.0,0.0,4.0,18.0
K02886,59.0,0.0,4.0,5.0,94.0,72.0,518.0,1.0,437.0,203.0,12.0,349.0,2.0,26.0,37.0,0.0,220.0,100.0,34.0,154.0,0.0,7.0,686.0,157.0,31.0,0.0,465.0,1.0,324.0,23.0,29.0,27.0,18.0,144.0,38.0,0.0,295.0,0.0,146.0,202.0
K02887,62.0,0.0,0.0,0.0,39.0,32.0,158.0,0.0,91.0,45.0,2.0,64.0,0.0,21.0,2.0,4.0,94.0,28.0,38.0,21.0,0.0,0.0,162.0,35.0,0.0,2.0,76.0,0.0,17.0,5.0,4.0,16.0,48.0,22.0,52.0,0.0,43.0,0.0,5.0,73.0
K02888,15.0,0.0,4.0,0.0,31.0,1.0,75.0,0.0,23.0,16.0,0.0,68.0,2.0,9.0,25.0,0.0,41.0,100.0,2.0,9.0,1.0,0.0,161.0,21.0,4.0,0.0,135.0,0.0,23.0,1.0,4.0,9.0,5.0,52.0,8.0,0.0,23.0,0.0,11.0,87.0
K02890,11.0,0.0,0.0,0.0,10.0,5.0,160.0,0.0,60.0,26.0,2.0,25.0,0.0,2.0,0.0,0.0,14.0,54.0,7.0,11.0,0.0,0.0,115.0,77.0,5.0,0.0,132.0,0.0,14.0,10.0,9.0,10.0,27.0,0.0,10.0,0.0,46.0,0.0,6.0,41.0
K02892,15.0,0.0,2.0,0.0,4.0,2.0,30.0,0.0,39.0,8.0,2.0,24.0,3.0,1.0,4.0,1.0,35.0,20.0,11.0,2.0,0.0,8.0,56.0,8.0,4.0,0.0,49.0,0.0,17.0,5.0,0.0,3.0,3.0,29.0,17.0,0.0,13.0,0.0,28.0,33.0
K02895,22.0,9.0,0.0,4.0,8.0,0.0,54.0,0.0,20.0,4.0,0.0,47.0,0.0,39.0,13.0,0.0,41.0,15.0,6.0,2.0,0.0,0.0,74.0,30.0,3.0,0.0,36.0,0.0,1.0,3.0,6.0,2.0,0.0,2.0,6.0,0.0,14.0,0.0,0.0,49.0
K02897,43.0,0.0,0.0,2.0,4.0,5.0,26.0,0.0,17.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,19.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0
K02899,47.0,35.0,58.0,0.0,1.0,7.0,83.0,0.0,61.0,60.0,1.0,34.0,15.0,0.0,2.0,0.0,47.0,119.0,0.0,0.0,0.0,0.0,109.0,13.0,1.0,0.0,84.0,0.0,89.0,29.0,1.0,13.0,19.0,22.0,42.0,0.0,7.0,0.0,32.0,70.0
K02902,11.0,1.0,0.0,0.0,0.0,6.0,29.0,0.0,14.0,9.0,2.0,8.0,0.0,1.0,1.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,23.0,6.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,0.0,9.0,0.0,2.0,6.0
K02904,10.0,0.0,0.0,6.0,2.0,3.0,41.0,0.0,14.0,36.0,2.0,19.0,2.0,29.0,0.0,0.0,19.0,10.0,41.0,0.0,0.0,0.0,46.0,124.0,1.0,0.0,42.0,0.0,12.0,13.0,1.0,2.0,5.0,4.0,2.0,0.0,51.0,0.0,3.0,61.0
K02906,161.0,0.0,29.0,0.0,57.0,17.0,423.0,0.0,302.0,213.0,2.0,149.0,2.0,75.0,48.0,0.0,100.0,171.0,109.0,21.0,0.0,8.0,381.0,67.0,23.0,0.0,297.0,0.0,210.0,17.0,4.0,11.0,14.0,55.0,173.0,0.0,88.0,0.0,46.0,73.0
K02907,4.0,0.0,0.0,0.0,2.0,2.0,19.0,1.0,14.0,2.0,0.0,10.0,0.0,1.0,9.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,13.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,5.0
K02909,38.0,0.0,12.0,0.0,2.0,0.0,34.0,0.0,20.0,3.0,1.0,29.0,0.0,0.0,30.0,16.0,16.0,19.0,2.0,0.0,0.0,1.0,108.0,13.0,1.0,0.0,24.0,0.0,7.0,13.0,0.0,1.0,2.0,7.0,30.0,0.0,51.0,0.0,2.0,23.0
K02911,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,33.0,0.0,0.0,32.0,0.0,4.0,0.0,1.0,39.0,12.0,0.0,0.0,0.0,0.0,45.0,11.0,0.0,0.0,22.0,0.0,10.0,5.0,3.0,0.0,23.0,6.0,2.0,0.0,1.0,0.0,0.0,26.0
K02913,25.0,0.0,0.0,0.0,0.0,11.0,43.0,5.0,0.0,15.0,20.0,10.0,0.0,1.0,2.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,19.0,16.0,0.0,0.0,26.0,1.0,5.0,5.0,0.0,0.0,0.0,6.0,5.0,0.0,2.0,0.0,0.0,11.0
K02914,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
K02916,147.0,0.0,44.0,0.0,139.0,1.0,319.0,0.0,117.0,101.0,48.0,19.0,0.0,8.0,47.0,0.0,4.0,18.0,2.0,0.0,0.0,0.0,27.0,62.0,1.0,0.0,62.0,0.0,14.0,0.0,3.0,1.0,2.0,1.0,49.0,0.0,15.0,0.0,2.0,26.0
K02919,6.0,0.0,0.0,0.0,7.0,2.0,13.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
K02926,58.0,0.0,44.0,5.0,28.0,51.0,392.0,1.0,109.0,62.0,3.0,146.0,2.0,15.0,22.0,27.0,214.0,64.0,65.0,16.0,3.0,0.0,299.0,124.0,6.0,0.0,223.0,1.0,56.0,58.0,12.0,13.0,22.0,23.0,39.0,0.0,87.0,0.0,37.0,193.0
K02931,30.0,16.0,0.0,24.0,68.0,17.0,172.0,0.0,101.0,63.0,7.0,116.0,26.0,11.0,59.0,0.0,121.0,92.0,35.0,63.0,0.0,1.0,217.0,56.0,7.0,0.0,138.0,1.0,190.0,50.0,2.0,14.0,11.0,125.0,60.0,0.0,79.0,0.0,98.0,146.0
K02933,106.0,0.0,117.0,25.0,16.0,4.0,194.0,0.0,227.0,156.0,8.0,164.0,0.0,55.0,68.0,0.0,194.0,38.0,14.0,22.0,0.0,3.0,284.0,82.0,56.0,0.0,140.0,0.0,99.0,18.0,9.0,61.0,21.0,54.0,44.0,0.0,48.0,0.0,28.0,158.0
K02935,13.0,0.0,28.0,0.0,10.0,29.0,178.0,1.0,153.0,68.0,14.0,65.0,0.0,1.0,10.0,0.0,55.0,40.0,1.0,5.0,0.0,2.0,164.0,71.0,2.0,0.0,124.0,0.0,98.0,13.0,2.0,7.0,14.0,42.0,15.0,0.0,90.0,0.0,101.0,35.0
K02939,42.0,2.0,3.0,1.0,3.0,2.0,110.0,0.0,17.0,0.0,1.0,10.0,1.0,5.0,3.0,0.0,25.0,15.0,8.0,6.0,0.0,0.0,33.0,13.0,1.0,0.0,38.0,0.0,26.0,8.0,5.0,16.0,7.0,64.0,6.0,3.0,28.0,0.0,20.0,11.0
K02945,292.0,3.0,17.0,18.0,118.0,88.0,596.0,2.0,372.0,276.0,28.0,407.0,24.0,29.0,151.0,26.0,326.0,182.0,46.0,75.0,0.0,21.0,559.0,218.0,35.0,10.0,422.0,0.0,205.0,100.0,49.0,11.0,14.0,172.0,168.0,0.0,127.0,0.0,77.0,252.0
K02946,15.0,26.0,5.0,8.0,29.0,42.0,102.0,1.0,63.0,53.0,3.0,89.0,0.0,41.0,7.0,0.0,140.0,27.0,116.0,26.0,0.0,0.0,339.0,66.0,56.0,0.0,171.0,0.0,127.0,6.0,3.0,15.0,7.0,14.0,31.0,0.0,68.0,0.0,102.0,241.0
K02948,65.0,0.0,8.0,0.0,31.0,25.0,173.0,0.0,184.0,82.0,17.0,127.0,34.0,133.0,7.0,0.0,64.0,313.0,13.0,58.0,0.0,0.0,654.0,100.0,8.0,0.0,140.0,0.0,187.0,14.0,8.0,3.0,20.0,102.0,11.0,0.0,47.0,0.0,345.0,170.0
K02950,101.0,0.0,0.0,19.0,11.0,80.0,166.0,0.0,152.0,54.0,0.0,107.0,1.0,35.0,9.0,0.0,90.0,32.0,31.0,48.0,0.0,0.0,264.0,114.0,36.0,0.0,254.0,3.0,63.0,27.0,2.0,16.0,71.0,202.0,13.0,0.0,135.0,0.0,70.0,130.0
K02952,47.0,18.0,52.0,20.0,47.0,6.0,134.0,0.0,114.0,147.0,0.0,63.0,2.0,3.0,25.0,1.0,50.0,24.0,52.0,60.0,0.0,3.0,183.0,158.0,3.0,1.0,112.0,0.0,49.0,30.0,19.0,7.0,28.0,32.0,19.0,0.0,35.0,1.0,132.0,68.0
K02954,18.0,0.0,13.0,0.0,9.0,16.0,45.0,2.0,65.0,2.0,1.0,12.0,1.0,0.0,0.0,0.0,26.0,2.0,16.0,0.0,0.0,0.0,131.0,49.0,0.0,0.0,33.0,0.0,12.0,3.0,0.0,2.0,3.0,39.0,0.0,0.0,24.0,0.0,11.0,24.0
K02956,22.0,8.0,0.0,0.0,1.0,0.0,143.0,0.0,117.0,12.0,5.0,12.0,0.0,0.0,1.0,0.0,5.0,2.0,43.0,0.0,0.0,0.0,180.0,20.0,10.0,0.0,100.0,0.0,6.0,2.0,1.0,5.0,7.0,45.0,75.0,0.0,26.0,0.0,6.0,19.0
K02959,7.0,3.0,0.0,0.0,4.0,0.0,78.0,0.0,17.0,2.0,0.0,53.0,0.0,1.0,10.0,0.0,49.0,12.0,4.0,4.0,0.0,0.0,90.0,31.0,4.0,0.0,28.0,0.0,39.0,3.0,2.0,2.0,8.0,18.0,3.0,0.0,6.0,0.0,5.0,51.0
K02961,9.0,0.0,0.0,0.0,23.0,0.0,62.0,0.0,27.0,12.0,6.0,54.0,7.0,7.0,10.0,0.0,28.0,19.0,0.0,4.0,0.0,0.0,84.0,8.0,7.0,0.0,57.0,0.0,24.0,12.0,5.0,5.0,20.0,14.0,6.0,0.0,18.0,0.0,6.0,39.0
K02963,123.0,84.0,32.0,54.0,108.0,0.0,95.0,1.0,159.0,168.0,3.0,84.0,4.0,4.0,44.0,0.0,45.0,43.0,9.0,39.0,0.0,0.0,90.0,46.0,0.0,0.0,88.0,0.0,23.0,9.0,1.0,8.0,1.0,32.0,16.0,0.0,20.0,0.0,42.0,83.0
K02965,18.0,1.0,0.0,11.0,7.0,14.0,91.0,1.0,48.0,10.0,5.0,120.0,13.0,5.0,15.0,0.0,168.0,114.0,57.0,3.0,0.0,0.0,105.0,57.0,1.0,0.0,61.0,0.0,52.0,0.0,2.0,13.0,19.0,24.0,18.0,0.0,40.0,0.0,39.0,80.0
K02967,214.0,109.0,0.0,13.0,113.0,62.0,514.0,0.0,385.0,141.0,21.0,528.0,9.0,14.0,111.0,0.0,173.0,202.0,25.0,66.0,0.0,60.0,586.0,231.0,9.0,0.0,314.0,1.0,107.0,31.0,6.0,12.0,49.0,176.0,20.0,0.0,272.0,0.0,507.0,123.0
K02968,9.0,0.0,0.0,1.0,3.0,1.0,14.0,0.0,13.0,8.0,0.0,11.0,0.0,0.0,11.0,0.0,10.0,3.0,12.0,2.0,0.0,0.0,52.0,7.0,0.0,0.0,23.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,3.0,0.0,8.0,0.0,10.0,13.0
K02970,17.0,0.0,7.0,5.0,0.0,1.0,84.0,1.0,5.0,14.0,0.0,26.0,0.0,0.0,9.0,0.0,31.0,50.0,0.0,0.0,0.0,0.0,48.0,4.0,11.0,7.0,89.0,0.0,0.0,0.0,5.0,1.0,1.0,24.0,8.0,0.0,40.0,0.0,1.0,80.0
K02982,72.0,25.0,7.0,5.0,29.0,16.0,262.0,2.0,137.0,35.0,5.0,148.0,7.0,16.0,32.0,0.0,138.0,122.0,61.0,23.0,0.0,1.0,288.0,238.0,33.0,0.0,192.0,1.0,106.0,34.0,10.0,46.0,15.0,54.0,58.0,0.0,44.0,0.0,39.0,218.0
K02986,30.0,0.0,0.0,6.0,62.0,10.0,107.0,0.0,77.0,78.0,9.0,103.0,4.0,10.0,27.0,0.0,102.0,75.0,21.0,25.0,0.0,2.0,205.0,48.0,10.0,0.0,177.0,0.0,70.0,11.0,4.0,6.0,11.0,32.0,14.0,0.0,112.0,0.0,67.0,62.0
K02988,29.0,0.0,0.0,0.0,6.0,5.0,216.0,1.0,112.0,40.0,5.0,112.0,14.0,13.0,14.0,0.0,86.0,187.0,17.0,15.0,0.0,1.0,189.0,36.0,12.0,0.0,156.0,1.0,155.0,44.0,21.0,2.0,21.0,47.0,8.0,0.0,67.0,0.0,16.0,140.0
K02990,161.0,3.0,0.0,0.0,8.0,0.0,57.0,2.0,22.0,13.0,4.0,35.0,5.0,1.0,7.0,0.0,40.0,23.0,6.0,0.0,0.0,0.0,127.0,33.0,13.0,0.0,66.0,0.0,26.0,12.0,0.0,3.0,17.0,29.0,12.0,0.0,32.0,0.0,15.0,23.0
K02992,23.0,12.0,16.0,4.0,16.0,78.0,247.0,0.0,69.0,18.0,18.0,133.0,1.0,11.0,9.0,0.0,139.0,94.0,19.0,10.0,0.0,27.0,356.0,75.0,18.0,0.0,305.0,0.0,111.0,16.0,0.0,32.0,14.0,65.0,21.0,0.0,24.0,0.0,197.0,136.0
K02994,11.0,16.0,0.0,4.0,25.0,2.0,161.0,0.0,49.0,30.0,3.0,81.0,0.0,14.0,15.0,2.0,51.0,80.0,12.0,12.0,0.0,1.0,133.0,267.0,1.0,0.0,646.0,1.0,45.0,20.0,6.0,4.0,9.0,36.0,22.0,0.0,201.0,0.0,125.0,163.0
K02996,20.0,0.0,4.0,2.0,70.0,0.0,145.0,0.0,53.0,39.0,24.0,280.0,1.0,8.0,21.0,1.0,93.0,57.0,4.0,2.0,0.0,8.0,178.0,11.0,20.0,0.0,82.0,0.0,19.0,21.0,6.0,10.0,3.0,113.0,23.0,0.0,176.0,0.0,76.0,69.0
K03040,59.0,13.0,1.0,7.0,36.0,24.0,172.0,0.0,62.0,74.0,10.0,231.0,4.0,26.0,12.0,0.0,136.0,142.0,57.0,3.0,1.0,1.0,198.0,107.0,29.0,0.0,192.0,1.0,172.0,25.0,10.0,19.0,34.0,101.0,20.0,0.0,64.0,0.0,107.0,94.0
K03043,171.0,0.0,11.0,16.0,151.0,47.0,927.0,4.0,811.0,162.0,39.0,1070.0,78.0,80.0,121.0,1.0,1063.0,568.0,505.0,82.0,5.0,11.0,1926.0,529.0,36.0,0.0,1122.0,1.0,747.0,95.0,37.0,87.0,108.0,422.0,136.0,2.0,881.0,0.0,394.0,576.0
K03046,317.0,73.0,8.0,125.0,152.0,127.0,1235.0,20.0,528.0,284.0,88.0,1042.0,67.0,154.0,119.0,3.0,776.0,581.0,363.0,129.0,0.0,6.0,2404.0,629.0,98.0,16.0,1171.0,16.0,900.0,337.0,174.0,153.0,115.0,532.0,179.0,0.0,564.0,0.0,195.0,526.0
K03048,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K03060,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,3.0,0.0,0.0,12.0,0.0,2.0,6.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,14.0,0.0,5.0,10.0,0.0,0.0,2.0,1.0,5.0,0.0,23.0,0.0,3.0,1.0
K03070,89.0,11.0,2.0,83.0,122.0,51.0,749.0,3.0,153.0,176.0,5.0,405.0,32.0,74.0,59.0,1.0,699.0,220.0,194.0,102.0,2.0,20.0,1636.0,281.0,26.0,0.0,800.0,3.0,527.0,96.0,25.0,142.0,106.0,363.0,111.0,0.0,632.0,0.0,63.0,463.0
K03071,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
K03072,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K03073,5.0,0.0,0.0,0.0,1.0,2.0,11.0,0.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0
K03074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K03075,0.0,0.0,2.0,3.0,3.0,0.0,24.0,0.0,5.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,16.0,18.0,1.0,0.0,0.0,0.0,34.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0
K03076,106.0,6.0,0.0,16.0,42.0,75.0,283.0,1.0,236.0,114.0,28.0,245.0,6.0,22.0,23.0,1.0,200.0,188.0,93.0,21.0,7.0,19.0,524.0,87.0,57.0,10.0,189.0,0.0,252.0,26.0,13.0,21.0,51.0,93.0,86.0,0.0,118.0,0.0,60.0,140.0
K03077,15.0,3.0,1.0,2.0,3.0,0.0,112.0,0.0,20.0,14.0,10.0,84.0,5.0,2.0,5.0,0.0,54.0,46.0,4.0,0.0,0.0,0.0,173.0,15.0,6.0,0.0,79.0,0.0,28.0,4.0,3.0,21.0,3.0,16.0,5.0,0.0,51.0,0.0,25.0,71.0
K03078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,4.0,10.0,0.0,0.0,12.0,0.0,47.0,0.0,0.0,5.0
K03079,0.0,0.0,1.0,1.0,1.0,6.0,25.0,1.0,5.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,12.0
K03086,30.0,16.0,0.0,5.0,7.0,46.0,338.0,0.0,128.0,42.0,4.0,87.0,3.0,45.0,12.0,0.0,216.0,250.0,44.0,0.0,0.0,2.0,894.0,210.0,10.0,1.0,495.0,3.0,205.0,39.0,9.0,74.0,48.0,176.0,51.0,0.0,288.0,0.0,56.0,259.0
K03087,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K03088,293.0,113.0,122.0,40.0,118.0,170.0,2487.0,6.0,1847.0,300.0,58.0,1541.0,61.0,100.0,89.0,2.0,826.0,1484.0,368.0,92.0,35.0,9.0,3507.0,2068.0,241.0,6.0,1460.0,1.0,1071.0,420.0,25.0,28.0,127.0,755.0,259.0,0.0,461.0,1.0,638.0,1707.0
K03089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
K03090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K03091,4.0,11.0,6.0,9.0,9.0,37.0,265.0,0.0,130.0,35.0,15.0,403.0,16.0,47.0,25.0,1.0,239.0,269.0,76.0,2.0,0.0,3.0,673.0,138.0,6.0,1.0,347.0,0.0,67.0,16.0,1.0,13.0,26.0,79.0,17.0,0.0,133.0,0.0,70.0,151.0
K03092,21.0,2.0,0.0,1.0,21.0,2.0,80.0,0.0,37.0,19.0,1.0,30.0,3.0,1.0,1.0,0.0,7.0,12.0,5.0,4.0,0.0,1.0,83.0,16.0,2.0,0.0,40.0,0.0,8.0,7.0,0.0,3.0,3.0,4.0,9.0,0.0,12.0,0.0,5.0,22.0
K03093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
K03095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
K03098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K03100,34.0,10.0,5.0,5.0,47.0,9.0,130.0,0.0,55.0,50.0,2.0,73.0,6.0,9.0,6.0,0.0,43.0,65.0,34.0,4.0,0.0,1.0,162.0,78.0,5.0,0.0,112.0,0.0,30.0,7.0,4.0,14.0,12.0,10.0,20.0,0.0,26.0,0.0,35.0,73.0
K03101,12.0,11.0,1.0,1.0,5.0,3.0,69.0,0.0,23.0,7.0,5.0,82.0,0.0,1.0,0.0,1.0,72.0,23.0,11.0,1.0,3.0,0.0,102.0,17.0,0.0,0.0,56.0,0.0,44.0,10.0,2.0,6.0,2.0,20.0,5.0,0.0,48.0,0.0,22.0,29.0
K03106,21.0,6.0,1.0,38.0,40.0,35.0,270.0,2.0,142.0,58.0,11.0,248.0,11.0,8.0,14.0,2.0,264.0,163.0,42.0,20.0,0.0,5.0,290.0,47.0,2.0,0.0,204.0,2.0,67.0,15.0,14.0,14.0,24.0,30.0,57.0,0.0,100.0,0.0,46.0,70.0
K03110,14.0,1.0,4.0,1.0,30.0,9.0,104.0,2.0,47.0,25.0,10.0,151.0,11.0,11.0,31.0,0.0,130.0,68.0,34.0,2.0,0.0,5.0,179.0,44.0,3.0,1.0,130.0,2.0,51.0,28.0,4.0,8.0,19.0,34.0,2.0,0.0,158.0,0.0,34.0,37.0
K03111,13.0,3.0,0.0,4.0,14.0,9.0,105.0,1.0,27.0,14.0,9.0,120.0,5.0,10.0,6.0,0.0,106.0,45.0,25.0,4.0,0.0,1.0,241.0,110.0,14.0,0.0,112.0,1.0,133.0,60.0,3.0,18.0,29.0,66.0,22.0,0.0,194.0,0.0,31.0,80.0
K03112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K03113,5.0,2.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
K03116,2.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
