,postFMTs1scecum_S27,postFMTs1scolon_S28,postFMTs1sduodenum_S24,postFMTs1sileum_S26,postFMTs1sjejunum_S25,postFMTs2scecum_S32,postFMTs2scolon_S33,postFMTs2sduodenum_S29,postFMTs2sileum_S31,postFMTs2sjejunum_S30,postFMTs3scecum_S37,postFMTs3scolon_S38,postFMTs3sduodenum_S34,postFMTs3sileum_S36,postFMTs3sjejunum_S35,postFMTs4scecum_S42,postFMTs4scolon_S43,postFMTs4sduodenum_S39,postFMTs4sileum_S41,postFMTs4sjejunum_S40
K01892,218.65733887598992,493.11024533864435,0.0,0.0,0.0,125.97986080747305,0.0,0.0,0.0,0.0,1748.546659176141,51.822020793482196,0.0,0.0,0.0,111.24678285979634,0.0,0.0,0.0,0.0
K01893,748.7175796115453,2508.643225491794,0.0,0.0,0.0,426.9750783127229,433.3873503800354,0.0,0.0,0.0,1104.960530361931,2480.460702470595,0.0,0.0,0.0,861.8842259502028,492.24000406717596,0.0,0.0,0.0
K01895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.7749540662137,0.0,0.0,0.0,0.0
K01897,187.18184863443224,196.71141095351868,0.0,0.0,537.7155930235151,43.39375943094188,0.0,0.0,0.0,0.0,258.71550020527997,239.08222279194842,0.0,0.0,0.0,294.84654061556256,0.0,0.0,0.0,0.0
K01903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.63710680474465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01905,0.0,0.0,0.0,0.0,0.0,73.31274403567285,0.0,0.0,0.0,0.0,24.72390567295949,89.54214059083128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.18038805432714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01911,0.0,0.0,0.0,0.0,0.0,0.0,314.2673610718277,0.0,0.0,0.0,0.0,49.22007832686385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01912,0.0,0.0,0.0,0.0,0.0,124.78151223754949,0.0,0.0,0.0,0.0,528.2526389923744,0.0,0.0,0.0,0.0,113.94861203814027,0.0,0.0,0.0,0.0
K01914,0.0,0.0,0.0,0.0,880.1509634932585,106.24625226392124,0.0,0.0,0.0,0.0,154.21261045863756,125.38108885395555,0.0,0.0,0.0,464.6263229375554,0.0,0.0,0.0,0.0
K01915,490.4146073842791,123.38869784205507,0.0,0.0,0.0,294.5845403754698,134.56660939511772,0.0,0.0,0.0,1501.1290166479996,1354.5748326673568,0.0,0.0,0.0,3482.845630798445,0.0,0.0,0.0,0.0
K01916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9891262406864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01918,0.0,197.3344068325065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5725939734278,0.0,0.0,0.0,166.3764837780534,0.0,0.0,0.0,0.0
K01919,0.0,0.0,0.0,0.0,0.0,54.06587806074885,0.0,0.0,0.0,0.0,0.0,50.81468129641665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01921,266.0740470875772,157.19859527335262,0.0,0.0,0.0,103.0886635105599,0.0,0.0,0.0,0.0,158.54836990922303,70.4407108989249,0.0,0.0,0.0,330.1097856158646,0.0,0.0,0.0,0.0
K01923,0.0,0.0,0.0,0.0,0.0,227.8461389021365,852.1645370339334,0.0,0.0,0.0,172.5074247710569,100.11573378825923,0.0,0.0,0.0,3660.3445987261616,0.0,0.0,0.0,3475.33554364674
K01924,202.4410339878252,122.30396203685021,0.0,0.0,0.0,151.70332191108102,0.0,0.0,0.0,0.0,55.286861409107296,1288.9501220051116,0.0,190.39100410121262,0.0,1530.4118689742495,298.5172647460066,0.0,0.0,0.0
K01925,200.50792996884348,0.0,0.0,2687.738536795141,0.0,34.321467252335054,0.0,0.0,0.0,0.0,282.5075612494403,338.90139948748117,0.0,0.0,0.0,390.4654498791448,372.83851505853363,0.0,0.0,0.0
K01926,0.0,0.0,0.0,0.0,0.0,36.005464477332794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.69206147581892,0.0,0.0,0.0,0.0
K01928,440.4826217731892,116.1759973418932,0.0,0.0,0.0,30.88244247755197,0.0,0.0,0.0,0.0,0.0,35.91938540494797,0.0,0.0,2513.939796169761,195.31091691346643,0.0,0.0,0.0,0.0
K01929,0.0,121.502844381587,0.0,0.0,0.0,197.06568323810572,240.93831015506785,0.0,0.0,0.0,0.0,88.46811590477924,0.0,0.0,0.0,563.2139237945172,0.0,0.0,0.0,0.0
K01933,0.0,0.0,0.0,0.0,0.0,125.7163410523627,0.0,0.0,0.0,0.0,142.3524414678192,2203.86468379302,0.0,0.0,0.0,137.1197117728352,0.0,0.0,0.0,0.0
K01934,0.0,0.0,0.0,0.0,0.0,81.00213859407769,0.0,0.0,0.0,0.0,0.0,127.17404021751848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2188.1742311849844
K01937,3243.055603044064,0.0,0.0,0.0,567.3971337366393,2169.3507964605446,188.09310458202324,0.0,0.0,0.0,2149.86683534408,1141.136137744926,0.0,0.0,0.0,536.9249426308048,0.0,0.0,0.0,0.0
K01938,894.9808749910547,97.45762298908377,0.0,0.0,0.0,0.0,0.0,8.288711685215215,0.0,0.0,749.2707569119326,568.6690699522703,0.0,0.0,0.0,3670.9428521537084,142.03242145678112,0.0,0.0,0.0
K01939,0.0,0.0,0.0,0.0,0.0,313.01497499206897,0.0,0.0,0.0,0.0,0.0,799.1549505604108,0.0,0.0,0.0,218.3948700435973,0.0,0.0,0.0,0.0
K01940,0.0,138.42861374817622,0.0,0.0,0.0,309.8611132362975,0.0,0.0,0.0,0.0,2398.7614417883874,338.84272303245655,0.0,0.0,0.0,58.520578702980316,195.58027690255605,0.0,0.0,0.0
K01945,0.0,0.0,196.4646164208691,2954.035212099729,0.0,314.08495061062695,0.0,91.18010823876672,0.0,0.0,0.0,335.7192766594811,95.2250035005604,0.0,0.0,109.69443453010838,929.8078737990367,124.44127616955316,156.09346142831058,0.0
K01950,68.47270267235263,174.86593675619133,0.0,0.0,0.0,383.0698587250437,0.0,0.0,0.0,0.0,40.72856561485961,195.9663829538722,0.0,0.0,0.0,317.6611136875372,515.8252843987395,0.0,0.0,0.0
K01951,205.72954980958974,0.0,0.0,0.0,0.0,108.1445382080507,0.0,0.0,0.0,0.0,60.28961684983857,254.5955954758564,0.0,0.0,0.0,228.88320649745293,2602.76078291236,0.0,0.0,0.0
K01952,130.36242190828807,0.0,0.0,0.0,0.0,168.05482389352477,0.0,1.6847697705668734,0.0,0.0,81.9784976251083,143.51094158367763,0.0,0.0,0.0,172.32334641025622,0.0,0.0,0.0,0.0
K01953,386.1302679006741,490.4377724390906,0.0,0.0,239.53794089353406,592.793527241655,0.0,0.0,0.0,0.0,170.13268648294374,507.3907458322113,0.0,0.0,0.0,796.0243375305382,0.0,0.0,0.0,1879.8405895180088
K01955,616.9224232753727,283.33869457854246,0.0,5157.571830459986,1497.5562139577435,310.9339694244192,0.0,0.0,0.0,0.0,1040.8964233247946,244.8392687499737,0.0,0.0,0.0,339.0231142331819,222.6188073621136,0.0,0.0,0.0
K01956,383.4072502493465,605.7029884549188,0.0,0.0,426.7398610876405,19.90999844483002,0.0,0.0,0.0,0.0,278.81996644699956,272.95887910691044,0.0,0.0,0.0,558.5348726583214,0.0,0.0,0.0,0.0
K01958,0.0,0.0,0.0,0.0,0.0,6.5968916080044675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.418868586407854,0.0,0.0,0.0,0.0
K01961,103.01203056902607,0.0,0.0,0.0,0.0,68.2301213827377,0.0,0.0,0.0,0.0,0.0,104.82368471330645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01962,228.8409546037413,0.0,0.0,0.0,0.0,52.673565666330845,383.31094797397174,0.0,0.0,0.0,98.42736690257738,84.93573083119466,0.0,0.0,0.0,201.46228720652488,0.0,0.0,0.0,0.0
K01963,163.37346602526245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92808974128495,0.0,0.0,0.0,0.0
K01971,0.0,0.0,0.0,0.0,0.0,50.03356752044946,0.0,0.0,0.0,0.0,0.0,230.67863663777968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01972,1016.9700073580585,84.95924080422418,0.0,0.0,0.0,374.34090167094763,148.3784314737955,0.0,0.0,0.0,193.97107273833836,1685.4406522214704,0.0,0.0,0.0,572.2533212580086,0.0,0.0,0.0,0.0
K01989,138.16450390860473,164.15428532969568,0.0,0.0,0.0,198.89071573563734,0.0,0.0,0.0,0.0,0.0,258.624244921711,0.0,0.0,0.0,71.25013056586425,252.45525356858133,0.0,0.0,0.0
K01990,7511.5095415374235,1765.239696866904,39.20722443295424,4189.710072063012,0.0,3412.9233117758845,1676.3208237549331,111.45202161627878,0.0,0.0,2994.745106738359,7961.8571798241255,66.5121207656586,0.0,0.0,20322.521334096702,5208.591703761015,108.64863329689041,54.513556185841296,2707.4699672453735
K01991,480.5132134789692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.8560309869945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01992,2485.456762675502,143.423460635997,0.0,1925.001925001925,605.8423257547192,1382.8762246079355,384.7684040499183,0.0,0.0,0.0,1730.5616389106342,3874.3136203501626,0.0,0.0,0.0,1781.89663399445,953.2544713281475,0.0,0.0,0.0
K01993,0.0,0.0,0.0,0.0,0.0,22.72911326887675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K01995,0.0,0.0,0.0,0.0,0.0,54.35762515242382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.92808974128495,0.0,0.0,0.0,0.0
K01996,0.0,0.0,0.0,0.0,0.0,301.3589817250494,0.0,0.0,0.0,0.0,331.2566402840327,99.27087527527814,0.0,0.0,0.0,2308.7342211387,0.0,0.0,0.0,0.0
K01997,158.3722374734687,0.0,0.0,0.0,0.0,17.591710954678582,0.0,0.0,0.0,0.0,179.20568870538224,80.2976021851226,0.0,0.0,0.0,5995.955707125832,0.0,0.0,0.0,0.0
K01998,149.71523413890608,0.0,0.0,0.0,0.0,45.89332877508517,0.0,0.0,0.0,0.0,301.23087924455064,515.6009909552358,0.0,0.0,0.0,2944.9980775057334,0.0,0.0,0.0,0.0
K01999,1189.339813816417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.980563473954525,61.429846010119206,57.24378939231367,0.0,0.0,0.0,235.70229309137122,420.13540964252786,0.0,0.0,0.0
K02003,11723.126826153955,714.2360283011369,0.0,5148.800329523221,0.0,7175.087008483658,449.75151228946,0.0,0.0,1732.4535142218149,8165.1421042102775,14397.833837363212,0.0,0.0,0.0,42314.8945195517,0.0,0.0,0.0,2363.228169679783
K02004,9408.80577538995,2152.097964208161,32.50725570074055,0.0,2780.2670130427855,9741.462224883886,5429.450746185802,104.2842657213079,0.0,33.571881695911806,11738.965516303515,8321.097436602933,34.466328403090486,0.0,0.0,22891.04612884142,210.0661127962179,46.59997078279906,45.19794848319753,764.0924118731496
K02005,100.78233293766192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.19992086539346,107.82863528052997,119.12391229439113,0.0,0.0,0.0,43.43240003186201,444.8394015157835,0.0,0.0,0.0
K02007,131.15897976675998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.09594039234301,0.0,0.0,0.0,0.0
K02008,0.0,0.0,0.0,0.0,0.0,29.076110936412142,0.0,0.0,0.0,0.0,101.5032221182829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02010,124.82959200321659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02011,80.27834106413756,99.01833225403351,0.0,0.0,0.0,86.42209601755977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.7829002992189,0.0,0.0,0.0,0.0
K02012,0.0,0.0,0.0,0.0,0.0,52.21989495602931,0.0,0.0,0.0,0.0,0.0,54.97008747719841,0.0,0.0,0.0,734.6097022048693,0.0,0.0,0.0,0.0
K02013,0.0,0.0,0.0,0.0,0.0,121.44784572606397,0.0,0.0,0.0,0.0,0.0,1074.8933948373751,0.0,0.0,0.0,288.1976142084709,0.0,0.0,0.0,0.0
K02014,0.0,0.0,0.0,0.0,0.0,11.215675979838743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.00666669402753,0.0,0.0,0.0,0.0
K02015,408.09677420941955,0.0,0.0,0.0,423.1836955785768,22.3338243424615,0.0,0.0,0.0,0.0,150.44418919007774,69.19763953012037,0.0,0.0,0.0,396.9934052501575,0.0,0.0,0.0,0.0
K02016,1047.255996271651,152.04454296930828,0.0,0.0,0.0,74.72421832863311,269.13321879023545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.9075224029818,0.0,0.0,0.0,0.0
K02018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.57372281821459,0.0,0.0,0.0,0.0,211.5180939293009,0.0,0.0,0.0,0.0
K02020,0.0,0.0,0.0,0.0,0.0,26.03097769645006,0.0,0.0,0.0,0.0,107.37530934826624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.24515440924977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02025,839.4560942529915,4328.5463460946885,0.0,0.0,0.0,4451.210301888732,339.5774841111695,0.0,0.0,0.0,1363.6541011955705,665.5408320027433,0.0,0.0,0.0,859.3235280997653,0.0,0.0,0.0,0.0
K02026,517.976219711464,384.6381348342803,72.0020523465001,0.0,0.0,425.3785936500421,26193.340536275005,19.49294370057747,0.0,0.0,451.23278932460386,554.9037162091404,30.536522734700732,415.4794341834874,0.0,1521.7783536334766,0.0,73.25528702841095,100.11134383661509,0.0
K02027,9978.412386435019,0.0,0.0,0.0,0.0,315.17478570554357,197.25943521467548,0.0,0.0,30.017211869285852,492.2806529610163,906.1511144172231,0.0,841.7330734457028,0.0,4011.2409074116035,994.1709020350024,0.0,0.0,0.0
K02028,0.0,0.0,0.0,0.0,0.0,104.29898388282497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.1266546641005,0.0,0.0,0.0,0.0
K02029,630.461365517529,0.0,0.0,0.0,0.0,139.20098702454783,428.78851807257837,0.0,0.0,0.0,107.82085005095611,0.0,0.0,0.0,0.0,186.31884813444844,0.0,0.0,0.0,0.0
K02030,0.0,184.26590306876437,0.0,0.0,0.0,151.28936863151304,0.0,0.0,0.0,0.0,197.22898234851056,161.15274812456835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02031,0.0,0.0,0.0,0.0,0.0,12.59014607540722,0.0,0.0,0.0,0.0,96.95830172492695,219.88034990879365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.18021040381291,0.0,0.0,0.0,95.86907811911006,0.0,0.0,0.0,0.0
K02033,137.75573318698164,0.0,0.0,0.0,0.0,185.86002019489717,0.0,0.0,0.0,0.0,76.20183244070506,46.1317596867469,0.0,0.0,0.0,144.17136017520207,0.0,0.0,0.0,0.0
K02034,165.69906696512382,0.0,0.0,0.0,0.0,68.96018631198717,0.0,0.0,0.0,257.05037776123515,170.45943276748073,312.7374611039853,0.0,0.0,0.0,77.83430104719824,0.0,0.0,0.0,0.0
K02035,1637.155841274948,329.5104795761487,0.0,0.0,302.87501075206285,127.78020734522866,171.80660486439479,0.0,0.0,0.0,488.78476859782216,293.7660213442637,0.0,0.0,0.0,214.6641415966851,145.93039528749898,0.0,0.0,0.0
K02036,0.0,0.0,0.0,0.0,0.0,1005.0744597788996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3355.002434509556,0.0,0.0,0.0,0.0
K02037,159.4569788260267,0.0,0.0,0.0,0.0,736.1547448138281,0.0,0.0,0.0,0.0,80.69821385801373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02038,0.0,0.0,0.0,0.0,0.0,213.10751855946376,0.0,0.0,0.0,0.0,172.14334722175613,159.27477082830316,0.0,0.0,0.0,269.822556523175,0.0,0.0,0.0,0.0
K02039,197.29422803898217,0.0,0.0,0.0,0.0,34.39807767030901,0.0,0.0,0.0,0.0,120.3001151031501,0.0,0.0,0.0,0.0,1100.5615259600117,0.0,0.0,0.0,0.0
K02040,0.0,0.0,0.0,0.0,0.0,422.0981240713118,0.0,0.0,0.0,0.0,84.64112332990366,72.1693173013525,0.0,0.0,0.0,76.82017334625755,0.0,0.0,0.0,0.0
K02048,268.76687885086506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02049,164.52804882402754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.4158012932166,926.7692859761643,0.0,0.0,0.0
K02050,162.80223013006918,224.38831744664049,0.0,0.0,0.0,47.02763818311084,0.0,0.0,0.0,0.0,201.48118093611677,164.52585622546096,0.0,0.0,0.0,178.43511845236227,0.0,0.0,0.0,0.0
K02051,0.0,0.0,0.0,0.0,450.7281964742238,81.97056014567974,0.0,0.0,0.0,0.0,0.0,131.22493750709106,0.0,0.0,0.0,327.72829428664824,3708.15543442107,0.0,0.0,0.0
K02052,0.0,0.0,0.0,0.0,0.0,44.03529096620336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02054,163.37346602526245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.690191396026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02056,359.2633145318215,0.0,0.0,0.0,745.6278900957093,293.02565246909796,0.0,0.0,0.0,318.8394249324644,725.9574908422433,185.47029908722513,0.0,0.0,0.0,2774.3968477076123,0.0,0.0,0.0,0.0
K02057,2283.3841682546913,0.0,0.0,0.0,0.0,890.8324708074401,303.8861569523379,0.0,0.0,68.95845969971074,585.0339046227691,1212.4879488890765,0.0,0.0,0.0,905.6609778772789,228.70274315218248,0.0,0.0,0.0
K02058,907.5690274378883,0.0,0.0,0.0,0.0,267.78691066276247,0.0,0.0,0.0,0.0,146.36627730927796,0.0,0.0,0.0,0.0,2702.4106954438143,0.0,0.0,0.0,0.0
K02065,0.0,214.03193356448784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.55871594743459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02066,0.0,441.6810169179603,0.0,0.0,0.0,30.33531259113865,0.0,0.0,0.0,0.0,103.9392994491217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02071,138.16450390860473,0.0,0.0,0.0,0.0,22.86400414881074,0.0,0.0,0.0,0.0,154.21261045863756,68.79297497146467,0.0,0.0,0.0,68.95845969971072,0.0,0.0,0.0,0.0
K02072,631.4068289084278,0.0,0.0,0.0,0.0,32.51126328333004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.72819539588863,0.0,0.0,0.0,0.0
K02073,323.9066340603208,0.0,0.0,0.0,0.0,53.33318857709416,0.0,0.0,0.0,0.0,73.19668975290261,243.07658585867887,0.0,0.0,0.0,86.38752094249477,0.0,0.0,0.0,0.0
K02076,0.0,0.0,0.0,0.0,0.0,46.98274023261719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02078,637.8279153041068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046.993209417511,317.9351005437962,0.0,0.0,0.0,887.0665857623444,0.0,0.0,0.0,0.0
K02081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.40671116936387,0.0,0.0,0.0,0.0
K02086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.93208010485498,0.0,0.0,0.0,0.0
K02099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.99409882530085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02103,0.0,0.0,0.0,0.0,0.0,150.28841038223496,0.0,0.0,0.0,0.0,0.0,62.906945027382115,0.0,0.0,0.0,0.0,217.0342358484997,0.0,0.0,0.0
K02106,0.0,152.46110336100503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02108,133.03267947771369,130.93718288651021,0.0,0.0,0.0,31.9716572537312,0.0,0.0,0.0,0.0,537.8373560339153,875.1821995281423,0.0,0.0,0.0,573.6016905734314,0.0,0.0,0.0,0.0
K02109,658.7366978968914,0.0,0.0,0.0,0.0,135.4590965621471,0.0,0.0,0.0,0.0,143.56256829989184,0.0,0.0,0.0,0.0,415.24892461011405,0.0,0.0,0.0,0.0
K02111,833.2989346746322,0.0,0.0,0.0,0.0,100.58210025637618,403.96842421208993,0.0,0.0,39.119535059631474,642.2758994668989,140.3223641262446,0.0,0.0,0.0,4557.821909511257,0.0,0.0,0.0,0.0
K02112,0.0,0.0,0.0,0.0,0.0,129.9746885366992,2383.8194029938695,0.0,0.0,0.0,56.12273188397501,394.40946531501527,0.0,0.0,0.0,605.9258643728082,0.0,0.0,0.0,0.0
K02113,269.1412590589583,0.0,0.0,0.0,0.0,83.29912862864019,559.0833716305442,0.0,0.0,0.0,0.0,175.57610030030537,0.0,0.0,0.0,515.492747919149,0.0,0.0,0.0,0.0
K02114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.005359539293446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.69476457260052,0.0,0.0,0.0,0.0
K02115,158.9127570552894,0.0,0.0,0.0,0.0,50.048315808591084,0.0,0.0,0.0,0.0,0.0,122.53748666792148,0.0,0.0,0.0,79.67497708547658,0.0,0.0,0.0,0.0
K02117,0.0,0.0,0.0,0.0,0.0,321.1843991863617,0.0,12.838050376443086,0.0,0.0,132.35347816692843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02118,9076.272956144077,0.0,0.0,0.0,0.0,727.2905606717304,0.0,0.0,0.0,0.0,241.93103325609374,51.36942672541685,0.0,0.0,0.0,316.37826949966393,0.0,0.0,0.0,0.0
K02119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4407108989249,0.0,0.0,0.0,70.39938273821215,0.0,0.0,0.0,2383.659537140991
K02120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.27985303184883,0.0,0.0,0.0,0.0,3357.950487480264,0.0,0.0,0.0,0.0
K02121,0.0,0.0,0.0,0.0,0.0,235.52919557661372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02122,0.0,0.0,0.0,0.0,0.0,72.01092895466559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.8003867586855,0.0,0.0,0.0,0.0
K02123,0.0,0.0,0.0,0.0,0.0,35.47255121112897,0.0,0.0,0.0,0.0,577.9604723367535,167.15658258035245,0.0,0.0,0.0,1151.593591984,132.10779573386938,0.0,0.0,0.0
K02124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.38331555722857,0.0,0.0,0.0,1033.8384782119338,0.0,0.0,0.0,0.0
K02160,0.0,0.0,0.0,0.0,0.0,45.0594701646153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.8635482821015,0.0,0.0,0.0,0.0
K02171,312.49287125637437,391.8894558223017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.4032563692888,0.0,0.0,0.0,0.0
K02172,801.6302591801852,89.9003275068931,0.0,0.0,0.0,774.6969762098358,0.0,0.0,0.0,0.0,350.2765550752282,461.6604286018667,0.0,0.0,0.0,2894.540797641765,0.0,0.0,0.0,0.0
K02188,0.0,88.75327388639047,0.0,0.0,0.0,12.288946408531446,0.0,0.0,0.0,0.0,224.1212170945764,123.50234876766883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02189,275.99292675023594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.98012427224495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.44811067759744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02193,0.0,0.0,0.0,0.0,0.0,59.284565681782574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02203,0.0,0.0,0.0,0.0,0.0,157.85839427733066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379.2280805521007,0.0,0.0,0.0,0.0
K02217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.91691939942143,0.0,0.0,0.0,0.0
K02224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.067099927322595,45.07125946406306,0.0,0.0,0.0,169.03013030200185,0.0,0.0,0.0,0.0
K02226,0.0,0.0,0.0,0.0,0.0,40.341201037430466,0.0,0.0,0.0,0.0,0.0,236.45424563056199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02227,0.0,0.0,0.0,0.0,0.0,137.35164465263014,0.0,0.0,0.0,0.0,0.0,320.1531692802449,0.0,0.0,0.0,275.4610659825103,0.0,0.0,0.0,0.0
K02230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.34710645303078,0.0,0.0,0.0,0.0
K02231,0.0,0.0,0.0,0.0,0.0,40.131090615360506,0.0,0.0,0.0,112.01544917074965,305.7038219091815,0.0,0.0,0.0,0.0,249.73873364354,0.0,0.0,0.0,0.0
K02232,0.0,114.73876850879759,0.0,0.0,0.0,14.961493976988773,206.51855156148682,0.0,0.0,0.0,51.76259932725184,45.68387852473965,0.0,0.0,0.0,138.92026100022218,0.0,0.0,0.0,0.0
K02233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.48829069434174,0.0,0.0,0.0
K02237,193.20098679336013,192.5546807154562,0.0,0.0,0.0,68.37920894461428,0.0,0.0,0.0,0.0,316.8674621068162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K02238,0.0,153.70561168648757,0.0,0.0,0.0,190.56256296761592,0.0,0.0,0.0,0.0,171.91335046413113,230.3116036637798,0.0,0.0,0.0,145.1414756891584,130.68728180124714,0.0,0.0,0.0
