ko_map,gi_location,no_FMT_control,Recipient,Donor,postFMTvsnoFMT,donorVnoFMT,postFMTvdonor
K00198,cecum,0.14764,0.01979875,1.7112415,-2.89860238938611,3.53488782760378,-6.4334902169899
K00366,cecum,0.12324225,0.01979875,4.0435,-2.63801567330847,5.03603577972396,-7.67405145303244
K00639,cecum,0.01294075,0.01979875,1.263925,0.613488114953155,6.60984581455632,-5.99635769960317
K00878,cecum,0.22084225,0.01979875,3.99005,-3.47953495157085,4.17531871522603,-7.65485366679689
K01077,cecum,0.19585475,159.5887085,13.7887,9.67035874583017,6.13755851769178,3.53280022813838
K01118,cecum,0.01294075,0.01979875,0.77431425,0.613488114953155,5.90292605450667,-5.28943793955352
K01190,cecum,11.728825,1092.5322085,245.295,6.54147351099638,4.38638743109555,2.15508607990083
K01430,cecum,0.01294075,0.01979875,0.47945,0.613488114953155,5.21138723160342,-4.59789911665027
K01478,cecum,0.0354535,0.01979875,2.21773,-0.840518710392707,5.96701186486646,-6.80753057525917
K01768,cecum,0.018649,0.01979875,1.1919125,0.0863110760933261,5.99803624705332,-5.91172517095999
K01821,cecum,0.2396635,0.01979875,15.62170575,-3.59752895447282,6.02639797341722,-9.62392692789004
K01895,cecum,0.06037575,0.01979875,1.226637,-1.60855985731721,4.34459535813337,-5.95315521545059
K02020,cecum,0.065946,0.01979875,0.77147,-1.73587580627296,3.54825299650951,-5.28412880278247
K02122,cecum,0.113331,0.01979875,2.2579495,-2.51706128948105,4.31639877208039,-6.83346006156144
K02385,cecum,0.2206085,0.01979875,4.1374775,-3.47800712543249,4.22919118257183,-7.70719830800432
K03113,cecum,0.01294075,0.01979875,0.337265,0.613488114953155,4.70388947070063,-4.09040135574748
K03608,cecum,0.232586,0.01979875,2.87889,-3.5542830062765,3.6296765010739,-7.18395950735039
K05593,cecum,0.0834835,0.01979875,1.12658,-2.07608173776745,3.75431486878602,-5.83039660655346
K06346,cecum,3.1209675,1134.9775,107.689,8.50645464829266,5.10873374774234,3.39772090055033
K07118,cecum,0.0582835,0.01979875,0.5921625,-1.55767816752052,3.34483371072335,-4.90251187824387
K07172,cecum,0.01294075,0.01979875,3.82377825,0.613488114953155,8.20693381695647,-7.59344570200332
K07498,cecum,0.01294075,0.01979875,0.3176075,0.613488114953155,4.61725184240185,-4.00376372744869
K07590,cecum,0.01294075,0.01979875,1.1383245,0.613488114953155,6.45884683913671,-5.84535872418355
K07745,cecum,0.01294075,0.19278275,0.14943575,3.89698282813406,3.52953219168345,0.367450636450608
K08968,cecum,0.01294075,0.01979875,0.24389025,0.613488114953155,4.23623894631346,-3.6227508313603
K09680,cecum,0.0859085,0.01979875,3.418031,-2.11739153405302,5.31422078919121,-7.43161232324422
K10201,cecum,0.74511025,0.01979875,7.67415,-5.2339726559698,3.36448114994113,-8.59845380591093
K10548,cecum,1.0863775,1026.0425,149.57,9.88334926982841,7.1051515201847,2.77819774964371
K11741,cecum,0.01294075,0.01979875,0.41822275,0.613488114953155,5.01427840377021,-4.40079028881705
K11927,cecum,0.20849975,0.01979875,2.20093,-3.39656440050869,3.39999570249128,-6.79656010299997
K12472,cecum,0.0159435,0.01979875,4.49066,0.312440976186233,8.13781531367694,-7.82537433749071
K14138,cecum,0.16052975,0.01979875,2.3591795,-3.01935943469269,3.87737259820802,-6.89673203290071
K16329,cecum,0.30178725,0.01979875,6.0580045,-3.93005060242091,4.32723888895117,-8.25728949137209
K18120,cecum,0.056327,0.01979875,1.19916975,-1.50841728687413,4.41206545044363,-5.92048273731776
