OTU2,OTU1,meandist,distsd,median,Original,Zscore,zpvalue,zpadjusted,Cluster,Significant,Phylum_OTU1,Class_OTU1,Order_OTU1,Family_OTU1,OTU1WithOrder,Phylum_OTU2,Class_OTU2,Order_OTU2,Family_OTU2,OTU2WithOrder,OTU1ColorName,OTU2ColorName,OTU1Type,OTU2Type,OTU1emergence,OTU2emergence
Otu127,Otu55,0.986708583566845,0.00616283639682668,0.986611973911263,1,-2.15670440967713,0.0310287031896354,0.0635,Env,FALSE,Actinobacteriota,Coriobacteriales,Coriobacteriia,Eggerthellaceae,Otu55_Coriobacteriia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu55,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu55,0.982963320482383,0.00713539982558002,0.983870967741935,1,-2.38762787427007,0.0169575023261756,0.0339,Jax,TRUE,Actinobacteriota,Coriobacteriales,Coriobacteriia,Eggerthellaceae,Otu55_Coriobacteriia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu55,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu56,0.981308774255634,0.00640251778847653,0.981735159817352,1,-2.9193555351001,0.0035075592806795,0.00843,Jax,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu56_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#E41A1C'>Otu56,<b style='color:#828382'>Otu127,Recipient Taxa,Shared Taxa,depleted,depleted
Otu127,Otu6,0.97667769385521,0.0037953061514259,0.976347267577174,0.989280245022971,-3.32056246978277,0.00089836251516687,0.00265,Env,TRUE,Bacteroidota,Bacteroidales,Bacteroidia,Bacteroidaceae,Otu6_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu6,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,enriched,depleted
Otu127,Otu6,0.957703091498981,0.00584401980962661,0.956878850102669,0.974772956609485,-2.92091157569074,0.00349008868524196,0.00841,Jax,TRUE,Bacteroidota,Bacteroidales,Bacteroidia,Bacteroidaceae,Otu6_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu6,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,enriched,depleted
Otu127,Otu60,0.99464672026067,0.00520081109663845,0.994845360824742,1,-1.02931632006213,0.30333105676202,0.406,Env,FALSE,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Otu60_Gammaproteobacteria,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu60,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu60,0.993569461415838,0.00365271532694745,0.994169096209913,1,-1.76048172621649,0.0783261632016363,0.125,Jax,FALSE,Proteobacteria,Enterobacterales,Gammaproteobacteria,Enterobacteriaceae,Otu60_Gammaproteobacteria,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu60,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu61,0.985219610365805,0.00558964852020767,0.986021234548766,1,-2.64424311846453,0.00818738260861598,0.0198,Env,TRUE,Desulfobacterota,Desulfovibrionales,Desulfovibrionia,Desulfovibrionaceae,Otu61_Desulfovibrionia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu61,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,enriched,depleted
Otu127,Otu61,0.992589695687275,0.00467180133804512,0.992985396405753,1,-1.58617710311846,0.112699140285615,0.168,Jax,FALSE,Desulfobacterota,Desulfovibrionales,Desulfovibrionia,Desulfovibrionaceae,Otu61_Desulfovibrionia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu61,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,enriched,depleted
Otu127,Otu62,0.992259369748517,0.00512557469687846,0.991525423728814,1,-1.51019753086359,0.130993028553514,0.19,Jax,FALSE,Bacteroidota,Bacteroidales,Bacteroidia,Muribaculaceae,Otu62_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu62,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu63,0.976108063424099,0.00684372687821163,0.976939203354298,0.883295194508009,13.5617435598692,0.00000000000000000000000000000000000000000675120077987228,0.000000000000000000000000000000000000000138,Env,TRUE,Actinobacteriota,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Otu63_Actinobacteria,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu63,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu63,0.956914884732579,0.00774710870783535,0.956814029683985,0.87409200968523,10.6908110071545,0.0000000000000000000000000112383919005369,0.000000000000000000000000189,Jax,TRUE,Actinobacteriota,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Otu63_Actinobacteria,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu63,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu64,0.986445490949141,0.00655238075154696,0.986013986013986,1,-2.06863879936454,0.0385799941713415,0.0763,Env,FALSE,Actinobacteriota,Coriobacteriales,Coriobacteriia,Eggerthellaceae,Otu64_Coriobacteriia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#E41A1C'>Otu64,<b style='color:#828382'>Otu127,Recipient Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu64,0.973121477813978,0.00621530413304663,0.973553719008264,1,-4.32457070654191,0.0000152829181366567,0.0000596,Jax,TRUE,Actinobacteriota,Coriobacteriales,Coriobacteriia,Eggerthellaceae,Otu64_Coriobacteriia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#E41A1C'>Otu64,<b style='color:#828382'>Otu127,Recipient Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu66,0.976308282107298,0.00624950011578741,0.976987447698745,0.901123595505618,12.0305120743576,0.00000000000000000000000000000000245632526219308,0.0000000000000000000000000000000388,Env,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu66_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu66,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu66,0.956924247059415,0.00633505259829925,0.957083707748669,0.892634207240949,10.148304030771,0.0000000000000000000000033717173009998,0.0000000000000000000000522,Jax,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu66_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu66,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu67,0.989142365762425,0.00706476584151191,0.991596638655462,0.96551724137931,3.34407748439386,0.000825566760878019,0.00244,Env,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu67_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#E41A1C'>Otu67,<b style='color:#828382'>Otu127,Recipient Taxa,Shared Taxa,depleted,depleted
Otu127,Otu67,0.96814071882549,0.00792378367707986,0.969889064976228,0.974763406940063,-0.83579870229548,0.403268156674496,0.469,Jax,FALSE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu67_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#E41A1C'>Otu67,<b style='color:#828382'>Otu127,Recipient Taxa,Shared Taxa,depleted,depleted
Otu127,Otu68,0.979531489300991,0.00587356106505874,0.980670359147583,0.991951710261569,-2.11459808164163,0.0344642173088103,0.0692,Env,FALSE,Firmicutes,Oscillospirales,Clostridia,Oscillospiraceae,Otu68_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu68,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu68,0.982222713914908,0.00681158213452498,0.982657599863143,0.983833718244804,-0.236509565337248,0.813037285734149,0.84,Jax,FALSE,Firmicutes,Oscillospirales,Clostridia,Oscillospiraceae,Otu68_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu68,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu69,0.989899607871445,0.00558079221900583,0.990990990990991,1,-1.80984916337822,0.0703191814687075,0.127,Env,FALSE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu69_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu69,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu69,0.985868044382879,0.00592514659856683,0.985148514851485,1,-2.38508117597272,0.01707535307343,0.0341,Jax,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu69_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu69,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu7,0.976334768621244,0.00250993695573998,0.976280153638093,1,-9.42861585612159,0.00000000000000000000415536026625043,0.0000000000000000000467,Env,TRUE,Bacteroidota,Bacteroidales,Bacteroidia,Prevotellaceae,Otu7_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu7,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,enriched,depleted
Otu127,Otu7,0.966939042408098,0.00551903376195533,0.967148488830486,1,-5.99035248158888,0.00000000209386726439776,0.0000000132,Jax,TRUE,Bacteroidota,Bacteroidales,Bacteroidia,Prevotellaceae,Otu7_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu7,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,enriched,depleted
Otu127,Otu72,0.976311629274892,0.00894664910177983,0.97972972972973,0.78714859437751,21.1434507764197,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000317028899563326,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000238,Env,TRUE,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu72_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu72,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu72,0.961908951961528,0.00844635329086884,0.964028776978417,0.802494802494803,18.8737250239182,0.000000000000000000000000000000000000000000000000000000000000000000000000000000187596702093212,0.0000000000000000000000000000000000000000000000000000000000000000000000000000116,Jax,TRUE,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu72_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu72,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu73,0.978276104895685,0.0050467616002074,0.978300180831826,1,-4.30452175577745,0.000016734684738927,0.000066,Env,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu73_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu73,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu73,0.992711907630943,0.00435417279834904,0.994269340974212,0.997142857142857,-1.0176329045999,0.308852443949617,0.378,Jax,FALSE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu73_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu73,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu75,0.990999124370134,0.00580984094191275,0.990384615384615,0.985507246376812,0.945271660313992,0.344520202807348,0.449,Env,FALSE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu75_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu75,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu75,0.989811813639611,0.00577456233872434,0.991780821917808,0.983425414364641,1.10595381958958,0.268746508169605,0.339,Jax,FALSE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu75_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu75,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu76,0.980258115263407,0.00675904924374211,0.979710144927536,0.893081761006289,12.8977243859897,0.0000000000000000000000000000000000000463585439598526,0.000000000000000000000000000000000000877,Env,TRUE,Bacteroidota,Bacteroidales,Bacteroidia,Bacteroidaceae,Otu76_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu76,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu76,0.966193450331222,0.0080721847830539,0.967200009309253,0.911575562700965,6.76618401314568,0.0000000000132223358704761,0.000000000103,Jax,TRUE,Bacteroidota,Bacteroidales,Bacteroidia,Bacteroidaceae,Otu76_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu76,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu78,0.976857317331927,0.00736531975004319,0.97657057714529,0.866120218579235,15.0349343288243,0.00000000000000000000000000000000000000000000000000433478009361529,0.000000000000000000000000000000000000000000000000116,Env,TRUE,Actinobacteriota,Coriobacteriales,Coriobacteriia,Coriobacteriaceae,Otu78_Coriobacteriia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu78,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu78,0.961554062084386,0.00648425602646288,0.961593172119488,0.883792048929664,11.9924341107704,0.00000000000000000000000000000000389294722267269,0.0000000000000000000000000000000818,Jax,TRUE,Actinobacteriota,Coriobacteriales,Coriobacteriia,Coriobacteriaceae,Otu78_Coriobacteriia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu78,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu8,0.976192971110033,0.00236202438232796,0.976086956521739,0.999468932554434,-9.85424266512482,0.0000000000000000000000657101947433679,0.000000000000000000000792,Env,TRUE,Bacteroidota,Bacteroidales,Bacteroidia,Muribaculaceae,Otu8_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu8,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,enriched,depleted
Otu127,Otu8,0.969935826140264,0.00665243776404064,0.970031545741325,1,-4.51927172054817,0.00000620527140317345,0.0000259,Jax,TRUE,Bacteroidota,Bacteroidales,Bacteroidia,Muribaculaceae,Otu8_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu8,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,enriched,depleted
Otu127,Otu81,0.979220787974868,0.0052789872443373,0.979184684330529,1,-3.93621182688442,0.0000827779134356205,0.000291,Env,TRUE,Bacteroidota,Bacteroidales,Bacteroidia,Rikenellaceae,Otu81_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu81,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,enriched,depleted
Otu127,Otu81,0.984058968064285,0.00642761255227736,0.982673267326733,0.982673267326733,0.215585604496595,0.829310777892972,0.854,Jax,FALSE,Bacteroidota,Bacteroidales,Bacteroidia,Rikenellaceae,Otu81_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu81,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,enriched,depleted
Otu127,Otu83,0.984927326430012,0.0078014569384204,0.984984984984985,1,-1.93203316879934,0.0533554120756919,0.101,Env,FALSE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu83_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu83,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu83,0.989074644509555,0.00466683540164702,0.989276139410188,1,-2.34106295812126,0.0192289242242917,0.0377,Jax,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu83_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu83,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu84,0.980965617306271,0.00554867377715876,0.979757085020243,1,-3.43043823770719,0.000602607139557381,0.00183,Env,TRUE,Bacteroidota,Bacteroidales,Bacteroidia,Muribaculaceae,Otu84_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu84,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,enriched,depleted
Otu127,Otu84,0.992345275090511,0.0046980116565995,0.991404011461318,1,-1.62935417555548,0.103238063617371,0.157,Jax,FALSE,Bacteroidota,Bacteroidales,Bacteroidia,Muribaculaceae,Otu84_Bacteroidia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu84,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,enriched,depleted
Otu127,Otu85,0.973333840091763,0.0072951285815563,0.974358974358974,0.831168831168831,19.4876632171167,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000139717166049945,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000712,Env,TRUE,Firmicutes,Oscillospirales,Clostridia,[Eubacterium] coprostanoligenes group,Otu85_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu85,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu85,0.962991873296645,0.00653814070261999,0.961708394698085,0.879173290937997,12.8199416578875,0.000000000000000000000000000000000000126795894797955,0.0000000000000000000000000000000000031,Jax,TRUE,Firmicutes,Oscillospirales,Clostridia,[Eubacterium] coprostanoligenes group,Otu85_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu85,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu86,0.995546989459173,0.00632347863974229,0.997237569060774,1,-0.704202669846935,0.481306568606625,0.573,Env,FALSE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu86_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu86,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,enriched,depleted
Otu127,Otu86,0.991382957105056,0.00514537705584063,0.991596638655462,1,-1.67471553618457,0.0939900577022464,0.145,Jax,FALSE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu86_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu86,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,enriched,depleted
Otu127,Otu87,0.974355323100299,0.00675405884032153,0.974712643678161,0.885,13.2298703953911,0.000000000000000000000000000000000000000589890014090557,0.0000000000000000000000000000000000000117,Env,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu87_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu87,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu87,0.959466192918224,0.00727998318043807,0.959026888604353,0.896879240162822,8.59712875760177,0.00000000000000000817352668175963,0.0000000000000000933,Jax,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu87_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu87,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu9,0.971250064890701,0.00466507520933014,0.970479704797048,0.89065606361829,17.2760347167015,0.000000000000000000000000000000000000000000000000000000000000000000712834394385856,0.0000000000000000000000000000000000000000000000000000000000000000253,Env,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu9_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu9,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu9,0.949983597898447,0.00529519856654694,0.950141006832047,0.862771739130435,16.469988362473,0.000000000000000000000000000000000000000000000000000000000000602819743260966,0.0000000000000000000000000000000000000000000000000000000000277,Jax,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu9_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu9,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu90,0.997001178366159,0.00378267694715814,1,1,-0.79277762170353,0.427907396798863,0.524,Env,FALSE,Actinobacteriota,Coriobacteriales,Coriobacteriia,Eggerthellaceae,Otu90_Coriobacteriia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#E41A1C'>Otu90,<b style='color:#828382'>Otu127,Recipient Taxa,Shared Taxa,depleted,depleted
Otu127,Otu90,0.975691225494289,0.00754755562705926,0.976284584980237,1,-3.22074797548497,0.00127856528605202,0.00348,Jax,TRUE,Actinobacteriota,Coriobacteriales,Coriobacteriia,Eggerthellaceae,Otu90_Coriobacteriia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#E41A1C'>Otu90,<b style='color:#828382'>Otu127,Recipient Taxa,Shared Taxa,depleted,depleted
Otu127,Otu91,0.9807588183175,0.00639892121608914,0.980044345898004,1,-3.006941487906,0.0026389055174276,0.00704,Env,TRUE,Verrucomicrobiota,Verrucomicrobiales,Verrucomicrobiae,Akkermansiaceae,Otu91_Verrucomicrobiae,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu91,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu91,0.985322980633167,0.00609430376351613,0.987179487179487,1,-2.40831765799035,0.0160262297668277,0.0322,Jax,TRUE,Verrucomicrobiota,Verrucomicrobiales,Verrucomicrobiae,Akkermansiaceae,Otu91_Verrucomicrobiae,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#377EB8'>Otu91,<b style='color:#828382'>Otu127,Donor Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu93,0.98142450810401,0.00660443759861388,0.982323232323232,1,-2.8125773949153,0.0049146194814787,0.0125,Env,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu93_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu93,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu93,0.988206872868273,0.00504865105349479,0.989473684210526,1,-2.33589665967573,0.0194966281062499,0.0381,Jax,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu93_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu93,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu95,0.980248540348465,0.0076685170453192,0.982587064676617,0.953964194373402,3.42756569747821,0.000609018920777059,0.00184,Env,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu95_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu95,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu95,0.976572229582506,0.00700446665245914,0.974358974358974,0.938053097345133,5.49922415917995,0.0000000381465943565884,0.000000216,Jax,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu95_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu95,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,unchanged,depleted
Otu127,Otu97,0.991042054376129,0.00693731768544157,0.98989898989899,1,-1.29126933925344,0.196610298555795,0.293,Env,FALSE,Firmicutes,Veillonellales-Selenomonadales,Negativicutes,Veillonellaceae,Otu97_Negativicutes,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu97,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu97,0.990880806552687,0.00491979351116487,0.991477272727273,1,-1.85357239620281,0.0638003598040925,0.105,Jax,FALSE,Firmicutes,Veillonellales-Selenomonadales,Negativicutes,Veillonellaceae,Otu97_Negativicutes,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu97,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
Otu127,Otu98,0.980551991389906,0.00987375265804244,0.981072555205047,0.901360544217687,8.02040013709635,0.00000000000000105401247506232,0.00000000000000976,Env,TRUE,Firmicutes,Lachnospirales,Clostridia,Lachnospiraceae,Otu98_Clostridia,Firmicutes,Oscillospirales,Clostridia,Ruminococcaceae,Otu127_Clostridia,<b style='color:#828382'>Otu98,<b style='color:#828382'>Otu127,Shared Taxa,Shared Taxa,depleted,depleted
